sample	Chromosome	Start Position	End Position	Normal TCN	Normal BCN	Tumour TCN	Tumour BCN
PD6046a	10	36648114	37239877	2	1	6	2
PD6046a	10	37240669	39076221	2	1	8	2
PD6046a	10	42433540	52021418	2	1	2	0
PD6046a	10	52024389	52296900	2	1	4	1
PD6046a	10	52297002	59876436	2	1	2	0
PD6046a	10	59877214	60669964	2	1	1	0
PD6046a	10	60671038	61726856	2	1	2	0
PD6046a	10	61726870	61743852	2	1	1	0
PD6046a	10	61744004	61761447	2	1	3	0
PD6046a	10	61761637	72061473	2	1	2	0
PD6046a	10	72064976	72073148	2	1	1	0
PD6046a	10	72073177	101288099	2	1	2	0
PD6046a	10	101289110	101298802	2	1	4	1
PD6046a	10	101301346	105342900	2	1	1	0
PD6046a	10	105345984	105482568	2	1	2	0
PD6046a	10	105482700	112694751	2	1	1	0
PD6046a	10	112698845	135396284	2	1	2	0
PD6046a	10	135400250	135506704	2	1	0	0
PD6046a	11	198572	17719179	2	1	3	1
PD6046a	11	17721910	26674183	2	1	2	1
PD6046a	11	26674408	26674513	2	1	5	3
PD6046a	11	26674717	42644154	2	1	2	1
PD6046a	11	42644769	42970825	2	1	2	0
PD6046a	11	42971040	45115566	2	1	2	1
PD6046a	11	45115844	45141687	2	1	2	0
PD6046a	11	45141700	45279968	2	1	2	1
PD6046a	11	45280203	45576417	2	1	2	0
PD6046a	11	45580099	45620673	2	1	3	1
PD6046a	11	45625067	45648408	2	1	2	0
PD6046a	11	45655344	45720678	2	1	3	1
PD6046a	11	45720898	45925507	2	1	2	0
PD6046a	11	45930522	46169007	2	1	2	1
PD6046a	11	46171404	46188572	2	1	1	0
PD6046a	11	46189280	46315582	2	1	2	1
PD6046a	11	46315943	46717271	2	1	2	0
PD6046a	11	46719188	46903295	2	1	2	1
PD6046a	11	46908581	46920730	2	1	1	0
PD6046a	11	46924236	63995302	2	1	2	1
PD6046a	11	63996938	68405000	2	1	3	1
PD6046a	11	68408004	68963476	2	1	7	1
PD6046a	11	68964278	71025331	2	1	9	1
PD6046a	11	71027992	71042808	2	1	4	0
PD6046a	11	71043016	71628836	2	1	3	0
PD6046a	11	71630226	77261584	2	1	3	1
PD6046a	11	77263203	78531051	2	1	7	1
PD6046a	11	78531526	79018306	2	1	4	0
PD6046a	11	79020176	79093762	2	1	5	1
PD6046a	11	79094154	79691366	2	1	4	1
PD6046a	11	79691782	79906502	2	1	3	1
PD6046a	11	79908489	81489699	2	1	4	1
PD6046a	11	81489841	82474310	2	1	3	1
PD6046a	11	82477271	89840684	2	1	2	1
PD6046a	11	89842613	90555222	2	1	3	1
PD6046a	11	90555364	92706175	2	1	2	1
PD6046a	11	92706291	92745804	2	1	2	0
PD6046a	11	92745981	92770178	2	1	2	1
PD6046a	11	92771338	92791773	2	1	2	0
PD6046a	11	92791992	92915067	2	1	2	1
PD6046a	11	92919954	93384204	2	1	2	0
PD6046a	11	93385813	93553643	2	1	3	1
PD6046a	11	93555624	93879263	2	1	2	0
PD6046a	11	93881337	96467132	2	1	3	1
PD6046a	11	96467331	97097033	2	1	2	1
PD6046a	11	97098124	100012939	2	1	3	1
PD6046a	11	100013902	101872063	2	1	2	1
PD6046a	11	101873452	102069604	2	1	3	1
PD6046a	11	102070023	102569590	2	1	2	1
PD6046a	11	102572096	103185367	2	1	3	1
PD6046a	11	103185564	103438305	2	1	2	0
PD6046a	11	103439135	103488503	2	1	2	1
PD6046a	11	103489959	103702752	2	1	2	0
PD6046a	11	103708104	103933854	2	1	2	1
PD6046a	11	103940819	104643654	2	1	3	1
PD6046a	11	104649483	107019852	2	1	2	1
PD6046a	11	107020991	107230301	2	1	3	1
PD6046a	11	107230624	107757214	2	1	2	1
PD6046a	11	107758546	108740947	2	1	3	1
PD6046a	11	108745874	124620147	2	1	2	1
PD6046a	11	124623492	124635035	2	1	3	1
PD6046a	11	124636373	124654016	2	1	3	2
PD6046a	11	124654111	124701521	2	1	2	0
PD6046a	11	124703863	124722060	2	1	3	1
PD6046a	11	124722807	124750028	2	1	3	0
PD6046a	11	124750137	125059690	2	1	2	1
PD6046a	11	125060194	125098556	2	1	2	0
PD6046a	11	125100100	134493327	2	1	2	1
PD6046a	11	134493977	134494468	2	1	5	2
PD6046a	11	134495874	134944770	2	1	2	1
PD6046a	12	150442	21813877	2	1	4	2
PD6046a	12	21815898	21822700	2	1	2	1
PD6046a	12	21823036	30888408	2	1	4	2
PD6046a	12	30892219	32674645	2	1	3	1
PD6046a	12	32674683	34854498	2	1	4	2
PD6046a	12	37857751	41230414	2	1	3	1
PD6046a	12	41230722	41386986	2	1	1	0
PD6046a	12	41387438	52920414	2	1	3	1
PD6046a	12	52921215	52925659	2	1	7	3
PD6046a	12	52925969	124330440	2	1	3	1
PD6046a	12	124331344	124336619	2	1	5	2
PD6046a	12	124336804	133778189	2	1	3	1
PD6046a	13	19026949	22330670	2	1	2	1
PD6046a	13	22331328	22332035	2	1	7	3
PD6046a	13	22332624	33761455	2	1	2	1
PD6046a	13	33762153	33776390	2	1	2	0
PD6046a	13	33776506	33792941	2	1	2	1
PD6046a	13	33794164	33805915	2	1	2	0
PD6046a	13	33811252	33819113	2	1	3	1
PD6046a	13	33819254	33836313	2	1	1	0
PD6046a	13	33836866	33840548	2	1	3	2
PD6046a	13	33840783	33842296	2	1	5	1
PD6046a	13	33843317	33853684	2	1	2	1
PD6046a	13	33856355	34246375	2	1	2	0
PD6046a	13	34246864	34271771	2	1	2	1
PD6046a	13	34278517	34292278	2	1	1	0
PD6046a	13	34295789	34682956	2	1	2	0
PD6046a	13	34685100	34716718	2	1	1	0
PD6046a	13	34718887	34841445	2	1	2	0
PD6046a	13	34841852	34908977	2	1	2	1
PD6046a	13	34909043	34935717	2	1	1	0
PD6046a	13	34938141	34951448	2	1	2	1
PD6046a	13	34954098	35102516	2	1	2	0
PD6046a	13	35104243	35146116	2	1	1	0
PD6046a	13	35146615	37222740	2	1	2	1
PD6046a	13	37223134	37329569	2	1	2	0
PD6046a	13	37330381	37380938	2	1	2	1
PD6046a	13	37380974	37458039	2	1	2	0
PD6046a	13	37458139	37723396	2	1	2	1
PD6046a	13	37723675	37742140	2	1	3	0
PD6046a	13	37742451	37766139	2	1	2	1
PD6046a	13	37767059	37837568	2	1	2	0
PD6046a	13	37837820	37858889	2	1	2	1
PD6046a	13	37859000	38290340	2	1	2	0
PD6046a	13	38290705	38324085	2	1	3	1
PD6046a	13	38324756	38347446	2	1	2	0
PD6046a	13	38349236	38378364	2	1	1	0
PD6046a	13	38378546	38477484	2	1	2	0
PD6046a	13	38477579	38595502	2	1	2	1
PD6046a	13	38596233	38631419	2	1	2	0
PD6046a	13	38631471	38668623	2	1	2	1
PD6046a	13	38669202	38692407	2	1	2	0
PD6046a	13	38692585	38791851	2	1	2	1
PD6046a	13	38792982	38876012	2	1	2	0
PD6046a	13	38876748	40530082	2	1	2	1
PD6046a	13	40531577	40736289	2	1	2	0
PD6046a	13	40737877	40915272	2	1	2	1
PD6046a	13	40918496	40919945	2	1	1	0
PD6046a	13	40921021	41117930	2	1	2	1
PD6046a	13	41119231	41264420	2	1	2	0
PD6046a	13	41268424	51827083	2	1	2	1
PD6046a	13	51827938	51873646	2	1	2	0
PD6046a	13	51873714	51887139	2	1	1	0
PD6046a	13	51888948	52055391	2	1	2	0
PD6046a	13	52056616	52364951	2	1	2	1
PD6046a	13	52367193	53325928	2	1	2	0
PD6046a	13	53326641	53359853	2	1	2	1
PD6046a	13	53361295	53519692	2	1	1	0
PD6046a	13	53521335	53539154	2	1	3	1
PD6046a	13	53540522	53561170	2	1	2	0
PD6046a	13	53561568	53610590	2	1	2	1
PD6046a	13	53611250	53900724	2	1	2	0
PD6046a	13	53902134	105568224	2	1	2	1
PD6046a	13	105571561	105616917	2	1	1	0
PD6046a	13	105618415	108083494	2	1	2	1
PD6046a	13	108083665	108179298	2	1	2	0
PD6046a	13	108179563	115108397	2	1	2	1
PD6046a	14	19002124	22436273	2	1	3	1
PD6046a	14	22442542	22457104	2	1	0	0
PD6046a	14	22458695	40328572	2	1	3	1
PD6046a	14	40330584	40333898	2	1	1	0
PD6046a	14	40334935	77576306	2	1	3	1
PD6046a	14	77578179	77583216	2	1	0	0
PD6046a	14	77584012	87809096	2	1	3	1
PD6046a	14	87809166	87811629	2	1	1	0
PD6046a	14	87813007	106223860	2	1	3	1
PD6046a	14	106224354	106530364	2	1	6	0
PD6046a	14	106530687	106574118	2	1	0	0
PD6046a	14	106574560	106874361	2	1	5	0
PD6046a	14	106879831	106918108	2	1	0	0
PD6046a	14	106918649	107285437	2	1	3	1
PD6046a	15	20016328	27951877	2	1	4	2
PD6046a	15	27951907	28114101	2	1	8	3
PD6046a	15	28114289	31245296	2	1	4	2
PD6046a	15	31248010	32324067	2	1	5	2
PD6046a	15	32324277	39049241	2	1	4	2
PD6046a	15	39049916	45519036	2	1	5	2
PD6046a	15	45521536	46747113	2	1	4	2
PD6046a	15	46747229	48992897	2	1	5	2
PD6046a	15	48995386	87050351	2	1	3	1
PD6046a	15	87050430	87050833	2	1	7	3
PD6046a	15	87050994	102469040	2	1	3	1
PD6046a	16	60777	35283226	2	1	4	2
PD6046a	16	46463782	90287535	2	1	2	0
PD6046a	17	526	22235650	2	1	2	0
PD6046a	17	25270411	27358976	2	1	3	1
PD6046a	17	27359092	27360193	2	1	1	0
PD6046a	17	27360408	29796314	2	1	3	2
PD6046a	17	29796337	32496677	2	1	2	0
PD6046a	17	32497149	32737046	2	1	3	1
PD6046a	17	32738357	33262382	2	1	4	2
PD6046a	17	33268309	35034943	2	1	2	0
PD6046a	17	35035551	36243793	2	1	3	1
PD6046a	17	36244345	44213204	2	1	2	0
PD6046a	17	44213712	44784678	2	1	3	0
PD6046a	17	44784982	51004890	2	1	2	0
PD6046a	17	51005433	51008392	2	1	4	1
PD6046a	17	51008486	55540246	2	1	2	0
PD6046a	17	55540976	55907117	2	1	5	2
PD6046a	17	55908536	55919843	2	1	4	1
PD6046a	17	55921952	59332362	2	1	6	3
PD6046a	17	59333007	59994874	2	1	5	3
PD6046a	17	59995992	61464847	2	1	3	1
PD6046a	17	61469869	66550837	2	1	5	2
PD6046a	17	66551010	67614576	2	1	4	2
PD6046a	17	67614824	69513674	2	1	5	3
PD6046a	17	69515614	70205791	2	1	6	2
PD6046a	17	70205891	72079645	2	1	5	3
PD6046a	17	72080148	74447351	2	1	6	2
PD6046a	17	74455272	74455847	2	1	15	7
PD6046a	17	74455932	81049726	2	1	6	2
PD6046a	18	48133	29210613	2	1	2	1
PD6046a	18	29212727	29214436	2	1	0	0
PD6046a	18	29214663	41552168	2	1	2	1
PD6046a	18	41558218	41559321	2	1	6	3
PD6046a	18	41559321	49874637	2	1	2	1
PD6046a	18	49874804	49880082	2	1	1	0
PD6046a	18	49880242	63350229	2	1	2	1
PD6046a	18	63350588	64809299	2	1	2	0
PD6046a	18	64809607	64888539	2	1	2	1
PD6046a	18	64890134	64945846	2	1	2	0
PD6046a	18	64947505	65326861	2	1	3	1
PD6046a	18	65327013	65500554	2	1	3	0
PD6046a	18	65500625	78015057	2	1	2	1
PD6046a	19	90910	59097854	2	1	3	1
PD6046a	20	61305	17702753	2	1	4	2
PD6046a	20	17704060	17704776	2	1	1	1
PD6046a	20	17705226	32205247	2	1	4	2
PD6046a	20	32205926	56107219	2	1	3	1
PD6046a	20	56108857	56120049	2	1	1	0
PD6046a	20	56121788	62956153	2	1	3	1
PD6046a	21	10736871	20617291	2	1	1	0
PD6046a	21	20618256	30973268	2	1	2	0
PD6046a	21	30975240	30977555	2	1	3	0
PD6046a	21	30979185	41745001	2	1	2	0
PD6046a	21	41747453	42020759	2	1	1	0
PD6046a	21	42021369	42022118	2	1	5	1
PD6046a	21	42022951	46547387	2	1	2	0
PD6046a	21	46547535	47314902	2	1	1	0
PD6046a	21	47317468	47366354	2	1	3	0
PD6046a	21	47369190	48096957	2	1	2	0
PD6046a	22	16052528	51234455	2	1	3	1
PD6046a	23	119805	16221373	2	1	3	1
PD6046a	23	16221724	16223416	2	1	6	3
PD6046a	23	16223518	34384433	2	1	3	1
PD6046a	23	34384531	35359926	2	1	3	0
PD6046a	23	35363753	37853692	2	1	3	1
PD6046a	23	37853761	37855198	2	1	1	0
PD6046a	23	37855918	59336852	2	1	3	1
PD6046a	23	61728829	65196213	2	1	3	0
PD6046a	23	65199752	66497493	2	1	2	0
PD6046a	23	66504062	67002192	2	1	3	1
PD6046a	23	67003584	67017234	2	1	2	0
PD6046a	23	67018026	139881419	2	1	3	1
PD6046a	23	139881741	139882205	2	1	8	3
PD6046a	23	139882771	140606405	2	1	3	1
PD6046a	23	140647123	142874021	2	1	4	2
PD6046a	23	142874060	150438965	2	1	3	1
PD6046a	23	150439210	150439834	2	1	6	2
PD6046a	23	150440034	155182354	2	1	3	1
PD6046a	24	2649553	59033810	0	0	0	0
PD9843a	1	61735	7750414	2	1	3	1
PD9843a	1	7750648	18346092	2	1	2	1
PD9843a	1	18346165	19791956	2	1	3	1
PD9843a	1	19792527	37331908	2	1	2	1
PD9843a	1	37332937	37350821	2	1	5	3
PD9843a	1	37352489	41913408	2	1	2	1
PD9843a	1	41913567	42439410	2	1	3	2
PD9843a	1	42439758	46849941	2	1	2	1
PD9843a	1	46850557	50839158	2	1	3	1
PD9843a	1	50843546	53493074	2	1	2	1
PD9843a	1	53493198	62047855	2	1	3	1
PD9843a	1	62048008	75524485	2	1	2	1
PD9843a	1	75526706	75539479	2	1	4	1
PD9843a	1	75544021	106040198	2	1	2	1
PD9843a	1	106043860	106065089	2	1	6	3
PD9843a	1	106065278	112357101	2	1	2	1
PD9843a	1	112357144	112860337	2	1	3	1
PD9843a	1	112862394	161891556	2	1	2	1
PD9843a	1	161894092	161903683	2	1	5	3
PD9843a	1	161904498	172388778	2	1	2	1
PD9843a	1	172389198	172873993	2	1	3	1
PD9843a	1	172874456	175283414	2	1	2	1
PD9843a	1	175283481	178976556	2	1	3	1
PD9843a	1	178976731	213020779	2	1	2	1
PD9843a	1	213020876	213088494	2	1	1	0
PD9843a	1	213088671	228660718	2	1	2	1
PD9843a	1	228663286	229431255	2	1	3	1
PD9843a	1	229431413	229804916	2	1	2	1
PD9843a	1	229804995	231059784	2	1	3	1
PD9843a	1	231061057	234541315	2	1	2	1
PD9843a	1	234541622	235116407	2	1	3	1
PD9843a	1	235118935	239840210	2	1	2	1
PD9843a	1	239842284	240094999	2	1	3	1
PD9843a	1	240095202	249224388	2	1	2	1
PD9843a	2	12784	8780709	2	1	3	1
PD9843a	2	8786319	20654949	2	1	2	1
PD9843a	2	20664705	23934680	2	1	3	1
PD9843a	2	23934816	27280127	2	1	2	1
PD9843a	2	27280460	31549662	2	1	3	1
PD9843a	2	31549757	36611784	2	1	2	1
PD9843a	2	36612204	36728442	2	1	4	2
PD9843a	2	36731860	53239778	2	1	2	1
PD9843a	2	53243799	53248330	2	1	0	0
PD9843a	2	53250235	64664566	2	1	2	1
PD9843a	2	64665288	64668297	2	1	5	3
PD9843a	2	64672188	66236762	2	1	2	1
PD9843a	2	66237388	66238841	2	1	11	5
PD9843a	2	66243043	119551590	2	1	2	1
PD9843a	2	119551748	121853879	2	1	3	1
PD9843a	2	121855879	150194094	2	1	2	1
PD9843a	2	150195402	150289819	2	1	4	2
PD9843a	2	150290908	170299167	2	1	2	1
PD9843a	2	170299299	170618275	2	1	1	1
PD9843a	2	170619062	177255743	2	1	2	1
PD9843a	2	177256662	177727350	2	1	3	1
PD9843a	2	177728241	203062103	2	1	2	1
PD9843a	2	203063848	204645908	2	1	1	1
PD9843a	2	204646188	235659009	2	1	2	1
PD9843a	2	235659081	243089456	2	1	3	1
PD9843a	3	60345	3659759	2	1	2	1
PD9843a	3	3659802	3673623	2	1	7	3
PD9843a	3	3673641	11925610	2	1	2	1
PD9843a	3	11933994	11953640	2	1	6	3
PD9843a	3	11953848	12884957	2	1	2	1
PD9843a	3	12885018	14925821	2	1	3	1
PD9843a	3	14929806	23144691	2	1	2	1
PD9843a	3	23145106	23150345	2	1	0	0
PD9843a	3	23150473	125069312	2	1	2	1
PD9843a	3	125070745	125398435	2	1	1	1
PD9843a	3	125402632	130948009	2	1	3	1
PD9843a	3	130948084	138997688	2	1	2	1
PD9843a	3	138998584	141143019	2	1	3	1
PD9843a	3	141143409	169611076	2	1	2	1
PD9843a	3	169611275	170155011	2	1	1	1
PD9843a	3	170158128	183352733	2	1	2	1
PD9843a	3	183353163	183372075	2	1	0	0
PD9843a	3	183372471	194763601	2	1	2	1
PD9843a	3	194764403	194782394	2	1	4	2
PD9843a	3	194785443	197761601	2	1	2	1
PD9843a	3	197763790	197896118	2	1	3	1
PD9843a	4	12281	5388460	2	1	2	1
PD9843a	4	5389253	10035702	2	1	3	1
PD9843a	4	10039620	10277792	2	1	4	2
PD9843a	4	10278552	37329020	2	1	2	1
PD9843a	4	37329512	37330904	2	1	0	0
PD9843a	4	37330939	128990442	2	1	2	1
PD9843a	4	128990474	129018409	2	1	1	0
PD9843a	4	129020666	136142498	2	1	2	1
PD9843a	4	136147584	136154293	2	1	8	4
PD9843a	4	136154398	152777262	2	1	2	1
PD9843a	4	152777357	152808860	2	1	3	1
PD9843a	4	152808893	164459980	2	1	2	1
PD9843a	4	164460645	164476322	2	1	5	2
PD9843a	4	164480759	165324215	2	1	2	1
PD9843a	4	165325845	165328729	2	1	6	3
PD9843a	4	165329158	184952645	2	1	2	1
PD9843a	4	184952923	184955475	2	1	0	0
PD9843a	4	184955853	191027923	2	1	2	1
PD9843a	5	15532	4105928	2	1	3	1
PD9843a	5	4106399	23752085	2	1	2	1
PD9843a	5	23754961	23763490	2	1	5	3
PD9843a	5	23763990	46389273	2	1	2	1
PD9843a	5	49432831	49621096	2	1	1	0
PD9843a	5	49623133	57321646	2	1	2	1
PD9843a	5	57326027	57333533	2	1	37	0
PD9843a	5	57338357	68243738	2	1	2	1
PD9843a	5	68244978	68829347	2	1	1	1
PD9843a	5	68846303	73353625	2	1	2	1
PD9843a	5	73354825	73390141	2	1	4	2
PD9843a	5	73390580	78102483	2	1	2	1
PD9843a	5	78102726	78853921	2	1	1	1
PD9843a	5	78855232	84036580	2	1	2	1
PD9843a	5	84036765	84037275	2	1	0	0
PD9843a	5	84037303	90272623	2	1	2	1
PD9843a	5	90272770	90275901	2	1	5	3
PD9843a	5	90276298	106619672	2	1	2	1
PD9843a	5	106622615	106645092	2	1	5	3
PD9843a	5	106645959	107439667	2	1	3	1
PD9843a	5	107441332	108028223	2	1	2	1
PD9843a	5	108029723	108032250	2	1	0	0
PD9843a	5	108034255	113571545	2	1	2	1
PD9843a	5	113573512	113613321	2	1	1	0
PD9843a	5	113613787	115472326	2	1	2	1
PD9843a	5	115472493	115480986	2	1	1	0
PD9843a	5	115482140	125795225	2	1	2	1
PD9843a	5	125795305	126157090	2	1	1	1
PD9843a	5	126158200	132562731	2	1	2	1
PD9843a	5	132562755	133390499	2	1	3	1
PD9843a	5	133390694	134343318	2	1	2	1
PD9843a	5	134344902	136760230	2	1	3	1
PD9843a	5	136760478	168513650	2	1	2	1
PD9843a	5	168513853	170001554	2	1	3	1
PD9843a	5	170003735	171636770	2	1	2	1
PD9843a	5	171636996	171737739	2	1	1	1
PD9843a	5	171738106	180790320	2	1	2	1
PD9843a	6	149661	18822318	2	1	2	1
PD9843a	6	18822483	18928623	2	1	3	2
PD9843a	6	18929649	30334339	2	1	2	1
PD9843a	6	30340086	30347239	2	1	0	0
PD9843a	6	30347720	33398043	2	1	2	1
PD9843a	6	33400568	34103954	2	1	3	1
PD9843a	6	34105790	38133422	2	1	2	1
PD9843a	6	38135281	38167156	2	1	4	2
PD9843a	6	38167294	38990709	2	1	2	1
PD9843a	6	38994568	42107035	2	1	3	1
PD9843a	6	42117366	55986891	2	1	2	1
PD9843a	6	55988519	56004506	2	1	1	0
PD9843a	6	56009638	58774716	2	1	2	1
PD9843a	6	61886440	64619805	2	1	1	0
PD9843a	6	64620228	64690634	2	1	0	0
PD9843a	6	64691171	72675225	2	1	1	0
PD9843a	6	72677502	72683489	2	1	3	1
PD9843a	6	72684835	151563708	2	1	1	0
PD9843a	6	151564431	151579153	2	1	0	0
PD9843a	6	151581084	159857915	2	1	1	0
PD9843a	6	159859358	159927218	2	1	3	1
PD9843a	6	159927599	171051005	2	1	1	0
PD9843a	7	43259	7344400	2	1	2	1
PD9843a	7	7344691	7376513	2	1	3	2
PD9843a	7	7376827	50688243	2	1	2	1
PD9843a	7	50689284	50704994	2	1	6	3
PD9843a	7	50705117	68174895	2	1	2	1
PD9843a	7	68178571	68184833	2	1	0	0
PD9843a	7	68185001	71404032	2	1	2	1
PD9843a	7	71404658	72272517	2	1	1	1
PD9843a	7	72276703	104822392	2	1	2	1
PD9843a	7	104826324	105377697	2	1	1	1
PD9843a	7	105378628	157472153	2	1	2	1
PD9843a	7	157473208	159127004	2	1	3	1
PD9843a	8	31254	302406	2	1	4	2
PD9843a	8	302478	4073450	2	1	2	1
PD9843a	8	4074533	4081736	2	1	4	2
PD9843a	8	4084037	70198662	2	1	2	1
PD9843a	8	70199014	70224127	2	1	5	2
PD9843a	8	70226275	132671443	2	1	2	1
PD9843a	8	132673811	136766944	2	1	3	1
PD9843a	8	136766979	140456545	2	1	2	1
PD9843a	8	140459287	146298155	2	1	3	1
PD9843a	9	37747	15955666	2	1	2	1
PD9843a	9	15955704	16343135	2	1	3	1
PD9843a	9	16353609	17724454	2	1	2	1
PD9843a	9	17726844	18909404	2	1	3	1
PD9843a	9	18911676	91816061	2	1	2	1
PD9843a	9	91818517	92873665	2	1	3	1
PD9843a	9	92873872	116740635	2	1	2	1
PD9843a	9	116741186	116769823	2	1	5	3
PD9843a	9	116771838	125317726	2	1	3	1
PD9843a	9	125317740	125366279	2	1	1	1
PD9843a	9	125367694	135388799	2	1	2	1
PD9843a	9	135390627	141091394	2	1	3	1
PD9843a	10	72759	12575017	2	1	2	1
PD9843a	10	12575817	12578951	2	1	5	3
PD9843a	10	12579459	14819515	2	1	2	1
PD9843a	10	14821600	15086788	2	1	3	1
PD9843a	10	15089980	20440551	2	1	2	1
PD9843a	10	20441680	20445473	2	1	5	3
PD9843a	10	20445529	43418993	2	1	2	1
PD9843a	10	43419266	43637473	2	1	4	2
PD9843a	10	43639687	44343087	2	1	2	1
PD9843a	10	44347063	50968795	2	1	3	1
PD9843a	10	50981589	71367698	2	1	2	1
PD9843a	10	71371129	73799822	2	1	3	1
PD9843a	10	73801125	77422506	2	1	2	1
PD9843a	10	77423250	81652266	2	1	3	1
PD9843a	10	81652369	85526841	2	1	2	1
PD9843a	10	85528150	88506947	2	1	3	1
PD9843a	10	88511237	99573720	2	1	2	1
PD9843a	10	99573819	100196736	2	1	3	1
PD9843a	10	100201292	105821537	2	1	2	1
PD9843a	10	105821616	106528715	2	1	3	1
PD9843a	10	106529107	108569377	2	1	2	1
PD9843a	10	108571335	108696201	2	1	1	1
PD9843a	10	108705479	128927909	2	1	2	1
PD9843a	10	128929234	135506704	2	1	3	1
PD9843a	11	198572	3191873	2	1	3	1
PD9843a	11	3193928	9187928	2	1	2	1
PD9843a	11	9198276	9608573	2	1	1	1
PD9843a	11	9610693	11090620	2	1	2	1
PD9843a	11	11091092	13547985	2	1	3	1
PD9843a	11	13547998	15378933	2	1	2	1
PD9843a	11	15382001	17833703	2	1	3	1
PD9843a	11	17833727	19347773	2	1	2	1
PD9843a	11	19349369	19855544	2	1	3	2
PD9843a	11	19856396	32509093	2	1	2	1
PD9843a	11	32511452	33207569	2	1	1	1
PD9843a	11	33207670	34464287	2	1	2	1
PD9843a	11	34464748	37149797	2	1	3	1
PD9843a	11	37149880	44253337	2	1	2	1
PD9843a	11	44253403	44290303	2	1	4	2
PD9843a	11	44290465	45840367	2	1	3	1
PD9843a	11	45842966	78315766	2	1	2	1
PD9843a	11	78317095	80094978	2	1	3	1
PD9843a	11	80096670	94352720	2	1	2	1
PD9843a	11	94354479	94354905	2	1	0	0
PD9843a	11	94354958	95442660	2	1	3	1
PD9843a	11	95443331	107564286	2	1	2	1
PD9843a	11	107566356	107753547	2	1	1	1
PD9843a	11	107756551	112312955	2	1	2	1
PD9843a	11	112313043	116049846	2	1	3	1
PD9843a	11	116052525	119929415	2	1	2	1
PD9843a	11	119929445	120989335	2	1	3	1
PD9843a	11	120989568	130952564	2	1	2	1
PD9843a	11	130953154	134944770	2	1	3	1
PD9843a	12	150442	716664	2	1	3	1
PD9843a	12	717138	1590758	2	1	2	1
PD9843a	12	1590799	7631978	2	1	3	1
PD9843a	12	7632143	8040797	2	1	1	1
PD9843a	12	8041516	11772574	2	1	2	1
PD9843a	12	11776232	12058056	2	1	3	1
PD9843a	12	12058411	13094854	2	1	2	1
PD9843a	12	13096028	14128836	2	1	3	1
PD9843a	12	14129256	24512384	2	1	2	1
PD9843a	12	24512493	24517978	2	1	1	0
PD9843a	12	24518044	30989067	2	1	2	1
PD9843a	12	30989099	31384709	2	1	3	1
PD9843a	12	31385094	42297967	2	1	2	1
PD9843a	12	42298132	42305334	2	1	4	2
PD9843a	12	42305357	52505526	2	1	2	1
PD9843a	12	52512750	52838856	2	1	3	2
PD9843a	12	52840583	52916022	2	1	2	1
PD9843a	12	52916911	53094329	2	1	3	2
PD9843a	12	53094659	94948634	2	1	2	1
PD9843a	12	94948657	94950329	2	1	0	0
PD9843a	12	94950397	96835527	2	1	2	1
PD9843a	12	96835855	96920524	2	1	1	1
PD9843a	12	96921973	108720684	2	1	2	1
PD9843a	12	108720945	108723698	2	1	5	2
PD9843a	12	108725147	130608223	2	1	2	1
PD9843a	12	130608996	133778189	2	1	3	1
PD9843a	13	19026949	53880086	2	1	2	1
PD9843a	13	53880788	53899838	2	1	7	3
PD9843a	13	53900724	96003730	2	1	2	1
PD9843a	13	96003771	96125471	2	1	1	1
PD9843a	13	96126828	115108397	2	1	2	1
PD9843a	14	19002124	72625320	2	1	2	1
PD9843a	14	72627445	73317423	2	1	3	1
PD9843a	14	73319733	77809561	2	1	2	1
PD9843a	14	77809939	78222068	2	1	1	1
PD9843a	14	78222386	93359021	2	1	2	1
PD9843a	14	93359053	93602664	2	1	3	1
PD9843a	14	93605578	94031735	2	1	2	1
PD9843a	14	94031914	102098960	2	1	3	1
PD9843a	14	102099983	104556463	2	1	2	1
PD9843a	14	104575823	106224524	2	1	3	1
PD9843a	14	106246302	106796228	2	1	6	0
PD9843a	14	106796697	107285437	2	1	3	1
PD9843a	15	20016328	27279788	2	1	2	1
PD9843a	15	27280175	28058038	2	1	3	1
PD9843a	15	28060335	42740369	2	1	2	1
PD9843a	15	42745554	42940298	2	1	1	0
PD9843a	15	42942381	50550925	2	1	2	1
PD9843a	15	50551632	50808362	2	1	1	0
PD9843a	15	50812239	60646493	2	1	2	1
PD9843a	15	60649026	62414014	2	1	3	1
PD9843a	15	62415429	69885496	2	1	2	1
PD9843a	15	69885573	71840863	2	1	3	1
PD9843a	15	71841101	77810734	2	1	2	1
PD9843a	15	77811776	78251265	2	1	3	1
PD9843a	15	78255769	91796583	2	1	2	1
PD9843a	15	91796645	93158992	2	1	3	1
PD9843a	15	93159580	102469040	2	1	2	1
PD9843a	16	60777	5110800	2	1	3	1
PD9843a	16	5114437	34381332	2	1	2	1
PD9843a	16	34383087	34767996	2	1	4	2
PD9843a	16	34768011	49991503	2	1	2	1
PD9843a	16	49995174	50171460	2	1	1	1
PD9843a	16	50173101	71365556	2	1	2	1
PD9843a	16	71366185	71376500	2	1	5	3
PD9843a	16	71378301	73418706	2	1	2	1
PD9843a	16	73418869	73425760	2	1	7	3
PD9843a	16	73425772	79496084	2	1	2	1
PD9843a	16	79497813	80847562	2	1	3	1
PD9843a	16	80848398	81420205	2	1	2	1
