ENSRNOG00000065359	ENSRNOT00000116931	7	-1	340974	342280	lncRNA
ENSRNOG00000065359	ENSRNOT00000119885	7	-1	341022	342280	lncRNA
ENSRNOG00000067773	ENSRNOT00000098636	7	-1	348423	352322	protein_coding
ENSRNOG00000067773	ENSRNOT00000051488	7	-1	348423	352322	protein_coding
ENSRNOG00000004089	ENSRNOT00000051139	7	-1	86202350	86282474	Enpp2	protein_coding
ENSRNOG00000004089	ENSRNOT00000005561	7	-1	86202350	86324827	Enpp2	protein_coding
ENSRNOG00000034022	ENSRNOT00000040836	7	-1	86422613	86479616	Taf2	protein_coding
ENSRNOG00000026502	ENSRNOT00000036399	7	-1	86482588	86498212	Dscc1	protein_coding
ENSRNOG00000032401	ENSRNOT00000049001	7	1	86501071	86502140	LOC100359421	protein_coding
ENSRNOG00000069733	ENSRNOT00000108953	7	-1	86514741	86516007	protein_coding
ENSRNOG00000004328	ENSRNOT00000005722	7	1	86514988	86663778	Deptor	protein_coding
ENSRNOG00000004328	ENSRNOT00000119008	7	1	86514988	86666888	Deptor	protein_coding
ENSRNOG00000004328	ENSRNOT00000095532	7	1	86514992	86667773	Deptor	protein_coding
ENSRNOG00000004328	ENSRNOT00000105476	7	1	86561637	86663778	Deptor	protein_coding
ENSRNOG00000067964	ENSRNOT00000090983	7	-1	86671918	86671981	LOC120093932	snRNA
ENSRNOG00000065227	ENSRNOT00000111104	7	-1	86671990	86672051	LOC120093939	snRNA
ENSRNOG00000058406	ENSRNOT00000067707	7	1	86687128	86687382	AABR07057946.1	processed_pseudogene
ENSRNOG00000026415	ENSRNOT00000067649	7	1	86722094	86936129	Col14a1	protein_coding
ENSRNOG00000026415	ENSRNOT00000094987	7	1	86722094	86937214	Col14a1	protein_coding
ENSRNOG00000004401	ENSRNOT00000005815	7	-1	86951541	86973577	Mrpl13	protein_coding
ENSRNOG00000004412	ENSRNOT00000104764	7	1	86973069	87032960	Mtbp	protein_coding
ENSRNOG00000004412	ENSRNOT00000005887	7	1	86973069	87050827	Mtbp	protein_coding
ENSRNOG00000066534	ENSRNOT00000113922	7	1	87058574	87060233	lncRNA
ENSRNOG00000070673	ENSRNOT00000113820	7	-1	87058684	87060263	lncRNA
ENSRNOG00000004821	ENSRNOT00000006423	7	-1	87060926	87329315	Sntb1	protein_coding
ENSRNOG00000004821	ENSRNOT00000100092	7	-1	87063860	87329315	Sntb1	protein_coding
ENSRNOG00000004854	ENSRNOT00000006517	7	-1	88113326	88128933	Has2	protein_coding
ENSRNOG00000069488	ENSRNOT00000120067	7	1	88137983	88139418	lncRNA
ENSRNOG00000069488	ENSRNOT00000113044	7	1	88138558	88139418	lncRNA
ENSRNOG00000069184	ENSRNOT00000099788	7	1	88698969	88699353	protein_coding
ENSRNOG00000004958	ENSRNOT00000006596	7	-1	88720427	88750111	Slc22a22	protein_coding
ENSRNOG00000063076	ENSRNOT00000107629	7	-1	88803047	88804403	protein_coding
ENSRNOG00000054801	ENSRNOT00000082351	7	-1	89067244	89129146	AABR07057997.1	lncRNA
ENSRNOG00000052077	ENSRNOT00000090627	7	1	89177367	89177472	LOC120093906	snRNA
ENSRNOG00000005417	ENSRNOT00000107215	7	1	89226463	89374378	Zhx2	protein_coding
ENSRNOG00000005417	ENSRNOT00000099915	7	1	89226963	89364681	Zhx2	protein_coding
ENSRNOG00000005417	ENSRNOT00000007326	7	1	89231977	89374378	Zhx2	protein_coding
ENSRNOG00000005417	ENSRNOT00000095346	7	1	89252590	89374378	Zhx2	protein_coding
ENSRNOG00000069026	ENSRNOT00000103261	7	-1	89394724	89396723	lncRNA
ENSRNOG00000005551	ENSRNOT00000111683	7	-1	89404417	89426829	Derl1	protein_coding
ENSRNOG00000005551	ENSRNOT00000007484	7	-1	89404420	89427145	Derl1	protein_coding
ENSRNOG00000005551	ENSRNOT00000115125	7	-1	89404659	89427139	Derl1	protein_coding
ENSRNOG00000006103	ENSRNOT00000101050	7	1	89426780	89506894	Tbc1d31	protein_coding
ENSRNOG00000071113	ENSRNOT00000106277	7	-1	89437557	89444998	LOC690840	protein_coding
ENSRNOG00000071113	ENSRNOT00000041305	7	-1	89437557	89446075	LOC690840	protein_coding
ENSRNOG00000071113	ENSRNOT00000114408	7	-1	89437557	89446328	LOC690840	protein_coding
ENSRNOG00000006103	ENSRNOT00000064264	7	1	89445504	89506894	Tbc1d31	protein_coding
ENSRNOG00000006103	ENSRNOT00000119144	7	1	89445504	89506894	Tbc1d31	protein_coding
ENSRNOG00000006103	ENSRNOT00000098991	7	1	89445587	89506894	Tbc1d31	protein_coding
ENSRNOG00000006103	ENSRNOT00000086792	7	1	89449310	89506894	Tbc1d31	protein_coding
ENSRNOG00000006251	ENSRNOT00000008330	7	1	89522826	89547388	Fam83a	protein_coding
ENSRNOG00000064404	ENSRNOT00000117869	7	1	89548622	89553136	LOC120093813	lncRNA
ENSRNOG00000064404	ENSRNOT00000113366	7	1	89549359	89553136	LOC120093813	lncRNA
ENSRNOG00000006370	ENSRNOT00000090270	7	-1	89558909	89569810	RGD1310852	protein_coding
ENSRNOG00000006370	ENSRNOT00000008382	7	-1	89558909	89569810	RGD1310852	protein_coding
ENSRNOG00000006412	ENSRNOT00000100253	7	-1	89582243	89611227	Zhx1	protein_coding
ENSRNOG00000006412	ENSRNOT00000102754	7	-1	89582243	89611264	Zhx1	protein_coding
ENSRNOG00000006412	ENSRNOT00000112281	7	-1	89582361	89611264	Zhx1	protein_coding
ENSRNOG00000006412	ENSRNOT00000117985	7	-1	89582361	89611264	Zhx1	protein_coding
ENSRNOG00000006412	ENSRNOT00000095340	7	-1	89582362	89610318	Zhx1	protein_coding
ENSRNOG00000006412	ENSRNOT00000008454	7	-1	89582362	89611091	Zhx1	protein_coding
ENSRNOG00000065001	ENSRNOT00000102668	7	-1	89583962	89610931	protein_coding
ENSRNOG00000025604	ENSRNOT00000112469	7	-1	89634123	89676738	Atad2	protein_coding
ENSRNOG00000025604	ENSRNOT00000117872	7	-1	89635448	89664208	Atad2	protein_coding
ENSRNOG00000025604	ENSRNOT00000008508	7	-1	89636271	89676738	Atad2	protein_coding
ENSRNOG00000006700	ENSRNOT00000077616	7	1	89684323	89701437	Ntaq1	protein_coding
ENSRNOG00000006700	ENSRNOT00000112943	7	1	89684323	89703731	Ntaq1	protein_coding
ENSRNOG00000006700	ENSRNOT00000008785	7	1	89684360	89704474	Ntaq1	protein_coding
ENSRNOG00000062476	ENSRNOT00000082952	7	-1	89686488	89686549	LOC120093937	snRNA
ENSRNOG00000058707	ENSRNOT00000085194	7	1	89691782	89691908	LOC120094017	snoRNA
ENSRNOG00000065676	ENSRNOT00000108317	7	-1	89725745	89729676	lncRNA
ENSRNOG00000006738	ENSRNOT00000010361	7	-1	89730232	89765436	Fbxo32	protein_coding
ENSRNOG00000007896	ENSRNOT00000010484	7	-1	89855148	89864276	Klhl38	protein_coding
ENSRNOG00000007980	ENSRNOT00000119711	7	-1	89884356	89914679	Anxa13	protein_coding
ENSRNOG00000007980	ENSRNOT00000064847	7	-1	89884356	89936907	Anxa13	protein_coding
ENSRNOG00000008271	ENSRNOT00000011797	7	1	89969605	90007546	Fam91a1	protein_coding
ENSRNOG00000008271	ENSRNOT00000113149	7	1	89969605	90007556	Fam91a1	protein_coding
ENSRNOG00000025300	ENSRNOT00000038973	7	1	90061924	90215214	Fer1l6	protein_coding
ENSRNOG00000025300	ENSRNOT00000091077	7	1	90061953	90215214	Fer1l6	protein_coding
ENSRNOG00000071071	ENSRNOT00000108393	7	-1	90234848	90258147	lncRNA
ENSRNOG00000008934	ENSRNOT00000077440	7	-1	90274142	90378733	Tmem65	protein_coding
ENSRNOG00000008934	ENSRNOT00000107015	7	-1	90337433	90379474	Tmem65	protein_coding
ENSRNOG00000008934	ENSRNOT00000113387	7	-1	90337433	90379474	Tmem65	protein_coding
ENSRNOG00000055394	ENSRNOT00000086561	7	-1	90374449	90374604	LOC120093985	snRNA
ENSRNOG00000067261	ENSRNOT00000096346	7	1	90383054	90386387	lncRNA
ENSRNOG00000053624	ENSRNOT00000079983	7	-1	90386604	90388716	AABR07058017.2	lncRNA
ENSRNOG00000053624	ENSRNOT00000106177	7	-1	90386958	90406762	AABR07058017.2	lncRNA
ENSRNOG00000008978	ENSRNOT00000011876	7	1	90417862	90419867	Trmt12	protein_coding
ENSRNOG00000008987	ENSRNOT00000101966	7	1	90436621	90488009	Ndufb9	protein_coding
ENSRNOG00000008987	ENSRNOT00000011891	7	1	90439726	90450911	Ndufb9	protein_coding
ENSRNOG00000047198	ENSRNOT00000070909	7	-1	90441079	90480923	Tatdn1	protein_coding
ENSRNOG00000047198	ENSRNOT00000115475	7	-1	90443257	90480923	Tatdn1	protein_coding
ENSRNOG00000047198	ENSRNOT00000111807	7	-1	90449975	90473427	Tatdn1	protein_coding
ENSRNOG00000047198	ENSRNOT00000098252	7	-1	90449975	90480923	Tatdn1	protein_coding
ENSRNOG00000047198	ENSRNOT00000106431	7	-1	90449975	90481133	Tatdn1	protein_coding
ENSRNOG00000008987	ENSRNOT00000012616	7	1	90481001	90488009	Ndufb9	protein_coding
ENSRNOG00000009001	ENSRNOT00000118933	7	-1	90488754	90627968	Mtss1	protein_coding
ENSRNOG00000009001	ENSRNOT00000095868	7	-1	90488754	90627968	Mtss1	protein_coding
ENSRNOG00000009001	ENSRNOT00000104332	7	-1	90488754	90627968	Mtss1	protein_coding
ENSRNOG00000009001	ENSRNOT00000011984	7	-1	90488764	90627842	Mtss1	protein_coding
ENSRNOG00000009001	ENSRNOT00000080155	7	-1	90490846	90627968	Mtss1	protein_coding
ENSRNOG00000062650	ENSRNOT00000119933	7	-1	90787981	90788400	protein_coding
ENSRNOG00000063593	ENSRNOT00000105547	7	-1	90831219	90833380	lncRNA
ENSRNOG00000066441	ENSRNOT00000118801	7	-1	90851993	90867761	lncRNA
ENSRNOG00000066441	ENSRNOT00000120290	7	-1	90851993	90867786	lncRNA
ENSRNOG00000066441	ENSRNOT00000116766	7	-1	90852004	90867786	lncRNA
ENSRNOG00000066441	ENSRNOT00000119461	7	-1	90862878	90867761	lncRNA
ENSRNOG00000066441	ENSRNOT00000117410	7	-1	90863336	90867875	lncRNA
ENSRNOG00000009550	ENSRNOT00000012883	7	1	90868011	90883618	Sqle	protein_coding
ENSRNOG00000009550	ENSRNOT00000101449	7	1	90868011	90883618	Sqle	protein_coding
ENSRNOG00000009739	ENSRNOT00000013315	7	-1	90884197	90936068	Washc5	protein_coding
ENSRNOG00000009739	ENSRNOT00000105175	7	-1	90886876	90936103	Washc5	protein_coding
ENSRNOG00000003964	ENSRNOT00000086039	7	1	90936112	91164899	Nsmce2	protein_coding
ENSRNOG00000003964	ENSRNOT00000099968	7	1	90936127	91158668	Nsmce2	protein_coding
ENSRNOG00000003964	ENSRNOT00000005376	7	1	90936127	91158668	Nsmce2	protein_coding
ENSRNOG00000003964	ENSRNOT00000102133	7	1	90936163	91101133	Nsmce2	protein_coding
ENSRNOG00000004100	ENSRNOT00000005885	7	1	91206579	91213126	Trib1	protein_coding
ENSRNOG00000004100	ENSRNOT00000105083	7	1	91210314	91214731	Trib1	protein_coding
ENSRNOG00000063468	ENSRNOT00000107483	7	-1	91370671	91370777	LOC120094053	snRNA
ENSRNOG00000004914	ENSRNOT00000006510	7	-1	91616126	91618033	LOC500876	protein_coding
ENSRNOG00000051459	ENSRNOT00000088833	7	1	91693343	91693442	LOC120093914	snRNA
ENSRNOG00000004906	ENSRNOT00000006506	7	1	91940260	91942559	RGD1563100	protein_coding
ENSRNOG00000054055	ENSRNOT00000084648	7	1	92067982	92068087	LOC120094056	snRNA
ENSRNOG00000070536	ENSRNOT00000094605	7	-1	92184574	92242942	lncRNA
ENSRNOG00000070536	ENSRNOT00000103068	7	-1	92185874	92292154	lncRNA
ENSRNOG00000070536	ENSRNOT00000101084	7	-1	92225722	92227432	lncRNA
ENSRNOG00000055183	ENSRNOT00000080315	7	-1	92273541	92273672	LOC120093988	snoRNA
ENSRNOG00000037549	ENSRNOT00000056894	7	1	92314562	92317941	AABR07058124.2	protein_coding
ENSRNOG00000029292	ENSRNOT00000043257	7	-1	92353822	92383033	LOC500877	protein_coding
ENSRNOG00000004744	ENSRNOT00000006279	7	-1	92362194	92388189	Lratd2	protein_coding
ENSRNOG00000004744	ENSRNOT00000114006	7	-1	92381159	92388189	Lratd2	protein_coding
ENSRNOG00000033584	ENSRNOT00000042213	7	-1	92444274	92460312	LOC362921	protein_coding
ENSRNOG00000004692	ENSRNOT00000006273	7	-1	92494372	92498097	A1bg	protein_coding
ENSRNOG00000004692	ENSRNOT00000092777	7	-1	92494781	92498097	A1bg	protein_coding
ENSRNOG00000063352	ENSRNOT00000111517	7	-1	93360141	93360247	LOC120094054	snRNA
ENSRNOG00000062947	ENSRNOT00000118648	7	-1	93489958	93490745	LOC120093860	protein_coding
ENSRNOG00000004500	ENSRNOT00000006188	7	1	93593705	93598630	Myc	protein_coding
ENSRNOG00000059070	ENSRNOT00000079246	7	1	94246657	94246771	LOC120094019	snRNA
ENSRNOG00000057624	ENSRNOT00000088055	7	1	94457096	94457229	LOC120094009	snoRNA
ENSRNOG00000054576	ENSRNOT00000095764	7	-1	95594015	95611344	Gsdmc	protein_coding
ENSRNOG00000054576	ENSRNOT00000084764	7	-1	95594015	95611344	Gsdmc	protein_coding
ENSRNOG00000054576	ENSRNOT00000118246	7	-1	95594015	95611344	Gsdmc	protein_coding
ENSRNOG00000059240	ENSRNOT00000090226	7	1	95620061	95630532	RGD1359449	protein_coding
ENSRNOG00000061246	ENSRNOT00000090784	7	-1	95633876	95697686	Cyrib	protein_coding
ENSRNOG00000061246	ENSRNOT00000078116	7	-1	95640002	95697510	Cyrib	protein_coding
ENSRNOG00000067467	ENSRNOT00000106236	7	-1	95712385	95760528	lncRNA
ENSRNOG00000066189	ENSRNOT00000101322	7	-1	95726722	95741941	lncRNA
ENSRNOG00000058733	ENSRNOT00000108328	7	-1	95787818	96020812	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000085650	7	-1	95787818	96020812	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000107914	7	-1	95787836	95920279	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000094033	7	-1	95787836	96020950	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000079981	7	-1	95787836	96092691	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000079524	7	-1	95787836	96092754	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000112210	7	-1	95787836	96092754	Asap1	protein_coding
ENSRNOG00000058733	ENSRNOT00000117838	7	-1	95789860	96058369	Asap1	protein_coding
ENSRNOG00000004890	ENSRNOT00000006789	7	-1	96417324	96665911	Adcy8	protein_coding
ENSRNOG00000004890	ENSRNOT00000098906	7	-1	96417324	96665911	Adcy8	protein_coding
ENSRNOG00000004890	ENSRNOT00000096414	7	-1	96417324	96665911	Adcy8	protein_coding
ENSRNOG00000069501	ENSRNOT00000112519	7	-1	96706207	96707107	protein_coding
ENSRNOG00000057420	ENSRNOT00000087871	7	-1	96825118	96825259	LOC120093969	snoRNA
ENSRNOG00000025528	ENSRNOT00000045357	7	1	97552677	97633369	Efr3a	protein_coding
ENSRNOG00000025528	ENSRNOT00000102392	7	1	97552702	97631046	Efr3a	protein_coding
ENSRNOG00000025528	ENSRNOT00000107204	7	1	97581232	97633369	Efr3a	protein_coding
ENSRNOG00000025516	ENSRNOT00000042522	7	-1	97635890	97669416	Oc90	protein_coding
ENSRNOG00000054588	ENSRNOT00000083517	7	-1	97674538	97711308	AABR07058254.1	protein_coding
ENSRNOG00000005206	ENSRNOT00000006930	7	-1	97730465	98025343	Kcnq3	protein_coding
ENSRNOG00000005206	ENSRNOT00000074573	7	-1	97730465	98025343	Kcnq3	protein_coding
ENSRNOG00000005206	ENSRNOT00000109659	7	-1	97730465	98025653	Kcnq3	protein_coding
ENSRNOG00000005233	ENSRNOT00000104821	7	-1	98144763	98245837	Dnaaf11	protein_coding
ENSRNOG00000005233	ENSRNOT00000093671	7	-1	98144763	98245837	Dnaaf11	protein_coding
ENSRNOG00000005233	ENSRNOT00000086263	7	-1	98145130	98245837	Dnaaf11	protein_coding
ENSRNOG00000005233	ENSRNOT00000007250	7	-1	98184245	98245837	Dnaaf11	protein_coding
ENSRNOG00000005233	ENSRNOT00000084875	7	-1	98204510	98237821	Dnaaf11	protein_coding
ENSRNOG00000070626	ENSRNOT00000110091	7	1	98272185	98273030	protein_coding
ENSRNOG00000062301	ENSRNOT00000093165	7	1	98273546	98274427	Rabggta-ps2	processed_pseudogene
ENSRNOG00000025460	ENSRNOT00000093352	7	-1	98276975	98315858	Tmem71	protein_coding
ENSRNOG00000005486	ENSRNOT00000095136	7	1	98330580	98396526	Phf20l1	protein_coding
ENSRNOG00000005486	ENSRNOT00000106420	7	1	98330580	98396526	Phf20l1	protein_coding
ENSRNOG00000005486	ENSRNOT00000093254	7	1	98330580	98396526	Phf20l1	protein_coding
ENSRNOG00000062824	ENSRNOT00000104220	7	1	98397608	98399073	lncRNA
ENSRNOG00000053870	ENSRNOT00000091353	7	-1	98399170	98399344	LOC120094027	snRNA
ENSRNOG00000006104	ENSRNOT00000083264	7	1	98418293	98425485	Tg	protein_coding
ENSRNOG00000006104	ENSRNOT00000009240	7	1	98418293	98603210	Tg	protein_coding
ENSRNOG00000006104	ENSRNOT00000077382	7	1	98418293	98603210	Tg	protein_coding
ENSRNOG00000006104	ENSRNOT00000093298	7	1	98492306	98603210	Tg	protein_coding
ENSRNOG00000056714	ENSRNOT00000088752	7	-1	98535368	98555347	Sla	protein_coding
ENSRNOG00000056714	ENSRNOT00000087116	7	-1	98535368	98584600	Sla	protein_coding
ENSRNOG00000056714	ENSRNOT00000093523	7	-1	98540552	98584648	Sla	protein_coding
ENSRNOG00000006104	ENSRNOT00000109341	7	1	98552474	98603210	Tg	protein_coding
ENSRNOG00000007078	ENSRNOT00000108383	7	1	98645182	98673272	Ccn4	protein_coding
ENSRNOG00000007078	ENSRNOT00000009673	7	1	98645610	98677248	Ccn4	protein_coding
ENSRNOG00000007078	ENSRNOT00000104468	7	1	98645615	98676229	Ccn4	protein_coding
ENSRNOG00000007078	ENSRNOT00000110857	7	1	98645617	98661880	Ccn4	protein_coding
ENSRNOG00000007078	ENSRNOT00000093628	7	1	98645623	98674090	Ccn4	protein_coding
ENSRNOG00000007393	ENSRNOT00000093189	7	-1	98684487	98718270	Ndrg1	protein_coding
ENSRNOG00000007393	ENSRNOT00000010811	7	-1	98684487	98725880	Ndrg1	protein_coding
ENSRNOG00000007393	ENSRNOT00000093322	7	-1	98684487	98725880	Ndrg1	protein_coding
ENSRNOG00000007393	ENSRNOT00000093459	7	-1	98684487	98725880	Ndrg1	protein_coding
ENSRNOG00000008209	ENSRNOT00000093353	7	-1	98845270	98913236	St3gal1	protein_coding
ENSRNOG00000062233	ENSRNOT00000093503	7	1	99412152	99413276	AABR07058284.1	protein_coding
ENSRNOG00000064283	ENSRNOT00000103601	7	-1	99446712	99447959	pseudogene
ENSRNOG00000067606	ENSRNOT00000114377	7	-1	99448095	99449149	protein_coding
ENSRNOG00000025140	ENSRNOT00000068291	7	-1	99886954	100054274	Zfat	protein_coding
ENSRNOG00000025140	ENSRNOT00000093363	7	-1	99978550	100020882	Zfat	protein_coding
ENSRNOG00000025140	ENSRNOT00000094312	7	-1	99986136	100054148	Zfat	protein_coding
ENSRNOG00000068721	ENSRNOT00000115993	7	-1	100054408	100055504	lncRNA
ENSRNOG00000053467	ENSRNOT00000079419	7	-1	100132589	100132675	Mir30b	miRNA
ENSRNOG00000035611	ENSRNOT00000053734	7	-1	100136391	100136472	Mir30d	miRNA
ENSRNOG00000070314	ENSRNOT00000111757	7	1	100160232	100264158	lncRNA
ENSRNOG00000070314	ENSRNOT00000111073	7	1	100259298	100264158	lncRNA
ENSRNOG00000070681	ENSRNOT00000076162	7	-1	100632080	100632930	protein_coding
ENSRNOG00000009539	ENSRNOT00000012753	7	1	100837934	100988460	Khdrbs3	protein_coding
ENSRNOG00000009539	ENSRNOT00000097337	7	1	100837934	100988460	Khdrbs3	protein_coding
ENSRNOG00000009539	ENSRNOT00000112404	7	1	100838339	100988460	Khdrbs3	protein_coding
ENSRNOG00000069543	ENSRNOT00000100566	7	1	100988796	100995640	lncRNA
ENSRNOG00000059423	ENSRNOT00000082214	7	-1	101325223	101325349	LOC120094008	snoRNA
ENSRNOG00000065099	ENSRNOT00000118699	7	1	101328875	101328934	LOC120093934	snRNA
ENSRNOG00000068129	ENSRNOT00000091440	7	1	102247197	102247258	LOC120093935	snRNA
ENSRNOG00000031474	ENSRNOT00000041802	7	-1	102435666	102436278	Rps19l1	protein_coding
ENSRNOG00000068902	ENSRNOT00000112074	7	-1	102473778	102476367	lncRNA
ENSRNOG00000005159	ENSRNOT00000006966	7	-1	103386915	103649708	Fam135b	protein_coding
ENSRNOG00000024824	ENSRNOT00000034672	7	-1	103731037	103968462	Col22a1	protein_coding
ENSRNOG00000065930	ENSRNOT00000113222	7	1	104110727	104110918	LOC120094038	snoRNA
ENSRNOG00000009265	ENSRNOT00000012408	7	-1	104437934	104473175	Kcnk9	protein_coding
ENSRNOG00000027569	ENSRNOT00000102533	7	-1	104521593	104992565	Trappc9	protein_coding
ENSRNOG00000027569	ENSRNOT00000038172	7	-1	104521593	104998352	Trappc9	protein_coding
ENSRNOG00000059977	ENSRNOT00000086448	7	-1	104652170	104652234	LOC120093940	snRNA
ENSRNOG00000027569	ENSRNOT00000067327	7	-1	104735279	104998352	Trappc9	protein_coding
ENSRNOG00000027569	ENSRNOT00000119563	7	-1	104840941	104998352	Trappc9	protein_coding
ENSRNOG00000027569	ENSRNOT00000094996	7	-1	104840941	104998352	Trappc9	protein_coding
ENSRNOG00000027569	ENSRNOT00000117492	7	-1	104840941	104998352	Trappc9	protein_coding
ENSRNOG00000009103	ENSRNOT00000012121	7	1	105013015	105017136	Chrac1	protein_coding
ENSRNOG00000067326	ENSRNOT00000097826	7	-1	105018295	105020482	lncRNA
ENSRNOG00000008533	ENSRNOT00000098774	7	-1	105029120	105053798	Ago2	protein_coding
ENSRNOG00000008533	ENSRNOT00000109078	7	-1	105029120	105067774	Ago2	protein_coding
ENSRNOG00000008533	ENSRNOT00000120018	7	-1	105029120	105070099	Ago2	protein_coding
ENSRNOG00000008533	ENSRNOT00000113680	7	-1	105029120	105070099	Ago2	protein_coding
ENSRNOG00000008533	ENSRNOT00000011898	7	-1	105029120	105104974	Ago2	protein_coding
ENSRNOG00000069814	ENSRNOT00000096231	7	-1	105123384	105124809	lncRNA
ENSRNOG00000069814	ENSRNOT00000104028	7	-1	105123833	105125594	lncRNA
ENSRNOG00000007916	ENSRNOT00000079599	7	-1	105126728	105283089	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000112145	7	-1	105126728	105283089	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000095017	7	-1	105126728	105283089	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000101944	7	-1	105126956	105331763	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000113790	7	-1	105126956	105331763	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000011219	7	-1	105126956	105331763	Ptk2	protein_coding
ENSRNOG00000007916	ENSRNOT00000109226	7	-1	105126956	105331763	Ptk2	protein_coding
ENSRNOG00000035457	ENSRNOT00000053580	7	1	105172377	105172496	Mir151b	miRNA
ENSRNOG00000007916	ENSRNOT00000110466	7	-1	105243450	105331783	Ptk2	protein_coding
ENSRNOG00000055237	ENSRNOT00000091857	7	1	105272233	105272369	LOC120093952	snoRNA
ENSRNOG00000059955	ENSRNOT00000078097	7	-1	105381476	105381811	RGD1564268	protein_coding
ENSRNOG00000010794	ENSRNOT00000014541	7	1	105415677	105473592	Dennd3	protein_coding
ENSRNOG00000010794	ENSRNOT00000097499	7	1	105415896	105473592	Dennd3	protein_coding
ENSRNOG00000007818	ENSRNOT00000032620	7	-1	105481792	105550170	Slc45a4	protein_coding
ENSRNOG00000007795	ENSRNOT00000010262	7	-1	105602368	105603430	Gpr20	pseudogene
ENSRNOG00000007628	ENSRNOT00000010224	7	1	105628029	105660919	Ptp4a3	protein_coding
ENSRNOG00000057747	ENSRNOT00000088773	7	1	105633514	105633676	LOC120094044	snRNA
ENSRNOG00000007628	ENSRNOT00000096141	7	1	105652057	105660919	Ptp4a3	protein_coding
ENSRNOG00000032827	ENSRNOT00000040236	7	-1	105662744	105730060	Mroh5	protein_coding
ENSRNOG00000065138	ENSRNOT00000108775	7	1	105734400	105738064	Gm6569	protein_coding
ENSRNOG00000037401	ENSRNOT00000065630	7	-1	105805054	105805539	AABR07058413.1	protein_coding
ENSRNOG00000063363	ENSRNOT00000116865	7	-1	106226253	106303811	lncRNA
ENSRNOG00000063363	ENSRNOT00000114208	7	-1	106226253	106373347	lncRNA
ENSRNOG00000063363	ENSRNOT00000108824	7	-1	106244280	106271148	lncRNA
ENSRNOG00000063363	ENSRNOT00000107323	7	-1	106244398	106373312	lncRNA
ENSRNOG00000063363	ENSRNOT00000094991	7	-1	106294515	106332286	lncRNA
ENSRNOG00000029450	ENSRNOT00000076380	7	1	106404958	106476902	Adgrb1	protein_coding
ENSRNOG00000029450	ENSRNOT00000076127	7	1	106417452	106476902	Adgrb1	protein_coding
ENSRNOG00000029450	ENSRNOT00000015578	7	1	106417452	106476902	Adgrb1	protein_coding
ENSRNOG00000029450	ENSRNOT00000076800	7	1	106417452	106476902	Adgrb1	protein_coding
ENSRNOG00000070066	ENSRNOT00000076767	7	-1	106476913	106480720	LOC102550505	lncRNA
ENSRNOG00000070066	ENSRNOT00000104751	7	-1	106476913	106480720	LOC102550505	lncRNA
ENSRNOG00000070066	ENSRNOT00000101729	7	-1	106476913	106480720	LOC102550505	lncRNA
ENSRNOG00000005382	ENSRNOT00000076943	7	-1	106491313	106523261	Mroh4	protein_coding
ENSRNOG00000005382	ENSRNOT00000007671	7	-1	106491313	106523261	Mroh4	protein_coding
ENSRNOG00000070036	ENSRNOT00000085018	7	-1	106541474	106541580	LOC120093909	snRNA
ENSRNOG00000043465	ENSRNOT00000076998	7	-1	106555785	106559378	Arc	protein_coding
ENSRNOG00000027238	ENSRNOT00000104616	7	-1	106589484	106596371	Jrk	protein_coding
ENSRNOG00000027238	ENSRNOT00000000199	7	-1	106590662	106594934	Jrk	protein_coding
ENSRNOG00000061376	ENSRNOT00000096556	7	1	106595284	106609746	Psca	protein_coding
ENSRNOG00000061376	ENSRNOT00000081571	7	1	106600919	106609746	Psca	protein_coding
ENSRNOG00000061376	ENSRNOT00000107941	7	1	106601690	106609746	Psca	protein_coding
ENSRNOG00000005929	ENSRNOT00000007773	7	1	106606570	106609746	Them6	protein_coding
ENSRNOG00000005944	ENSRNOT00000007923	7	-1	106611949	106613365	Slurp1	protein_coding
ENSRNOG00000006058	ENSRNOT00000007958	7	-1	106617561	106619598	Lypd2	protein_coding
ENSRNOG00000031437	ENSRNOT00000075883	7	-1	106627775	106629198	Slurp2	protein_coding
ENSRNOG00000031437	ENSRNOT00000036549	7	-1	106627775	106631655	Slurp2	protein_coding
ENSRNOG00000006086	ENSRNOT00000076708	7	-1	106632797	106638023	Lynx1	protein_coding
ENSRNOG00000026133	ENSRNOT00000036268	7	-1	106643232	106644733	Ly6d	protein_coding
ENSRNOG00000051059	ENSRNOT00000076047	7	-1	106653516	106660895	LOC120093891	protein_coding
ENSRNOG00000051059	ENSRNOT00000076807	7	-1	106653776	106660859	LOC120093891	protein_coding
ENSRNOG00000025725	ENSRNOT00000035678	7	-1	106683753	106686372	Ly6k	protein_coding
