ENSRNOG00000065633	ENSRNOT00000118146	20	-1	21710	43347	protein_coding
ENSRNOG00000000495	ENSRNOT00000104971	20	1	5929917	5952404	Bltp3a	protein_coding
ENSRNOG00000024601	ENSRNOT00000038195	20	-1	5955777	5961892	Taf11	protein_coding
ENSRNOG00000024601	ENSRNOT00000116514	20	-1	5955780	5961905	Taf11	protein_coding
ENSRNOG00000000498	ENSRNOT00000044395	20	1	5963678	6117138	Anks1a	protein_coding
ENSRNOG00000000498	ENSRNOT00000081604	20	1	5963678	6117148	Anks1a	protein_coding
ENSRNOG00000000498	ENSRNOT00000107130	20	1	5963678	6117148	Anks1a	protein_coding
ENSRNOG00000000499	ENSRNOT00000045044	20	-1	6126269	6135563	Tcp11	protein_coding
ENSRNOG00000000499	ENSRNOT00000109959	20	-1	6126269	6136055	Tcp11	protein_coding
ENSRNOG00000000500	ENSRNOT00000100675	20	1	6199182	6228584	Scube3	protein_coding
ENSRNOG00000000500	ENSRNOT00000000593	20	1	6199292	6228584	Scube3	protein_coding
ENSRNOG00000000501	ENSRNOT00000000595	20	1	6243582	6266511	Zfp523	protein_coding
ENSRNOG00000000501	ENSRNOT00000084771	20	1	6243582	6266511	Zfp523	protein_coding
ENSRNOG00000000502	ENSRNOT00000107870	20	1	6268601	6289507	Def6	protein_coding
ENSRNOG00000000502	ENSRNOT00000000597	20	1	6268601	6289960	Def6	protein_coding
ENSRNOG00000000502	ENSRNOT00000120154	20	1	6268614	6289961	Def6	protein_coding
ENSRNOG00000000503	ENSRNOT00000042539	20	1	6298785	6363968	Ppard	protein_coding
ENSRNOG00000000503	ENSRNOT00000083109	20	1	6350524	6363968	Ppard	protein_coding
ENSRNOG00000000504	ENSRNOT00000109180	20	1	6375573	6386420	Fance	protein_coding
ENSRNOG00000000504	ENSRNOT00000101988	20	1	6375573	6386420	Fance	protein_coding
ENSRNOG00000000504	ENSRNOT00000006191	20	1	6375573	6386631	Fance	protein_coding
ENSRNOG00000000505	ENSRNOT00000101238	20	1	6385823	6391204	Rpl10a	protein_coding
ENSRNOG00000000505	ENSRNOT00000000603	20	1	6385823	6391357	Rpl10a	protein_coding
ENSRNOG00000000505	ENSRNOT00000100947	20	1	6385823	6391357	Rpl10a	protein_coding
ENSRNOG00000000506	ENSRNOT00000107495	20	-1	6392053	6411244	Tead3	protein_coding
ENSRNOG00000000506	ENSRNOT00000000607	20	-1	6392053	6411446	Tead3	protein_coding
ENSRNOG00000000506	ENSRNOT00000096677	20	-1	6392053	6411446	Tead3	protein_coding
ENSRNOG00000000507	ENSRNOT00000113572	20	-1	6412171	6424073	Tulp1	protein_coding
ENSRNOG00000000507	ENSRNOT00000095895	20	-1	6412171	6424073	Tulp1	protein_coding
ENSRNOG00000000507	ENSRNOT00000066897	20	-1	6412171	6424073	Tulp1	protein_coding
ENSRNOG00000000507	ENSRNOT00000097363	20	-1	6415557	6424073	Tulp1	protein_coding
ENSRNOG00000022523	ENSRNOT00000033119	20	-1	6457216	6516128	Fkbp5	protein_coding
ENSRNOG00000022523	ENSRNOT00000109678	20	-1	6457216	6541674	Fkbp5	protein_coding
ENSRNOG00000069485	ENSRNOT00000104483	20	-1	6549166	6575490	lncRNA
ENSRNOG00000069485	ENSRNOT00000114116	20	-1	6550790	6575490	lncRNA
ENSRNOG00000000508	ENSRNOT00000000609	20	1	6587859	6598352	Armc12	protein_coding
ENSRNOG00000038807	ENSRNOT00000059292	20	1	6608128	6610951	Clpsl2	protein_coding
ENSRNOG00000000510	ENSRNOT00000000611	20	-1	6620529	6622689	Clps	protein_coding
ENSRNOG00000022283	ENSRNOT00000036999	20	1	6632362	6642532	Lhfpl5	protein_coding
ENSRNOG00000000511	ENSRNOT00000092641	20	-1	6645809	6670457	Srpk1	protein_coding
ENSRNOG00000000511	ENSRNOT00000000612	20	-1	6645809	6682098	Srpk1	protein_coding
ENSRNOG00000000511	ENSRNOT00000105949	20	-1	6645815	6682105	Srpk1	protein_coding
ENSRNOG00000000511	ENSRNOT00000100033	20	-1	6657493	6682134	Srpk1	protein_coding
ENSRNOG00000000511	ENSRNOT00000092514	20	-1	6658519	6682134	Srpk1	protein_coding
ENSRNOG00000000512	ENSRNOT00000092383	20	-1	6697723	6749478	Slc26a8	protein_coding
ENSRNOG00000000512	ENSRNOT00000059264	20	-1	6697723	6749478	Slc26a8	protein_coding
ENSRNOG00000000513	ENSRNOT00000100696	20	1	6749670	6803000	Mapk14	protein_coding
ENSRNOG00000000513	ENSRNOT00000098053	20	1	6749670	6807186	Mapk14	protein_coding
ENSRNOG00000000513	ENSRNOT00000000617	20	1	6749670	6810589	Mapk14	protein_coding
ENSRNOG00000000513	ENSRNOT00000095202	20	1	6749670	6810589	Mapk14	protein_coding
ENSRNOG00000000513	ENSRNOT00000102158	20	1	6749670	6810589	Mapk14	protein_coding
ENSRNOG00000000513	ENSRNOT00000000618	20	1	6749962	6810587	Mapk14	protein_coding
ENSRNOG00000000515	ENSRNOT00000000621	20	1	6835320	6844222	Mapk13	protein_coding
ENSRNOG00000028641	ENSRNOT00000092566	20	1	6865985	6872342	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000092629	20	1	6870888	6900816	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000097855	20	1	6870888	6900816	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000109033	20	1	6870888	6900816	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000042143	20	1	6870888	6902690	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000092463	20	1	6887498	6899899	Brpf3	protein_coding
ENSRNOG00000028641	ENSRNOT00000112955	20	1	6887573	6902690	Brpf3	protein_coding
ENSRNOG00000070267	ENSRNOT00000109133	20	-1	6913733	6914161	protein_coding
ENSRNOG00000028622	ENSRNOT00000033064	20	1	6917931	6952375	Pnpla1	protein_coding
ENSRNOG00000016997	ENSRNOT00000023028	20	-1	6956201	6975091	Bnip5	protein_coding
ENSRNOG00000016997	ENSRNOT00000092263	20	-1	6956208	6973105	Bnip5	protein_coding
ENSRNOG00000000516	ENSRNOT00000092474	20	-1	7002271	7005308	Pxt1	protein_coding
ENSRNOG00000000516	ENSRNOT00000113127	20	-1	7002271	7006780	Pxt1	protein_coding
ENSRNOG00000000517	ENSRNOT00000092333	20	1	7015833	7032761	Kctd20	protein_coding
ENSRNOG00000000517	ENSRNOT00000000624	20	1	7015833	7032761	Kctd20	protein_coding
ENSRNOG00000000517	ENSRNOT00000105827	20	1	7021365	7032761	Kctd20	protein_coding
ENSRNOG00000000519	ENSRNOT00000092400	20	-1	7034242	7042381	Stk38	protein_coding
ENSRNOG00000000519	ENSRNOT00000104223	20	-1	7034244	7062892	Stk38	protein_coding
ENSRNOG00000000519	ENSRNOT00000059194	20	-1	7034244	7068198	Stk38	protein_coding
ENSRNOG00000000519	ENSRNOT00000092489	20	-1	7034244	7068198	Stk38	protein_coding
ENSRNOG00000000520	ENSRNOT00000092663	20	1	7091910	7100268	Srsf3	protein_coding
ENSRNOG00000000520	ENSRNOT00000117194	20	1	7091910	7101078	Srsf3	protein_coding
ENSRNOG00000000520	ENSRNOT00000095830	20	1	7091990	7100268	Srsf3	protein_coding
ENSRNOG00000057209	ENSRNOT00000089280	20	-1	7106459	7106619	LOC120099031	scaRNA
ENSRNOG00000070630	ENSRNOT00000111825	20	-1	7144999	7149171	LOC120098812	lncRNA
ENSRNOG00000070630	ENSRNOT00000110122	20	-1	7145052	7147527	LOC120098812	lncRNA
ENSRNOG00000000521	ENSRNOT00000091731	20	1	7149217	7159585	Cdkn1a	protein_coding
ENSRNOG00000000521	ENSRNOT00000101862	20	1	7152331	7158686	Cdkn1a	protein_coding
ENSRNOG00000001869	ENSRNOT00000002553	20	1	7164720	7198468	Rab44	protein_coding
ENSRNOG00000000522	ENSRNOT00000110640	20	-1	7206742	7288883	Cpne5	protein_coding
ENSRNOG00000000522	ENSRNOT00000000629	20	-1	7206742	7288883	Cpne5	protein_coding
ENSRNOG00000000522	ENSRNOT00000101285	20	-1	7206742	7288883	Cpne5	protein_coding
ENSRNOG00000000522	ENSRNOT00000108791	20	-1	7206742	7288883	Cpne5	protein_coding
ENSRNOG00000000523	ENSRNOT00000093253	20	-1	7302621	7322354	Ppil1	protein_coding
ENSRNOG00000000524	ENSRNOT00000086330	20	1	7322442	7356269	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000102727	20	1	7322579	7354628	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000093188	20	1	7322579	7356147	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000093377	20	1	7322579	7356203	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000093638	20	1	7322579	7356274	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000093736	20	1	7322688	7357612	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000106155	20	1	7331462	7357612	RGD735065	protein_coding
ENSRNOG00000000524	ENSRNOT00000000631	20	1	7336168	7357612	RGD735065	protein_coding
ENSRNOG00000000525	ENSRNOT00000093209	20	1	7376126	7385383	Pi16	protein_coding
ENSRNOG00000000525	ENSRNOT00000000632	20	1	7376126	7385383	Pi16	protein_coding
ENSRNOG00000000527	ENSRNOT00000000635	20	-1	7389949	7413426	Mtch1	protein_coding
ENSRNOG00000000527	ENSRNOT00000093172	20	-1	7389949	7413426	Mtch1	protein_coding
ENSRNOG00000046314	ENSRNOT00000072845	20	1	7397861	7399143	AABR07044473.1	pseudogene
ENSRNOG00000000528	ENSRNOT00000041665	20	1	7424790	7441603	Fgd2	protein_coding
ENSRNOG00000000529	ENSRNOT00000000637	20	1	7554921	7559174	Pim1	protein_coding
ENSRNOG00000065874	ENSRNOT00000111295	20	-1	7572175	7572763	protein_coding
ENSRNOG00000065684	ENSRNOT00000115930	20	-1	7584330	7584884	Tmem217	protein_coding
ENSRNOG00000046758	ENSRNOT00000108454	20	-1	7592627	7619111	Tmem217	protein_coding
ENSRNOG00000046758	ENSRNOT00000111300	20	-1	7592627	7619111	Tmem217	protein_coding
ENSRNOG00000046758	ENSRNOT00000095239	20	-1	7592627	7619111	Tmem217	protein_coding
ENSRNOG00000046758	ENSRNOT00000071399	20	-1	7592640	7597674	Tmem217	protein_coding
ENSRNOG00000059458	ENSRNOT00000093855	20	1	7619240	7675231	Tbc1d22b	protein_coding
ENSRNOG00000059458	ENSRNOT00000098523	20	1	7632303	7675231	Tbc1d22b	protein_coding
ENSRNOG00000059458	ENSRNOT00000090298	20	1	7636821	7675231	Tbc1d22b	protein_coding
ENSRNOG00000047171	ENSRNOT00000065629	20	1	7682322	7706854	Rnf8	protein_coding
ENSRNOG00000047171	ENSRNOT00000081715	20	1	7682322	7708491	Rnf8	protein_coding
ENSRNOG00000000532	ENSRNOT00000114324	20	1	7709713	7765567	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000083108	20	1	7709713	7765892	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000110367	20	1	7722733	7766286	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000000640	20	1	7722733	7766286	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000111387	20	1	7722733	7766286	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000101461	20	1	7722776	7766302	Cmtr1	protein_coding
ENSRNOG00000000532	ENSRNOT00000111715	20	1	7730505	7766287	Cmtr1	protein_coding
ENSRNOG00000068717	ENSRNOT00000100407	20	-1	7751782	7781613	Ccdc167	protein_coding
ENSRNOG00000068717	ENSRNOT00000100757	20	-1	7759250	7781613	Ccdc167	protein_coding
ENSRNOG00000068717	ENSRNOT00000109836	20	-1	7759250	7781613	Ccdc167	protein_coding
ENSRNOG00000068717	ENSRNOT00000000639	20	-1	7763276	7781613	Ccdc167	protein_coding
ENSRNOG00000030426	ENSRNOT00000050041	20	1	7875837	7876350	LOC100364116	protein_coding
ENSRNOG00000063880	ENSRNOT00000114937	20	-1	7889554	7889989	pseudogene
ENSRNOG00000000536	ENSRNOT00000048845	20	-1	7904358	7963471	Mdga1	protein_coding
ENSRNOG00000000536	ENSRNOT00000111234	20	-1	7904358	7963471	Mdga1	protein_coding
ENSRNOG00000059659	ENSRNOT00000102831	20	1	8082200	8279612	Zfand3	protein_coding
ENSRNOG00000059659	ENSRNOT00000085131	20	1	8083407	8279616	Zfand3	protein_coding
ENSRNOG00000059659	ENSRNOT00000118523	20	1	8083407	8279616	Zfand3	protein_coding
ENSRNOG00000000540	ENSRNOT00000000649	20	-1	8288711	8643960	Btbd9	protein_coding
ENSRNOG00000069463	ENSRNOT00000103872	20	-1	8644055	8645838	lncRNA
ENSRNOG00000000541	ENSRNOT00000000650	20	-1	8662801	8681649	Glo1	protein_coding
ENSRNOG00000000542	ENSRNOT00000106030	20	1	8692963	8723157	Dnah8	protein_coding
ENSRNOG00000000542	ENSRNOT00000071939	20	1	8692963	8723210	Dnah8	protein_coding
ENSRNOG00000000542	ENSRNOT00000000651	20	1	8692963	8946772	Dnah8	protein_coding
ENSRNOG00000063327	ENSRNOT00000101300	20	-1	8850618	8850719	LOC120099051	snRNA
ENSRNOG00000001152	ENSRNOT00000001527	20	1	8972004	9010241	Glp1r	protein_coding
ENSRNOG00000001152	ENSRNOT00000079509	20	1	8977604	9010241	Glp1r	protein_coding
ENSRNOG00000001157	ENSRNOT00000050744	20	1	9025724	9087146	Umodl1	protein_coding
ENSRNOG00000069465	ENSRNOT00000117933	20	-1	9099382	9099524	LOC120099076	snoRNA
ENSRNOG00000001158	ENSRNOT00000083505	20	1	9126687	9151422	Abcg1	protein_coding
ENSRNOG00000001158	ENSRNOT00000001533	20	1	9126687	9182948	Abcg1	protein_coding
ENSRNOG00000001158	ENSRNOT00000078031	20	1	9133023	9182948	Abcg1	protein_coding
ENSRNOG00000001159	ENSRNOT00000066266	20	-1	9193262	9198054	Tff3	protein_coding
ENSRNOG00000001162	ENSRNOT00000001537	20	-1	9215761	9219619	Tff2	protein_coding
ENSRNOG00000001164	ENSRNOT00000001538	20	-1	9235736	9239597	Tff1	protein_coding
ENSRNOG00000061642	ENSRNOT00000092004	20	-1	9248042	9248157	LOC120099070	snoRNA
ENSRNOG00000001165	ENSRNOT00000001540	20	-1	9254109	9274363	Tmprss3	protein_coding
ENSRNOG00000001167	ENSRNOT00000001541	20	1	9292139	9328074	Ubash3a	protein_coding
ENSRNOG00000001167	ENSRNOT00000119947	20	1	9292139	9329224	Ubash3a	protein_coding
ENSRNOG00000062843	ENSRNOT00000095803	20	-1	9330630	9334059	lncRNA
ENSRNOG00000057862	ENSRNOT00000089112	20	-1	9341913	9360586	Rsph1	protein_coding
ENSRNOG00000057862	ENSRNOT00000084726	20	-1	9341913	9360640	Rsph1	protein_coding
ENSRNOG00000057862	ENSRNOT00000091623	20	-1	9343890	9356778	Rsph1	protein_coding
ENSRNOG00000071156	ENSRNOT00000119029	20	-1	9371188	9375022	lncRNA
ENSRNOG00000001169	ENSRNOT00000001544	20	1	9378836	9433892	Slc37a1	protein_coding
ENSRNOG00000001174	ENSRNOT00000001559	20	1	9469848	9562948	Pde9a	protein_coding
ENSRNOG00000001174	ENSRNOT00000107659	20	1	9469848	9562948	Pde9a	protein_coding
ENSRNOG00000001174	ENSRNOT00000114987	20	1	9469848	9562948	Pde9a	protein_coding
ENSRNOG00000001174	ENSRNOT00000110944	20	1	9496280	9562948	Pde9a	protein_coding
ENSRNOG00000001174	ENSRNOT00000095394	20	1	9529619	9562948	Pde9a	protein_coding
ENSRNOG00000001181	ENSRNOT00000068289	20	-1	9587207	9603581	Wdr4	protein_coding
ENSRNOG00000001182	ENSRNOT00000086272	20	1	9612431	9617077	Ndufv3	protein_coding
ENSRNOG00000001182	ENSRNOT00000098355	20	1	9612431	9623074	Ndufv3	protein_coding
ENSRNOG00000001182	ENSRNOT00000001564	20	1	9612449	9621622	Ndufv3	protein_coding
ENSRNOG00000001182	ENSRNOT00000106384	20	1	9612507	9621617	Ndufv3	protein_coding
ENSRNOG00000001182	ENSRNOT00000117823	20	1	9616768	9621622	Ndufv3	protein_coding
ENSRNOG00000053555	ENSRNOT00000090324	20	1	9628237	9628367	LOC120099066	snoRNA
ENSRNOG00000001184	ENSRNOT00000100490	20	1	9662899	9702286	Pknox1	protein_coding
ENSRNOG00000001184	ENSRNOT00000107714	20	1	9662952	9702286	Pknox1	protein_coding
ENSRNOG00000001184	ENSRNOT00000001566	20	1	9683496	9703727	Pknox1	protein_coding
ENSRNOG00000001184	ENSRNOT00000118796	20	1	9683770	9702290	Pknox1	protein_coding
ENSRNOG00000001184	ENSRNOT00000102665	20	1	9687828	9702290	Pknox1	protein_coding
ENSRNOG00000029528	ENSRNOT00000045275	20	-1	9708090	9732623	Cbs	protein_coding
ENSRNOG00000029528	ENSRNOT00000116783	20	-1	9708259	9729401	Cbs	protein_coding
ENSRNOG00000029528	ENSRNOT00000042432	20	-1	9708259	9732764	Cbs	protein_coding
ENSRNOG00000029528	ENSRNOT00000105994	20	-1	9708259	9732764	Cbs	protein_coding
ENSRNOG00000045860	ENSRNOT00000108169	20	-1	9742905	9751124	U2af1	protein_coding
ENSRNOG00000045860	ENSRNOT00000100283	20	-1	9742906	9753811	U2af1	protein_coding
ENSRNOG00000045860	ENSRNOT00000074081	20	-1	9742906	9753832	U2af1	protein_coding
ENSRNOG00000047175	ENSRNOT00000071248	20	1	9783605	9787349	Cryaa	pseudogene
ENSRNOG00000001189	ENSRNOT00000103104	20	-1	9947396	9958991	Sik1	protein_coding
ENSRNOG00000001189	ENSRNOT00000001579	20	-1	9947396	9958991	Sik1	protein_coding
ENSRNOG00000051612	ENSRNOT00000117220	20	1	9998462	10007166	AABR07044570.2	lncRNA
ENSRNOG00000051612	ENSRNOT00000119082	20	1	10005842	10017295	AABR07044570.2	lncRNA
ENSRNOG00000051612	ENSRNOT00000083597	20	1	10005907	10007166	AABR07044570.2	lncRNA
ENSRNOG00000001193	ENSRNOT00000001580	20	-1	10035562	10121242	Hsf2bp	protein_coding
ENSRNOG00000001193	ENSRNOT00000079207	20	-1	10037500	10121242	Hsf2bp	protein_coding
ENSRNOG00000001194	ENSRNOT00000001583	20	1	10123125	10147928	Rrp1b	protein_coding
ENSRNOG00000068407	ENSRNOT00000098080	20	-1	10164099	10192739	RGD1566085	protein_coding
ENSRNOG00000068407	ENSRNOT00000097943	20	-1	10164099	10192739	RGD1566085	protein_coding
ENSRNOG00000049937	ENSRNOT00000001589	20	1	10210289	10232110	Pdxk	protein_coding
ENSRNOG00000001201	ENSRNOT00000108042	20	-1	10245462	10246891	Cstb	protein_coding
ENSRNOG00000001201	ENSRNOT00000001593	20	-1	10245462	10247526	Cstb	protein_coding
ENSRNOG00000001203	ENSRNOT00000095137	20	1	10260870	10272143	Rrp1	protein_coding
ENSRNOG00000001203	ENSRNOT00000001597	20	1	10260879	10272140	Rrp1	protein_coding
ENSRNOG00000001203	ENSRNOT00000116425	20	1	10260879	10272140	Rrp1	protein_coding
ENSRNOG00000001203	ENSRNOT00000119562	20	1	10260903	10272144	Rrp1	protein_coding
ENSRNOG00000062695	ENSRNOT00000106555	20	1	10376269	10394813	Gm56820	protein_coding
ENSRNOG00000001205	ENSRNOT00000001602	20	1	10384507	10415358	Agpat3	protein_coding
ENSRNOG00000023210	ENSRNOT00000032240	20	1	10438737	10499074	Trappc10	protein_coding
ENSRNOG00000023210	ENSRNOT00000118263	20	1	10438737	10499074	Trappc10	protein_coding
ENSRNOG00000001210	ENSRNOT00000001605	20	1	10499363	10513640	Pwp2	protein_coding
ENSRNOG00000001210	ENSRNOT00000108782	20	1	10499953	10513640	Pwp2	protein_coding
ENSRNOG00000001211	ENSRNOT00000001609	20	1	10514744	10522885	Gatd3a	protein_coding
ENSRNOG00000023109	ENSRNOT00000099769	20	-1	10600420	10610703	Icoslg	protein_coding
ENSRNOG00000023109	ENSRNOT00000038547	20	-1	10600422	10610703	Icoslg	protein_coding
ENSRNOG00000023109	ENSRNOT00000098155	20	-1	10604836	10610703	Icoslg	protein_coding
ENSRNOG00000023109	ENSRNOT00000104489	20	-1	10604836	10610703	Icoslg	protein_coding
ENSRNOG00000023109	ENSRNOT00000097075	20	-1	10604836	10610703	Icoslg	protein_coding
ENSRNOG00000001212	ENSRNOT00000111099	20	-1	10614934	10629275	Dnmt3l	protein_coding
ENSRNOG00000001212	ENSRNOT00000110206	20	-1	10614934	10629275	Dnmt3l	protein_coding
ENSRNOG00000001212	ENSRNOT00000001610	20	-1	10614934	10629516	Dnmt3l	protein_coding
ENSRNOG00000001213	ENSRNOT00000001611	20	1	10636123	10651060	Aire	protein_coding
ENSRNOG00000001213	ENSRNOT00000106293	20	1	10636123	10651060	Aire	protein_coding
ENSRNOG00000001213	ENSRNOT00000113259	20	1	10636123	10651060	Aire	protein_coding
ENSRNOG00000001214	ENSRNOT00000001625	20	1	10664272	10686315	Pfkl	protein_coding
ENSRNOG00000001215	ENSRNOT00000105855	20	-1	10687863	10694675	Cfap410	protein_coding
ENSRNOG00000001215	ENSRNOT00000049745	20	-1	10687867	10694737	Cfap410	protein_coding
ENSRNOG00000001216	ENSRNOT00000001631	20	1	10707014	10753181	Trpm2	protein_coding
ENSRNOG00000057911	ENSRNOT00000088985	20	1	10748390	10748486	LOC120099063	snoRNA
ENSRNOG00000057485	ENSRNOT00000085574	20	1	10749554	10749629	LOC120099065	snoRNA
ENSRNOG00000001217	ENSRNOT00000001632	20	1	10758955	10762067	Lrrc3	protein_coding
ENSRNOG00000001219	ENSRNOT00000038419	20	-1	10772219	10943914	Tspear	protein_coding
ENSRNOG00000001218	ENSRNOT00000001633	20	-1	10799355	10800215	LOC100365646	protein_coding
ENSRNOG00000067436	ENSRNOT00000104276	20	1	10835091	10835882	LOC120098854	protein_coding
ENSRNOG00000042329	ENSRNOT00000066482	20	-1	10840914	10841681	LOC120098855	protein_coding
ENSRNOG00000069553	ENSRNOT00000102721	20	1	10845110	10846261	LOC690415	protein_coding
ENSRNOG00000047532	ENSRNOT00000071454	20	1	10855181	10864362	LOC687631	protein_coding
ENSRNOG00000068042	ENSRNOT00000111756	20	1	10871991	10872844	LOC686720	pseudogene
ENSRNOG00000032530	ENSRNOT00000041259	20	1	10880573	10881445	LOC686720	protein_coding
ENSRNOG00000046538	ENSRNOT00000073516	20	1	10888588	10934430	LOC103694398	protein_coding
ENSRNOG00000067601	ENSRNOT00000116308	20	1	10896181	10896525	pseudogene
ENSRNOG00000062340	ENSRNOT00000098399	20	1	10902069	10902172	LOC120099044	snRNA
ENSRNOG00000043302	ENSRNOT00000064565	20	1	10939609	10940526	LOC690478	protein_coding
ENSRNOG00000001222	ENSRNOT00000116055	20	-1	10983742	10997484	Ube2g2	protein_coding
ENSRNOG00000001222	ENSRNOT00000117806	20	-1	10983742	10998214	Ube2g2	protein_coding
ENSRNOG00000001222	ENSRNOT00000118834	20	-1	10983742	11005447	Ube2g2	protein_coding
ENSRNOG00000001222	ENSRNOT00000001636	20	-1	10983753	11005434	Ube2g2	protein_coding
ENSRNOG00000064656	ENSRNOT00000118151	20	-1	11007148	11012579	Sumo3	lncRNA
ENSRNOG00000064656	ENSRNOT00000094759	20	-1	11007148	11017742	Sumo3	lncRNA
ENSRNOG00000064656	ENSRNOT00000094434	20	-1	11007148	11020877	Sumo3	lncRNA
ENSRNOG00000064656	ENSRNOT00000115542	20	-1	11007220	11013658	Sumo3	lncRNA
ENSRNOG00000038489	ENSRNOT00000001637	20	1	11010166	11020696	Sumo3	lncRNA
ENSRNOG00000001223	ENSRNOT00000111616	20	-1	11030015	11047219	Pttg1ip	protein_coding
ENSRNOG00000001223	ENSRNOT00000001638	20	-1	11030015	11047316	Pttg1ip	protein_coding
ENSRNOG00000001224	ENSRNOT00000101048	20	-1	11061430	11067731	Itgb2	protein_coding
ENSRNOG00000001224	ENSRNOT00000119404	20	-1	11061430	11080548	Itgb2	protein_coding
ENSRNOG00000001224	ENSRNOT00000001639	20	-1	11061430	11097600	Itgb2	protein_coding
ENSRNOG00000001225	ENSRNOT00000001640	20	1	11114589	11147521	Slx9	protein_coding
ENSRNOG00000001226	ENSRNOT00000037297	20	-1	11179488	11179919	Nme2-ps1	protein_coding
ENSRNOG00000056879	ENSRNOT00000079344	20	-1	11185082	11185194	LOC120099069	snoRNA
ENSRNOG00000001227	ENSRNOT00000001642	20	1	11222583	11350852	Adarb1	protein_coding
ENSRNOG00000001227	ENSRNOT00000083851	20	1	11297437	11350852	Adarb1	protein_coding
ENSRNOG00000001228	ENSRNOT00000001644	20	-1	11367096	11377743	Pofut2	protein_coding
ENSRNOG00000001229	ENSRNOT00000095032	20	1	11474104	11582593	Col18a1	protein_coding
ENSRNOG00000001229	ENSRNOT00000045315	20	1	11474104	11582593	Col18a1	protein_coding
ENSRNOG00000001229	ENSRNOT00000116507	20	1	11521290	11582593	Col18a1	protein_coding
ENSRNOG00000001232	ENSRNOT00000065236	20	-1	11584411	11601429	Slc19a1	protein_coding
ENSRNOG00000001232	ENSRNOT00000044212	20	-1	11584411	11601972	Slc19a1	protein_coding
ENSRNOG00000064499	ENSRNOT00000116130	20	-1	11608891	11615676	LOC100912209	lncRNA
ENSRNOG00000064499	ENSRNOT00000106747	20	-1	11609023	11615676	LOC100912209	lncRNA
ENSRNOG00000064499	ENSRNOT00000099122	20	-1	11610642	11614165	LOC100912209	lncRNA
ENSRNOG00000001245	ENSRNOT00000098898	20	1	11678269	11878210	Pcbp3	protein_coding
ENSRNOG00000001245	ENSRNOT00000001675	20	1	11678276	11878209	Pcbp3	protein_coding
ENSRNOG00000001245	ENSRNOT00000103785	20	1	11678281	11878208	Pcbp3	protein_coding
ENSRNOG00000001245	ENSRNOT00000104059	20	1	11678301	11878209	Pcbp3	protein_coding
ENSRNOG00000001249	ENSRNOT00000001679	20	1	11905957	11924597	Col6a1	protein_coding
ENSRNOG00000001249	ENSRNOT00000072951	20	1	11905957	11924597	Col6a1	protein_coding
ENSRNOG00000001254	ENSRNOT00000109457	20	1	12021767	12047248	Col6a2	protein_coding
ENSRNOG00000001254	ENSRNOT00000116437	20	1	12021767	12049425	Col6a2	protein_coding
ENSRNOG00000001254	ENSRNOT00000097191	20	1	12021767	12057564	Col6a2	protein_coding
ENSRNOG00000001254	ENSRNOT00000001695	20	1	12029643	12049425	Col6a2	protein_coding
ENSRNOG00000001261	ENSRNOT00000001699	20	-1	12055208	12068735	Ftcd	protein_coding
ENSRNOG00000070409	ENSRNOT00000102485	20	-1	12074047	12083301	Spatc1l	protein_coding
ENSRNOG00000054549	ENSRNOT00000107519	20	-1	12092774	12118747	Lss	protein_coding
ENSRNOG00000054549	ENSRNOT00000078412	20	-1	12092775	12118762	Lss	protein_coding
ENSRNOG00000054549	ENSRNOT00000081903	20	-1	12092775	12118762	Lss	protein_coding
ENSRNOG00000054549	ENSRNOT00000113267	20	-1	12095754	12118739	Lss	protein_coding
ENSRNOG00000001272	ENSRNOT00000064637	20	-1	12127570	12165165	Mcm3ap	protein_coding
ENSRNOG00000001272	ENSRNOT00000081445	20	-1	12127593	12165123	Mcm3ap	protein_coding
ENSRNOG00000021365	ENSRNOT00000038953	20	1	12165237	12174713	Ybey	protein_coding
ENSRNOG00000012714	ENSRNOT00000095238	20	-1	12175442	12186838	RGD1564149	protein_coding
ENSRNOG00000012714	ENSRNOT00000017141	20	-1	12175442	12187017	RGD1564149	protein_coding
ENSRNOG00000001276	ENSRNOT00000048218	20	1	12191648	12278710	Pcnt	protein_coding
ENSRNOG00000001276	ENSRNOT00000097925	20	1	12194328	12278710	Pcnt	protein_coding
ENSRNOG00000043212	ENSRNOT00000066017	20	1	12284654	12370217	Dip2a	protein_coding
