ENSMUSG00000051951	ENSMUST00000070533	1	-1	3214482	3671498	Xkr4	protein_coding
ENSMUSG00000051590	ENSMUST00000189398	1	-1	127815262	127840321	Map3k19	protein_coding
ENSMUSG00000051590	ENSMUST00000191333	1	-1	127815262	127840321	Map3k19	protein_coding
ENSMUSG00000051590	ENSMUST00000061512	1	-1	127815271	127840290	Map3k19	protein_coding
ENSMUSG00000051590	ENSMUST00000208183	1	-1	127815271	127855031	Map3k19	protein_coding
ENSMUSG00000036104	ENSMUST00000037649	1	1	127868773	127943868	Rab3gap1	protein_coding
ENSMUSG00000036104	ENSMUST00000212506	1	1	127868812	127942610	Rab3gap1	protein_coding
ENSMUSG00000036086	ENSMUST00000086614	1	-1	127954184	128102462	Zranb3	protein_coding
ENSMUSG00000036086	ENSMUST00000112538	1	-1	127954670	128103001	Zranb3	protein_coding
ENSMUSG00000056211	ENSMUST00000188381	1	1	128103321	128179129	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000187900	1	1	128103324	128188856	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000036288	1	1	128103324	128237736	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000187023	1	1	128141964	128186909	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000187557	1	1	128141987	128153326	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000189317	1	1	128151814	128179182	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000185853	1	1	128179143	128193500	R3hdm1	protein_coding
ENSMUSG00000056211	ENSMUST00000190056	1	1	128181741	128211239	R3hdm1	protein_coding
ENSMUSG00000026353	ENSMUST00000190736	1	1	128243964	128259535	Ubxn4	protein_coding
ENSMUSG00000026353	ENSMUST00000027592	1	1	128244162	128279378	Ubxn4	protein_coding
ENSMUSG00000026354	ENSMUST00000073490	1	-1	128284756	128328318	Lct	protein_coding
ENSMUSG00000026355	ENSMUST00000027601	1	-1	128331590	128359664	Mcm6	protein_coding
ENSMUSG00000026355	ENSMUST00000190495	1	-1	128331593	128359647	Mcm6	protein_coding
ENSMUSG00000026356	ENSMUST00000027602	1	-1	128363707	128417359	Dars	protein_coding
ENSMUSG00000026356	ENSMUST00000064309	1	-1	128412118	128417368	Dars	protein_coding
ENSMUSG00000045382	ENSMUST00000052172	1	-1	128588199	128592290	Cxcr4	protein_coding
ENSMUSG00000045382	ENSMUST00000142893	1	-1	128589099	128592293	Cxcr4	protein_coding
ENSMUSG00000042581	ENSMUST00000073527	1	1	129273344	130219278	Thsd7b	protein_coding
ENSMUSG00000042581	ENSMUST00000040311	1	1	129273463	130050352	Thsd7b	protein_coding
ENSMUSG00000042581	ENSMUST00000152305	1	1	129537511	129629046	Thsd7b	protein_coding
ENSMUSG00000026401	ENSMUST00000112488	1	-1	130388537	130423009	Cd55b	protein_coding
ENSMUSG00000026401	ENSMUST00000119432	1	-1	130388537	130423009	Cd55b	protein_coding
ENSMUSG00000026399	ENSMUST00000027650	1	-1	130439027	130462744	Cd55	protein_coding
ENSMUSG00000026399	ENSMUST00000140400	1	-1	130446661	130452416	Cd55	protein_coding
ENSMUSG00000042554	ENSMUST00000039862	1	-1	130576713	130629621	Zp3r	protein_coding
ENSMUSG00000042554	ENSMUST00000128128	1	-1	130576713	130629621	Zp3r	protein_coding
ENSMUSG00000042554	ENSMUST00000142416	1	-1	130576716	130629612	Zp3r	protein_coding
ENSMUSG00000026405	ENSMUST00000027657	1	-1	130634773	130661632	C4bp	protein_coding
ENSMUSG00000026405	ENSMUST00000171642	1	-1	130636814	130648419	C4bp	protein_coding
ENSMUSG00000026405	ENSMUST00000137276	1	-1	130643070	130661610	C4bp	protein_coding
ENSMUSG00000026409	ENSMUST00000171479	1	-1	130689182	130714575	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000066863	1	-1	130689183	130715734	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000189534	1	-1	130690278	130729253	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000189167	1	-1	130690773	130714575	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000187089	1	-1	130691015	130714576	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000191347	1	-1	130691015	130714576	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000169659	1	-1	130696671	130715778	Pfkfb2	protein_coding
ENSMUSG00000026409	ENSMUST00000050406	1	-1	130697697	130714575	Pfkfb2	protein_coding
ENSMUSG00000046404	ENSMUST00000049813	1	1	130717327	130724358	Yod1	protein_coding
ENSMUSG00000042510	ENSMUST00000039323	1	1	130731976	130744622	AA986860	protein_coding
ENSMUSG00000026415	ENSMUST00000112477	1	1	130800902	130814708	Fcamr	protein_coding
ENSMUSG00000026415	ENSMUST00000027670	1	1	130800902	130814740	Fcamr	protein_coding
ENSMUSG00000026417	ENSMUST00000027675	1	1	130826684	130852249	Pigr	protein_coding
ENSMUSG00000026417	ENSMUST00000133792	1	1	130826888	130844680	Pigr	protein_coding
ENSMUSG00000026417	ENSMUST00000137782	1	1	130829010	130844648	Pigr	protein_coding
ENSMUSG00000042474	ENSMUST00000038829	1	1	130865669	130880791	Fcmr	protein_coding
ENSMUSG00000026420	ENSMUST00000187650	1	-1	130882074	130885996	Il24	protein_coding
ENSMUSG00000026420	ENSMUST00000121040	1	-1	130882074	130887454	Il24	protein_coding
ENSMUSG00000026416	ENSMUST00000027673	1	-1	130906985	130911451	Il20	protein_coding
ENSMUSG00000026416	ENSMUST00000188581	1	-1	130907415	130911226	Il20	protein_coding
ENSMUSG00000016524	ENSMUST00000187410	1	-1	130932656	130940101	Il19	protein_coding
ENSMUSG00000016524	ENSMUST00000016668	1	-1	130932658	130939241	Il19	protein_coding
ENSMUSG00000016524	ENSMUST00000187916	1	-1	130932816	130940115	Il19	protein_coding
ENSMUSG00000016524	ENSMUST00000112465	1	-1	130932858	130940073	Il19	protein_coding
ENSMUSG00000016529	ENSMUST00000016673	1	1	131019845	131024974	Il10	protein_coding
ENSMUSG00000016528	ENSMUST00000016672	1	-1	131053700	131097826	Mapkapk2	protein_coding
ENSMUSG00000016528	ENSMUST00000188459	1	-1	131056889	131072526	Mapkapk2	protein_coding
ENSMUSG00000016526	ENSMUST00000016670	1	-1	131127455	131138340	Dyrk3	protein_coding
ENSMUSG00000016526	ENSMUST00000189756	1	-1	131129875	131138245	Dyrk3	protein_coding
ENSMUSG00000026427	ENSMUST00000112446	1	1	131153181	131172239	Eif2d	protein_coding
ENSMUSG00000026427	ENSMUST00000068805	1	1	131153181	131173478	Eif2d	protein_coding
ENSMUSG00000026427	ENSMUST00000068791	1	1	131153181	131180406	Eif2d	protein_coding
ENSMUSG00000026430	ENSMUST00000068564	1	-1	131176410	131200135	Rassf5	protein_coding
ENSMUSG00000026430	ENSMUST00000027688	1	-1	131176410	131245258	Rassf5	protein_coding
ENSMUSG00000026430	ENSMUST00000112442	1	-1	131176410	131245258	Rassf5	protein_coding
ENSMUSG00000026430	ENSMUST00000212202	1	-1	131178525	131233575	Rassf5	protein_coding
ENSMUSG00000042349	ENSMUST00000062108	1	-1	131254597	131279606	Ikbke	protein_coding
ENSMUSG00000042349	ENSMUST00000161764	1	-1	131254602	131276951	Ikbke	protein_coding
ENSMUSG00000042349	ENSMUST00000159195	1	-1	131273791	131276713	Ikbke	protein_coding
ENSMUSG00000026425	ENSMUST00000097588	1	-1	131285251	131527347	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000187042	1	-1	131289358	131300453	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000186543	1	-1	131295218	131527347	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000188770	1	-1	131295221	131344547	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000185596	1	-1	131296641	131364064	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000185445	1	-1	131411800	131514232	Srgap2	protein_coding
ENSMUSG00000026425	ENSMUST00000187273	1	-1	131436675	131504366	Srgap2	protein_coding
ENSMUSG00000055184	ENSMUST00000068613	1	1	131527903	131539872	Fam72a	protein_coding
ENSMUSG00000026432	ENSMUST00000027690	1	1	131599239	131612000	Avpr1b	protein_coding
ENSMUSG00000026432	ENSMUST00000190410	1	1	131599723	131609754	Avpr1b	protein_coding
ENSMUSG00000004552	ENSMUST00000073350	1	1	131638306	131675505	Ctse	protein_coding
ENSMUSG00000004552	ENSMUST00000112411	1	1	131638494	131675503	Ctse	protein_coding
ENSMUSG00000052688	ENSMUST00000064679	1	1	131688695	131715439	Rab7b	protein_coding
ENSMUSG00000052688	ENSMUST00000064664	1	1	131688707	131712751	Rab7b	protein_coding
ENSMUSG00000052688	ENSMUST00000136247	1	1	131688738	131711663	Rab7b	protein_coding
ENSMUSG00000052688	ENSMUST00000129905	1	1	131688766	131711830	Rab7b	protein_coding
ENSMUSG00000042268	ENSMUST00000049027	1	1	131744022	131771504	Slc26a9	protein_coding
ENSMUSG00000042268	ENSMUST00000147800	1	1	131750491	131753987	Slc26a9	protein_coding
ENSMUSG00000042251	ENSMUST00000112393	1	1	131797381	131821461	Pm20d1	protein_coding
ENSMUSG00000042251	ENSMUST00000048660	1	1	131797398	131821473	Pm20d1	protein_coding
ENSMUSG00000042251	ENSMUST00000152989	1	1	131812130	131816376	Pm20d1	protein_coding
ENSMUSG00000013275	ENSMUST00000086559	1	1	131827977	131848865	Slc41a1	protein_coding
ENSMUSG00000026433	ENSMUST00000112386	1	1	131867224	131872739	Rab29	protein_coding
ENSMUSG00000026433	ENSMUST00000027693	1	1	131867240	131872887	Rab29	protein_coding
ENSMUSG00000026434	ENSMUST00000189946	1	1	131910534	131932679	Nucks1	protein_coding
ENSMUSG00000026434	ENSMUST00000062264	1	1	131910556	131936321	Nucks1	protein_coding
ENSMUSG00000026435	ENSMUST00000177943	1	1	131962967	131982969	Slc45a3	protein_coding
ENSMUSG00000026435	ENSMUST00000027695	1	1	131970609	131982964	Slc45a3	protein_coding
ENSMUSG00000026435	ENSMUST00000190322	1	1	131976719	131977945	Slc45a3	protein_coding
ENSMUSG00000026436	ENSMUST00000086556	1	1	132007607	132026448	Elk4	protein_coding
ENSMUSG00000026436	ENSMUST00000027696	1	1	132007876	132023661	Elk4	protein_coding
ENSMUSG00000026436	ENSMUST00000146432	1	1	132008297	132018305	Elk4	protein_coding
ENSMUSG00000059149	ENSMUST00000126927	1	-1	132022806	132067911	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000112370	1	-1	132026621	132067965	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000160656	1	-1	132026808	132067826	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000144548	1	-1	132026808	132067963	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000046658	1	-1	132036784	132067933	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000159038	1	-1	132038513	132067911	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000112365	1	-1	132038917	132067965	Mfsd4a	protein_coding
ENSMUSG00000059149	ENSMUST00000161864	1	-1	132038922	132067900	Mfsd4a	protein_coding
ENSMUSG00000026437	ENSMUST00000027697	1	-1	132112237	132139684	Cdk18	protein_coding
ENSMUSG00000026437	ENSMUST00000112362	1	-1	132114764	132139605	Cdk18	protein_coding
ENSMUSG00000079330	ENSMUST00000188169	1	1	132191431	132259227	Lemd1	protein_coding
ENSMUSG00000079330	ENSMUST00000112357	1	1	132191455	132257382	Lemd1	protein_coding
ENSMUSG00000079330	ENSMUST00000191418	1	1	132228184	132257034	Lemd1	protein_coding
ENSMUSG00000066936	ENSMUST00000086544	1	-1	132229048	132229767	Gm10188	protein_coding
ENSMUSG00000042115	ENSMUST00000046071	1	1	132298626	132307357	Klhdc8a	protein_coding
ENSMUSG00000009772	ENSMUST00000072177	1	1	132316126	132333293	Nuak2	protein_coding
ENSMUSG00000009772	ENSMUST00000082125	1	1	132316126	132333488	Nuak2	protein_coding
ENSMUSG00000042066	ENSMUST00000045473	1	-1	132356315	132391281	Tmcc2	protein_coding
ENSMUSG00000042066	ENSMUST00000142609	1	-1	132356316	132367887	Tmcc2	protein_coding
ENSMUSG00000042066	ENSMUST00000132435	1	-1	132356323	132390318	Tmcc2	protein_coding
ENSMUSG00000042046	ENSMUST00000045110	1	1	132417555	132466958	Dstyk	protein_coding
ENSMUSG00000042046	ENSMUST00000188389	1	1	132417604	132464092	Dstyk	protein_coding
ENSMUSG00000042046	ENSMUST00000187092	1	1	132449398	132451607	Dstyk	protein_coding
ENSMUSG00000026439	ENSMUST00000190825	1	1	132477365	132504490	Rbbp5	protein_coding
ENSMUSG00000026439	ENSMUST00000190997	1	1	132477367	132504889	Rbbp5	protein_coding
ENSMUSG00000026439	ENSMUST00000187505	1	1	132477406	132504108	Rbbp5	protein_coding
ENSMUSG00000026439	ENSMUST00000027700	1	1	132477435	132505659	Rbbp5	protein_coding
ENSMUSG00000026439	ENSMUST00000188575	1	1	132477491	132490501	Rbbp5	protein_coding
ENSMUSG00000026439	ENSMUST00000189786	1	1	132477642	132490585	Rbbp5	protein_coding
ENSMUSG00000048174	ENSMUST00000058167	1	1	132506230	132508639	Tmem81	protein_coding
ENSMUSG00000048174	ENSMUST00000188789	1	1	132506889	132508639	Tmem81	protein_coding
ENSMUSG00000053024	ENSMUST00000086521	1	-1	132511782	132542939	Cntn2	protein_coding
ENSMUSG00000053024	ENSMUST00000188943	1	-1	132528999	132533884	Cntn2	protein_coding
ENSMUSG00000053024	ENSMUST00000186530	1	-1	132533657	132543256	Cntn2	protein_coding
ENSMUSG00000026442	ENSMUST00000094569	1	-1	132564690	132741757	Nfasc	protein_coding
ENSMUSG00000026442	ENSMUST00000043189	1	-1	132569249	132707326	Nfasc	protein_coding
ENSMUSG00000026442	ENSMUST00000187861	1	-1	132570044	132707406	Nfasc	protein_coding
ENSMUSG00000026442	ENSMUST00000163770	1	-1	132570334	132741763	Nfasc	protein_coding
ENSMUSG00000026442	ENSMUST00000186389	1	-1	132570423	132637091	Nfasc	protein_coding
ENSMUSG00000026442	ENSMUST00000188307	1	-1	132599835	132741797	Nfasc	protein_coding
ENSMUSG00000026443	ENSMUST00000027706	1	1	132880273	132940005	Lrrn2	protein_coding
ENSMUSG00000054387	ENSMUST00000186617	1	-1	132959484	133025338	Mdm4	protein_coding
ENSMUSG00000054387	ENSMUST00000188090	1	-1	132986220	133025416	Mdm4	protein_coding
ENSMUSG00000054387	ENSMUST00000067429	1	-1	132989845	133025348	Mdm4	protein_coding
ENSMUSG00000054387	ENSMUST00000067398	1	-1	132991354	133025356	Mdm4	protein_coding
ENSMUSG00000054387	ENSMUST00000190807	1	-1	133009151	133030561	Mdm4	protein_coding
ENSMUSG00000026447	ENSMUST00000153707	1	1	133045667	133067229	Pik3c2b	protein_coding
ENSMUSG00000026447	ENSMUST00000077730	1	1	133046012	133108687	Pik3c2b	protein_coding
ENSMUSG00000046062	ENSMUST00000052529	1	1	133131143	133139783	Ppp1r15b	protein_coding
ENSMUSG00000041757	ENSMUST00000212252	1	1	133164210	133272280	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000187285	1	1	133181321	133301219	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000105082	1	1	133246097	133303435	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000038295	1	1	133246106	133303435	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000186917	1	1	133259009	133301216	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000190186	1	1	133272217	133301487	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000187299	1	1	133274248	133281811	Plekha6	protein_coding
ENSMUSG00000041757	ENSMUST00000189598	1	1	133274254	133284955	Plekha6	protein_coding
ENSMUSG00000103421	ENSMUST00000094557	1	1	133309800	133323026	Golt1a	protein_coding
ENSMUSG00000115958	ENSMUST00000193888	1	1	133309827	133329688	Gm28040	protein_coding
ENSMUSG00000098306	ENSMUST00000184603	1	1	133309827	133329694	Gm28040	protein_coding
ENSMUSG00000115958	ENSMUST00000194044	1	1	133309827	133329722	Gm28040	protein_coding
ENSMUSG00000103421	ENSMUST00000192465	1	1	133309890	133321050	Golt1a	protein_coding
ENSMUSG00000116158	ENSMUST00000007433	1	1	133321875	133329901	Kiss1	protein_coding
ENSMUSG00000115958	ENSMUST00000195286	1	1	133323966	133329722	Gm28040	protein_coding
ENSMUSG00000116158	ENSMUST00000178033	1	1	133327212	133329722	Kiss1	protein_coding
ENSMUSG00000070645	ENSMUST00000094556	1	1	133350510	133360325	Ren1	protein_coding
ENSMUSG00000070645	ENSMUST00000112287	1	1	133351909	133354276	Ren1	protein_coding
ENSMUSG00000070644	ENSMUST00000135222	1	1	133363572	133380336	Etnk2	protein_coding
ENSMUSG00000070644	ENSMUST00000129213	1	1	133365332	133380316	Etnk2	protein_coding
ENSMUSG00000070643	ENSMUST00000144386	1	-1	133382303	133393218	Sox13	protein_coding
ENSMUSG00000070643	ENSMUST00000153799	1	-1	133382303	133424377	Sox13	protein_coding
ENSMUSG00000070643	ENSMUST00000094551	1	-1	133383651	133393270	Sox13	protein_coding
ENSMUSG00000090553	ENSMUST00000166915	1	-1	133603871	133610291	Snrpe	protein_coding
ENSMUSG00000090553	ENSMUST00000166291	1	-1	133603876	133610232	Snrpe	protein_coding
ENSMUSG00000090553	ENSMUST00000164096	1	-1	133606087	133610249	Snrpe	protein_coding
ENSMUSG00000090553	ENSMUST00000171264	1	-1	133606523	133609925	Snrpe	protein_coding
ENSMUSG00000090553	ENSMUST00000164574	1	-1	133608861	133610215	Snrpe	protein_coding
ENSMUSG00000102976	ENSMUST00000191896	1	-1	133619862	133661318	Zc3h11a	protein_coding
ENSMUSG00000116275	ENSMUST00000027736	1	-1	133619871	133661380	Zc3h11a	protein_coding
ENSMUSG00000094410	ENSMUST00000179598	1	-1	133619940	133661318	Gm38394	protein_coding
ENSMUSG00000102976	ENSMUST00000195669	1	-1	133627130	133639170	Zc3h11a	protein_coding
ENSMUSG00000102976	ENSMUST00000195424	1	-1	133638884	133661378	Zc3h11a	protein_coding
ENSMUSG00000102976	ENSMUST00000194668	1	-1	133639142	133661358	Zc3h11a	protein_coding
ENSMUSG00000102976	ENSMUST00000193504	1	-1	133640658	133661282	Zc3h11a	protein_coding
ENSMUSG00000102976	ENSMUST00000195067	1	-1	133645781	133661296	Zc3h11a	protein_coding
ENSMUSG00000102049	ENSMUST00000190574	1	-1	133655879	133660885	Zbed6	protein_coding
ENSMUSG00000051998	ENSMUST00000169295	1	-1	133679091	133690108	Lax1	protein_coding
ENSMUSG00000051998	ENSMUST00000189524	1	-1	133680470	133690086	Lax1	protein_coding
ENSMUSG00000026463	ENSMUST00000143567	1	-1	133699457	133801041	Atp2b4	protein_coding
ENSMUSG00000026463	ENSMUST00000167348	1	-1	133701639	133701881	Atp2b4	protein_coding
ENSMUSG00000026463	ENSMUST00000048953	1	-1	133702674	133753747	Atp2b4	protein_coding
ENSMUSG00000026463	ENSMUST00000165602	1	-1	133702674	133753747	Atp2b4	protein_coding
ENSMUSG00000026463	ENSMUST00000125659	1	-1	133706311	133753681	Atp2b4	protein_coding
ENSMUSG00000026463	ENSMUST00000112264	1	-1	133713981	133753281	Atp2b4	protein_coding
ENSMUSG00000010311	ENSMUST00000124051	1	-1	133897199	133907172	Optc	protein_coding
ENSMUSG00000010311	ENSMUST00000153617	1	-1	133897200	133907999	Optc	protein_coding
ENSMUSG00000010311	ENSMUST00000149380	1	-1	133897699	133907126	Optc	protein_coding
ENSMUSG00000010311	ENSMUST00000126123	1	-1	133900834	133907002	Optc	protein_coding
ENSMUSG00000041577	ENSMUST00000048432	1	-1	133910304	133921414	Prelp	protein_coding
ENSMUSG00000041559	ENSMUST00000048183	1	1	134037254	134048277	Fmod	protein_coding
ENSMUSG00000041559	ENSMUST00000162779	1	1	134037496	134040474	Fmod	protein_coding
ENSMUSG00000020423	ENSMUST00000020692	1	-1	134075170	134079120	Btg2	protein_coding
ENSMUSG00000026450	ENSMUST00000159963	1	1	134111242	134151540	Chit1	protein_coding
ENSMUSG00000026450	ENSMUST00000160060	1	1	134111242	134151540	Chit1	protein_coding
ENSMUSG00000026450	ENSMUST00000086475	1	1	134138646	134151539	Chit1	protein_coding
ENSMUSG00000064246	ENSMUST00000156873	1	1	134182176	134190036	Chil1	protein_coding
ENSMUSG00000064246	ENSMUST00000082060	1	1	134182404	134190029	Chil1	protein_coding
ENSMUSG00000064246	ENSMUST00000153856	1	1	134182404	134190181	Chil1	protein_coding
ENSMUSG00000064246	ENSMUST00000133701	1	1	134182474	134186551	Chil1	protein_coding
ENSMUSG00000064246	ENSMUST00000132873	1	1	134182481	134186561	Chil1	protein_coding
ENSMUSG00000042451	ENSMUST00000038445	1	1	134193448	134201231	Mybph	protein_coding
ENSMUSG00000042451	ENSMUST00000191577	1	1	134193457	134201232	Mybph	protein_coding
ENSMUSG00000042429	ENSMUST00000169927	1	-1	134199223	134234578	Adora1	protein_coding
ENSMUSG00000042429	ENSMUST00000086465	1	-1	134199225	134235431	Adora1	protein_coding
ENSMUSG00000042429	ENSMUST00000038191	1	-1	134201349	134235397	Adora1	protein_coding
ENSMUSG00000042429	ENSMUST00000187631	1	-1	134203397	134235364	Adora1	protein_coding
ENSMUSG00000026459	ENSMUST00000027730	1	1	134289989	134292548	Myog	protein_coding
ENSMUSG00000026458	ENSMUST00000168515	1	-1	134296783	134332928	Ppfia4	protein_coding
ENSMUSG00000026458	ENSMUST00000186730	1	-1	134296784	134327266	Ppfia4	protein_coding
ENSMUSG00000026458	ENSMUST00000189361	1	-1	134297501	134332928	Ppfia4	protein_coding
ENSMUSG00000042305	ENSMUST00000049470	1	-1	134346097	134361979	Tmem183a	protein_coding
ENSMUSG00000042305	ENSMUST00000185903	1	-1	134355708	134361690	Tmem183a	protein_coding
ENSMUSG00000050526	ENSMUST00000162187	1	1	134385940	134390981	4933406M09Rik	protein_coding
ENSMUSG00000026456	ENSMUST00000027726	1	1	134405781	134411740	Cyb5r1	protein_coding
ENSMUSG00000026456	ENSMUST00000173908	1	1	134406004	134409665	Cyb5r1	protein_coding
ENSMUSG00000026457	ENSMUST00000027727	1	1	134415378	134433351	Adipor1	protein_coding
ENSMUSG00000026457	ENSMUST00000112237	1	1	134415456	134433348	Adipor1	protein_coding
ENSMUSG00000026455	ENSMUST00000112232	1	1	134455531	134490873	Klhl12	protein_coding
ENSMUSG00000026455	ENSMUST00000027725	1	1	134455531	134491018	Klhl12	protein_coding
ENSMUSG00000026455	ENSMUST00000116528	1	1	134455555	134490873	Klhl12	protein_coding
ENSMUSG00000042229	ENSMUST00000047978	1	1	134494648	134508774	Rabif	protein_coding
ENSMUSG00000046367	ENSMUST00000172898	1	-1	134540941	134549682	Mgat4e	protein_coding
ENSMUSG00000046367	ENSMUST00000052911	1	-1	134540945	134547022	Mgat4e	protein_coding
ENSMUSG00000042207	ENSMUST00000047714	1	1	134560171	134635285	Kdm5b	protein_coding
ENSMUSG00000042207	ENSMUST00000112198	1	1	134560192	134631522	Kdm5b	protein_coding
ENSMUSG00000026452	ENSMUST00000187725	1	1	134646677	134741829	Syt2	protein_coding
ENSMUSG00000026452	ENSMUST00000188842	1	1	134646681	134749417	Syt2	protein_coding
ENSMUSG00000026452	ENSMUST00000121990	1	1	134709300	134753149	Syt2	protein_coding
ENSMUSG00000073557	ENSMUST00000045665	1	-1	134754658	134955940	Ppp1r12b	protein_coding
ENSMUSG00000073557	ENSMUST00000168381	1	-1	134759969	134955851	Ppp1r12b	protein_coding
ENSMUSG00000073557	ENSMUST00000086444	1	-1	134765943	134955940	Ppp1r12b	protein_coding
ENSMUSG00000073557	ENSMUST00000112163	1	-1	134947943	134955942	Ppp1r12b	protein_coding
ENSMUSG00000026429	ENSMUST00000027687	1	1	134962565	134974162	Ube2t	protein_coding
ENSMUSG00000026429	ENSMUST00000188177	1	1	134971279	134974159	Ube2t	protein_coding
ENSMUSG00000042793	ENSMUST00000044828	1	-1	134983301	135105276	Lgr6	protein_coding
ENSMUSG00000042793	ENSMUST00000137968	1	-1	134986355	135017779	Lgr6	protein_coding
ENSMUSG00000031506	ENSMUST00000187985	1	1	135132700	135144034	Ptpn7	protein_coding
ENSMUSG00000031506	ENSMUST00000049449	1	1	135132725	135145317	Ptpn7	protein_coding
ENSMUSG00000031506	ENSMUST00000167080	1	1	135133309	135144920	Ptpn7	protein_coding
ENSMUSG00000026426	ENSMUST00000027684	1	1	135146824	135156269	Arl8a	protein_coding
ENSMUSG00000026426	ENSMUST00000125774	1	1	135147669	135156269	Arl8a	protein_coding
ENSMUSG00000026424	ENSMUST00000027682	1	-1	135160234	135167681	Gpr37l1	protein_coding
ENSMUSG00000003051	ENSMUST00000003135	1	-1	135253575	135258568	Elf3	protein_coding
ENSMUSG00000003051	ENSMUST00000185752	1	-1	135253579	135258438	Elf3	protein_coding
ENSMUSG00000041926	ENSMUST00000074357	1	-1	135262712	135284084	Rnpep	protein_coding
ENSMUSG00000041926	ENSMUST00000077340	1	-1	135262712	135284084	Rnpep	protein_coding
ENSMUSG00000062580	ENSMUST00000081104	1	-1	135295213	135313778	Timm17a	protein_coding
ENSMUSG00000062580	ENSMUST00000134088	1	-1	135304503	135313691	Timm17a	protein_coding
ENSMUSG00000062580	ENSMUST00000125454	1	-1	135309135	135311345	Timm17a	protein_coding
ENSMUSG00000048096	ENSMUST00000059352	1	1	135324807	135368065	Lmod1	protein_coding
ENSMUSG00000041889	ENSMUST00000041240	1	-1	135371057	135375237	Shisa4	protein_coding
ENSMUSG00000041879	ENSMUST00000041023	1	-1	135382312	135430499	Ipo9	protein_coding
ENSMUSG00000041879	ENSMUST00000161934	1	-1	135385121	135388594	Ipo9	protein_coding
ENSMUSG00000009418	ENSMUST00000040599	1	-1	135434580	135585355	Nav1	protein_coding
ENSMUSG00000009418	ENSMUST00000067414	1	-1	135434580	135585705	Nav1	protein_coding
ENSMUSG00000009418	ENSMUST00000190298	1	-1	135438848	135607295	Nav1	protein_coding
ENSMUSG00000009418	ENSMUST00000189252	1	-1	135455316	135467673	Nav1	protein_coding
ENSMUSG00000026421	ENSMUST00000097561	1	1	135720061	135752232	Csrp1	protein_coding
ENSMUSG00000026421	ENSMUST00000027677	1	1	135729147	135752232	Csrp1	protein_coding
ENSMUSG00000041801	ENSMUST00000038945	1	1	135766119	135769136	Phlda3	protein_coding
ENSMUSG00000026418	ENSMUST00000132795	1	1	135783065	135805622	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000152208	1	1	135799402	135810989	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000152075	1	1	135799421	135810989	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000154463	1	1	135799511	135810700	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000139986	1	1	135799519	135809735	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000148201	1	1	135799833	135810989	Tnni1	protein_coding
ENSMUSG00000026418	ENSMUST00000129217	1	1	135805057	135809909	Tnni1	protein_coding
ENSMUSG00000041782	ENSMUST00000038760	1	1	135818598	135833342	Lad1	protein_coding
ENSMUSG00000026414	ENSMUST00000188028	1	1	135836354	135852260	Tnnt2	protein_coding
ENSMUSG00000026414	ENSMUST00000178204	1	1	135836386	135852260	Tnnt2	protein_coding
ENSMUSG00000026414	ENSMUST00000190451	1	1	135836402	135848049	Tnnt2	protein_coding
ENSMUSG00000026414	ENSMUST00000189732	1	1	135836410	135852260	Tnnt2	protein_coding
ENSMUSG00000026414	ENSMUST00000189355	1	1	135836413	135852260	Tnnt2	protein_coding
