ENSMUSG00000020671	ENSMUST00000021001	12	-1	3247428	3309969	Rab10	protein_coding
ENSMUSG00000047227	ENSMUST00000058135	12	1	64917906	64924591	Gm527	protein_coding
ENSMUSG00000047227	ENSMUST00000220993	12	1	64917969	64924366	Gm527	protein_coding
ENSMUSG00000047227	ENSMUST00000223388	12	1	64920784	64923641	Gm527	protein_coding
ENSMUSG00000020948	ENSMUST00000222508	12	-1	64938833	64965534	Klhl28	protein_coding
ENSMUSG00000020948	ENSMUST00000021331	12	-1	64943212	64963370	Klhl28	protein_coding
ENSMUSG00000035614	ENSMUST00000066296	12	1	64965804	65022573	Togaram1	protein_coding
ENSMUSG00000035614	ENSMUST00000223166	12	1	64965940	65022573	Togaram1	protein_coding
ENSMUSG00000035597	ENSMUST00000120580	12	1	65036333	65063386	Prpf39	protein_coding
ENSMUSG00000035597	ENSMUST00000223315	12	1	65043327	65054055	Prpf39	protein_coding
ENSMUSG00000020949	ENSMUST00000021332	12	-1	65062424	65074007	Fkbp3	protein_coding
ENSMUSG00000020949	ENSMUST00000221608	12	-1	65062436	65066718	Fkbp3	protein_coding
ENSMUSG00000020949	ENSMUST00000220983	12	-1	65062481	65073900	Fkbp3	protein_coding
ENSMUSG00000020949	ENSMUST00000220730	12	-1	65062681	65073929	Fkbp3	protein_coding
ENSMUSG00000055884	ENSMUST00000058889	12	1	65075606	65132058	Fancm	protein_coding
ENSMUSG00000055884	ENSMUST00000221937	12	1	65093738	65099268	Fancm	protein_coding
ENSMUSG00000055884	ENSMUST00000221838	12	1	65106573	65118317	Fancm	protein_coding
ENSMUSG00000055884	ENSMUST00000221175	12	1	65124858	65130566	Fancm	protein_coding
ENSMUSG00000047534	ENSMUST00000052201	12	-1	65132734	65172580	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000222244	12	-1	65149034	65172598	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000221296	12	-1	65152773	65172599	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000124201	12	-1	65154718	65172566	Mis18bp1	protein_coding
ENSMUSG00000035560	ENSMUST00000046331	12	1	65225517	65228454	Wdr20rt	protein_coding
ENSMUSG00000035560	ENSMUST00000221658	12	1	65225524	65228456	Wdr20rt	protein_coding
ENSMUSG00000035560	ENSMUST00000221980	12	1	65225721	65228456	Wdr20rt	protein_coding
ENSMUSG00000035560	ENSMUST00000222822	12	1	65226068	65233359	Wdr20rt	protein_coding
ENSMUSG00000060499	ENSMUST00000081908	12	-1	66283379	66284401	Rpl10l	protein_coding
ENSMUSG00000034912	ENSMUST00000037181	12	-1	66466060	67222549	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000222987	12	-1	66467358	66560975	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000113942	12	-1	66470636	66471058	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000222623	12	-1	66471170	66560983	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000178814	12	-1	66471182	67221221	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000222167	12	-1	66471515	67221042	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000223141	12	-1	66471515	67221042	Mdga2	protein_coding
ENSMUSG00000034892	ENSMUST00000037023	12	-1	69157722	69159186	Rps29	protein_coding
ENSMUSG00000034883	ENSMUST00000110621	12	1	69168814	69179009	Lrr1	protein_coding
ENSMUSG00000034883	ENSMUST00000222520	12	1	69168821	69179005	Lrr1	protein_coding
ENSMUSG00000049751	ENSMUST00000110620	12	-1	69182731	69183986	Rpl36al	protein_coding
ENSMUSG00000049751	ENSMUST00000110619	12	-1	69182738	69184013	Rpl36al	protein_coding
ENSMUSG00000049751	ENSMUST00000054544	12	-1	69182741	69184083	Rpl36al	protein_coding
ENSMUSG00000113149	ENSMUST00000223192	12	-1	69182834	69197104	Gm49383	protein_coding
ENSMUSG00000043998	ENSMUST00000060579	12	1	69184157	69186770	Mgat2	protein_coding
ENSMUSG00000020973	ENSMUST00000021356	12	-1	69189087	69198429	Dnaaf2	protein_coding
ENSMUSG00000020974	ENSMUST00000221411	12	-1	69201773	69228179	Pole2	protein_coding
ENSMUSG00000020974	ENSMUST00000021359	12	-1	69201773	69228195	Pole2	protein_coding
ENSMUSG00000051890	ENSMUST00000063445	12	1	69241832	69284632	Klhdc1	protein_coding
ENSMUSG00000020978	ENSMUST00000021362	12	1	69296722	69310687	Klhdc2	protein_coding
ENSMUSG00000020982	ENSMUST00000021368	12	-1	69310522	69357165	Nemf	protein_coding
ENSMUSG00000020982	ENSMUST00000222065	12	-1	69352307	69357134	Nemf	protein_coding
ENSMUSG00000052673	ENSMUST00000053451	12	-1	69371835	69372458	Gm9887	protein_coding
ENSMUSG00000044147	ENSMUST00000050063	12	1	69372150	69373783	Arf6	protein_coding
ENSMUSG00000049882	ENSMUST00000058639	12	-1	69577628	69583028	Vcpkmt	protein_coding
ENSMUSG00000034801	ENSMUST00000035773	12	-1	69583766	69681852	Sos2	protein_coding
ENSMUSG00000034801	ENSMUST00000183277	12	-1	69584853	69681841	Sos2	protein_coding
ENSMUSG00000034801	ENSMUST00000182396	12	-1	69585089	69681627	Sos2	protein_coding
ENSMUSG00000020988	ENSMUST00000021370	12	-1	69690433	69724873	L2hgdh	protein_coding
ENSMUSG00000054894	ENSMUST00000220916	12	1	69724950	69744660	Atp5s	protein_coding
ENSMUSG00000054894	ENSMUST00000021372	12	1	69724962	69744658	Atp5s	protein_coding
ENSMUSG00000054894	ENSMUST00000220539	12	1	69724968	69741722	Atp5s	protein_coding
ENSMUSG00000054894	ENSMUST00000220460	12	1	69724984	69741734	Atp5s	protein_coding
ENSMUSG00000054894	ENSMUST00000222950	12	1	69724990	69737984	Atp5s	protein_coding
ENSMUSG00000020990	ENSMUST00000021377	12	-1	69746848	69790707	Cdkl1	protein_coding
ENSMUSG00000020990	ENSMUST00000221646	12	-1	69790152	69791267	Cdkl1	protein_coding
ENSMUSG00000034761	ENSMUST00000110567	12	-1	69803750	69893009	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000110570	12	-1	69803750	69893200	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000171211	12	-1	69803759	69893103	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000049239	12	-1	69803759	69893163	Map4k5	protein_coding
ENSMUSG00000021066	ENSMUST00000021466	12	1	69893105	69966417	Atl1	protein_coding
ENSMUSG00000021066	ENSMUST00000223456	12	1	69907732	69931654	Atl1	protein_coding
ENSMUSG00000021067	ENSMUST00000021467	12	-1	69965012	69987002	Sav1	protein_coding
ENSMUSG00000021068	ENSMUST00000085314	12	-1	70011435	70102854	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000222237	12	-1	70011435	70113717	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000095666	12	-1	70018739	70112035	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000021468	12	-1	70018740	70111925	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000169074	12	-1	70018760	70111920	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000222835	12	-1	70031701	70111977	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000221275	12	-1	70061283	70112027	Nin	protein_coding
ENSMUSG00000090121	ENSMUST00000169156	12	1	70154157	70183887	Abhd12b	protein_coding
ENSMUSG00000090121	ENSMUST00000182927	12	1	70154157	70183887	Abhd12b	protein_coding
ENSMUSG00000021069	ENSMUST00000071250	12	-1	70190811	70227683	Pygl	protein_coding
ENSMUSG00000021069	ENSMUST00000161083	12	-1	70190819	70231488	Pygl	protein_coding
ENSMUSG00000021071	ENSMUST00000110522	12	-1	70244533	70347350	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000110520	12	-1	70244542	70347332	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000223160	12	-1	70245106	70347326	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000222316	12	-1	70247733	70347327	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000221294	12	-1	70247735	70347089	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000167755	12	-1	70263732	70347330	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000221041	12	-1	70265285	70347350	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000221370	12	-1	70266149	70347614	Trim9	protein_coding
ENSMUSG00000021072	ENSMUST00000021471	12	1	70453095	70468040	Tmx1	protein_coding
ENSMUSG00000048285	ENSMUST00000057859	12	1	70825514	70902234	Frmd6	protein_coding
ENSMUSG00000021076	ENSMUST00000021479	12	1	70937857	70964718	Actr10	protein_coding
ENSMUSG00000021076	ENSMUST00000223549	12	1	70939942	70953009	Actr10	protein_coding
ENSMUSG00000060073	ENSMUST00000160027	12	1	70974621	70996347	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000160864	12	1	70974683	70994505	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000162898	12	1	70986892	70994505	Psma3	protein_coding
ENSMUSG00000048118	ENSMUST00000046305	12	1	71015990	71098592	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000125125	12	1	71016708	71047339	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000135709	12	1	71048341	71075405	Arid4a	protein_coding
ENSMUSG00000021078	ENSMUST00000021482	12	1	71111445	71123221	Tomm20l	protein_coding
ENSMUSG00000021079	ENSMUST00000021486	12	-1	71123173	71136673	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000166120	12	-1	71123174	71136648	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221797	12	-1	71123180	71136675	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221892	12	-1	71123189	71136627	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221559	12	-1	71123296	71136634	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221367	12	-1	71123393	71136597	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000220482	12	-1	71123425	71136612	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221178	12	-1	71123537	71136633	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000221815	12	-1	71124646	71136684	Timm9	protein_coding
ENSMUSG00000034601	ENSMUST00000149564	12	1	71136848	71243303	2700049A03Rik	protein_coding
ENSMUSG00000034601	ENSMUST00000045907	12	1	71137840	71243303	2700049A03Rik	protein_coding
ENSMUSG00000044548	ENSMUST00000061273	12	1	71309884	71320107	Dact1	protein_coding
ENSMUSG00000044548	ENSMUST00000150639	12	1	71309984	71318894	Dact1	protein_coding
ENSMUSG00000034574	ENSMUST00000223272	12	1	71831078	71992333	Daam1	protein_coding
ENSMUSG00000034574	ENSMUST00000085299	12	1	71831163	71992327	Daam1	protein_coding
ENSMUSG00000034574	ENSMUST00000221317	12	1	71889730	71992325	Daam1	protein_coding
ENSMUSG00000043398	ENSMUST00000050649	12	-1	72067976	72071125	Gpr135	protein_coding
ENSMUSG00000019718	ENSMUST00000019862	12	-1	72073428	72085439	L3hypdh	protein_coding
ENSMUSG00000005078	ENSMUST00000125764	12	1	72085589	72094867	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000057257	12	1	72085857	72100861	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000117449	12	1	72085857	72101461	Jkamp	protein_coding
ENSMUSG00000021086	ENSMUST00000021494	12	-1	72101300	72185029	Ccdc175	protein_coding
ENSMUSG00000021087	ENSMUST00000078505	12	-1	72211752	72409054	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000021497	12	-1	72211753	72236724	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000137990	12	-1	72212289	72236724	Rtn1	protein_coding
ENSMUSG00000021090	ENSMUST00000161284	12	1	72441866	72497239	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000162159	12	1	72441866	72510565	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000220791	12	1	72495667	72530749	Lrrc9	protein_coding
ENSMUSG00000034501	ENSMUST00000044352	12	1	72536383	72580119	Pcnx4	protein_coding
ENSMUSG00000109482	ENSMUST00000222413	12	-1	72576002	72628837	Gm4756	protein_coding
ENSMUSG00000109482	ENSMUST00000208039	12	-1	72605646	72628880	Gm4756	protein_coding
ENSMUSG00000109482	ENSMUST00000207585	12	-1	72605787	72628885	Gm4756	protein_coding
ENSMUSG00000109482	ENSMUST00000208307	12	-1	72611710	72649661	Gm4756	protein_coding
ENSMUSG00000109482	ENSMUST00000209038	12	-1	72618954	72628901	Gm4756	protein_coding
ENSMUSG00000021094	ENSMUST00000221750	12	-1	72650353	72664754	Dhrs7	protein_coding
ENSMUSG00000021094	ENSMUST00000021512	12	-1	72650353	72664909	Dhrs7	protein_coding
ENSMUSG00000021096	ENSMUST00000222790	12	1	72760741	72783784	Ppm1a	protein_coding
ENSMUSG00000021096	ENSMUST00000221502	12	1	72760801	72783911	Ppm1a	protein_coding
ENSMUSG00000021096	ENSMUST00000021514	12	1	72761211	72799819	Ppm1a	protein_coding
ENSMUSG00000021096	ENSMUST00000222896	12	1	72783703	72793862	Ppm1a	protein_coding
ENSMUSG00000021098	ENSMUST00000110489	12	-1	72881109	72917760	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000044000	12	-1	72881109	72917906	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000136075	12	-1	72911659	72940774	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000130635	12	-1	72913187	72937977	4930447C04Rik	protein_coding
ENSMUSG00000021098	ENSMUST00000132067	12	-1	72913191	72940083	4930447C04Rik	protein_coding
ENSMUSG00000021099	ENSMUST00000021519	12	1	72939892	72944899	Six6	protein_coding
ENSMUSG00000051367	ENSMUST00000050029	12	-1	73041827	73047179	Six1	protein_coding
ENSMUSG00000034460	ENSMUST00000043208	12	-1	73099609	73113425	Six4	protein_coding
ENSMUSG00000034460	ENSMUST00000175693	12	-1	73103441	73113456	Six4	protein_coding
ENSMUSG00000021103	ENSMUST00000187549	12	1	73123717	73233548	Mnat1	protein_coding
ENSMUSG00000021103	ENSMUST00000021523	12	1	73123717	73273988	Mnat1	protein_coding
ENSMUSG00000034442	ENSMUST00000116420	12	-1	73280011	73286709	Trmt5	protein_coding
ENSMUSG00000034442	ENSMUST00000220701	12	-1	73280481	73282671	Trmt5	protein_coding
ENSMUSG00000034442	ENSMUST00000221189	12	-1	73284692	73286710	Trmt5	protein_coding
ENSMUSG00000044712	ENSMUST00000140523	12	1	73286779	73354049	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000126488	12	1	73286790	73319016	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000153941	12	1	73286895	73314520	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000122920	12	1	73286908	73319005	Slc38a6	protein_coding
ENSMUSG00000044712	ENSMUST00000101313	12	1	73287060	73312182	Slc38a6	protein_coding
ENSMUSG00000034435	ENSMUST00000042975	12	-1	73543402	73546392	Tmem30b	protein_coding
ENSMUSG00000021108	ENSMUST00000021527	12	1	73584797	73778185	Prkch	protein_coding
ENSMUSG00000021109	ENSMUST00000110461	12	1	73901375	73947530	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000110464	12	1	73907904	73933076	Hif1a	protein_coding
ENSMUSG00000021109	ENSMUST00000021530	12	1	73907904	73947530	Hif1a	protein_coding
ENSMUSG00000114046	ENSMUST00000221833	12	1	73937653	73968375	Gm49321	protein_coding
ENSMUSG00000021113	ENSMUST00000021532	12	1	73964526	73988966	Snapc1	protein_coding
ENSMUSG00000021113	ENSMUST00000220882	12	1	73970253	73984107	Snapc1	protein_coding
ENSMUSG00000021113	ENSMUST00000220909	12	1	73971896	73983041	Snapc1	protein_coding
ENSMUSG00000044912	ENSMUST00000221220	12	1	73997661	74273267	Syt16	protein_coding
ENSMUSG00000079061	ENSMUST00000110441	12	-1	74315110	74316394	Gm11042	protein_coding
ENSMUSG00000034402	ENSMUST00000042299	12	-1	74897220	75177332	Kcnh5	protein_coding
ENSMUSG00000046768	ENSMUST00000118602	12	1	75308322	75395817	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000118966	12	1	75308322	75397956	Rhoj	protein_coding
ENSMUSG00000046768	ENSMUST00000055390	12	1	75308322	75401456	Rhoj	protein_coding
ENSMUSG00000048982	ENSMUST00000051079	12	-1	75411722	75416781	Gphb5	protein_coding
ENSMUSG00000021051	ENSMUST00000021447	12	-1	75450881	75596200	Ppp2r5e	protein_coding
ENSMUSG00000021051	ENSMUST00000220035	12	-1	75452499	75596245	Ppp2r5e	protein_coding
ENSMUSG00000021051	ENSMUST00000218716	12	-1	75493492	75549674	Ppp2r5e	protein_coding
ENSMUSG00000045690	ENSMUST00000062370	12	-1	75630596	75669537	Wdr89	protein_coding
ENSMUSG00000045690	ENSMUST00000187307	12	-1	75631397	75669527	Wdr89	protein_coding
ENSMUSG00000021054	ENSMUST00000021450	12	-1	75714249	75735729	Sgpp1	protein_coding
ENSMUSG00000021054	ENSMUST00000220285	12	-1	75720326	75735696	Sgpp1	protein_coding
ENSMUSG00000063450	ENSMUST00000142864	12	1	75818134	75880506	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000044217	12	1	75818318	76110900	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000143031	12	1	75818318	76110926	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000150317	12	1	75818329	75908877	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000148324	12	1	75852730	75880328	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000148825	12	1	76022300	76027815	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000085280	12	1	76031614	76110920	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000139204	12	1	76048578	76110900	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000131480	12	1	76072016	76094436	Syne2	protein_coding
ENSMUSG00000063450	ENSMUST00000154509	12	1	76081656	76095046	Syne2	protein_coding
ENSMUSG00000021055	ENSMUST00000110421	12	-1	76120419	76167715	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000101291	12	-1	76120419	76177259	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000076634	12	-1	76120439	76177259	Esr2	protein_coding
ENSMUSG00000021055	ENSMUST00000218621	12	-1	76120439	76177259	Esr2	protein_coding
ENSMUSG00000021056	ENSMUST00000021453	12	-1	76198686	76246743	Tex21	protein_coding
ENSMUSG00000021056	ENSMUST00000218426	12	-1	76203986	76246746	Tex21	protein_coding
ENSMUSG00000021056	ENSMUST00000219327	12	-1	76221536	76246685	Tex21	protein_coding
ENSMUSG00000021048	ENSMUST00000021443	12	1	76255298	76319803	Mthfd1	protein_coding
ENSMUSG00000021048	ENSMUST00000220046	12	1	76255413	76319802	Mthfd1	protein_coding
ENSMUSG00000021048	ENSMUST00000220321	12	1	76307066	76315101	Mthfd1	protein_coding
ENSMUSG00000021057	ENSMUST00000154078	12	1	76324891	76334151	Akap5	protein_coding
ENSMUSG00000021057	ENSMUST00000095610	12	1	76324891	76334153	Akap5	protein_coding
ENSMUSG00000021057	ENSMUST00000172992	12	1	76324905	76330054	Akap5	protein_coding
ENSMUSG00000056459	ENSMUST00000176102	12	-1	76347782	76357140	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000167011	12	-1	76348900	76369464	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176509	12	-1	76348944	76368999	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176278	12	-1	76348945	76369602	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176187	12	-1	76350026	76369393	Zbtb25	protein_coding
ENSMUSG00000056459	ENSMUST00000176967	12	-1	76350143	76369464	Zbtb25	protein_coding
ENSMUSG00000033454	ENSMUST00000042779	12	1	76370266	76396950	Zbtb1	protein_coding
ENSMUSG00000059970	ENSMUST00000080449	12	1	76404176	76406938	Hspa2	protein_coding
ENSMUSG00000059970	ENSMUST00000219555	12	1	76404409	76406934	Hspa2	protein_coding
ENSMUSG00000052221	ENSMUST00000063977	12	1	76417538	76439492	Ppp1r36	protein_coding
ENSMUSG00000052221	ENSMUST00000220187	12	1	76417626	76432221	Ppp1r36	protein_coding
ENSMUSG00000052609	ENSMUST00000217730	12	1	76530891	76560194	Plekhg3	protein_coding
ENSMUSG00000052609	ENSMUST00000075249	12	1	76533380	76579042	Plekhg3	protein_coding
ENSMUSG00000052609	ENSMUST00000219063	12	1	76533620	76578682	Plekhg3	protein_coding
ENSMUSG00000052609	ENSMUST00000218380	12	1	76547025	76560440	Plekhg3	protein_coding
ENSMUSG00000052609	ENSMUST00000219751	12	1	76547043	76562285	Plekhg3	protein_coding
ENSMUSG00000021061	ENSMUST00000021458	12	-1	76580488	76710547	Sptb	protein_coding
ENSMUSG00000021061	ENSMUST00000166101	12	-1	76596130	76710023	Sptb	protein_coding
ENSMUSG00000090258	ENSMUST00000041262	12	1	76765538	76783180	Churc1	protein_coding
ENSMUSG00000090258	ENSMUST00000126408	12	1	76765555	76783119	Churc1	protein_coding
ENSMUSG00000090258	ENSMUST00000110399	12	1	76765575	76783147	Churc1	protein_coding
ENSMUSG00000033373	ENSMUST00000137826	12	1	76765598	76920231	Fntb	protein_coding
ENSMUSG00000042808	ENSMUST00000082431	12	-1	76792335	76795554	Gpx2	protein_coding
ENSMUSG00000021062	ENSMUST00000021459	12	-1	76797960	76822553	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000122419	12	-1	76800122	76805478	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000121716	12	-1	76800122	76813856	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000118604	12	-1	76800122	76818374	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000154765	12	-1	76800330	76822908	Rab15	protein_coding
ENSMUSG00000021062	ENSMUST00000141622	12	-1	76800566	76819096	Rab15	protein_coding
ENSMUSG00000033373	ENSMUST00000041008	12	1	76837414	76921412	Fntb	protein_coding
ENSMUSG00000059436	ENSMUST00000110395	12	-1	76937269	76962185	Max	protein_coding
ENSMUSG00000059436	ENSMUST00000082136	12	-1	76937274	76962201	Max	protein_coding
ENSMUSG00000059436	ENSMUST00000218640	12	-1	76938191	76962025	Max	protein_coding
ENSMUSG00000021065	ENSMUST00000177595	12	1	77238125	77475985	Fut8	protein_coding
ENSMUSG00000021065	ENSMUST00000171770	12	1	77238148	77475882	Fut8	protein_coding
ENSMUSG00000021065	ENSMUST00000062804	12	1	77239065	77476338	Fut8	protein_coding
ENSMUSG00000099418	ENSMUST00000211288	12	1	78194242	78208944	Gm6657	protein_coding
ENSMUSG00000099418	ENSMUST00000188791	12	1	78197174	78208930	Gm6657	protein_coding
ENSMUSG00000047454	ENSMUST00000052472	12	1	78226379	78684772	Gphn	protein_coding
ENSMUSG00000047454	ENSMUST00000110388	12	1	78226653	78684767	Gphn	protein_coding
ENSMUSG00000056987	ENSMUST00000077968	12	1	78691535	78734513	Fam71d	protein_coding
ENSMUSG00000056987	ENSMUST00000218697	12	1	78691658	78710315	Fam71d	protein_coding
ENSMUSG00000056987	ENSMUST00000219551	12	1	78691675	78734516	Fam71d	protein_coding
ENSMUSG00000056987	ENSMUST00000220396	12	1	78691682	78714924	Fam71d	protein_coding
ENSMUSG00000056987	ENSMUST00000219507	12	1	78719398	78731303	Fam71d	protein_coding
ENSMUSG00000021112	ENSMUST00000219667	12	1	78748926	78809767	Mpp5	protein_coding
ENSMUSG00000021112	ENSMUST00000082024	12	1	78748992	78840714	Mpp5	protein_coding
ENSMUSG00000021114	ENSMUST00000021536	12	-1	78840725	78861638	Atp6v1d	protein_coding
ENSMUSG00000021116	ENSMUST00000071230	12	1	78861819	78887010	Eif2s1	protein_coding
ENSMUSG00000021118	ENSMUST00000021544	12	-1	78888691	78906964	Plek2	protein_coding
ENSMUSG00000046157	ENSMUST00000070174	12	-1	78961795	78983478	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174697	12	-1	78961795	79007627	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174072	12	-1	78961797	78980763	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000056660	12	-1	78961800	79007277	Tmem229b	protein_coding
ENSMUSG00000046157	ENSMUST00000174721	12	-1	78964849	79007340	Tmem229b	protein_coding
ENSMUSG00000060716	ENSMUST00000039928	12	1	79029163	79081655	Plekhh1	protein_coding
ENSMUSG00000060716	ENSMUST00000217954	12	1	79029694	79050306	Plekhh1	protein_coding
ENSMUSG00000060716	ENSMUST00000219956	12	1	79035636	79080629	Plekhh1	protein_coding
ENSMUSG00000021120	ENSMUST00000072154	12	-1	79080664	79089651	Pigh	protein_coding
ENSMUSG00000021120	ENSMUST00000217998	12	-1	79081248	79089645	Pigh	protein_coding
ENSMUSG00000021125	ENSMUST00000021550	12	1	79130777	79156301	Arg2	protein_coding
ENSMUSG00000021124	ENSMUST00000055262	12	-1	79156017	79172667	Vti1b	protein_coding
ENSMUSG00000021124	ENSMUST00000162569	12	-1	79156329	79165139	Vti1b	protein_coding
ENSMUSG00000066441	ENSMUST00000161204	12	-1	79174337	79192293	Rdh11	protein_coding
ENSMUSG00000066441	ENSMUST00000085254	12	-1	79175551	79190961	Rdh11	protein_coding
ENSMUSG00000021123	ENSMUST00000021548	12	1	79208914	79222665	Rdh12	protein_coding
ENSMUSG00000021123	ENSMUST00000122227	12	1	79208931	79222664	Rdh12	protein_coding
ENSMUSG00000021123	ENSMUST00000140823	12	1	79210661	79212755	Rdh12	protein_coding
ENSMUSG00000066440	ENSMUST00000021547	12	-1	79232346	79296304	Zfyve26	protein_coding
ENSMUSG00000066440	ENSMUST00000218377	12	-1	79232348	79296282	Zfyve26	protein_coding
ENSMUSG00000066440	ENSMUST00000219912	12	-1	79251423	79268413	Zfyve26	protein_coding
ENSMUSG00000059060	ENSMUST00000171210	12	1	79297282	79814690	Rad51b	protein_coding
ENSMUSG00000059060	ENSMUST00000079533	12	1	79297351	79508656	Rad51b	protein_coding
ENSMUSG00000059060	ENSMUST00000218039	12	1	79297563	79814378	Rad51b	protein_coding
ENSMUSG00000021127	ENSMUST00000021552	12	-1	80107754	80113013	Zfp36l1	protein_coding
ENSMUSG00000021127	ENSMUST00000165114	12	-1	80108698	80112998	Zfp36l1	protein_coding
ENSMUSG00000021127	ENSMUST00000219642	12	-1	80108756	80112994	Zfp36l1	protein_coding
ENSMUSG00000021127	ENSMUST00000218835	12	-1	80109552	80112999	Zfp36l1	protein_coding
ENSMUSG00000015143	ENSMUST00000021554	12	-1	80167547	80260371	Actn1	protein_coding
ENSMUSG00000015143	ENSMUST00000167327	12	-1	80168322	80260091	Actn1	protein_coding
ENSMUSG00000049106	ENSMUST00000054145	12	-1	80335848	80436601	Dcaf5	protein_coding
ENSMUSG00000032705	ENSMUST00000038185	12	1	80463095	80498122	Exd2	protein_coding
ENSMUSG00000032705	ENSMUST00000219272	12	1	80463220	80484368	Exd2	protein_coding
ENSMUSG00000021130	ENSMUST00000219993	12	1	80518277	80603892	Galnt16	protein_coding
ENSMUSG00000021130	ENSMUST00000218943	12	1	80518802	80601928	Galnt16	protein_coding
ENSMUSG00000021130	ENSMUST00000021558	12	1	80518990	80603898	Galnt16	protein_coding
ENSMUSG00000021130	ENSMUST00000217926	12	1	80592427	80598588	Galnt16	protein_coding
ENSMUSG00000021131	ENSMUST00000021559	12	-1	80634022	80644341	Erh	protein_coding
ENSMUSG00000021131	ENSMUST00000166931	12	-1	80634357	80643832	Erh	protein_coding
