ENSG00000272636	ENST00000343572	17	-1	5810	31427	DOC2B	protein_coding
ENSG00000008838	ENST00000535071	17	-1	38178647	38210661	MED24	protein_coding
ENSG00000008838	ENST00000580885	17	-1	38179542	38210661	MED24	protein_coding
ENSG00000008838	ENST00000428757	17	-1	38188969	38210126	MED24	protein_coding
ENSG00000008838	ENST00000543759	17	-1	38191396	38210666	MED24	protein_coding
ENSG00000008838	ENST00000585306	17	-1	38191451	38217468	MED24	protein_coding
ENSG00000008838	ENST00000537674	17	-1	38191515	38210666	MED24	protein_coding
ENSG00000008838	ENST00000582023	17	-1	38191538	38212943	MED24	protein_coding
ENSG00000008838	ENST00000580517	17	-1	38191549	38210669	MED24	protein_coding
ENSG00000008838	ENST00000578161	17	-1	38191575	38210669	MED24	protein_coding
ENSG00000008838	ENST00000580302	17	-1	38209601	38210995	MED24	protein_coding
ENSG00000126351	ENST00000577288	17	1	38214543	38233165	THRA	protein_coding
ENSG00000126351	ENST00000585047	17	1	38218157	38233857	THRA	protein_coding
ENSG00000126351	ENST00000578218	17	1	38218446	38240119	THRA	protein_coding
ENSG00000126351	ENST00000394121	17	1	38218446	38249866	THRA	protein_coding
ENSG00000126351	ENST00000264637	17	1	38219063	38250120	THRA	protein_coding
ENSG00000126351	ENST00000584985	17	1	38219063	38250120	THRA	protein_coding
ENSG00000126351	ENST00000450525	17	1	38219152	38248880	THRA	protein_coding
ENSG00000126351	ENST00000546243	17	1	38225156	38245983	THRA	protein_coding
ENSG00000126351	ENST00000577486	17	1	38228344	38233811	THRA	protein_coding
ENSG00000126368	ENST00000246672	17	-1	38249040	38256978	NR1D1	protein_coding
ENSG00000188895	ENST00000398532	17	1	38278551	38293042	MSL1	protein_coding
ENSG00000188895	ENST00000577454	17	1	38278826	38286546	MSL1	protein_coding
ENSG00000188895	ENST00000578648	17	1	38278837	38291063	MSL1	protein_coding
ENSG00000188895	ENST00000579565	17	1	38278867	38290703	MSL1	protein_coding
ENSG00000188895	ENST00000582920	17	1	38280830	38285513	MSL1	protein_coding
ENSG00000108349	ENST00000264645	17	1	38296576	38328436	CASC3	protein_coding
ENSG00000108349	ENST00000584997	17	1	38297095	38318117	CASC3	protein_coding
ENSG00000108352	ENST00000456989	17	1	38333263	38350040	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000543876	17	1	38333308	38345578	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000544503	17	1	38333330	38350442	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000264644	17	1	38333348	38351908	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000538884	17	1	38333368	38340546	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000436615	17	1	38334242	38351906	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000541245	17	1	38334501	38340560	RAPGEFL1	protein_coding
ENSG00000108352	ENST00000538981	17	1	38337491	38345206	RAPGEFL1	protein_coding
ENSG00000171475	ENST00000583268	17	1	38375556	38433384	WIPF2	protein_coding
ENSG00000171475	ENST00000323571	17	1	38375574	38440388	WIPF2	protein_coding
ENSG00000171475	ENST00000585043	17	1	38375601	38435609	WIPF2	protein_coding
ENSG00000171475	ENST00000394103	17	1	38375609	38436101	WIPF2	protein_coding
ENSG00000171475	ENST00000536600	17	1	38375609	38436101	WIPF2	protein_coding
ENSG00000171475	ENST00000583130	17	1	38376042	38434483	WIPF2	protein_coding
ENSG00000171475	ENST00000584296	17	1	38376104	38418890	WIPF2	protein_coding
ENSG00000094804	ENST00000209728	17	1	38443885	38459171	CDC6	protein_coding
ENSG00000094804	ENST00000580824	17	1	38444154	38447807	CDC6	protein_coding
ENSG00000094804	ENST00000577249	17	1	38444159	38447433	CDC6	protein_coding
ENSG00000094804	ENST00000473555	17	1	38445444	38447486	CDC6	protein_coding
ENSG00000131759	ENST00000577646	17	1	38465444	38504588	RARA	protein_coding
ENSG00000131759	ENST00000254066	17	1	38465446	38513048	RARA	protein_coding
ENSG00000131759	ENST00000394089	17	1	38474533	38512583	RARA	protein_coding
ENSG00000131759	ENST00000425707	17	1	38474537	38513094	RARA	protein_coding
ENSG00000131759	ENST00000394086	17	1	38497640	38513047	RARA	protein_coding
ENSG00000131759	ENST00000394081	17	1	38498615	38513047	RARA	protein_coding
ENSG00000131759	ENST00000475125	17	1	38501493	38510661	RARA	protein_coding
ENSG00000266208	ENST00000578774	17	1	38516907	38520945	CTD-2267D19.3	protein_coding
ENSG00000183153	ENST00000337376	17	-1	38517235	38520067	GJD3	protein_coding
ENSG00000183153	ENST00000578689	17	-1	38519183	38520067	GJD3	protein_coding
ENSG00000131747	ENST00000423485	17	-1	38544768	38574202	TOP2A	protein_coding
ENSG00000131747	ENST00000577541	17	-1	38544778	38545854	TOP2A	protein_coding
ENSG00000131747	ENST00000581055	17	-1	38569732	38573957	TOP2A	protein_coding
ENSG00000141753	ENST00000542955	17	1	38599702	38613335	IGFBP4	protein_coding
ENSG00000141753	ENST00000269593	17	1	38599713	38613983	IGFBP4	protein_coding
ENSG00000131746	ENST00000254051	17	-1	38632080	38657849	TNS4	protein_coding
ENSG00000131746	ENST00000582747	17	-1	38634056	38634900	TNS4	protein_coding
ENSG00000126353	ENST00000246657	17	-1	38710021	38721724	CCR7	protein_coding
ENSG00000126353	ENST00000579344	17	-1	38710582	38717265	CCR7	protein_coding
ENSG00000126353	ENST00000578085	17	-1	38711344	38721711	CCR7	protein_coding
ENSG00000073584	ENST00000348513	17	-1	38781214	38804760	SMARCE1	protein_coding
ENSG00000073584	ENST00000544009	17	-1	38784526	38802100	SMARCE1	protein_coding
ENSG00000073584	ENST00000431889	17	-1	38784720	38804091	SMARCE1	protein_coding
ENSG00000073584	ENST00000377808	17	-1	38785031	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000400122	17	-1	38785031	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000578044	17	-1	38785031	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000580419	17	-1	38785031	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000264640	17	-1	38785736	38788600	SMARCE1	protein_coding
ENSG00000073584	ENST00000447024	17	-1	38786412	38788542	SMARCE1	protein_coding
ENSG00000073584	ENST00000478349	17	-1	38787079	38804080	SMARCE1	protein_coding
ENSG00000073584	ENST00000577721	17	-1	38792209	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000580654	17	-1	38792209	38804070	SMARCE1	protein_coding
ENSG00000073584	ENST00000582955	17	-1	38792337	38803893	SMARCE1	protein_coding
ENSG00000073584	ENST00000474246	17	-1	38796826	38804066	SMARCE1	protein_coding
ENSG00000213424	ENST00000394052	17	-1	38812482	38821393	KRT222	protein_coding
ENSG00000167916	ENST00000264651	17	-1	38854243	38860002	KRT24	protein_coding
ENSG00000204897	ENST00000312150	17	-1	38904273	38911584	KRT25	protein_coding
ENSG00000186393	ENST00000335552	17	-1	38922490	38928414	KRT26	protein_coding
ENSG00000171446	ENST00000301656	17	-1	38933060	38938786	KRT27	protein_coding
ENSG00000173908	ENST00000306658	17	-1	38948455	38956211	KRT28	protein_coding
ENSG00000186395	ENST00000269576	17	-1	38974369	38978847	KRT10	protein_coding
ENSG00000167920	ENST00000436612	17	1	38975358	38991337	TMEM99	protein_coding
ENSG00000167920	ENST00000301665	17	1	38975377	38992522	TMEM99	protein_coding
ENSG00000187242	ENST00000251643	17	-1	39017555	39023462	KRT12	protein_coding
ENSG00000171431	ENST00000167588	17	-1	39032193	39041479	KRT20	protein_coding
ENSG00000108244	ENST00000209718	17	-1	39078948	39093672	KRT23	protein_coding
ENSG00000108244	ENST00000436344	17	-1	39078952	39093702	KRT23	protein_coding
ENSG00000108244	ENST00000584517	17	-1	39085928	39092642	KRT23	protein_coding
ENSG00000108244	ENST00000485751	17	-1	39092700	39093738	KRT23	protein_coding
ENSG00000196859	ENST00000355612	17	-1	39114669	39123144	KRT39	protein_coding
ENSG00000204889	ENST00000377755	17	-1	39133968	39140560	KRT40	protein_coding
ENSG00000204889	ENST00000398486	17	-1	39134134	39143387	KRT40	protein_coding
ENSG00000212899	ENST00000391586	17	-1	39149686	39150385	KRTAP3-3	protein_coding
ENSG00000212900	ENST00000391587	17	-1	39155447	39156138	KRTAP3-2	protein_coding
ENSG00000212901	ENST00000391588	17	-1	39164776	39165366	KRTAP3-1	protein_coding
ENSG00000221852	ENST00000361883	17	-1	39182278	39183454	KRTAP1-5	protein_coding
ENSG00000204887	ENST00000377747	17	-1	39185949	39186356	KRTAP1-4	protein_coding
ENSG00000221880	ENST00000344363	17	-1	39190142	39191107	KRTAP1-3	protein_coding
ENSG00000188581	ENST00000306271	17	-1	39196811	39197713	KRTAP1-1	protein_coding
ENSG00000212725	ENST00000391419	17	-1	39202793	39203568	KRTAP2-1	protein_coding
ENSG00000212725	ENST00000542137	17	-1	39203043	39203519	KRTAP2-1	protein_coding
ENSG00000214518	ENST00000398477	17	-1	39210750	39211482	KRTAP2-2	protein_coding
ENSG00000214518	ENST00000542910	17	-1	39211002	39211463	KRTAP2-2	protein_coding
ENSG00000212724	ENST00000391418	17	-1	39215495	39216344	KRTAP2-3	protein_coding
ENSG00000213417	ENST00000394015	17	-1	39221369	39222131	KRTAP2-4	protein_coding
ENSG00000240871	ENST00000391417	17	1	39240459	39241396	KRTAP4-7	protein_coding
ENSG00000204880	ENST00000333822	17	-1	39253233	39254393	KRTAP4-8	protein_coding
ENSG00000241241	ENST00000440582	17	-1	39257754	39258461	KRTAP4-16P	protein_coding
ENSG00000212722	ENST00000391415	17	1	39261584	39262740	KRTAP4-9	protein_coding
ENSG00000212721	ENST00000391413	17	-1	39273433	39274606	KRTAP4-11	protein_coding
ENSG00000213416	ENST00000394014	17	-1	39279343	39280419	KRTAP4-12	protein_coding
ENSG00000198090	ENST00000345847	17	-1	39295685	39296739	KRTAP4-6	protein_coding
ENSG00000198271	ENST00000343246	17	-1	39305178	39306054	KRTAP4-5	protein_coding
ENSG00000171396	ENST00000390661	17	-1	39315910	39316983	KRTAP4-4	protein_coding
ENSG00000196156	ENST00000391356	17	-1	39323484	39324424	KRTAP4-3	protein_coding
ENSG00000244537	ENST00000377726	17	-1	39333698	39334460	KRTAP4-2	protein_coding
ENSG00000198443	ENST00000398472	17	-1	39340354	39341594	KRTAP4-1	protein_coding
ENSG00000240542	ENST00000377723	17	1	39344697	39346855	KRTAP9-1	protein_coding
ENSG00000240542	ENST00000398470	17	1	39346139	39346891	KRTAP9-1	protein_coding
ENSG00000240542	ENST00000318329	17	1	39346289	39346891	KRTAP9-1	protein_coding
ENSG00000239886	ENST00000377721	17	1	39382900	39383904	KRTAP9-2	protein_coding
ENSG00000239886	ENST00000455970	17	1	39382907	39383431	KRTAP9-2	protein_coding
ENSG00000204873	ENST00000411528	17	1	39388715	39389705	KRTAP9-3	protein_coding
ENSG00000187272	ENST00000254072	17	1	39394297	39395256	KRTAP9-8	protein_coding
ENSG00000241595	ENST00000334109	17	1	39405939	39406904	KRTAP9-4	protein_coding
ENSG00000198083	ENST00000394008	17	1	39411636	39412616	KRTAP9-9	protein_coding
ENSG00000212659	ENST00000391355	17	1	39421591	39422893	KRTAP9-6	protein_coding
ENSG00000180386	ENST00000391354	17	1	39431911	39432949	KRTAP9-7	protein_coding
ENSG00000212658	ENST00000391353	17	-1	39458078	39459103	KRTAP29-1	protein_coding
ENSG00000212657	ENST00000391352	17	-1	39463952	39465505	KRTAP16-1	protein_coding
ENSG00000186860	ENST00000334202	17	-1	39471173	39471947	KRTAP17-1	protein_coding
ENSG00000006059	ENST00000007735	17	-1	39502344	39507064	KRT33A	protein_coding
ENSG00000131738	ENST00000251646	17	-1	39519746	39526052	KRT33B	protein_coding
ENSG00000131737	ENST00000394001	17	-1	39533902	39538655	KRT34	protein_coding
ENSG00000094796	ENST00000251645	17	-1	39549976	39553844	KRT31	protein_coding
ENSG00000108417	ENST00000225550	17	-1	39577005	39580775	KRT37	protein_coding
ENSG00000171360	ENST00000246646	17	-1	39592698	39597173	KRT38	protein_coding
ENSG00000108759	ENST00000225899	17	-1	39616063	39623681	KRT32	protein_coding
ENSG00000197079	ENST00000246639	17	-1	39632941	39637392	KRT35	protein_coding
ENSG00000197079	ENST00000393989	17	-1	39632942	39637392	KRT35	protein_coding
ENSG00000126337	ENST00000328119	17	-1	39642388	39646116	KRT36	protein_coding
ENSG00000126337	ENST00000393986	17	-1	39642388	39648798	KRT36	protein_coding
ENSG00000171401	ENST00000246635	17	-1	39657233	39661849	KRT13	protein_coding
ENSG00000171401	ENST00000336861	17	-1	39657233	39661849	KRT13	protein_coding
ENSG00000171401	ENST00000587544	17	-1	39658477	39661865	KRT13	protein_coding
ENSG00000171401	ENST00000590425	17	-1	39659270	39661957	KRT13	protein_coding
ENSG00000171401	ENST00000587435	17	-1	39659321	39661865	KRT13	protein_coding
ENSG00000171346	ENST00000254043	17	-1	39669995	39678665	KRT15	protein_coding
ENSG00000171346	ENST00000393974	17	-1	39669997	39677271	KRT15	protein_coding
ENSG00000171346	ENST00000393981	17	-1	39669998	39674716	KRT15	protein_coding
ENSG00000171346	ENST00000393976	17	-1	39669998	39677971	KRT15	protein_coding
ENSG00000171346	ENST00000458290	17	-1	39671814	39678781	KRT15	protein_coding
ENSG00000171345	ENST00000361566	17	-1	39679869	39684560	KRT19	protein_coding
ENSG00000171345	ENST00000593096	17	-1	39680127	39681697	KRT19	protein_coding
ENSG00000171345	ENST00000455635	17	-1	39680771	39684551	KRT19	protein_coding
ENSG00000171403	ENST00000246662	17	-1	39722096	39728310	KRT9	protein_coding
ENSG00000171403	ENST00000588431	17	-1	39722356	39728305	KRT9	protein_coding
ENSG00000186847	ENST00000167586	17	-1	39738531	39743173	KRT14	protein_coding
ENSG00000186832	ENST00000301653	17	-1	39766030	39769005	KRT16	protein_coding
ENSG00000186832	ENST00000593067	17	-1	39766661	39769151	KRT16	protein_coding
ENSG00000186832	ENST00000590990	17	-1	39768795	39772151	KRT16	protein_coding
ENSG00000128422	ENST00000311208	17	-1	39775689	39780829	KRT17	protein_coding
ENSG00000173801	ENST00000540235	17	-1	39775692	39928106	JUP	protein_coding
ENSG00000128422	ENST00000463128	17	-1	39777278	39781094	KRT17	protein_coding
ENSG00000128422	ENST00000577817	17	-1	39777879	39780716	KRT17	protein_coding
ENSG00000128422	ENST00000590038	17	-1	39777914	39779520	KRT17	protein_coding
ENSG00000173812	ENST00000591776	17	1	39845139	39847464	EIF1	protein_coding
ENSG00000173812	ENST00000469257	17	1	39845145	39848920	EIF1	protein_coding
ENSG00000173812	ENST00000586699	17	1	39846155	39846872	EIF1	protein_coding
ENSG00000184502	ENST00000329402	17	1	39868578	39872221	GAST	protein_coding
ENSG00000173805	ENST00000458656	17	-1	39873994	39881333	HAP1	protein_coding
ENSG00000173805	ENST00000442364	17	-1	39873994	39881393	HAP1	protein_coding
ENSG00000173805	ENST00000455021	17	-1	39873994	39882149	HAP1	protein_coding
ENSG00000173805	ENST00000393939	17	-1	39877065	39890896	HAP1	protein_coding
ENSG00000173805	ENST00000310778	17	-1	39878892	39890896	HAP1	protein_coding
ENSG00000173805	ENST00000341193	17	-1	39878892	39890896	HAP1	protein_coding
ENSG00000173805	ENST00000347901	17	-1	39878892	39890896	HAP1	protein_coding
ENSG00000173801	ENST00000393930	17	-1	39910856	39941407	JUP	protein_coding
ENSG00000173801	ENST00000310706	17	-1	39910856	39942950	JUP	protein_coding
ENSG00000173801	ENST00000393931	17	-1	39910856	39942950	JUP	protein_coding
ENSG00000173801	ENST00000449889	17	-1	39923647	39942322	JUP	protein_coding
ENSG00000173801	ENST00000437187	17	-1	39923653	39943183	JUP	protein_coding
ENSG00000173801	ENST00000420370	17	-1	39923710	39928521	JUP	protein_coding
ENSG00000173801	ENST00000424457	17	-1	39925221	39942964	JUP	protein_coding
ENSG00000173801	ENST00000591690	17	-1	39925826	39943017	JUP	protein_coding
ENSG00000173801	ENST00000437369	17	-1	39925878	39941407	JUP	protein_coding
ENSG00000173801	ENST00000465293	17	-1	39928099	39942461	JUP	protein_coding
ENSG00000141696	ENST00000355468	17	-1	39958199	39968855	LEPREL4	protein_coding
ENSG00000141696	ENST00000393928	17	-1	39958206	39968451	LEPREL4	protein_coding
ENSG00000141696	ENST00000592026	17	-1	39963048	39967812	LEPREL4	protein_coding
ENSG00000141696	ENST00000590496	17	-1	39967913	39968856	LEPREL4	protein_coding
ENSG00000141756	ENST00000585664	17	1	39968932	39974748	FKBP10	protein_coding
ENSG00000141756	ENST00000585922	17	1	39968947	39974462	FKBP10	protein_coding
ENSG00000141756	ENST00000429461	17	1	39969042	39974372	FKBP10	protein_coding
ENSG00000141756	ENST00000321562	17	1	39969183	39979465	FKBP10	protein_coding
ENSG00000141756	ENST00000455106	17	1	39975507	39979465	FKBP10	protein_coding
ENSG00000141756	ENST00000544340	17	1	39975544	39979463	FKBP10	protein_coding
ENSG00000141698	ENST00000269534	17	-1	39981335	39992523	NT5C3B	protein_coding
ENSG00000141698	ENST00000521789	17	-1	39981452	39992512	NT5C3B	protein_coding
ENSG00000141698	ENST00000435506	17	-1	39981773	39992515	NT5C3B	protein_coding
ENSG00000141698	ENST00000415460	17	-1	39981906	39992493	NT5C3B	protein_coding
ENSG00000141698	ENST00000486304	17	-1	39984574	39987132	NT5C3B	protein_coding
ENSG00000161594	ENST00000448203	17	1	39991937	39998246	KLHL10	protein_coding
ENSG00000161594	ENST00000293303	17	1	39994032	40004636	KLHL10	protein_coding
ENSG00000161594	ENST00000438813	17	1	39994077	39998356	KLHL10	protein_coding
ENSG00000178502	ENST00000319121	17	-1	40009797	40021684	KLHL11	protein_coding
ENSG00000131473	ENST00000352035	17	-1	40023161	40075240	ACLY	protein_coding
ENSG00000131473	ENST00000590151	17	-1	40023170	40075215	ACLY	protein_coding
ENSG00000131473	ENST00000353196	17	-1	40023184	40075272	ACLY	protein_coding
ENSG00000131473	ENST00000537919	17	-1	40023709	40075236	ACLY	protein_coding
ENSG00000131473	ENST00000393896	17	-1	40023827	40075275	ACLY	protein_coding
ENSG00000131473	ENST00000590770	17	-1	40054054	40075204	ACLY	protein_coding
ENSG00000131473	ENST00000592970	17	-1	40066492	40086795	ACLY	protein_coding
ENSG00000173786	ENST00000393892	17	1	40118759	40129749	CNP	protein_coding
ENSG00000173786	ENST00000472031	17	1	40118781	40126246	CNP	protein_coding
ENSG00000173786	ENST00000591072	17	1	40118813	40126289	CNP	protein_coding
ENSG00000173786	ENST00000587679	17	1	40118816	40120687	CNP	protein_coding
ENSG00000173786	ENST00000393888	17	1	40118833	40127194	CNP	protein_coding
ENSG00000173786	ENST00000441615	17	1	40118900	40120575	CNP	protein_coding
ENSG00000173786	ENST00000589772	17	1	40119351	40120504	CNP	protein_coding
ENSG00000173786	ENST00000585452	17	1	40119801	40120603	CNP	protein_coding
ENSG00000168259	ENST00000457167	17	-1	40128451	40169671	DNAJC7	protein_coding
ENSG00000168259	ENST00000587727	17	-1	40128470	40134339	DNAJC7	protein_coding
ENSG00000168259	ENST00000426588	17	-1	40128497	40169169	DNAJC7	protein_coding
ENSG00000168259	ENST00000316603	17	-1	40128682	40169437	DNAJC7	protein_coding
ENSG00000168259	ENST00000588641	17	-1	40140779	40169441	DNAJC7	protein_coding
ENSG00000168259	ENST00000590348	17	-1	40140844	40170540	DNAJC7	protein_coding
ENSG00000168259	ENST00000589576	17	-1	40142329	40169180	DNAJC7	protein_coding
ENSG00000168259	ENST00000590774	17	-1	40142372	40168716	DNAJC7	protein_coding
ENSG00000168259	ENST00000589586	17	-1	40146888	40169163	DNAJC7	protein_coding
ENSG00000168259	ENST00000589773	17	-1	40146893	40170536	DNAJC7	protein_coding
ENSG00000168259	ENST00000590886	17	-1	40148339	40163293	DNAJC7	protein_coding
ENSG00000168259	ENST00000591787	17	-1	40148344	40173394	DNAJC7	protein_coding
ENSG00000168256	ENST00000585955	17	1	40163400	40174462	NKIRAS2	protein_coding
ENSG00000168256	ENST00000307641	17	1	40169038	40177659	NKIRAS2	protein_coding
ENSG00000168256	ENST00000393885	17	1	40172069	40177076	NKIRAS2	protein_coding
ENSG00000168256	ENST00000393884	17	1	40172087	40177654	NKIRAS2	protein_coding
ENSG00000168256	ENST00000587337	17	1	40172090	40175859	NKIRAS2	protein_coding
ENSG00000168256	ENST00000479407	17	1	40172096	40176283	NKIRAS2	protein_coding
ENSG00000168256	ENST00000393880	17	1	40172115	40176792	NKIRAS2	protein_coding
ENSG00000168256	ENST00000393881	17	1	40172115	40176792	NKIRAS2	protein_coding
ENSG00000168256	ENST00000462043	17	1	40172119	40176044	NKIRAS2	protein_coding
ENSG00000168256	ENST00000449471	17	1	40172124	40176851	NKIRAS2	protein_coding
ENSG00000168256	ENST00000316082	17	1	40172141	40175958	NKIRAS2	protein_coding
ENSG00000187595	ENST00000436535	17	-1	40179036	40215075	ZNF385C	protein_coding
ENSG00000108771	ENST00000251642	17	-1	40253422	40264751	DHX58	protein_coding
ENSG00000108771	ENST00000413196	17	-1	40259711	40264504	DHX58	protein_coding
ENSG00000108771	ENST00000591220	17	-1	40262797	40264732	DHX58	protein_coding
ENSG00000108771	ENST00000430773	17	-1	40262834	40264481	DHX58	protein_coding
ENSG00000108773	ENST00000225916	17	-1	40265126	40273376	KAT2A	protein_coding
ENSG00000267261	ENST00000592574	17	-1	40271692	40306934	CTD-2132N18.3	protein_coding
ENSG00000197723	ENST00000355067	17	1	40274756	40275371	HSPB9	protein_coding
ENSG00000108774	ENST00000346213	17	-1	40276994	40307035	RAB5C	protein_coding
ENSG00000108774	ENST00000393860	17	-1	40276998	40307022	RAB5C	protein_coding
ENSG00000108774	ENST00000547517	17	-1	40277685	40307006	RAB5C	protein_coding
ENSG00000108774	ENST00000551338	17	-1	40278541	40280777	RAB5C	protein_coding
ENSG00000108774	ENST00000552162	17	-1	40280348	40288449	RAB5C	protein_coding
ENSG00000108774	ENST00000550504	17	-1	40280710	40288502	RAB5C	protein_coding
ENSG00000108774	ENST00000550406	17	-1	40280762	40306982	RAB5C	protein_coding
ENSG00000089558	ENST00000607371	17	-1	40308909	40333099	KCNH4	protein_coding
ENSG00000089558	ENST00000264661	17	-1	40308913	40333296	KCNH4	protein_coding
ENSG00000161610	ENST00000293330	17	-1	40336078	40337470	HCRT	protein_coding
ENSG00000167925	ENST00000593209	17	-1	40340817	40346477	GHDC	protein_coding
ENSG00000167925	ENST00000301671	17	-1	40341106	40346213	GHDC	protein_coding
ENSG00000167925	ENST00000414034	17	-1	40341106	40346512	GHDC	protein_coding
ENSG00000167925	ENST00000587427	17	-1	40341107	40346502	GHDC	protein_coding
ENSG00000167925	ENST00000428494	17	-1	40341108	40346255	GHDC	protein_coding
ENSG00000167925	ENST00000436923	17	-1	40342241	40346255	GHDC	protein_coding
ENSG00000167925	ENST00000590249	17	-1	40344710	40346520	GHDC	protein_coding
ENSG00000167925	ENST00000588352	17	-1	40344757	40346505	GHDC	protein_coding
ENSG00000173757	ENST00000293328	17	-1	40351186	40428424	STAT5B	protein_coding
ENSG00000173757	ENST00000415845	17	-1	40375481	40428725	STAT5B	protein_coding
ENSG00000126561	ENST00000345506	17	1	40439565	40463961	STAT5A	protein_coding
ENSG00000126561	ENST00000590949	17	1	40439885	40462878	STAT5A	protein_coding
ENSG00000126561	ENST00000546010	17	1	40440094	40462945	STAT5A	protein_coding
ENSG00000126561	ENST00000590726	17	1	40440487	40452299	STAT5A	protein_coding
ENSG00000126561	ENST00000452307	17	1	40440517	40463956	STAT5A	protein_coding
ENSG00000126561	ENST00000444283	17	1	40440519	40444079	STAT5A	protein_coding
ENSG00000126561	ENST00000588868	17	1	40440561	40463958	STAT5A	protein_coding
ENSG00000126561	ENST00000587646	17	1	40458188	40461704	STAT5A	protein_coding
ENSG00000168610	ENST00000264657	17	-1	40465342	40540586	STAT3	protein_coding
ENSG00000168610	ENST00000585517	17	-1	40466872	40540457	STAT3	protein_coding
ENSG00000168610	ENST00000389272	17	-1	40467486	40540449	STAT3	protein_coding
ENSG00000168610	ENST00000588969	17	-1	40467509	40540500	STAT3	protein_coding
ENSG00000168610	ENST00000404395	17	-1	40467577	40540432	STAT3	protein_coding
ENSG00000168610	ENST00000588065	17	-1	40498614	40540472	STAT3	protein_coding
ENSG00000177469	ENST00000357037	17	-1	40554470	40575535	PTRF	protein_coding
ENSG00000033627	ENST00000393829	17	1	40610862	40673503	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000546249	17	1	40610862	40673503	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000537728	17	1	40610896	40673412	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000264649	17	1	40610898	40674600	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000585525	17	1	40610906	40673309	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000343619	17	1	40610906	40674629	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000544137	17	1	40610922	40674596	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000589727	17	1	40610959	40635110	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000587824	17	1	40611087	40622205	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000589213	17	1	40612201	40620111	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000592324	17	1	40620054	40632735	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000586201	17	1	40652831	40673462	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000588138	17	1	40653260	40673063	ATP6V0A1	protein_coding
ENSG00000108784	ENST00000225927	17	1	40688190	40696467	NAGLU	protein_coding
ENSG00000108784	ENST00000586516	17	1	40688541	40693111	NAGLU	protein_coding
ENSG00000108784	ENST00000591587	17	1	40688548	40696179	NAGLU	protein_coding
ENSG00000108784	ENST00000590358	17	1	40688956	40690382	NAGLU	protein_coding
ENSG00000108784	ENST00000592454	17	1	40693109	40695567	NAGLU	protein_coding
ENSG00000108786	ENST00000585807	17	1	40701232	40707231	HSD17B1	protein_coding
ENSG00000108786	ENST00000225929	17	1	40704952	40707231	HSD17B1	protein_coding
ENSG00000068120	ENST00000420359	17	1	40714092	40718295	COASY	protein_coding
ENSG00000068120	ENST00000449624	17	1	40714092	40718295	COASY	protein_coding
ENSG00000068120	ENST00000585811	17	1	40714152	40714912	COASY	protein_coding
ENSG00000068120	ENST00000585909	17	1	40714155	40714848	COASY	protein_coding
ENSG00000068120	ENST00000586771	17	1	40714160	40715299	COASY	protein_coding
ENSG00000068120	ENST00000421097	17	1	40714165	40718278	COASY	protein_coding
ENSG00000068120	ENST00000591779	17	1	40714166	40716911	COASY	protein_coding
ENSG00000068120	ENST00000587858	17	1	40714169	40714937	COASY	protein_coding
ENSG00000068120	ENST00000587214	17	1	40714169	40715082	COASY	protein_coding
ENSG00000068120	ENST00000587157	17	1	40714169	40715164	COASY	protein_coding
ENSG00000068120	ENST00000590958	17	1	40714169	40718055	COASY	protein_coding
ENSG00000068120	ENST00000393818	17	1	40714185	40718293	COASY	protein_coding
ENSG00000108788	ENST00000435881	17	1	40719086	40725257	MLX	protein_coding
ENSG00000108788	ENST00000246912	17	1	40719090	40725257	MLX	protein_coding
ENSG00000108788	ENST00000346833	17	1	40719090	40725257	MLX	protein_coding
ENSG00000108788	ENST00000591024	17	1	40719092	40722196	MLX	protein_coding
ENSG00000131470	ENST00000393795	17	-1	40724333	40729813	PSMC3IP	protein_coding
ENSG00000131470	ENST00000253789	17	-1	40724341	40729849	PSMC3IP	protein_coding
ENSG00000131470	ENST00000587209	17	-1	40724361	40729715	PSMC3IP	protein_coding
ENSG00000131470	ENST00000590760	17	-1	40724980	40729714	PSMC3IP	protein_coding
ENSG00000141699	ENST00000309428	17	-1	40731533	40761402	FAM134C	protein_coding
