ENSG00000186092	ENST00000335137	1	1	69091	70008	OR4F5	protein_coding
ENSG00000007341	ENST00000418497	1	-1	113084573	113153528	ST7L	protein_coding
ENSG00000007341	ENST00000543570	1	-1	113093262	113161749	ST7L	protein_coding
ENSG00000007341	ENST00000369664	1	-1	113126594	113160839	ST7L	protein_coding
ENSG00000116489	ENST00000263168	1	1	113161795	113214241	CAPZA1	protein_coding
ENSG00000155363	ENST00000413052	1	1	113217043	113243368	MOV10	protein_coding
ENSG00000155363	ENST00000369645	1	1	113217109	113243361	MOV10	protein_coding
ENSG00000155363	ENST00000544796	1	1	113217313	113229621	MOV10	protein_coding
ENSG00000155363	ENST00000369644	1	1	113217320	113243356	MOV10	protein_coding
ENSG00000155363	ENST00000357443	1	1	113217367	113243332	MOV10	protein_coding
ENSG00000155366	ENST00000339083	1	-1	113243728	113250025	RHOC	protein_coding
ENSG00000155366	ENST00000369633	1	-1	113243749	113249678	RHOC	protein_coding
ENSG00000155366	ENST00000369642	1	-1	113243753	113250056	RHOC	protein_coding
ENSG00000155366	ENST00000285735	1	-1	113243755	113249749	RHOC	protein_coding
ENSG00000155366	ENST00000369638	1	-1	113243897	113249757	RHOC	protein_coding
ENSG00000155366	ENST00000369637	1	-1	113243935	113249747	RHOC	protein_coding
ENSG00000155366	ENST00000369636	1	-1	113243947	113249742	RHOC	protein_coding
ENSG00000155366	ENST00000369632	1	-1	113244142	113249701	RHOC	protein_coding
ENSG00000155366	ENST00000425265	1	-1	113244178	113249678	RHOC	protein_coding
ENSG00000155366	ENST00000534717	1	-1	113244236	113247619	RHOC	protein_coding
ENSG00000155366	ENST00000436685	1	-1	113245210	113249724	RHOC	protein_coding
ENSG00000271810	ENST00000605933	1	-1	113245270	113253977	RP11-426L16.10	protein_coding
ENSG00000271810	ENST00000606505	1	-1	113245270	113253977	RP11-426L16.10	protein_coding
ENSG00000155366	ENST00000484054	1	-1	113245621	113249738	RHOC	protein_coding
ENSG00000155366	ENST00000414971	1	-1	113245623	113247543	RHOC	protein_coding
ENSG00000155367	ENST00000309276	1	-1	113252616	113258099	PPM1J	protein_coding
ENSG00000155367	ENST00000464951	1	-1	113252620	113257913	PPM1J	protein_coding
ENSG00000155367	ENST00000359994	1	-1	113252625	113255593	PPM1J	protein_coding
ENSG00000184599	ENST00000369630	1	1	113263041	113269857	FAM19A3	protein_coding
ENSG00000184599	ENST00000361886	1	1	113263199	113269857	FAM19A3	protein_coding
ENSG00000155380	ENST00000369626	1	-1	113454469	113498975	SLC16A1	protein_coding
ENSG00000155380	ENST00000538576	1	-1	113454474	113498685	SLC16A1	protein_coding
ENSG00000155380	ENST00000458229	1	-1	113456647	113498685	SLC16A1	protein_coding
ENSG00000155380	ENST00000433570	1	-1	113458828	113498616	SLC16A1	protein_coding
ENSG00000155380	ENST00000443580	1	-1	113460138	113478610	SLC16A1	protein_coding
ENSG00000155380	ENST00000429288	1	-1	113460382	113499635	SLC16A1	protein_coding
ENSG00000198799	ENST00000361127	1	1	113615831	113674882	LRIG2	protein_coding
ENSG00000081026	ENST00000369617	1	1	113933371	114225056	MAGI3	protein_coding
ENSG00000081026	ENST00000307546	1	1	113933581	114228545	MAGI3	protein_coding
ENSG00000081026	ENST00000369615	1	1	113933594	114228545	MAGI3	protein_coding
ENSG00000081026	ENST00000369611	1	1	113933611	114225056	MAGI3	protein_coding
ENSG00000116793	ENST00000369596	1	-1	114239824	114301777	PHTF1	protein_coding
ENSG00000116793	ENST00000393357	1	-1	114239824	114301777	PHTF1	protein_coding
ENSG00000116793	ENST00000369598	1	-1	114239827	114301960	PHTF1	protein_coding
ENSG00000116793	ENST00000369600	1	-1	114239827	114302059	PHTF1	protein_coding
ENSG00000116793	ENST00000369604	1	-1	114239827	114302098	PHTF1	protein_coding
ENSG00000116793	ENST00000357783	1	-1	114246445	114302098	PHTF1	protein_coding
ENSG00000116793	ENST00000412670	1	-1	114248387	114255950	PHTF1	protein_coding
ENSG00000116793	ENST00000447664	1	-1	114248696	114301503	PHTF1	protein_coding
ENSG00000116793	ENST00000446739	1	-1	114280748	114301780	PHTF1	protein_coding
ENSG00000081019	ENST00000261441	1	-1	114304454	114355098	RSBN1	protein_coding
ENSG00000134242	ENST00000460620	1	-1	114356433	114414334	PTPN22	protein_coding
ENSG00000134242	ENST00000359785	1	-1	114356433	114414381	PTPN22	protein_coding
ENSG00000134242	ENST00000528414	1	-1	114356437	114414320	PTPN22	protein_coding
ENSG00000134242	ENST00000538253	1	-1	114357301	114414323	PTPN22	protein_coding
ENSG00000134242	ENST00000420377	1	-1	114361921	114414334	PTPN22	protein_coding
ENSG00000134242	ENST00000525799	1	-1	114362148	114414334	PTPN22	protein_coding
ENSG00000188761	ENST00000393316	1	-1	114423325	114430169	BCL2L15	protein_coding
ENSG00000188761	ENST00000393320	1	-1	114423676	114430059	BCL2L15	protein_coding
ENSG00000188761	ENST00000471267	1	-1	114423745	114429997	BCL2L15	protein_coding
ENSG00000134262	ENST00000369567	1	-1	114437370	114447450	AP4B1	protein_coding
ENSG00000134262	ENST00000369569	1	-1	114437370	114447620	AP4B1	protein_coding
ENSG00000134262	ENST00000256658	1	-1	114437370	114447692	AP4B1	protein_coding
ENSG00000134262	ENST00000369566	1	-1	114442031	114447485	AP4B1	protein_coding
ENSG00000134262	ENST00000369564	1	-1	114442526	114447823	AP4B1	protein_coding
ENSG00000134262	ENST00000432415	1	-1	114442610	114447642	AP4B1	protein_coding
ENSG00000134262	ENST00000369571	1	-1	114442853	114447659	AP4B1	protein_coding
ENSG00000118655	ENST00000369563	1	1	114447763	114456708	DCLRE1B	protein_coding
ENSG00000163349	ENST00000426820	1	1	114471814	114516270	HIPK1	protein_coding
ENSG00000163349	ENST00000369559	1	1	114471996	114514695	HIPK1	protein_coding
ENSG00000163349	ENST00000369554	1	1	114471996	114520422	HIPK1	protein_coding
ENSG00000163349	ENST00000369558	1	1	114472332	114520426	HIPK1	protein_coding
ENSG00000163349	ENST00000369561	1	1	114472377	114516193	HIPK1	protein_coding
ENSG00000163349	ENST00000369555	1	1	114472481	114516519	HIPK1	protein_coding
ENSG00000163349	ENST00000514621	1	1	114473127	114483362	HIPK1	protein_coding
ENSG00000163349	ENST00000503968	1	1	114473350	114483324	HIPK1	protein_coding
ENSG00000163349	ENST00000340480	1	1	114493767	114520426	HIPK1	protein_coding
ENSG00000163349	ENST00000369553	1	1	114496499	114516503	HIPK1	protein_coding
ENSG00000163349	ENST00000406344	1	1	114497248	114520422	HIPK1	protein_coding
ENSG00000163349	ENST00000361587	1	1	114506062	114520426	HIPK1	protein_coding
ENSG00000116774	ENST00000369551	1	1	114522063	114524876	OLFML3	protein_coding
ENSG00000116774	ENST00000320334	1	1	114522065	114524876	OLFML3	protein_coding
ENSG00000116774	ENST00000393300	1	1	114522695	114524871	OLFML3	protein_coding
ENSG00000134207	ENST00000607941	1	-1	114631914	114695062	SYT6	protein_coding
ENSG00000134207	ENST00000609117	1	-1	114631914	114695539	SYT6	protein_coding
ENSG00000134207	ENST00000369547	1	-1	114631914	114696472	SYT6	protein_coding
ENSG00000134207	ENST00000393296	1	-1	114631914	114696472	SYT6	protein_coding
ENSG00000134207	ENST00000610222	1	-1	114636381	114696541	SYT6	protein_coding
ENSG00000134207	ENST00000608203	1	-1	114680291	114695579	SYT6	protein_coding
ENSG00000134207	ENST00000609577	1	-1	114680668	114695602	SYT6	protein_coding
ENSG00000134207	ENST00000608879	1	-1	114682275	114695544	SYT6	protein_coding
ENSG00000197323	ENST00000358465	1	-1	114935399	115053781	TRIM33	protein_coding
ENSG00000197323	ENST00000448034	1	-1	114940230	115005858	TRIM33	protein_coding
ENSG00000197323	ENST00000369543	1	-1	114940230	115053781	TRIM33	protein_coding
ENSG00000197323	ENST00000450349	1	-1	114940243	115006048	TRIM33	protein_coding
ENSG00000116752	ENST00000369541	1	-1	115110178	115124260	BCAS2	protein_coding
ENSG00000175984	ENST00000393276	1	-1	115125469	115212732	DENND2C	protein_coding
ENSG00000175984	ENST00000393274	1	-1	115125471	115212656	DENND2C	protein_coding
ENSG00000175984	ENST00000393277	1	-1	115128221	115212732	DENND2C	protein_coding
ENSG00000116748	ENST00000520113	1	-1	115215719	115238207	AMPD1	protein_coding
ENSG00000116748	ENST00000369538	1	-1	115215722	115238239	AMPD1	protein_coding
ENSG00000116748	ENST00000353928	1	-1	115215735	115238239	AMPD1	protein_coding
ENSG00000213281	ENST00000369535	1	-1	115247090	115259515	NRAS	protein_coding
ENSG00000009307	ENST00000339438	1	-1	115259534	115300604	CSDE1	protein_coding
ENSG00000009307	ENST00000438362	1	-1	115259537	115292811	CSDE1	protein_coding
ENSG00000009307	ENST00000358528	1	-1	115259538	115300585	CSDE1	protein_coding
ENSG00000009307	ENST00000261443	1	-1	115259916	115300595	CSDE1	protein_coding
ENSG00000009307	ENST00000530886	1	-1	115259926	115300648	CSDE1	protein_coding
ENSG00000009307	ENST00000369530	1	-1	115259933	115300624	CSDE1	protein_coding
ENSG00000009307	ENST00000534699	1	-1	115260578	115300603	CSDE1	protein_coding
ENSG00000009307	ENST00000529046	1	-1	115276390	115300608	CSDE1	protein_coding
ENSG00000009307	ENST00000525132	1	-1	115279379	115300590	CSDE1	protein_coding
ENSG00000009307	ENST00000534389	1	-1	115280609	115289480	CSDE1	protein_coding
ENSG00000009307	ENST00000525878	1	-1	115282374	115301297	CSDE1	protein_coding
ENSG00000009307	ENST00000525970	1	-1	115282491	115300608	CSDE1	protein_coding
ENSG00000052723	ENST00000369528	1	-1	115312100	115323306	SIKE1	protein_coding
ENSG00000052723	ENST00000060969	1	-1	115315396	115323298	SIKE1	protein_coding
ENSG00000198765	ENST00000369522	1	1	115397424	115537991	SYCP1	protein_coding
ENSG00000198765	ENST00000455987	1	1	115397489	115520231	SYCP1	protein_coding
ENSG00000198765	ENST00000369518	1	1	115397754	115537988	SYCP1	protein_coding
ENSG00000134200	ENST00000256592	1	1	115572415	115576941	TSHB	protein_coding
ENSG00000134200	ENST00000369517	1	1	115575984	115576905	TSHB	protein_coding
ENSG00000134198	ENST00000369516	1	-1	115590632	115632085	TSPAN2	protein_coding
ENSG00000134198	ENST00000369515	1	-1	115592977	115632121	TSPAN2	protein_coding
ENSG00000134198	ENST00000433172	1	-1	115593004	115632035	TSPAN2	protein_coding
ENSG00000134198	ENST00000369514	1	-1	115593111	115632053	TSPAN2	protein_coding
ENSG00000134259	ENST00000369512	1	-1	115828539	115880857	NGF	protein_coding
ENSG00000173218	ENST00000355485	1	1	116184574	116240845	VANGL1	protein_coding
ENSG00000173218	ENST00000369510	1	1	116184612	116240845	VANGL1	protein_coding
ENSG00000173218	ENST00000310260	1	1	116185250	116234475	VANGL1	protein_coding
ENSG00000173218	ENST00000369509	1	1	116194023	116234475	VANGL1	protein_coding
ENSG00000118729	ENST00000261448	1	-1	116242628	116311402	CASQ2	protein_coding
ENSG00000118729	ENST00000456138	1	-1	116243653	116311335	CASQ2	protein_coding
ENSG00000177551	ENST00000320238	1	-1	116378998	116383747	NHLH2	protein_coding
ENSG00000177551	ENST00000369506	1	-1	116379313	116386538	NHLH2	protein_coding
ENSG00000177551	ENST00000429731	1	-1	116380673	116383362	NHLH2	protein_coding
ENSG00000163393	ENST00000369503	1	1	116519119	116612675	SLC22A15	protein_coding
ENSG00000163393	ENST00000369502	1	1	116519235	116574511	SLC22A15	protein_coding
ENSG00000173212	ENST00000369500	1	1	116654376	116677861	MAB21L3	protein_coding
ENSG00000163399	ENST00000418797	1	1	116915290	116930777	ATP1A1	protein_coding
ENSG00000163399	ENST00000295598	1	1	116915882	116947396	ATP1A1	protein_coding
ENSG00000269279	ENST00000598661	1	-1	116915890	116926718	AL136376.1	protein_coding
ENSG00000163399	ENST00000537345	1	1	116916489	116947394	ATP1A1	protein_coding
ENSG00000163399	ENST00000369494	1	1	116925033	116931285	ATP1A1	protein_coding
ENSG00000163399	ENST00000369496	1	1	116925992	116947394	ATP1A1	protein_coding
ENSG00000163399	ENST00000440951	1	1	116942093	116952883	ATP1A1	protein_coding
ENSG00000116815	ENST00000369489	1	-1	117057157	117113661	CD58	protein_coding
ENSG00000116815	ENST00000457047	1	-1	117061322	117113648	CD58	protein_coding
ENSG00000116815	ENST00000526981	1	-1	117061853	117087212	CD58	protein_coding
ENSG00000116815	ENST00000369487	1	-1	117064409	117113661	CD58	protein_coding
ENSG00000143061	ENST00000369483	1	-1	117117031	117210314	IGSF3	protein_coding
ENSG00000143061	ENST00000369486	1	-1	117117031	117210375	IGSF3	protein_coding
ENSG00000143061	ENST00000318837	1	-1	117119842	117209053	IGSF3	protein_coding
ENSG00000143061	ENST00000481589	1	-1	117158886	117189567	IGSF3	protein_coding
ENSG00000203864	ENST00000369482	1	1	117236734	117249225	C1orf137	protein_coding
ENSG00000116824	ENST00000369478	1	1	117297007	117311850	CD2	protein_coding
ENSG00000116824	ENST00000369477	1	1	117297089	117297643	CD2	protein_coding
ENSG00000134247	ENST00000393203	1	1	117452679	117532980	PTGFRN	protein_coding
ENSG00000134256	ENST00000256652	1	1	117544382	117579167	CD101	protein_coding
ENSG00000134256	ENST00000369470	1	1	117544434	117579039	CD101	protein_coding
ENSG00000116830	ENST00000369466	1	1	117602925	117650075	TTF2	protein_coding
ENSG00000116830	ENST00000427271	1	1	117638793	117644984	TTF2	protein_coding
ENSG00000134253	ENST00000256649	1	-1	117653682	117664350	TRIM45	protein_coding
ENSG00000134253	ENST00000369464	1	-1	117653682	117664384	TRIM45	protein_coding
ENSG00000134253	ENST00000369461	1	-1	117654807	117665209	TRIM45	protein_coding
ENSG00000134253	ENST00000485032	1	-1	117660656	117664414	TRIM45	protein_coding
ENSG00000134258	ENST00000359008	1	-1	117686209	117715888	VTCN1	protein_coding
ENSG00000134258	ENST00000328189	1	-1	117686209	117753549	VTCN1	protein_coding
ENSG00000134258	ENST00000369458	1	-1	117686209	117753556	VTCN1	protein_coding
ENSG00000134258	ENST00000539893	1	-1	117687488	117746458	VTCN1	protein_coding
ENSG00000198162	ENST00000356554	1	1	117910071	118071494	MAN1A2	protein_coding
ENSG00000198162	ENST00000449370	1	1	117963219	118058561	MAN1A2	protein_coding
ENSG00000198162	ENST00000421535	1	1	118039402	118065944	MAN1A2	protein_coding
ENSG00000198162	ENST00000422329	1	1	118045483	118067974	MAN1A2	protein_coding
ENSG00000183508	ENST00000369448	1	1	118148556	118170994	FAM46C	protein_coding
ENSG00000196505	ENST00000369443	1	-1	118406107	118472253	GDAP2	protein_coding
ENSG00000196505	ENST00000369442	1	-1	118419844	118472206	GDAP2	protein_coding
ENSG00000065183	ENST00000369441	1	1	118472343	118484411	WDR3	protein_coding
ENSG00000065183	ENST00000349139	1	1	118472391	118509165	WDR3	protein_coding
ENSG00000155761	ENST00000336338	1	-1	118496487	118727846	SPAG17	protein_coding
ENSG00000155761	ENST00000437255	1	-1	118507720	118550693	SPAG17	protein_coding
ENSG00000092607	ENST00000207157	1	-1	119425669	119532179	TBX15	protein_coding
ENSG00000092607	ENST00000449873	1	-1	119425670	119456748	TBX15	protein_coding
ENSG00000092607	ENST00000369429	1	-1	119425670	119530428	TBX15	protein_coding
ENSG00000116874	ENST00000369426	1	-1	119573839	119683271	WARS2	protein_coding
ENSG00000116874	ENST00000235521	1	-1	119573844	119683294	WARS2	protein_coding
ENSG00000116874	ENST00000537870	1	-1	119575076	119682947	WARS2	protein_coding
ENSG00000116882	ENST00000457318	1	1	119911402	119929317	HAO2	protein_coding
ENSG00000116882	ENST00000361035	1	1	119911432	119936753	HAO2	protein_coding
ENSG00000116882	ENST00000325945	1	1	119911461	119936751	HAO2	protein_coding
ENSG00000203859	ENST00000543831	1	1	119957554	119965658	HSD3B2	protein_coding
ENSG00000203859	ENST00000433745	1	1	119957673	119964711	HSD3B2	protein_coding
ENSG00000203859	ENST00000369416	1	1	119957707	119965657	HSD3B2	protein_coding
ENSG00000203857	ENST00000531340	1	1	120049821	120054225	HSD3B1	protein_coding
ENSG00000203857	ENST00000369413	1	1	120049826	120057677	HSD3B1	protein_coding
ENSG00000203857	ENST00000235547	1	1	120049826	120057681	HSD3B1	protein_coding
ENSG00000203857	ENST00000528909	1	1	120049941	120057423	HSD3B1	protein_coding
ENSG00000143067	ENST00000421812	1	-1	120162045	120190396	ZNF697	protein_coding
ENSG00000092621	ENST00000369409	1	1	120254510	120286838	PHGDH	protein_coding
ENSG00000092621	ENST00000369407	1	1	120262250	120286836	PHGDH	protein_coding
ENSG00000134240	ENST00000369406	1	-1	120290619	120311517	HMGCS2	protein_coding
ENSG00000134240	ENST00000544913	1	-1	120291007	120311528	HMGCS2	protein_coding
ENSG00000134193	ENST00000354219	1	-1	120336641	120354203	REG4	protein_coding
ENSG00000134193	ENST00000256585	1	-1	120336707	120354283	REG4	protein_coding
ENSG00000134193	ENST00000530654	1	-1	120337036	120351428	REG4	protein_coding
ENSG00000134193	ENST00000369401	1	-1	120343795	120354203	REG4	protein_coding
ENSG00000134249	ENST00000369400	1	-1	120436156	120439118	ADAM30	protein_coding
ENSG00000134250	ENST00000256646	1	-1	120454176	120612240	NOTCH2	protein_coding
ENSG00000134250	ENST00000602566	1	-1	120535404	120596839	NOTCH2	protein_coding
ENSG00000188610	ENST00000369390	1	1	120839005	120855681	FAM72B	protein_coding
ENSG00000188610	ENST00000452190	1	1	120839031	120854584	FAM72B	protein_coding
ENSG00000188610	ENST00000355228	1	1	120839412	120855607	FAM72B	protein_coding
ENSG00000198019	ENST00000369384	1	-1	120926979	120935937	FCGR1B	protein_coding
ENSG00000198019	ENST00000369383	1	-1	120927134	120935894	FCGR1B	protein_coding
ENSG00000236334	ENST00000419275	1	-1	143767144	143767881	PPIAL4G	protein_coding
ENSG00000215784	ENST00000400889	1	-1	143896452	143913143	FAM72D	protein_coding
ENSG00000162825	ENST00000369190	1	1	144146808	144160564	NBPF8	protein_coding
ENSG00000162825	ENST00000412624	1	1	144146812	144178807	NBPF8	protein_coding
ENSG00000162825	ENST00000369365	1	1	144146812	144224481	NBPF8	protein_coding
ENSG00000162825	ENST00000369372	1	1	144151520	144205836	NBPF8	protein_coding
ENSG00000162825	ENST00000356801	1	1	144173162	144213129	NBPF8	protein_coding
ENSG00000162825	ENST00000421555	1	1	144215387	144219425	NBPF8	protein_coding
ENSG00000162825	ENST00000369373	1	1	144220127	144224192	NBPF8	protein_coding
ENSG00000231360	ENST00000538264	1	1	144339738	144521058	AL592284.1	protein_coding
ENSG00000255854	ENST00000540273	1	-1	144363462	144364246	PPIAL4B	protein_coding
ENSG00000168614	ENST00000338347	1	1	144811744	144830301	NBPF9	protein_coding
ENSG00000168614	ENST00000440491	1	1	144811744	144830301	NBPF9	protein_coding
ENSG00000168614	ENST00000375552	1	1	144811748	144830413	NBPF9	protein_coding
ENSG00000168614	ENST00000281815	1	1	144811943	144830300	NBPF9	protein_coding
ENSG00000178104	ENST00000313382	1	-1	144851424	145040002	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369354	1	-1	144851427	144994921	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369356	1	-1	144851427	144995022	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369359	1	-1	144851488	145075901	PDE4DIP	protein_coding
ENSG00000178104	ENST00000530740	1	-1	144851488	145075901	PDE4DIP	protein_coding
ENSG00000178104	ENST00000530130	1	-1	144855856	144866711	PDE4DIP	protein_coding
ENSG00000178104	ENST00000530592	1	-1	144880801	144882701	PDE4DIP	protein_coding
ENSG00000178104	ENST00000491426	1	-1	144890592	144904679	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369351	1	-1	144890592	144994840	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369349	1	-1	144890592	144994876	PDE4DIP	protein_coding
ENSG00000178104	ENST00000313431	1	-1	144890594	144932365	PDE4DIP	protein_coding
ENSG00000178104	ENST00000529945	1	-1	144897997	144932148	PDE4DIP	protein_coding
ENSG00000178104	ENST00000479408	1	-1	144902728	144932552	PDE4DIP	protein_coding
ENSG00000178104	ENST00000532801	1	-1	144918961	145039779	PDE4DIP	protein_coding
ENSG00000178104	ENST00000534536	1	-1	144946711	144995082	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369347	1	-1	144951760	144994909	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369348	1	-1	144951764	145076186	PDE4DIP	protein_coding
ENSG00000178104	ENST00000533259	1	-1	144952251	145039848	PDE4DIP	protein_coding
ENSG00000178104	ENST00000531369	1	-1	144952679	145039078	PDE4DIP	protein_coding
ENSG00000268172	ENST00000596396	1	1	144989309	144991365	AL590452.1	protein_coding
ENSG00000178104	ENST00000493130	1	-1	145013831	145039771	PDE4DIP	protein_coding
ENSG00000178104	ENST00000478649	1	-1	145015684	145039786	PDE4DIP	protein_coding
ENSG00000178104	ENST00000369345	1	-1	145074825	145076077	PDE4DIP	protein_coding
ENSG00000213240	ENST00000362074	1	1	145209119	145282832	NOTCH2NL	protein_coding
ENSG00000213240	ENST00000344859	1	1	145209119	145291654	NOTCH2NL	protein_coding
ENSG00000213240	ENST00000369340	1	1	145224599	145285912	NOTCH2NL	protein_coding
ENSG00000163386	ENST00000369339	1	1	145289772	145370303	NBPF10	protein_coding
ENSG00000163386	ENST00000448873	1	1	145292806	145367754	NBPF10	protein_coding
ENSG00000163386	ENST00000369338	1	1	145293114	145370199	NBPF10	protein_coding
ENSG00000163386	ENST00000342960	1	1	145293371	145368684	NBPF10	protein_coding
ENSG00000163386	ENST00000605176	1	1	145301735	145369590	NBPF10	protein_coding
ENSG00000168509	ENST00000357836	1	1	145413095	145417543	HFE2	protein_coding
ENSG00000168509	ENST00000421822	1	1	145413278	145415461	HFE2	protein_coding
ENSG00000168509	ENST00000336751	1	1	145413278	145417545	HFE2	protein_coding
ENSG00000168509	ENST00000497365	1	1	145413278	145417545	HFE2	protein_coding
ENSG00000168509	ENST00000475797	1	1	145413279	145417545	HFE2	protein_coding
ENSG00000117289	ENST00000369317	1	1	145438469	145442635	TXNIP	protein_coding
ENSG00000117289	ENST00000425134	1	1	145439306	145440992	TXNIP	protein_coding
ENSG00000121851	ENST00000369314	1	-1	145456236	145470387	POLR3GL	protein_coding
ENSG00000121851	ENST00000369313	1	-1	145456514	145470387	POLR3GL	protein_coding
ENSG00000181039	ENST00000323397	1	1	145470508	145475646	ANKRD34A	protein_coding
ENSG00000152022	ENST00000369308	1	1	145477085	145501669	LIX1L	protein_coding
ENSG00000131795	ENST00000330165	1	1	145507598	145513536	RBM8A	protein_coding
ENSG00000131795	ENST00000369307	1	1	145507633	145509451	RBM8A	protein_coding
ENSG00000131779	ENST00000369306	1	1	145516252	145523730	PEX11B	protein_coding
ENSG00000131779	ENST00000537888	1	1	145516560	145523729	PEX11B	protein_coding
ENSG00000131779	ENST00000428634	1	1	145522674	145523730	PEX11B	protein_coding
ENSG00000143127	ENST00000369304	1	1	145524891	145543868	ITGA10	protein_coding
ENSG00000143127	ENST00000539363	1	1	145525016	145542533	ITGA10	protein_coding
ENSG00000143127	ENST00000538811	1	1	145525035	145542539	ITGA10	protein_coding
ENSG00000198483	ENST00000355594	1	1	145549230	145568526	ANKRD35	protein_coding
ENSG00000198483	ENST00000544626	1	1	145549244	145561166	ANKRD35	protein_coding
ENSG00000131788	ENST00000393046	1	1	145575233	145580322	PIAS3	protein_coding
ENSG00000131788	ENST00000369299	1	1	145575290	145580662	PIAS3	protein_coding
ENSG00000131788	ENST00000463514	1	1	145575324	145578307	PIAS3	protein_coding
ENSG00000131788	ENST00000393045	1	1	145575989	145586546	PIAS3	protein_coding
ENSG00000131788	ENST00000369298	1	1	145576024	145586546	PIAS3	protein_coding
ENSG00000186364	ENST00000334513	1	-1	145586115	145589439	NUDT17	protein_coding
ENSG00000186141	ENST00000334163	1	-1	145592605	145610884	POLR3C	protein_coding
ENSG00000186141	ENST00000369294	1	-1	145592617	145610937	POLR3C	protein_coding
ENSG00000121848	ENST00000369291	1	1	145611036	145696218	RNF115	protein_coding
ENSG00000117281	ENST00000235933	1	-1	145695798	145706861	CD160	protein_coding
ENSG00000117281	ENST00000369288	1	-1	145695933	145715565	CD160	protein_coding
ENSG00000117281	ENST00000369290	1	-1	145695933	145715614	CD160	protein_coding
ENSG00000117281	ENST00000401557	1	-1	145696593	145715614	CD160	protein_coding
ENSG00000174827	ENST00000443667	1	1	145726918	145754150	PDZK1	protein_coding
ENSG00000174827	ENST00000417171	1	1	145727724	145764067	PDZK1	protein_coding
ENSG00000174827	ENST00000451928	1	1	145727725	145763793	PDZK1	protein_coding
ENSG00000174827	ENST00000344770	1	1	145743263	145764074	PDZK1	protein_coding
ENSG00000117262	ENST00000313835	1	-1	145764411	145827073	GPR89A	protein_coding
ENSG00000117262	ENST00000454423	1	-1	145764599	145827103	GPR89A	protein_coding
ENSG00000117262	ENST00000534502	1	-1	145764875	145827015	GPR89A	protein_coding
ENSG00000117262	ENST00000462900	1	-1	145764881	145826450	GPR89A	protein_coding
ENSG00000196644	ENST00000447947	1	1	145883868	145924373	GPR89C	protein_coding
ENSG00000152042	ENST00000604938	1	-1	146032647	146082765	NBPF11	protein_coding
ENSG00000152042	ENST00000401010	1	-1	146032648	146040968	NBPF11	protein_coding
ENSG00000152042	ENST00000339388	1	-1	146032648	146082765	NBPF11	protein_coding
ENSG00000152042	ENST00000369323	1	-1	146034019	146068245	NBPF11	protein_coding
ENSG00000152042	ENST00000605317	1	-1	146034239	146082633	NBPF11	protein_coding
ENSG00000152042	ENST00000479926	1	-1	146035071	146068245	NBPF11	protein_coding
ENSG00000152042	ENST00000604894	1	-1	146035102	146068184	NBPF11	protein_coding
ENSG00000152042	ENST00000401009	1	-1	146041003	146054494	NBPF11	protein_coding
ENSG00000186275	ENST00000446760	1	1	146373546	146467638	NBPF12	protein_coding
ENSG00000186275	ENST00000442909	1	1	146374056	146467744	NBPF12	protein_coding
ENSG00000186275	ENST00000309471	1	1	146384521	146466267	NBPF12	protein_coding
ENSG00000186275	ENST00000439206	1	1	146404596	146418190	NBPF12	protein_coding
ENSG00000186275	ENST00000446080	1	1	146420024	146464436	NBPF12	protein_coding
ENSG00000186275	ENST00000447862	1	1	146439964	146441561	NBPF12	protein_coding
ENSG00000186275	ENST00000438910	1	1	146442180	146445463	NBPF12	protein_coding
ENSG00000186275	ENST00000414957	1	1	146446971	146454864	NBPF12	protein_coding
ENSG00000186275	ENST00000438411	1	1	146451725	146453309	NBPF12	protein_coding
ENSG00000186275	ENST00000537773	1	1	146456496	146459624	NBPF12	protein_coding
ENSG00000131791	ENST00000254101	1	-1	146626685	146644123	PRKAB2	protein_coding
ENSG00000131791	ENST00000425272	1	-1	146631069	146644046	PRKAB2	protein_coding
ENSG00000131781	ENST00000441068	1	-1	146655884	146696945	FMO5	protein_coding
ENSG00000131781	ENST00000254090	1	-1	146657838	146697230	FMO5	protein_coding
ENSG00000131781	ENST00000369272	1	-1	146657840	146696901	FMO5	protein_coding
ENSG00000131781	ENST00000533174	1	-1	146684015	146697223	FMO5	protein_coding
ENSG00000131781	ENST00000533848	1	-1	146684926	146697465	FMO5	protein_coding
ENSG00000131778	ENST00000369259	1	1	146714291	146767441	CHD1L	protein_coding
ENSG00000131778	ENST00000431239	1	1	146714291	146767441	CHD1L	protein_coding
ENSG00000131778	ENST00000369258	1	1	146714334	146767443	CHD1L	protein_coding
ENSG00000131778	ENST00000361293	1	1	146714356	146767441	CHD1L	protein_coding
ENSG00000116128	ENST00000234739	1	1	147013182	147098017	BCL9	protein_coding
ENSG00000162836	ENST00000609196	1	-1	147101453	147131116	ACP6	protein_coding
ENSG00000162836	ENST00000369238	1	-1	147114034	147142618	ACP6	protein_coding
ENSG00000162836	ENST00000392988	1	-1	147124415	147142364	ACP6	protein_coding
