ENSG00000130538	ENST00000252835	22	-1	16448824	16449805	OR11H1	protein_coding
ENSG00000099992	ENST00000403477	22	-1	30687982	30722890	TBC1D10A	protein_coding
ENSG00000099992	ENST00000403362	22	-1	30687997	30703879	TBC1D10A	protein_coding
ENSG00000099992	ENST00000393906	22	-1	30690078	30701620	TBC1D10A	protein_coding
ENSG00000099995	ENST00000215793	22	-1	30727977	30752936	SF3A1	protein_coding
ENSG00000099995	ENST00000439242	22	-1	30727979	30752913	SF3A1	protein_coding
ENSG00000099995	ENST00000444440	22	-1	30733806	30737839	SF3A1	protein_coding
ENSG00000187860	ENST00000399824	22	1	30752624	30763085	CCDC157	protein_coding
ENSG00000187860	ENST00000405659	22	1	30752624	30772818	CCDC157	protein_coding
ENSG00000187860	ENST00000338306	22	1	30752627	30772816	CCDC157	protein_coding
ENSG00000187860	ENST00000445005	22	1	30752990	30766483	CCDC157	protein_coding
ENSG00000187860	ENST00000430839	22	1	30752996	30766497	CCDC157	protein_coding
ENSG00000099999	ENST00000421022	22	-1	30773835	30775763	RNF215	protein_coding
ENSG00000099999	ENST00000382363	22	-1	30774806	30783377	RNF215	protein_coding
ENSG00000099999	ENST00000215798	22	-1	30774972	30783114	RNF215	protein_coding
ENSG00000099999	ENST00000431544	22	-1	30781896	30817760	RNF215	protein_coding
ENSG00000100003	ENST00000312932	22	1	30792846	30821305	SEC14L2	protein_coding
ENSG00000100003	ENST00000428195	22	1	30792930	30811854	SEC14L2	protein_coding
ENSG00000100003	ENST00000403484	22	1	30792981	30819826	SEC14L2	protein_coding
ENSG00000100003	ENST00000405717	22	1	30793026	30812964	SEC14L2	protein_coding
ENSG00000100003	ENST00000402592	22	1	30793034	30818590	SEC14L2	protein_coding
ENSG00000100003	ENST00000429917	22	1	30793527	30803531	SEC14L2	protein_coding
ENSG00000100003	ENST00000415072	22	1	30794566	30803466	SEC14L2	protein_coding
ENSG00000249590	ENST00000439838	22	1	30805251	30824974	RP4-539M6.19	protein_coding
ENSG00000249590	ENST00000439023	22	1	30805252	30824977	RP4-539M6.19	protein_coding
ENSG00000268538	ENST00000598426	22	-1	30814212	30814469	KIAA1658	protein_coding
ENSG00000242114	ENST00000266263	22	1	30821518	30825045	MTFP1	protein_coding
ENSG00000242114	ENST00000355143	22	1	30821764	30825040	MTFP1	protein_coding
ENSG00000242114	ENST00000407550	22	1	30821805	30824938	MTFP1	protein_coding
ENSG00000100012	ENST00000415957	22	-1	30843946	30866572	SEC14L3	protein_coding
ENSG00000100012	ENST00000403066	22	-1	30843946	30868004	SEC14L3	protein_coding
ENSG00000100012	ENST00000215812	22	-1	30855216	30868036	SEC14L3	protein_coding
ENSG00000100012	ENST00000540910	22	-1	30855493	30866572	SEC14L3	protein_coding
ENSG00000100012	ENST00000401751	22	-1	30855493	30867973	SEC14L3	protein_coding
ENSG00000100012	ENST00000402286	22	-1	30855493	30867973	SEC14L3	protein_coding
ENSG00000100012	ENST00000539629	22	-1	30855493	30867973	SEC14L3	protein_coding
ENSG00000100012	ENST00000435069	22	-1	30857657	30866564	SEC14L3	protein_coding
ENSG00000133488	ENST00000255858	22	-1	30884900	30901682	SEC14L4	protein_coding
ENSG00000133488	ENST00000392772	22	-1	30884900	30901698	SEC14L4	protein_coding
ENSG00000133488	ENST00000540456	22	-1	30884900	30901698	SEC14L4	protein_coding
ENSG00000133488	ENST00000381982	22	-1	30885383	30901637	SEC14L4	protein_coding
ENSG00000214491	ENST00000402034	22	-1	30918786	30942669	SEC14L6	protein_coding
ENSG00000214491	ENST00000437871	22	-1	30920633	30925150	SEC14L6	protein_coding
ENSG00000128242	ENST00000406955	22	-1	30950622	30956763	GAL3ST1	protein_coding
ENSG00000128242	ENST00000402321	22	-1	30950622	30961120	GAL3ST1	protein_coding
ENSG00000128242	ENST00000402369	22	-1	30950622	30970565	GAL3ST1	protein_coding
ENSG00000128242	ENST00000338911	22	-1	30950624	30954377	GAL3ST1	protein_coding
ENSG00000128242	ENST00000401975	22	-1	30950624	30960876	GAL3ST1	protein_coding
ENSG00000128242	ENST00000406361	22	-1	30950634	30970574	GAL3ST1	protein_coding
ENSG00000128242	ENST00000443111	22	-1	30950940	30968817	GAL3ST1	protein_coding
ENSG00000128242	ENST00000441967	22	-1	30951375	30962148	GAL3ST1	protein_coding
ENSG00000128242	ENST00000431313	22	-1	30951419	30970498	GAL3ST1	protein_coding
ENSG00000128242	ENST00000452827	22	-1	30951485	30956763	GAL3ST1	protein_coding
ENSG00000128242	ENST00000437282	22	-1	30951614	30956746	GAL3ST1	protein_coding
ENSG00000128242	ENST00000416358	22	-1	30951701	30968851	GAL3ST1	protein_coding
ENSG00000128242	ENST00000427899	22	-1	30951724	30956760	GAL3ST1	protein_coding
ENSG00000128242	ENST00000423299	22	-1	30951765	30960901	GAL3ST1	protein_coding
ENSG00000128242	ENST00000443136	22	-1	30951781	30968817	GAL3ST1	protein_coding
ENSG00000128242	ENST00000423371	22	-1	30951877	30968855	GAL3ST1	protein_coding
ENSG00000128242	ENST00000428682	22	-1	30951904	30960888	GAL3ST1	protein_coding
ENSG00000128242	ENST00000453479	22	-1	30951911	30953717	GAL3ST1	protein_coding
ENSG00000128242	ENST00000426220	22	-1	30951916	30968821	GAL3ST1	protein_coding
ENSG00000128242	ENST00000447224	22	-1	30951925	30956746	GAL3ST1	protein_coding
ENSG00000128242	ENST00000411821	22	-1	30951957	30968856	GAL3ST1	protein_coding
ENSG00000128242	ENST00000445645	22	-1	30951985	30968845	GAL3ST1	protein_coding
ENSG00000128242	ENST00000448604	22	-1	30951997	30968856	GAL3ST1	protein_coding
ENSG00000100029	ENST00000354694	22	-1	30972612	30987927	PES1	protein_coding
ENSG00000100029	ENST00000402281	22	-1	30972615	31003070	PES1	protein_coding
ENSG00000100029	ENST00000441668	22	-1	30972617	30975910	PES1	protein_coding
ENSG00000100029	ENST00000405677	22	-1	30972619	31002975	PES1	protein_coding
ENSG00000100029	ENST00000402284	22	-1	30972652	30987867	PES1	protein_coding
ENSG00000100029	ENST00000335214	22	-1	30972822	30987845	PES1	protein_coding
ENSG00000185339	ENST00000215838	22	1	31002825	31023265	TCN2	protein_coding
ENSG00000185339	ENST00000423350	22	1	31002990	31007101	TCN2	protein_coding
ENSG00000185339	ENST00000405742	22	1	31003139	31022992	TCN2	protein_coding
ENSG00000185339	ENST00000407817	22	1	31003191	31023047	TCN2	protein_coding
ENSG00000100036	ENST00000343605	22	1	31031639	31043880	SLC35E4	protein_coding
ENSG00000100036	ENST00000300385	22	1	31031793	31045232	SLC35E4	protein_coding
ENSG00000100036	ENST00000406566	22	1	31032310	31059286	SLC35E4	protein_coding
ENSG00000100036	ENST00000451479	22	1	31032510	31065003	SLC35E4	protein_coding
ENSG00000167065	ENST00000404885	22	-1	31048038	31063830	DUSP18	protein_coding
ENSG00000167065	ENST00000407308	22	-1	31048038	31063847	DUSP18	protein_coding
ENSG00000167065	ENST00000403268	22	-1	31057432	31063842	DUSP18	protein_coding
ENSG00000167065	ENST00000334679	22	-1	31058018	31063877	DUSP18	protein_coding
ENSG00000167065	ENST00000342474	22	-1	31059502	31063872	DUSP18	protein_coding
ENSG00000167065	ENST00000442752	22	-1	31059958	31063340	DUSP18	protein_coding
ENSG00000184792	ENST00000438716	22	1	31089769	31137354	OSBP2	protein_coding
ENSG00000184792	ENST00000403222	22	1	31089769	31302541	OSBP2	protein_coding
ENSG00000184792	ENST00000407373	22	1	31090063	31303619	OSBP2	protein_coding
ENSG00000184792	ENST00000332585	22	1	31090793	31303811	OSBP2	protein_coding
ENSG00000184792	ENST00000382310	22	1	31090861	31302551	OSBP2	protein_coding
ENSG00000184792	ENST00000446658	22	1	31090876	31302393	OSBP2	protein_coding
ENSG00000184792	ENST00000445781	22	1	31160240	31283478	OSBP2	protein_coding
ENSG00000184792	ENST00000401475	22	1	31160240	31302759	OSBP2	protein_coding
ENSG00000184792	ENST00000424224	22	1	31199073	31285622	OSBP2	protein_coding
ENSG00000184792	ENST00000437268	22	1	31218503	31302701	OSBP2	protein_coding
ENSG00000184792	ENST00000454145	22	1	31277668	31285604	OSBP2	protein_coding
ENSG00000184792	ENST00000453621	22	1	31277668	31289122	OSBP2	protein_coding
ENSG00000184792	ENST00000535268	22	1	31277668	31302608	OSBP2	protein_coding
ENSG00000184792	ENST00000431368	22	1	31277668	31303610	OSBP2	protein_coding
ENSG00000184792	ENST00000452656	22	1	31283413	31303630	OSBP2	protein_coding
ENSG00000184792	ENST00000433183	22	1	31289228	31290450	OSBP2	protein_coding
ENSG00000133422	ENST00000397641	22	-1	31321117	31364284	MORC2	protein_coding
ENSG00000133422	ENST00000429468	22	-1	31322598	31324215	MORC2	protein_coding
ENSG00000133422	ENST00000445980	22	-1	31322598	31328881	MORC2	protein_coding
ENSG00000133422	ENST00000215862	22	-1	31322598	31364187	MORC2	protein_coding
ENSG00000183963	ENST00000432777	22	1	31460091	31484011	SMTN	protein_coding
ENSG00000183963	ENST00000422839	22	1	31460104	31484010	SMTN	protein_coding
ENSG00000183963	ENST00000426927	22	1	31477304	31484560	SMTN	protein_coding
ENSG00000183963	ENST00000440425	22	1	31477304	31484591	SMTN	protein_coding
ENSG00000183963	ENST00000358743	22	1	31477305	31500609	SMTN	protein_coding
ENSG00000183963	ENST00000333137	22	1	31477305	31500610	SMTN	protein_coding
ENSG00000183963	ENST00000347557	22	1	31477305	31500610	SMTN	protein_coding
ENSG00000183963	ENST00000438223	22	1	31478471	31484866	SMTN	protein_coding
ENSG00000183963	ENST00000416786	22	1	31481080	31485771	SMTN	protein_coding
ENSG00000183963	ENST00000431481	22	1	31483864	31485711	SMTN	protein_coding
ENSG00000183963	ENST00000455608	22	1	31488454	31495159	SMTN	protein_coding
ENSG00000183963	ENST00000404574	22	1	31489344	31500609	SMTN	protein_coding
ENSG00000198832	ENST00000402395	22	-1	31500758	31516055	SELM	protein_coding
ENSG00000198832	ENST00000400299	22	-1	31500763	31503554	SELM	protein_coding
ENSG00000185133	ENST00000412985	22	1	31518952	31521359	INPP5J	protein_coding
ENSG00000185133	ENST00000412277	22	1	31518952	31530425	INPP5J	protein_coding
ENSG00000185133	ENST00000331075	22	1	31518952	31530682	INPP5J	protein_coding
ENSG00000185133	ENST00000420017	22	1	31518970	31523023	INPP5J	protein_coding
ENSG00000185133	ENST00000400294	22	1	31518980	31530682	INPP5J	protein_coding
ENSG00000185133	ENST00000404390	22	1	31518980	31530682	INPP5J	protein_coding
ENSG00000185133	ENST00000405300	22	1	31518980	31530682	INPP5J	protein_coding
ENSG00000185133	ENST00000402238	22	1	31523746	31530622	INPP5J	protein_coding
ENSG00000185133	ENST00000404453	22	1	31523775	31530622	INPP5J	protein_coding
ENSG00000185133	ENST00000401755	22	1	31523788	31530622	INPP5J	protein_coding
ENSG00000100078	ENST00000215885	22	-1	31530795	31536593	PLA2G3	protein_coding
ENSG00000138942	ENST00000426256	22	1	31556168	31600930	RNF185	protein_coding
ENSG00000138942	ENST00000326132	22	1	31556179	31603005	RNF185	protein_coding
ENSG00000138942	ENST00000266252	22	1	31556229	31602998	RNF185	protein_coding
ENSG00000182541	ENST00000406516	22	1	31608260	31673624	LIMK2	protein_coding
ENSG00000182541	ENST00000444929	22	1	31608265	31676057	LIMK2	protein_coding
ENSG00000182541	ENST00000331728	22	1	31608281	31676066	LIMK2	protein_coding
ENSG00000182541	ENST00000425203	22	1	31644344	31654470	LIMK2	protein_coding
ENSG00000182541	ENST00000333611	22	1	31644388	31675720	LIMK2	protein_coding
ENSG00000182541	ENST00000340552	22	1	31644473	31673624	LIMK2	protein_coding
ENSG00000100100	ENST00000215912	22	-1	31677579	31688514	PIK3IP1	protein_coding
ENSG00000100100	ENST00000441972	22	-1	31677599	31688520	PIK3IP1	protein_coding
ENSG00000100100	ENST00000487265	22	-1	31678926	31688381	PIK3IP1	protein_coding
ENSG00000100100	ENST00000402249	22	-1	31685024	31688465	PIK3IP1	protein_coding
ENSG00000100100	ENST00000443175	22	-1	31685627	31688474	PIK3IP1	protein_coding
ENSG00000100105	ENST00000266269	22	-1	31721790	31742218	PATZ1	protein_coding
ENSG00000100105	ENST00000351933	22	-1	31721795	31742218	PATZ1	protein_coding
ENSG00000100105	ENST00000405309	22	-1	31721795	31742218	PATZ1	protein_coding
ENSG00000100105	ENST00000215919	22	-1	31736663	31741762	PATZ1	protein_coding
ENSG00000213888	ENST00000504184	22	1	31742875	31744670	AC005003.1	protein_coding
ENSG00000185721	ENST00000331457	22	1	31795509	31830438	DRG1	protein_coding
ENSG00000184708	ENST00000344710	22	-1	31835349	31885810	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000397525	22	-1	31835353	31885573	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000330125	22	-1	31835355	31885727	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000397523	22	-1	31835359	31884731	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000382180	22	-1	31835648	31851983	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000418321	22	-1	31840618	31851194	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000423097	22	-1	31859686	31885228	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000397518	22	-1	31864268	31885923	EIF4ENIF1	protein_coding
ENSG00000184708	ENST00000397520	22	-1	31864268	31892094	EIF4ENIF1	protein_coding
ENSG00000198089	ENST00000414585	22	1	31892261	32014533	SFI1	protein_coding
ENSG00000198089	ENST00000443326	22	1	31892261	32014533	SFI1	protein_coding
ENSG00000198089	ENST00000540643	22	1	31892261	32014533	SFI1	protein_coding
ENSG00000198089	ENST00000432498	22	1	31892261	32014537	SFI1	protein_coding
ENSG00000198089	ENST00000443011	22	1	31892373	32014432	SFI1	protein_coding
ENSG00000198089	ENST00000400289	22	1	31892524	32014534	SFI1	protein_coding
ENSG00000198089	ENST00000444859	22	1	31892544	31924821	SFI1	protein_coding
ENSG00000198089	ENST00000400288	22	1	31892549	32014572	SFI1	protein_coding
ENSG00000198089	ENST00000450787	22	1	31924731	31957319	SFI1	protein_coding
ENSG00000198089	ENST00000417682	22	1	31976258	32010846	SFI1	protein_coding
ENSG00000198089	ENST00000425671	22	1	31979892	31983898	SFI1	protein_coding
ENSG00000241878	ENST00000382151	22	-1	32014477	32024207	PISD	protein_coding
ENSG00000241878	ENST00000266095	22	-1	32014501	32026810	PISD	protein_coding
ENSG00000241878	ENST00000397500	22	-1	32014600	32026817	PISD	protein_coding
ENSG00000241878	ENST00000435900	22	-1	32014963	32058166	PISD	protein_coding
ENSG00000241878	ENST00000336566	22	-1	32015089	32058194	PISD	protein_coding
ENSG00000241878	ENST00000439502	22	-1	32015089	32058418	PISD	protein_coding
ENSG00000241878	ENST00000422020	22	-1	32017040	32024968	PISD	protein_coding
ENSG00000241878	ENST00000442379	22	-1	32017848	32022280	PISD	protein_coding
ENSG00000241878	ENST00000431201	22	-1	32019670	32034391	PISD	protein_coding
ENSG00000241878	ENST00000429683	22	-1	32019670	32034431	PISD	protein_coding
ENSG00000183530	ENST00000330495	22	-1	32072242	32108731	PRR14L	protein_coding
ENSG00000183530	ENST00000397493	22	-1	32072734	32146120	PRR14L	protein_coding
ENSG00000183530	ENST00000327423	22	-1	32077333	32146117	PRR14L	protein_coding
ENSG00000183530	ENST00000434485	22	-1	32077336	32146120	PRR14L	protein_coding
ENSG00000183530	ENST00000412743	22	-1	32121530	32146126	PRR14L	protein_coding
ENSG00000100150	ENST00000437411	22	1	32149944	32154610	DEPDC5	protein_coding
ENSG00000100150	ENST00000535622	22	1	32149965	32302736	DEPDC5	protein_coding
ENSG00000100150	ENST00000536766	22	1	32150040	32230243	DEPDC5	protein_coding
ENSG00000100150	ENST00000400242	22	1	32150055	32211974	DEPDC5	protein_coding
ENSG00000100150	ENST00000266091	22	1	32150069	32303000	DEPDC5	protein_coding
ENSG00000100150	ENST00000382105	22	1	32150069	32303000	DEPDC5	protein_coding
ENSG00000100150	ENST00000400246	22	1	32150069	32303000	DEPDC5	protein_coding
ENSG00000100150	ENST00000400249	22	1	32150069	32303000	DEPDC5	protein_coding
ENSG00000100150	ENST00000382112	22	1	32150838	32302991	DEPDC5	protein_coding
ENSG00000100150	ENST00000382111	22	1	32150848	32302884	DEPDC5	protein_coding
ENSG00000100150	ENST00000400248	22	1	32150849	32303012	DEPDC5	protein_coding
ENSG00000100150	ENST00000458532	22	1	32164838	32180244	DEPDC5	protein_coding
ENSG00000100150	ENST00000433147	22	1	32215150	32302995	DEPDC5	protein_coding
ENSG00000100150	ENST00000539165	22	1	32248902	32302784	DEPDC5	protein_coding
ENSG00000128254	ENST00000248984	22	-1	32329507	32341336	C22orf24	protein_coding
ENSG00000128254	ENST00000543051	22	-1	32329997	32334403	C22orf24	protein_coding
ENSG00000128245	ENST00000248975	22	1	32340447	32353590	YWHAH	protein_coding
ENSG00000128245	ENST00000397492	22	1	32340508	32353590	YWHAH	protein_coding
ENSG00000128245	ENST00000420430	22	1	32343409	32352563	YWHAH	protein_coding
ENSG00000100170	ENST00000266088	22	1	32439019	32509016	SLC5A1	protein_coding
ENSG00000100170	ENST00000543737	22	1	32455178	32506346	SLC5A1	protein_coding
ENSG00000205856	ENST00000382097	22	-1	32544993	32555275	C22orf42	protein_coding
ENSG00000128253	ENST00000248980	22	-1	32586422	32589466	RFPL2	protein_coding
ENSG00000128253	ENST00000400236	22	-1	32586422	32599464	RFPL2	protein_coding
ENSG00000128253	ENST00000248983	22	-1	32586422	32600718	RFPL2	protein_coding
ENSG00000128253	ENST00000400237	22	-1	32586425	32599464	RFPL2	protein_coding
ENSG00000100191	ENST00000266086	22	-1	32614465	32651328	SLC5A4	protein_coding
ENSG00000128276	ENST00000397468	22	1	32750872	32757148	RFPL3	protein_coding
ENSG00000128276	ENST00000249007	22	1	32753854	32757148	RFPL3	protein_coding
ENSG00000128276	ENST00000382088	22	1	32754139	32757148	RFPL3	protein_coding
ENSG00000205853	ENST00000382084	22	-1	32755893	32766972	RFPL3S	protein_coding
ENSG00000205853	ENST00000400234	22	-1	32755893	32767063	RFPL3S	protein_coding
ENSG00000205853	ENST00000382086	22	-1	32758788	32766986	RFPL3S	protein_coding
ENSG00000205853	ENST00000577714	22	-1	32758961	32778039	RFPL3S	protein_coding
ENSG00000100220	ENST00000216038	22	-1	32783569	32808242	RTCB	protein_coding
ENSG00000100220	ENST00000451746	22	-1	32783588	32808224	RTCB	protein_coding
ENSG00000184459	ENST00000300399	22	-1	32809834	32853373	BPIFC	protein_coding
ENSG00000184459	ENST00000397452	22	-1	32809834	32860471	BPIFC	protein_coding
ENSG00000184459	ENST00000534972	22	-1	32810233	32860429	BPIFC	protein_coding
ENSG00000184459	ENST00000432451	22	-1	32810290	32853373	BPIFC	protein_coding
ENSG00000184459	ENST00000397450	22	-1	32849321	32860436	BPIFC	protein_coding
ENSG00000100225	ENST00000266087	22	1	32870663	32894816	FBXO7	protein_coding
ENSG00000100225	ENST00000452138	22	1	32871224	32880092	FBXO7	protein_coding
ENSG00000100225	ENST00000382058	22	1	32871224	32894818	FBXO7	protein_coding
ENSG00000100225	ENST00000397426	22	1	32871244	32894816	FBXO7	protein_coding
ENSG00000100225	ENST00000444207	22	1	32871580	32879970	FBXO7	protein_coding
ENSG00000185666	ENST00000358763	22	-1	32908539	33454358	SYN3	protein_coding
ENSG00000185666	ENST00000332840	22	-1	32908542	33402806	SYN3	protein_coding
ENSG00000100234	ENST00000266085	22	1	33197687	33259030	TIMP3	protein_coding
ENSG00000185666	ENST00000441821	22	-1	33376630	33453844	SYN3	protein_coding
ENSG00000185666	ENST00000412575	22	-1	33376658	33410514	SYN3	protein_coding
ENSG00000133424	ENST00000608642	22	-1	33558212	33780213	LARGE	protein_coding
ENSG00000133424	ENST00000610186	22	-1	33561991	33780213	LARGE	protein_coding
ENSG00000133424	ENST00000609799	22	-1	33562720	33780213	LARGE	protein_coding
ENSG00000133424	ENST00000337431	22	-1	33668847	34316326	LARGE	protein_coding
ENSG00000133424	ENST00000354992	22	-1	33668847	34316409	LARGE	protein_coding
ENSG00000133424	ENST00000397394	22	-1	33669062	34316416	LARGE	protein_coding
ENSG00000133424	ENST00000402320	22	-1	33669075	34316402	LARGE	protein_coding
ENSG00000133424	ENST00000452586	22	-1	33670170	33968239	LARGE	protein_coding
ENSG00000133424	ENST00000437602	22	-1	33670206	34318584	LARGE	protein_coding
ENSG00000133424	ENST00000421768	22	-1	33733755	33968239	LARGE	protein_coding
ENSG00000133424	ENST00000430220	22	-1	34046353	34257612	LARGE	protein_coding
ENSG00000133424	ENST00000413114	22	-1	34046354	34318829	LARGE	protein_coding
ENSG00000133424	ENST00000434071	22	-1	34046435	34285216	LARGE	protein_coding
ENSG00000133424	ENST00000432776	22	-1	34046581	34269393	LARGE	protein_coding
ENSG00000133424	ENST00000423375	22	-1	34046618	34269375	LARGE	protein_coding
ENSG00000175329	ENST00000404699	22	1	35462129	35483379	ISX	protein_coding
ENSG00000175329	ENST00000308700	22	1	35462129	35483380	ISX	protein_coding
ENSG00000100281	ENST00000420166	22	1	35653445	35661563	HMGXB4	protein_coding
ENSG00000100281	ENST00000444518	22	1	35653480	35689762	HMGXB4	protein_coding
ENSG00000100281	ENST00000455359	22	1	35653489	35661560	HMGXB4	protein_coding
ENSG00000100281	ENST00000216106	22	1	35653491	35691757	HMGXB4	protein_coding
ENSG00000100284	ENST00000608749	22	1	35695268	35719623	TOM1	protein_coding
ENSG00000100284	ENST00000447733	22	1	35695268	35743985	TOM1	protein_coding
ENSG00000100284	ENST00000608674	22	1	35695369	35719596	TOM1	protein_coding
ENSG00000100284	ENST00000456128	22	1	35695793	35729485	TOM1	protein_coding
ENSG00000100284	ENST00000449058	22	1	35695797	35743980	TOM1	protein_coding
ENSG00000100284	ENST00000411850	22	1	35695797	35743985	TOM1	protein_coding
ENSG00000100284	ENST00000425375	22	1	35695797	35743985	TOM1	protein_coding
ENSG00000100284	ENST00000436462	22	1	35695887	35743691	TOM1	protein_coding
ENSG00000100284	ENST00000382034	22	1	35695887	35743965	TOM1	protein_coding
ENSG00000100284	ENST00000443206	22	1	35707055	35719812	TOM1	protein_coding
ENSG00000100292	ENST00000412893	22	1	35776354	35783094	HMOX1	protein_coding
ENSG00000100292	ENST00000216117	22	1	35776828	35790207	HMOX1	protein_coding
ENSG00000100297	ENST00000216122	22	1	35796056	35821423	MCM5	protein_coding
ENSG00000100297	ENST00000382011	22	1	35796130	35820494	MCM5	protein_coding
ENSG00000100297	ENST00000416905	22	1	35796163	35802718	MCM5	protein_coding
ENSG00000100297	ENST00000444778	22	1	35796424	35806865	MCM5	protein_coding
ENSG00000100302	ENST00000216127	22	1	35936915	35950048	RASD2	protein_coding
ENSG00000198125	ENST00000401702	22	-1	36002811	36011760	MB	protein_coding
ENSG00000198125	ENST00000397326	22	-1	36002811	36013503	MB	protein_coding
ENSG00000198125	ENST00000397328	22	-1	36002811	36013555	MB	protein_coding
ENSG00000198125	ENST00000359787	22	-1	36002811	36019401	MB	protein_coding
ENSG00000198125	ENST00000406324	22	-1	36003319	36018608	MB	protein_coding
ENSG00000198125	ENST00000443033	22	-1	36003380	36019448	MB	protein_coding
ENSG00000198125	ENST00000442617	22	-1	36003422	36013376	MB	protein_coding
ENSG00000198125	ENST00000451685	22	-1	36006931	36013633	MB	protein_coding
ENSG00000198125	ENST00000447607	22	-1	36006931	36033998	MB	protein_coding
ENSG00000198125	ENST00000419229	22	-1	36007017	36018571	MB	protein_coding
ENSG00000268818	ENST00000594060	22	-1	36023040	36031181	AL049747.1	protein_coding
ENSG00000221963	ENST00000409652	22	1	36044442	36064456	APOL6	protein_coding
ENSG00000128313	ENST00000249044	22	1	36113919	36125530	APOL5	protein_coding
ENSG00000100320	ENST00000405409	22	-1	36134783	36236634	RBFOX2	protein_coding
ENSG00000100320	ENST00000414461	22	-1	36139649	36236265	RBFOX2	protein_coding
ENSG00000100320	ENST00000449924	22	-1	36139649	36236454	RBFOX2	protein_coding
ENSG00000100320	ENST00000262829	22	-1	36139980	36236454	RBFOX2	protein_coding
ENSG00000100320	ENST00000397303	22	-1	36140005	36206051	RBFOX2	protein_coding
ENSG00000100320	ENST00000359369	22	-1	36140030	36334945	RBFOX2	protein_coding
ENSG00000100320	ENST00000416721	22	-1	36140195	36236331	RBFOX2	protein_coding
ENSG00000100320	ENST00000495377	22	-1	36140211	36174079	RBFOX2	protein_coding
ENSG00000100320	ENST00000438146	22	-1	36140252	36424473	RBFOX2	protein_coding
ENSG00000100320	ENST00000473487	22	-1	36156057	36220420	RBFOX2	protein_coding
ENSG00000100320	ENST00000408983	22	-1	36164315	36357714	RBFOX2	protein_coding
ENSG00000100320	ENST00000397305	22	-1	36174075	36236460	RBFOX2	protein_coding
ENSG00000128284	ENST00000397293	22	-1	36536372	36556977	APOL3	protein_coding
ENSG00000128284	ENST00000424878	22	-1	36536372	36562225	APOL3	protein_coding
ENSG00000128284	ENST00000349314	22	-1	36536378	36556977	APOL3	protein_coding
ENSG00000128284	ENST00000361710	22	-1	36536378	36562225	APOL3	protein_coding
ENSG00000128284	ENST00000397287	22	-1	36536378	36562225	APOL3	protein_coding
ENSG00000128284	ENST00000531095	22	-1	36550497	36556831	APOL3	protein_coding
ENSG00000100336	ENST00000404685	22	-1	36585177	36600879	APOL4	protein_coding
ENSG00000100336	ENST00000405511	22	-1	36585177	36600879	APOL4	protein_coding
ENSG00000100336	ENST00000429038	22	-1	36586845	36600852	APOL4	protein_coding
ENSG00000100336	ENST00000332987	22	-1	36587123	36600879	APOL4	protein_coding
ENSG00000100336	ENST00000352371	22	-1	36587123	36600879	APOL4	protein_coding
ENSG00000100336	ENST00000457630	22	-1	36587952	36600852	APOL4	protein_coding
ENSG00000100336	ENST00000419360	22	-1	36591372	36600852	APOL4	protein_coding
ENSG00000100336	ENST00000449084	22	-1	36591384	36600886	APOL4	protein_coding
ENSG00000100336	ENST00000397275	22	-1	36593501	36600789	APOL4	protein_coding
ENSG00000100336	ENST00000328429	22	-1	36593502	36600789	APOL4	protein_coding
ENSG00000100336	ENST00000436763	22	-1	36595381	36600852	APOL4	protein_coding
ENSG00000128335	ENST00000358502	22	-1	36622256	36635689	APOL2	protein_coding
ENSG00000128335	ENST00000249066	22	-1	36622256	36636000	APOL2	protein_coding
ENSG00000128335	ENST00000451256	22	-1	36623388	36635573	APOL2	protein_coding
ENSG00000128335	ENST00000529194	22	-1	36624078	36635273	APOL2	protein_coding
ENSG00000128335	ENST00000454728	22	-1	36624241	36635607	APOL2	protein_coding
ENSG00000100342	ENST00000397278	22	1	36649056	36663571	APOL1	protein_coding
ENSG00000100342	ENST00000422706	22	1	36649117	36663576	APOL1	protein_coding
ENSG00000100342	ENST00000426053	22	1	36649117	36663576	APOL1	protein_coding
ENSG00000100342	ENST00000319136	22	1	36649124	36663567	APOL1	protein_coding
ENSG00000100342	ENST00000438034	22	1	36649179	36657721	APOL1	protein_coding
ENSG00000100342	ENST00000427990	22	1	36649179	36661361	APOL1	protein_coding
ENSG00000100342	ENST00000347595	22	1	36649181	36662207	APOL1	protein_coding
ENSG00000100342	ENST00000397279	22	1	36649187	36663129	APOL1	protein_coding
ENSG00000100342	ENST00000433768	22	1	36649207	36657690	APOL1	protein_coding
ENSG00000100342	ENST00000440669	22	1	36649207	36661610	APOL1	protein_coding
ENSG00000100345	ENST00000216181	22	-1	36677327	36784063	MYH9	protein_coding
ENSG00000100345	ENST00000401701	22	-1	36721078	36761157	MYH9	protein_coding
ENSG00000100345	ENST00000456729	22	-1	36744973	36761156	MYH9	protein_coding
ENSG00000100348	ENST00000216185	22	-1	36863083	36878077	TXN2	protein_coding
ENSG00000100348	ENST00000416967	22	-1	36863093	36877681	TXN2	protein_coding
