ENSG00000198033	ENST00000400113	13	-1	19747910	19755992	TUBA3C	protein_coding
ENSG00000139737	ENST00000351546	13	1	78315295	78338377	SLAIN1	protein_coding
ENSG00000139737	ENST00000441784	13	1	78315354	78335125	SLAIN1	protein_coding
ENSG00000139737	ENST00000314070	13	1	78315472	78337923	SLAIN1	protein_coding
ENSG00000139737	ENST00000462234	13	1	78315491	78320885	SLAIN1	protein_coding
ENSG00000139737	ENST00000496045	13	1	78315673	78320993	SLAIN1	protein_coding
ENSG00000139737	ENST00000474663	13	1	78316884	78327376	SLAIN1	protein_coding
ENSG00000139737	ENST00000481614	13	1	78317192	78318542	SLAIN1	protein_coding
ENSG00000139737	ENST00000358679	13	1	78317240	78338362	SLAIN1	protein_coding
ENSG00000136160	ENST00000446573	13	-1	78469616	78492966	EDNRB	protein_coding
ENSG00000136160	ENST00000377211	13	-1	78469616	78493903	EDNRB	protein_coding
ENSG00000136160	ENST00000334286	13	-1	78469624	78492945	EDNRB	protein_coding
ENSG00000152192	ENST00000377208	13	-1	79172497	79177673	POU4F1	protein_coding
ENSG00000152193	ENST00000282003	13	-1	79188426	79233314	RNF219	protein_coding
ENSG00000139746	ENST00000449987	13	-1	79885962	79915347	RBM26	protein_coding
ENSG00000139746	ENST00000267229	13	-1	79894089	79979923	RBM26	protein_coding
ENSG00000139746	ENST00000438737	13	-1	79894089	79980350	RBM26	protein_coding
ENSG00000139746	ENST00000438724	13	-1	79894143	79979965	RBM26	protein_coding
ENSG00000102471	ENST00000218652	13	1	80055287	80130210	NDFIP2	protein_coding
ENSG00000102471	ENST00000487865	13	1	80055588	80127330	NDFIP2	protein_coding
ENSG00000136158	ENST00000377102	13	-1	80910111	80913794	SPRY2	protein_coding
ENSG00000136158	ENST00000377104	13	-1	80910111	80915086	SPRY2	protein_coding
ENSG00000136158	ENST00000540649	13	-1	80910893	80914243	SPRY2	protein_coding
ENSG00000178235	ENST00000377084	13	-1	84451344	84456528	SLITRK1	protein_coding
ENSG00000184564	ENST00000400286	13	-1	86366925	86373623	SLITRK6	protein_coding
ENSG00000165300	ENST00000325089	13	1	88324870	88331871	SLITRK5	protein_coding
ENSG00000165300	ENST00000400028	13	1	88325498	88330562	SLITRK5	protein_coding
ENSG00000179399	ENST00000377067	13	1	92050929	93519490	GPC5	protein_coding
ENSG00000183098	ENST00000377047	13	1	93879095	95059655	GPC6	protein_coding
ENSG00000080166	ENST00000377028	13	-1	95089558	95131923	DCT	protein_coding
ENSG00000080166	ENST00000446125	13	-1	95091843	95131936	DCT	protein_coding
ENSG00000088451	ENST00000261296	13	-1	95226308	95248511	TGDS	protein_coding
ENSG00000152749	ENST00000376958	13	1	95254157	95286899	GPR180	protein_coding
ENSG00000125285	ENST00000376945	13	-1	95361886	95364389	SOX21	protein_coding
ENSG00000125257	ENST00000412704	13	-1	95672083	95953687	ABCC4	protein_coding
ENSG00000125257	ENST00000376887	13	-1	95672085	95953683	ABCC4	protein_coding
ENSG00000125257	ENST00000536256	13	-1	95748023	95953687	ABCC4	protein_coding
ENSG00000125257	ENST00000431522	13	-1	95748025	95953687	ABCC4	protein_coding
ENSG00000125257	ENST00000538287	13	-1	95818477	95953589	ABCC4	protein_coding
ENSG00000134873	ENST00000376873	13	1	96085858	96232013	CLDN10	protein_coding
ENSG00000134873	ENST00000299339	13	1	96204979	96230501	CLDN10	protein_coding
ENSG00000134873	ENST00000376855	13	1	96212404	96213192	CLDN10	protein_coding
ENSG00000134874	ENST00000347108	13	-1	96230457	96295517	DZIP1	protein_coding
ENSG00000134874	ENST00000361156	13	-1	96230457	96295517	DZIP1	protein_coding
ENSG00000134874	ENST00000361396	13	-1	96233371	96296944	DZIP1	protein_coding
ENSG00000134874	ENST00000376829	13	-1	96234206	96296957	DZIP1	protein_coding
ENSG00000102580	ENST00000602402	13	1	96329393	96447243	DNAJC3	protein_coding
ENSG00000102580	ENST00000376795	13	1	96329412	96444097	DNAJC3	protein_coding
ENSG00000102595	ENST00000376747	13	-1	96453834	96705637	UGGT2	protein_coding
ENSG00000102595	ENST00000376714	13	-1	96635778	96705736	UGGT2	protein_coding
ENSG00000102595	ENST00000397618	13	-1	96637164	96705654	UGGT2	protein_coding
ENSG00000102595	ENST00000376712	13	-1	96642399	96705647	UGGT2	protein_coding
ENSG00000185352	ENST00000376705	13	1	96743093	97485671	HS6ST3	protein_coding
ENSG00000165621	ENST00000298440	13	-1	97637973	97646604	OXGR1	protein_coding
ENSG00000165621	ENST00000543457	13	-1	97639000	97646623	OXGR1	protein_coding
ENSG00000165621	ENST00000541518	13	-1	97639807	97646984	OXGR1	protein_coding
ENSG00000165621	ENST00000541038	13	-1	97639827	97646730	OXGR1	protein_coding
ENSG00000139793	ENST00000397601	13	1	97873688	98046374	MBNL2	protein_coding
ENSG00000139793	ENST00000343600	13	1	97874574	98046373	MBNL2	protein_coding
ENSG00000139793	ENST00000345429	13	1	97874609	98046374	MBNL2	protein_coding
ENSG00000139793	ENST00000376673	13	1	97874609	98046374	MBNL2	protein_coding
ENSG00000139793	ENST00000445661	13	1	97928458	98043867	MBNL2	protein_coding
ENSG00000139793	ENST00000449284	13	1	98009050	98043853	MBNL2	protein_coding
ENSG00000125249	ENST00000245304	13	1	98086476	98121382	RAP2A	protein_coding
ENSG00000065150	ENST00000460070	13	1	98605912	98637876	IPO5	protein_coding
ENSG00000065150	ENST00000481455	13	1	98605929	98637808	IPO5	protein_coding
ENSG00000065150	ENST00000261574	13	1	98605929	98676551	IPO5	protein_coding
ENSG00000065150	ENST00000493281	13	1	98605937	98634804	IPO5	protein_coding
ENSG00000065150	ENST00000463157	13	1	98605937	98637713	IPO5	protein_coding
ENSG00000065150	ENST00000471898	13	1	98605937	98637726	IPO5	protein_coding
ENSG00000065150	ENST00000489058	13	1	98605948	98629046	IPO5	protein_coding
ENSG00000065150	ENST00000481689	13	1	98605968	98637745	IPO5	protein_coding
ENSG00000065150	ENST00000480611	13	1	98606180	98637801	IPO5	protein_coding
ENSG00000065150	ENST00000485433	13	1	98606213	98634838	IPO5	protein_coding
ENSG00000065150	ENST00000496368	13	1	98612446	98637743	IPO5	protein_coding
ENSG00000065150	ENST00000421861	13	1	98612472	98637769	IPO5	protein_coding
ENSG00000065150	ENST00000357602	13	1	98612503	98674743	IPO5	protein_coding
ENSG00000065150	ENST00000475420	13	1	98627885	98642424	IPO5	protein_coding
ENSG00000065150	ENST00000480641	13	1	98628719	98641363	IPO5	protein_coding
ENSG00000065150	ENST00000490680	13	1	98628886	98674136	IPO5	protein_coding
ENSG00000065150	ENST00000539640	13	1	98628929	98674131	IPO5	protein_coding
ENSG00000065150	ENST00000403772	13	1	98628957	98642756	IPO5	protein_coding
ENSG00000065150	ENST00000469360	13	1	98629217	98674282	IPO5	protein_coding
ENSG00000065150	ENST00000473582	13	1	98632124	98642464	IPO5	protein_coding
ENSG00000152767	ENST00000595437	13	1	98794816	99102027	FARP1	protein_coding
ENSG00000152767	ENST00000376586	13	1	98795434	99102016	FARP1	protein_coding
ENSG00000152767	ENST00000319562	13	1	98795505	99102023	FARP1	protein_coding
ENSG00000152767	ENST00000376581	13	1	98795734	98897558	FARP1	protein_coding
ENSG00000139797	ENST00000267291	13	-1	98828039	98829519	RNF113B	protein_coding
ENSG00000152767	ENST00000598389	13	1	98830071	99037098	FARP1	protein_coding
ENSG00000152767	ENST00000599040	13	1	98984012	99038008	FARP1	protein_coding
ENSG00000152767	ENST00000601009	13	1	99030075	99041947	FARP1	protein_coding
ENSG00000152767	ENST00000423063	13	1	99083297	99088355	FARP1	protein_coding
ENSG00000152767	ENST00000596256	13	1	99083335	99093050	FARP1	protein_coding
ENSG00000102572	ENST00000376554	13	-1	99102455	99118815	STK24	protein_coding
ENSG00000102572	ENST00000397517	13	-1	99102455	99229117	STK24	protein_coding
ENSG00000102572	ENST00000376547	13	-1	99104413	99174252	STK24	protein_coding
ENSG00000102572	ENST00000539966	13	-1	99105169	99229122	STK24	protein_coding
ENSG00000102572	ENST00000418038	13	-1	99107675	99116039	STK24	protein_coding
ENSG00000102572	ENST00000444574	13	-1	99108236	99171521	STK24	protein_coding
ENSG00000088386	ENST00000376503	13	-1	99336055	99404908	SLC15A1	protein_coding
ENSG00000088387	ENST00000400228	13	-1	99445741	99484047	DOCK9	protein_coding
ENSG00000088387	ENST00000376460	13	-1	99445741	99630244	DOCK9	protein_coding
ENSG00000088387	ENST00000339416	13	-1	99446880	99738660	DOCK9	protein_coding
ENSG00000088387	ENST00000419908	13	-1	99452542	99481709	DOCK9	protein_coding
ENSG00000088387	ENST00000451563	13	-1	99459915	99481620	DOCK9	protein_coding
ENSG00000088387	ENST00000340449	13	-1	99461563	99499938	DOCK9	protein_coding
ENSG00000088387	ENST00000448493	13	-1	99461565	99667973	DOCK9	protein_coding
ENSG00000088387	ENST00000449796	13	-1	99483650	99508238	DOCK9	protein_coding
ENSG00000088387	ENST00000450257	13	-1	99484028	99502334	DOCK9	protein_coding
ENSG00000088387	ENST00000442173	13	-1	99512437	99630338	DOCK9	protein_coding
ENSG00000088387	ENST00000427887	13	-1	99574305	99738879	DOCK9	protein_coding
ENSG00000134882	ENST00000355700	13	1	99853028	100037569	UBAC2	protein_coding
ENSG00000134882	ENST00000403766	13	1	99853028	100037794	UBAC2	protein_coding
ENSG00000134882	ENST00000376440	13	1	99853163	100038681	UBAC2	protein_coding
ENSG00000134882	ENST00000457666	13	1	99853170	99896878	UBAC2	protein_coding
ENSG00000125245	ENST00000397470	13	-1	99906968	99910682	GPR18	protein_coding
ENSG00000125245	ENST00000397473	13	-1	99906968	99910682	GPR18	protein_coding
ENSG00000125245	ENST00000340807	13	-1	99906986	99913998	GPR18	protein_coding
ENSG00000125245	ENST00000416594	13	-1	99907833	99910628	GPR18	protein_coding
ENSG00000169508	ENST00000376414	13	-1	99946784	99959659	GPR183	protein_coding
ENSG00000125246	ENST00000376355	13	1	100258919	100549387	CLYBL	protein_coding
ENSG00000125246	ENST00000444838	13	1	100258923	100530447	CLYBL	protein_coding
ENSG00000125246	ENST00000376360	13	1	100258923	100544824	CLYBL	protein_coding
ENSG00000125246	ENST00000376354	13	1	100258944	100543867	CLYBL	protein_coding
ENSG00000125246	ENST00000339105	13	1	100258950	100544818	CLYBL	protein_coding
ENSG00000125246	ENST00000416504	13	1	100511115	100517492	CLYBL	protein_coding
ENSG00000125246	ENST00000443887	13	1	100511115	100517492	CLYBL	protein_coding
ENSG00000125246	ENST00000419700	13	1	100518571	100545148	CLYBL	protein_coding
ENSG00000125246	ENST00000425186	13	1	100523272	100543866	CLYBL	protein_coding
ENSG00000139800	ENST00000267294	13	-1	100615218	100624163	ZIC5	protein_coding
ENSG00000043355	ENST00000376335	13	1	100634026	100639018	ZIC2	protein_coding
ENSG00000175198	ENST00000376279	13	1	100741269	101182686	PCCA	protein_coding
ENSG00000175198	ENST00000376286	13	1	100741269	101182686	PCCA	protein_coding
ENSG00000175198	ENST00000376285	13	1	100741337	101182686	PCCA	protein_coding
ENSG00000175198	ENST00000424527	13	1	100945478	101077985	PCCA	protein_coding
ENSG00000175198	ENST00000443601	13	1	100958030	100992513	PCCA	protein_coding
ENSG00000175198	ENST00000458283	13	1	101020726	101182686	PCCA	protein_coding
ENSG00000175198	ENST00000413170	13	1	101020753	101144071	PCCA	protein_coding
ENSG00000175198	ENST00000428969	13	1	101167681	101182686	PCCA	protein_coding
ENSG00000134864	ENST00000376250	13	-1	101183810	101236251	GGACT	protein_coding
ENSG00000134864	ENST00000455100	13	-1	101183811	101185997	GGACT	protein_coding
ENSG00000134864	ENST00000467518	13	-1	101184749	101185923	GGACT	protein_coding
ENSG00000134864	ENST00000492399	13	-1	101184749	101241782	GGACT	protein_coding
ENSG00000134864	ENST00000464500	13	-1	101184768	101185907	GGACT	protein_coding
ENSG00000134864	ENST00000471912	13	-1	101184768	101240985	GGACT	protein_coding
ENSG00000125247	ENST00000376234	13	-1	101256181	101327133	TMTC4	protein_coding
ENSG00000125247	ENST00000342624	13	-1	101256188	101327049	TMTC4	protein_coding
ENSG00000125247	ENST00000328767	13	-1	101257125	101327028	TMTC4	protein_coding
ENSG00000125247	ENST00000423847	13	-1	101320833	101327133	TMTC4	protein_coding
ENSG00000125247	ENST00000475272	13	-1	101320833	101327347	TMTC4	protein_coding
ENSG00000102452	ENST00000251127	13	-1	101706130	102068706	NALCN	protein_coding
ENSG00000102452	ENST00000376196	13	-1	101832749	102068784	NALCN	protein_coding
ENSG00000102452	ENST00000376200	13	-1	102020896	102051505	NALCN	protein_coding
ENSG00000198542	ENST00000376180	13	1	102104966	102368794	ITGBL1	protein_coding
ENSG00000198542	ENST00000545560	13	1	102105018	102370694	ITGBL1	protein_coding
ENSG00000198542	ENST00000376162	13	1	102142303	102368309	ITGBL1	protein_coding
ENSG00000198542	ENST00000490242	13	1	102250495	102370694	ITGBL1	protein_coding
ENSG00000102466	ENST00000376131	13	-1	102372134	103054124	FGF14	protein_coding
ENSG00000102466	ENST00000376143	13	-1	102375181	102568995	FGF14	protein_coding
ENSG00000134900	ENST00000376065	13	1	103249353	103330811	TPP2	protein_coding
ENSG00000134900	ENST00000376052	13	1	103249373	103331521	TPP2	protein_coding
ENSG00000139780	ENST00000267273	13	-1	103338094	103346854	METTL21C	protein_coding
ENSG00000175820	ENST00000322527	13	-1	103381801	103389159	CCDC168	protein_coding
ENSG00000151287	ENST00000376027	13	-1	103418340	103423184	TEX30	protein_coding
ENSG00000151287	ENST00000376019	13	-1	103418460	103422620	TEX30	protein_coding
ENSG00000151287	ENST00000376022	13	-1	103418460	103426105	TEX30	protein_coding
ENSG00000151287	ENST00000376021	13	-1	103418460	103426109	TEX30	protein_coding
ENSG00000151287	ENST00000376029	13	-1	103418460	103426161	TEX30	protein_coding
ENSG00000151287	ENST00000376032	13	-1	103418460	103426161	TEX30	protein_coding
ENSG00000134901	ENST00000376004	13	-1	103436631	103451357	KDELC1	protein_coding
ENSG00000134897	ENST00000257336	13	1	103451399	103493881	BIVM	protein_coding
ENSG00000134897	ENST00000448849	13	1	103451399	103493885	BIVM	protein_coding
ENSG00000134897	ENST00000419638	13	1	103451561	103492168	BIVM	protein_coding
ENSG00000270181	ENST00000602836	13	1	103459704	103524748	BIVM-ERCC5	protein_coding
ENSG00000134899	ENST00000355739	13	1	103497194	103528345	ERCC5	protein_coding
ENSG00000134899	ENST00000535557	13	1	103498174	103511287	ERCC5	protein_coding
ENSG00000134899	ENST00000375954	13	1	103517068	103528333	ERCC5	protein_coding
ENSG00000125255	ENST00000245312	13	-1	103696350	103719196	SLC10A2	protein_coding
ENSG00000182346	ENST00000375936	13	1	106118592	106143383	DAOA	protein_coding
ENSG00000182346	ENST00000329625	13	1	106118619	106143336	DAOA	protein_coding
ENSG00000125266	ENST00000245323	13	-1	107142079	107187462	EFNB2	protein_coding
ENSG00000134884	ENST00000400198	13	-1	107194021	107220512	ARGLU1	protein_coding
ENSG00000134884	ENST00000375926	13	-1	107196176	107214299	ARGLU1	protein_coding
ENSG00000134884	ENST00000360629	13	-1	107209454	107219971	ARGLU1	protein_coding
ENSG00000204442	ENST00000375915	13	-1	107820883	108519083	FAM155A	protein_coding
ENSG00000174405	ENST00000356922	13	-1	108859787	108867130	LIG4	protein_coding
ENSG00000174405	ENST00000442234	13	-1	108859794	108867888	LIG4	protein_coding
ENSG00000174405	ENST00000405925	13	-1	108859794	108870716	LIG4	protein_coding
ENSG00000139826	ENST00000375898	13	1	108870727	108886603	ABHD13	protein_coding
ENSG00000102524	ENST00000430559	13	1	108921977	108959365	TNFSF13B	protein_coding
ENSG00000102524	ENST00000375887	13	1	108922066	108960832	TNFSF13B	protein_coding
ENSG00000102524	ENST00000542136	13	1	108922244	108955815	TNFSF13B	protein_coding
ENSG00000041515	ENST00000356711	13	1	109248500	109860355	MYO16	protein_coding
ENSG00000041515	ENST00000251041	13	1	109318231	109701330	MYO16	protein_coding
ENSG00000041515	ENST00000357550	13	1	109318231	109860341	MYO16	protein_coding
ENSG00000041515	ENST00000457511	13	1	109538517	109780039	MYO16	protein_coding
ENSG00000185950	ENST00000375856	13	-1	110406184	110438915	IRS2	protein_coding
ENSG00000187498	ENST00000375820	13	-1	110801318	110959496	COL4A1	protein_coding
ENSG00000187498	ENST00000543140	13	-1	110843090	110959478	COL4A1	protein_coding
ENSG00000134871	ENST00000400163	13	1	110958159	111077215	COL4A2	protein_coding
ENSG00000134871	ENST00000360467	13	1	110959614	111165374	COL4A2	protein_coding
ENSG00000139832	ENST00000267328	13	-1	111175417	111214080	RAB20	protein_coding
ENSG00000213995	ENST00000458711	13	1	111267881	111291542	CARKD	protein_coding
ENSG00000213995	ENST00000424185	13	1	111267922	111291452	CARKD	protein_coding
ENSG00000213995	ENST00000397191	13	1	111267931	111287876	CARKD	protein_coding
ENSG00000213995	ENST00000309957	13	1	111268008	111292340	CARKD	protein_coding
ENSG00000134905	ENST00000257347	13	-1	111293764	111358504	CARS2	protein_coding
ENSG00000134905	ENST00000537743	13	-1	111315185	111329371	CARS2	protein_coding
ENSG00000134905	ENST00000542709	13	-1	111340069	111358144	CARS2	protein_coding
ENSG00000153487	ENST00000338450	13	1	111365083	111372522	ING1	protein_coding
ENSG00000153487	ENST00000333219	13	1	111365625	111373421	ING1	protein_coding
ENSG00000153487	ENST00000375775	13	1	111365807	111372522	ING1	protein_coding
ENSG00000153487	ENST00000375774	13	1	111367329	111373418	ING1	protein_coding
ENSG00000255874	ENST00000538077	13	-1	111521578	111522162	LINC00346	protein_coding
ENSG00000088448	ENST00000267339	13	-1	111530887	111567416	ANKRD10	protein_coding
ENSG00000088448	ENST00000375758	13	-1	111530888	111567416	ANKRD10	protein_coding
ENSG00000088448	ENST00000603993	13	-1	111535542	111545479	ANKRD10	protein_coding
ENSG00000088448	ENST00000310847	13	-1	111545045	111567353	ANKRD10	protein_coding
ENSG00000102606	ENST00000317133	13	1	111766966	111945783	ARHGEF7	protein_coding
ENSG00000102606	ENST00000375739	13	1	111767624	111947542	ARHGEF7	protein_coding
ENSG00000102606	ENST00000375741	13	1	111767624	111947542	ARHGEF7	protein_coding
ENSG00000102606	ENST00000449979	13	1	111767775	111870227	ARHGEF7	protein_coding
ENSG00000102606	ENST00000370623	13	1	111767874	111958078	ARHGEF7	protein_coding
ENSG00000102606	ENST00000491775	13	1	111805994	111870147	ARHGEF7	protein_coding
ENSG00000102606	ENST00000466143	13	1	111806036	111935573	ARHGEF7	protein_coding
ENSG00000102606	ENST00000544132	13	1	111806036	111935645	ARHGEF7	protein_coding
ENSG00000102606	ENST00000218789	13	1	111806061	111958078	ARHGEF7	protein_coding
ENSG00000102606	ENST00000375736	13	1	111806085	111958078	ARHGEF7	protein_coding
ENSG00000102606	ENST00000467053	13	1	111837285	111870212	ARHGEF7	protein_coding
ENSG00000102606	ENST00000426073	13	1	111839201	111958084	ARHGEF7	protein_coding
ENSG00000102606	ENST00000426768	13	1	111855407	111870232	ARHGEF7	protein_coding
ENSG00000102606	ENST00000375737	13	1	111855415	111955650	ARHGEF7	protein_coding
ENSG00000102606	ENST00000375723	13	1	111857636	111947539	ARHGEF7	protein_coding
ENSG00000102606	ENST00000478679	13	1	111893567	111944805	ARHGEF7	protein_coding
ENSG00000153495	ENST00000283547	13	1	111973015	111996594	TEX29	protein_coding
ENSG00000204398	ENST00000375713	13	1	112240638	112324955	RP11-65D24.2	protein_coding
ENSG00000182968	ENST00000330949	13	1	112721913	112726020	SOX1	protein_coding
ENSG00000153498	ENST00000283550	13	1	113030633	113089003	SPACA7	protein_coding
ENSG00000153498	ENST00000414180	13	1	113030669	113053487	SPACA7	protein_coding
ENSG00000153498	ENST00000443541	13	1	113030702	113055410	SPACA7	protein_coding
ENSG00000153498	ENST00000375699	13	1	113036592	113089003	SPACA7	protein_coding
ENSG00000126216	ENST00000261965	13	-1	113139325	113242481	TUBGCP3	protein_coding
ENSG00000126216	ENST00000375669	13	-1	113153123	113242439	TUBGCP3	protein_coding
ENSG00000197595	ENST00000356049	13	1	113301358	113338811	C13orf35	protein_coding
ENSG00000068650	ENST00000283558	13	1	113344643	113532608	ATP11A	protein_coding
ENSG00000068650	ENST00000375630	13	1	113344643	113541482	ATP11A	protein_coding
ENSG00000068650	ENST00000375645	13	1	113344643	113541482	ATP11A	protein_coding
ENSG00000068650	ENST00000487903	13	1	113344643	113541482	ATP11A	protein_coding
ENSG00000068650	ENST00000418678	13	1	113439486	113515112	ATP11A	protein_coding
ENSG00000068650	ENST00000419631	13	1	113526082	113538272	ATP11A	protein_coding
ENSG00000068650	ENST00000415301	13	1	113530123	113536502	ATP11A	protein_coding
ENSG00000126217	ENST00000375608	13	1	113548692	113751175	MCF2L	protein_coding
ENSG00000126217	ENST00000442652	13	1	113556507	113750999	MCF2L	protein_coding
ENSG00000126217	ENST00000397036	13	1	113556509	113564933	MCF2L	protein_coding
ENSG00000126217	ENST00000375604	13	1	113622757	113752862	MCF2L	protein_coding
ENSG00000126217	ENST00000397030	13	1	113622814	113754053	MCF2L	protein_coding
ENSG00000126217	ENST00000535094	13	1	113623535	113751388	MCF2L	protein_coding
ENSG00000126217	ENST00000421756	13	1	113633626	113750801	MCF2L	protein_coding
ENSG00000126217	ENST00000375601	13	1	113633655	113752862	MCF2L	protein_coding
ENSG00000126217	ENST00000433807	13	1	113639432	113679068	MCF2L	protein_coding
ENSG00000126217	ENST00000434480	13	1	113639437	113750999	MCF2L	protein_coding
ENSG00000126217	ENST00000409954	13	1	113655584	113718625	MCF2L	protein_coding
ENSG00000126217	ENST00000423482	13	1	113656031	113751224	MCF2L	protein_coding
ENSG00000126217	ENST00000375597	13	1	113656068	113744497	MCF2L	protein_coding
ENSG00000126217	ENST00000397024	13	1	113656207	113681382	MCF2L	protein_coding
ENSG00000126217	ENST00000486806	13	1	113678978	113688451	MCF2L	protein_coding
ENSG00000126217	ENST00000473345	13	1	113679012	113707067	MCF2L	protein_coding
ENSG00000126217	ENST00000397021	13	1	113698976	113701169	MCF2L	protein_coding
ENSG00000126217	ENST00000423251	13	1	113699165	113719617	MCF2L	protein_coding
ENSG00000126217	ENST00000397017	13	1	113728781	113752522	MCF2L	protein_coding
ENSG00000126217	ENST00000413354	13	1	113740502	113750713	MCF2L	protein_coding
ENSG00000126217	ENST00000261963	13	1	113741664	113752702	MCF2L	protein_coding
ENSG00000126217	ENST00000453297	13	1	113741713	113751983	MCF2L	protein_coding
ENSG00000126217	ENST00000439475	13	1	113742110	113748918	MCF2L	protein_coding
ENSG00000126217	ENST00000420013	13	1	113743950	113751146	MCF2L	protein_coding
ENSG00000126217	ENST00000441756	13	1	113744005	113749492	MCF2L	protein_coding
ENSG00000268130	ENST00000593656	13	-1	113755563	113756608	AL137002.1	protein_coding
ENSG00000057593	ENST00000541084	13	1	113760105	113773430	F7	protein_coding
ENSG00000057593	ENST00000346342	13	1	113760105	113774345	F7	protein_coding
ENSG00000057593	ENST00000375581	13	1	113760121	113774995	F7	protein_coding
ENSG00000126218	ENST00000409306	13	1	113777128	113803776	F10	protein_coding
ENSG00000126218	ENST00000375551	13	1	113777128	113803841	F10	protein_coding
ENSG00000126218	ENST00000375559	13	1	113777132	113803843	F10	protein_coding
ENSG00000126231	ENST00000342783	13	1	113812968	113826694	PROZ	protein_coding
ENSG00000126231	ENST00000375547	13	1	113812968	113826694	PROZ	protein_coding
ENSG00000126226	ENST00000337344	13	-1	113831891	113863025	PCID2	protein_coding
ENSG00000126226	ENST00000375477	13	-1	113831925	113862980	PCID2	protein_coding
ENSG00000126226	ENST00000375479	13	-1	113831925	113863029	PCID2	protein_coding
ENSG00000126226	ENST00000375459	13	-1	113831926	113862420	PCID2	protein_coding
ENSG00000126226	ENST00000246505	13	-1	113831926	113862983	PCID2	protein_coding
ENSG00000126226	ENST00000375457	13	-1	113831931	113862964	PCID2	protein_coding
ENSG00000139842	ENST00000375441	13	1	113862552	113917896	CUL4A	protein_coding
ENSG00000139842	ENST00000451881	13	1	113863086	113919391	CUL4A	protein_coding
ENSG00000139842	ENST00000326335	13	1	113863150	113919399	CUL4A	protein_coding
ENSG00000139842	ENST00000375440	13	1	113863858	113917896	CUL4A	protein_coding
ENSG00000185896	ENST00000332556	13	1	113951556	113977987	LAMP1	protein_coding
ENSG00000185896	ENST00000397181	13	1	113951700	113977032	LAMP1	protein_coding
ENSG00000139835	ENST00000375431	13	-1	113978505	114018441	GRTP1	protein_coding
ENSG00000139835	ENST00000326039	13	-1	113979377	114009751	GRTP1	protein_coding
ENSG00000139835	ENST00000375430	13	-1	113979498	114018413	GRTP1	protein_coding
ENSG00000153531	ENST00000356501	13	-1	114076260	114103457	ADPRHL1	protein_coding
ENSG00000153531	ENST00000375418	13	-1	114076948	114107839	ADPRHL1	protein_coding
ENSG00000153531	ENST00000413169	13	-1	114079367	114103592	ADPRHL1	protein_coding
ENSG00000150401	ENST00000332592	13	-1	114110134	114145006	DCUN1D2	protein_coding
ENSG00000150401	ENST00000478244	13	-1	114111362	114145267	DCUN1D2	protein_coding
ENSG00000150401	ENST00000375399	13	-1	114117166	114145023	DCUN1D2	protein_coding
ENSG00000150401	ENST00000465938	13	-1	114128512	114138505	DCUN1D2	protein_coding
ENSG00000150401	ENST00000496873	13	-1	114128525	114145266	DCUN1D2	protein_coding
ENSG00000150401	ENST00000439909	13	-1	114134963	114145006	DCUN1D2	protein_coding
ENSG00000150401	ENST00000465710	13	-1	114138278	114144809	DCUN1D2	protein_coding
ENSG00000150403	ENST00000434316	13	1	114145310	114204510	TMCO3	protein_coding
ENSG00000150403	ENST00000375391	13	1	114145358	114204542	TMCO3	protein_coding
ENSG00000198176	ENST00000538138	13	1	114239013	114294713	TFDP1	protein_coding
ENSG00000198176	ENST00000375370	13	1	114239056	114295785	TFDP1	protein_coding
ENSG00000198176	ENST00000544902	13	1	114239588	114294625	TFDP1	protein_coding
ENSG00000198176	ENST00000408980	13	1	114239648	114290311	TFDP1	protein_coding
ENSG00000198176	ENST00000453989	13	1	114239741	114287602	TFDP1	protein_coding
ENSG00000186009	ENST00000335288	13	-1	114303119	114312501	ATP4B	protein_coding
ENSG00000185974	ENST00000335678	13	1	114321470	114440708	GRK1	protein_coding
ENSG00000184497	ENST00000375353	13	1	114462216	114514899	TMEM255B	protein_coding
ENSG00000184497	ENST00000375348	13	1	114471109	114502830	TMEM255B	protein_coding
ENSG00000183087	ENST00000418959	13	-1	114523524	114536714	GAS6	protein_coding
ENSG00000183087	ENST00000450766	13	-1	114523524	114539017	GAS6	protein_coding
ENSG00000183087	ENST00000355761	13	-1	114523524	114550056	GAS6	protein_coding
ENSG00000183087	ENST00000357389	13	-1	114523524	114567046	GAS6	protein_coding
ENSG00000183087	ENST00000327773	13	-1	114523531	114567040	GAS6	protein_coding
ENSG00000185989	ENST00000334062	13	-1	114747194	114898086	RASA3	protein_coding
ENSG00000185989	ENST00000389544	13	-1	114748438	114843438	RASA3	protein_coding
ENSG00000185989	ENST00000542651	13	-1	114782731	114898027	RASA3	protein_coding
ENSG00000130177	ENST00000360383	13	1	115000362	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000375312	13	1	115000362	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000356221	13	1	115000452	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000375310	13	1	115000454	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000252457	13	1	115000536	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000375308	13	1	115000536	115038150	CDC16	protein_coding
ENSG00000130177	ENST00000252458	13	1	115000556	115038198	CDC16	protein_coding
ENSG00000169062	ENST00000375299	13	1	115047059	115071283	UPF3A	protein_coding
ENSG00000169062	ENST00000351487	13	1	115047103	115071283	UPF3A	protein_coding
