ENSG00000268640	ENST00000594563	12	1	147052	147377	AC026369.1	protein_coding
ENSG00000161642	ENST00000546919	12	-1	54764790	54779048	ZNF385A	protein_coding
ENSG00000161642	ENST00000549937	12	-1	54764808	54778244	ZNF385A	protein_coding
ENSG00000161642	ENST00000549962	12	-1	54765275	54785065	ZNF385A	protein_coding
ENSG00000161642	ENST00000547210	12	-1	54765367	54778507	ZNF385A	protein_coding
ENSG00000161642	ENST00000550774	12	-1	54765426	54785082	ZNF385A	protein_coding
ENSG00000161642	ENST00000550120	12	-1	54765468	54778493	ZNF385A	protein_coding
ENSG00000161638	ENST00000293379	12	-1	54789045	54813244	ITGA5	protein_coding
ENSG00000161638	ENST00000547197	12	-1	54789679	54793697	ITGA5	protein_coding
ENSG00000170627	ENST00000552397	12	-1	54849738	54866411	GTSF1	protein_coding
ENSG00000170627	ENST00000305879	12	-1	54849741	54867383	GTSF1	protein_coding
ENSG00000123338	ENST00000293373	12	1	54891495	54937726	NCKAP1L	protein_coding
ENSG00000123338	ENST00000545638	12	1	54892568	54936747	NCKAP1L	protein_coding
ENSG00000123360	ENST00000243052	12	1	54943134	54973023	PDE1B	protein_coding
ENSG00000123360	ENST00000538346	12	1	54943864	54971713	PDE1B	protein_coding
ENSG00000123360	ENST00000550620	12	1	54955241	54972097	PDE1B	protein_coding
ENSG00000135447	ENST00000547431	12	-1	54969171	54982300	PPP1R1A	protein_coding
ENSG00000135447	ENST00000257905	12	-1	54973032	54982443	PPP1R1A	protein_coding
ENSG00000135447	ENST00000553113	12	-1	54973896	54978100	PPP1R1A	protein_coding
ENSG00000135413	ENST00000546721	12	-1	55024595	55026985	LACRT	protein_coding
ENSG00000135413	ENST00000547511	12	-1	55024595	55028664	LACRT	protein_coding
ENSG00000135413	ENST00000257867	12	-1	55024596	55028679	LACRT	protein_coding
ENSG00000161634	ENST00000293371	12	-1	55038375	55042277	DCD	protein_coding
ENSG00000161634	ENST00000456047	12	-1	55038414	55042277	DCD	protein_coding
ENSG00000172551	ENST00000546809	12	1	55233153	55252171	MUCL1	protein_coding
ENSG00000172551	ENST00000308796	12	1	55248321	55252177	MUCL1	protein_coding
ENSG00000135426	ENST00000524622	12	-1	55341802	55367714	TESPA1	protein_coding
ENSG00000135426	ENST00000528240	12	-1	55343862	55356481	TESPA1	protein_coding
ENSG00000135426	ENST00000532804	12	-1	55343864	55367467	TESPA1	protein_coding
ENSG00000135426	ENST00000449076	12	-1	55343865	55378456	TESPA1	protein_coding
ENSG00000135426	ENST00000316577	12	-1	55343954	55375622	TESPA1	protein_coding
ENSG00000135426	ENST00000532757	12	-1	55344114	55367342	TESPA1	protein_coding
ENSG00000135426	ENST00000531122	12	-1	55344138	55367470	TESPA1	protein_coding
ENSG00000135426	ENST00000526532	12	-1	55357525	55367338	TESPA1	protein_coding
ENSG00000135426	ENST00000533446	12	-1	55357585	55367507	TESPA1	protein_coding
ENSG00000135426	ENST00000524668	12	-1	55361637	55378515	TESPA1	protein_coding
ENSG00000135426	ENST00000533607	12	-1	55368204	55378530	TESPA1	protein_coding
ENSG00000123307	ENST00000242994	12	1	55413729	55423798	NEUROD4	protein_coding
ENSG00000170605	ENST00000305377	12	1	55523465	55524586	OR9K2	protein_coding
ENSG00000179919	ENST00000326258	12	1	55614809	55615759	OR10A7	protein_coding
ENSG00000197706	ENST00000343870	12	1	55640982	55642086	OR6C74	protein_coding
ENSG00000188324	ENST00000358433	12	-1	55688072	55689016	OR6C6	protein_coding
ENSG00000205330	ENST00000379668	12	1	55714346	55715408	OR6C1	protein_coding
ENSG00000205329	ENST00000379667	12	1	55725485	55726420	OR6C3	protein_coding
ENSG00000187857	ENST00000343399	12	1	55758895	55759833	OR6C75	protein_coding
ENSG00000205328	ENST00000379665	12	1	55794214	55795289	OR6C65	protein_coding
ENSG00000185821	ENST00000328314	12	1	55820038	55820976	OR6C76	protein_coding
ENSG00000179695	ENST00000322678	12	1	55845998	55846936	OR6C2	protein_coding
ENSG00000184954	ENST00000327335	12	-1	55862984	55863922	OR6C70	protein_coding
ENSG00000205327	ENST00000379662	12	1	55886147	55887100	OR6C68	protein_coding
ENSG00000205327	ENST00000548615	12	1	55886162	55887100	OR6C68	protein_coding
ENSG00000179626	ENST00000394256	12	1	55944983	55946028	OR6C4	protein_coding
ENSG00000179615	ENST00000321688	12	1	55968199	55969128	OR2AP1	protein_coding
ENSG00000175398	ENST00000309675	12	1	56030644	56031638	OR10P1	protein_coding
ENSG00000170439	ENST00000394252	12	1	56075330	56078395	METTL7B	protein_coding
ENSG00000135424	ENST00000553804	12	-1	56078352	56101485	ITGA7	protein_coding
ENSG00000135424	ENST00000257879	12	-1	56078352	56101682	ITGA7	protein_coding
ENSG00000135424	ENST00000347027	12	-1	56078356	56101668	ITGA7	protein_coding
ENSG00000135424	ENST00000452168	12	-1	56078356	56106195	ITGA7	protein_coding
ENSG00000135424	ENST00000257880	12	-1	56078373	56101686	ITGA7	protein_coding
ENSG00000135424	ENST00000394229	12	-1	56078373	56101686	ITGA7	protein_coding
ENSG00000135424	ENST00000394230	12	-1	56078373	56101686	ITGA7	protein_coding
ENSG00000135424	ENST00000555728	12	-1	56078487	56101495	ITGA7	protein_coding
ENSG00000135424	ENST00000557555	12	-1	56078642	56082675	ITGA7	protein_coding
ENSG00000135424	ENST00000557257	12	-1	56092558	56105902	ITGA7	protein_coding
ENSG00000135441	ENST00000257899	12	1	56109820	56113487	BLOC1S1	protein_coding
ENSG00000258311	ENST00000550412	12	1	56109820	56118487	RP11-644F5.10	protein_coding
ENSG00000135441	ENST00000548925	12	1	56109821	56113487	BLOC1S1	protein_coding
ENSG00000135441	ENST00000549147	12	1	56109822	56113871	BLOC1S1	protein_coding
ENSG00000135441	ENST00000547076	12	1	56110076	56113487	BLOC1S1	protein_coding
ENSG00000135441	ENST00000551926	12	1	56110297	56113127	BLOC1S1	protein_coding
ENSG00000135441	ENST00000548556	12	1	56110315	56113487	BLOC1S1	protein_coding
ENSG00000258311	ENST00000549424	12	1	56110374	56115578	RP11-644F5.10	protein_coding
ENSG00000135437	ENST00000547072	12	1	56114151	56118390	RDH5	protein_coding
ENSG00000135437	ENST00000552930	12	1	56114177	56115620	RDH5	protein_coding
ENSG00000135437	ENST00000257895	12	1	56114182	56118489	RDH5	protein_coding
ENSG00000135437	ENST00000548082	12	1	56114197	56118489	RDH5	protein_coding
ENSG00000135404	ENST00000548898	12	-1	56119107	56120892	CD63	protein_coding
ENSG00000135404	ENST00000552067	12	-1	56119232	56120912	CD63	protein_coding
ENSG00000135404	ENST00000420846	12	-1	56119233	56122910	CD63	protein_coding
ENSG00000135404	ENST00000548160	12	-1	56119254	56120843	CD63	protein_coding
ENSG00000135404	ENST00000546939	12	-1	56119254	56121684	CD63	protein_coding
ENSG00000135404	ENST00000552692	12	-1	56119254	56122266	CD63	protein_coding
ENSG00000135404	ENST00000549117	12	-1	56119266	56123491	CD63	protein_coding
ENSG00000135404	ENST00000257857	12	-1	56119271	56123004	CD63	protein_coding
ENSG00000135404	ENST00000552754	12	-1	56119319	56122133	CD63	protein_coding
ENSG00000135404	ENST00000550776	12	-1	56119330	56121599	CD63	protein_coding
ENSG00000135404	ENST00000552164	12	-1	56119596	56122761	CD63	protein_coding
ENSG00000135404	ENST00000551173	12	-1	56119603	56122431	CD63	protein_coding
ENSG00000135404	ENST00000546457	12	-1	56120511	56123444	CD63	protein_coding
ENSG00000135414	ENST00000257868	12	1	56137064	56146136	GDF11	protein_coding
ENSG00000135414	ENST00000546799	12	1	56137183	56150911	GDF11	protein_coding
ENSG00000205323	ENST00000444631	12	-1	56146366	56211506	SARNP	protein_coding
ENSG00000205323	ENST00000336133	12	-1	56151058	56211540	SARNP	protein_coding
ENSG00000257390	ENST00000546837	12	-1	56151059	56221330	RP11-762I7.5	protein_coding
ENSG00000205323	ENST00000552080	12	-1	56154208	56211493	SARNP	protein_coding
ENSG00000123353	ENST00000243045	12	1	56211703	56215663	ORMDL2	protein_coding
ENSG00000123353	ENST00000552672	12	1	56211825	56214496	ORMDL2	protein_coding
ENSG00000123353	ENST00000550836	12	1	56211828	56214260	ORMDL2	protein_coding
ENSG00000123353	ENST00000548974	12	1	56212114	56214297	ORMDL2	protein_coding
ENSG00000135392	ENST00000317269	12	-1	56214744	56223420	DNAJC14	protein_coding
ENSG00000135392	ENST00000357606	12	-1	56214744	56224565	DNAJC14	protein_coding
ENSG00000135392	ENST00000317287	12	-1	56215535	56224342	DNAJC14	protein_coding
ENSG00000135392	ENST00000547445	12	-1	56221990	56224608	DNAJC14	protein_coding
ENSG00000135392	ENST00000546957	12	-1	56222206	56223387	DNAJC14	protein_coding
ENSG00000123342	ENST00000394182	12	-1	56229244	56232320	MMP19	protein_coding
ENSG00000123342	ENST00000322569	12	-1	56230210	56236706	MMP19	protein_coding
ENSG00000123342	ENST00000548629	12	-1	56230585	56236734	MMP19	protein_coding
ENSG00000123342	ENST00000409200	12	-1	56230754	56236720	MMP19	protein_coding
ENSG00000170473	ENST00000408946	12	-1	56295197	56321697	WIBG	protein_coding
ENSG00000170473	ENST00000398213	12	-1	56295198	56320896	WIBG	protein_coding
ENSG00000170473	ENST00000557259	12	-1	56295755	56321397	WIBG	protein_coding
ENSG00000170473	ENST00000547925	12	-1	56295825	56326402	WIBG	protein_coding
ENSG00000170473	ENST00000549939	12	-1	56307530	56321540	WIBG	protein_coding
ENSG00000170473	ENST00000454792	12	-1	56307610	56321659	WIBG	protein_coding
ENSG00000065357	ENST00000546878	12	1	56321103	56331227	DGKA	protein_coding
ENSG00000065357	ENST00000547015	12	1	56324212	56330351	DGKA	protein_coding
ENSG00000065357	ENST00000331886	12	1	56324756	56347799	DGKA	protein_coding
ENSG00000065357	ENST00000555090	12	1	56324873	56330868	DGKA	protein_coding
ENSG00000065357	ENST00000549629	12	1	56324946	56330816	DGKA	protein_coding
ENSG00000065357	ENST00000555218	12	1	56324946	56346653	DGKA	protein_coding
ENSG00000065357	ENST00000549368	12	1	56325237	56332741	DGKA	protein_coding
ENSG00000065357	ENST00000555025	12	1	56325573	56330868	DGKA	protein_coding
ENSG00000065357	ENST00000394147	12	1	56325812	56347805	DGKA	protein_coding
ENSG00000065357	ENST00000551156	12	1	56325842	56347811	DGKA	protein_coding
ENSG00000065357	ENST00000553783	12	1	56325847	56331809	DGKA	protein_coding
ENSG00000065357	ENST00000557080	12	1	56325848	56330868	DGKA	protein_coding
ENSG00000065357	ENST00000432422	12	1	56325879	56331836	DGKA	protein_coding
ENSG00000065357	ENST00000556001	12	1	56325892	56332345	DGKA	protein_coding
ENSG00000065357	ENST00000551707	12	1	56329618	56332344	DGKA	protein_coding
ENSG00000065357	ENST00000552903	12	1	56334759	56346551	DGKA	protein_coding
ENSG00000185664	ENST00000449260	12	-1	56347889	56359806	PMEL	protein_coding
ENSG00000185664	ENST00000552882	12	-1	56347889	56360446	PMEL	protein_coding
ENSG00000185664	ENST00000550464	12	-1	56347890	56359826	PMEL	protein_coding
ENSG00000185664	ENST00000548747	12	-1	56347890	56360458	PMEL	protein_coding
ENSG00000185664	ENST00000360714	12	-1	56347890	56360498	PMEL	protein_coding
ENSG00000185664	ENST00000536427	12	-1	56347890	56360498	PMEL	protein_coding
ENSG00000185664	ENST00000539511	12	-1	56347890	56360498	PMEL	protein_coding
ENSG00000185664	ENST00000548493	12	-1	56347890	56360520	PMEL	protein_coding
ENSG00000185664	ENST00000550447	12	-1	56347984	56359809	PMEL	protein_coding
ENSG00000185664	ENST00000549404	12	-1	56349110	56352387	PMEL	protein_coding
ENSG00000185664	ENST00000548803	12	-1	56349897	56359802	PMEL	protein_coding
ENSG00000185664	ENST00000547137	12	-1	56350893	56359810	PMEL	protein_coding
ENSG00000185664	ENST00000546543	12	-1	56351043	56359810	PMEL	protein_coding
ENSG00000185664	ENST00000549418	12	-1	56352273	56360459	PMEL	protein_coding
ENSG00000185664	ENST00000549233	12	-1	56352331	56367101	PMEL	protein_coding
ENSG00000123374	ENST00000266970	12	1	56360553	56366568	CDK2	protein_coding
ENSG00000123374	ENST00000553376	12	1	56360605	56365905	CDK2	protein_coding
ENSG00000123374	ENST00000440311	12	1	56360614	56365544	CDK2	protein_coding
ENSG00000123374	ENST00000354056	12	1	56360615	56365696	CDK2	protein_coding
ENSG00000111540	ENST00000553116	12	1	56367697	56388490	RAB5B	protein_coding
ENSG00000111540	ENST00000360299	12	1	56367795	56388489	RAB5B	protein_coding
ENSG00000111540	ENST00000548068	12	1	56367868	56384495	RAB5B	protein_coding
ENSG00000111540	ENST00000549915	12	1	56367881	56380876	RAB5B	protein_coding
ENSG00000111540	ENST00000551459	12	1	56367885	56383868	RAB5B	protein_coding
ENSG00000111540	ENST00000448789	12	1	56367885	56386870	RAB5B	protein_coding
ENSG00000139531	ENST00000356124	12	1	56390964	56399309	SUOX	protein_coding
ENSG00000139531	ENST00000266971	12	1	56391015	56399309	SUOX	protein_coding
ENSG00000139531	ENST00000394115	12	1	56391072	56399270	SUOX	protein_coding
ENSG00000139531	ENST00000547586	12	1	56391073	56396404	SUOX	protein_coding
ENSG00000139531	ENST00000552258	12	1	56391080	56397536	SUOX	protein_coding
ENSG00000139531	ENST00000548274	12	1	56391082	56399309	SUOX	protein_coding
ENSG00000139531	ENST00000546833	12	1	56391114	56397658	SUOX	protein_coding
ENSG00000139531	ENST00000551841	12	1	56391399	56398457	SUOX	protein_coding
ENSG00000139531	ENST00000394109	12	1	56395282	56399309	SUOX	protein_coding
ENSG00000123411	ENST00000262032	12	1	56401443	56432219	IKZF4	protein_coding
ENSG00000123411	ENST00000552689	12	1	56405342	56415307	IKZF4	protein_coding
ENSG00000123411	ENST00000431367	12	1	56414832	56430688	IKZF4	protein_coding
ENSG00000123411	ENST00000547167	12	1	56414864	56429482	IKZF4	protein_coding
ENSG00000123411	ENST00000547791	12	1	56415100	56429115	IKZF4	protein_coding
ENSG00000197728	ENST00000356464	12	1	56435637	56438116	RPS26	protein_coding
ENSG00000197728	ENST00000552361	12	1	56435677	56438007	RPS26	protein_coding
ENSG00000065361	ENST00000549282	12	1	56473641	56478923	ERBB3	protein_coding
ENSG00000065361	ENST00000549061	12	1	56473641	56480419	ERBB3	protein_coding
ENSG00000065361	ENST00000267101	12	1	56473645	56497289	ERBB3	protein_coding
ENSG00000065361	ENST00000411731	12	1	56473921	56479400	ERBB3	protein_coding
ENSG00000065361	ENST00000450146	12	1	56473951	56496158	ERBB3	protein_coding
ENSG00000065361	ENST00000549672	12	1	56477097	56480415	ERBB3	protein_coding
ENSG00000065361	ENST00000415288	12	1	56477103	56496120	ERBB3	protein_coding
ENSG00000065361	ENST00000550070	12	1	56487616	56496618	ERBB3	protein_coding
ENSG00000065361	ENST00000553131	12	1	56489775	56496590	ERBB3	protein_coding
ENSG00000065361	ENST00000549832	12	1	56492035	56497283	ERBB3	protein_coding
ENSG00000257411	ENST00000548861	12	1	56495115	56503073	RP11-603J24.9	protein_coding
ENSG00000170515	ENST00000303305	12	1	56498103	56507645	PA2G4	protein_coding
ENSG00000170515	ENST00000552766	12	1	56498321	56507691	PA2G4	protein_coding
ENSG00000170515	ENST00000553057	12	1	56498703	56503685	PA2G4	protein_coding
ENSG00000170515	ENST00000551061	12	1	56499946	56501003	PA2G4	protein_coding
ENSG00000229117	ENST00000546591	12	1	56510370	56511727	RPL41	protein_coding
ENSG00000229117	ENST00000501597	12	1	56510374	56511616	RPL41	protein_coding
ENSG00000135482	ENST00000257940	12	1	56511943	56516278	ZC3H10	protein_coding
ENSG00000139641	ENST00000551790	12	1	56512034	56524883	ESYT1	protein_coding
ENSG00000135482	ENST00000552345	12	1	56512044	56514583	ZC3H10	protein_coding
ENSG00000135482	ENST00000551880	12	1	56512105	56514482	ZC3H10	protein_coding
ENSG00000135482	ENST00000546903	12	1	56512191	56514612	ZC3H10	protein_coding
ENSG00000139641	ENST00000394048	12	1	56521840	56538455	ESYT1	protein_coding
ENSG00000139641	ENST00000267113	12	1	56522051	56537825	ESYT1	protein_coding
ENSG00000139641	ENST00000541590	12	1	56522051	56538452	ESYT1	protein_coding
ENSG00000196465	ENST00000553066	12	1	56546040	56551766	MYL6B	protein_coding
ENSG00000196465	ENST00000550443	12	1	56546223	56551760	MYL6B	protein_coding
ENSG00000196465	ENST00000207437	12	1	56546335	56551771	MYL6B	protein_coding
ENSG00000196465	ENST00000551834	12	1	56546374	56547789	MYL6B	protein_coding
ENSG00000196465	ENST00000552568	12	1	56546391	56551760	MYL6B	protein_coding
ENSG00000092841	ENST00000550697	12	1	56551945	56555358	MYL6	protein_coding
ENSG00000092841	ENST00000548580	12	1	56552130	56555359	MYL6	protein_coding
ENSG00000092841	ENST00000293422	12	1	56552140	56555358	MYL6	protein_coding
ENSG00000092841	ENST00000348108	12	1	56552140	56555371	MYL6	protein_coding
ENSG00000092841	ENST00000549017	12	1	56552141	56555358	MYL6	protein_coding
ENSG00000092841	ENST00000549566	12	1	56552142	56555249	MYL6	protein_coding
ENSG00000092841	ENST00000536128	12	1	56552146	56554579	MYL6	protein_coding
ENSG00000092841	ENST00000547649	12	1	56552146	56555358	MYL6	protein_coding
ENSG00000092841	ENST00000547408	12	1	56552152	56556792	MYL6	protein_coding
ENSG00000092841	ENST00000551589	12	1	56552153	56555082	MYL6	protein_coding
ENSG00000092841	ENST00000549392	12	1	56552166	56554104	MYL6	protein_coding
ENSG00000092841	ENST00000548400	12	1	56552166	56555359	MYL6	protein_coding
ENSG00000092841	ENST00000548293	12	1	56552180	56554729	MYL6	protein_coding
ENSG00000139613	ENST00000394023	12	-1	56556767	56583351	SMARCC2	protein_coding
ENSG00000139613	ENST00000550164	12	-1	56557112	56583260	SMARCC2	protein_coding
ENSG00000139613	ENST00000347471	12	-1	56557114	56583332	SMARCC2	protein_coding
ENSG00000139613	ENST00000267064	12	-1	56557129	56583332	SMARCC2	protein_coding
ENSG00000181852	ENST00000345093	12	-1	56598285	56615705	RNF41	protein_coding
ENSG00000181852	ENST00000394013	12	-1	56599234	56615693	RNF41	protein_coding
ENSG00000181852	ENST00000552656	12	-1	56600231	56615717	RNF41	protein_coding
ENSG00000181852	ENST00000551711	12	-1	56600533	56615706	RNF41	protein_coding
ENSG00000181852	ENST00000552244	12	-1	56601423	56615627	RNF41	protein_coding
ENSG00000181852	ENST00000549038	12	-1	56601461	56615485	RNF41	protein_coding
ENSG00000139579	ENST00000447747	12	1	56615799	56620200	NABP2	protein_coding
ENSG00000139579	ENST00000399713	12	1	56615799	56622816	NABP2	protein_coding
ENSG00000139579	ENST00000267023	12	1	56618109	56623638	NABP2	protein_coding
ENSG00000139579	ENST00000380198	12	1	56618143	56623638	NABP2	protein_coding
ENSG00000139579	ENST00000341463	12	1	56618185	56623628	NABP2	protein_coding
ENSG00000139540	ENST00000424625	12	1	56623833	56626556	SLC39A5	protein_coding
ENSG00000139540	ENST00000419753	12	1	56623833	56626653	SLC39A5	protein_coding
ENSG00000139540	ENST00000454355	12	1	56623847	56631630	SLC39A5	protein_coding
ENSG00000139540	ENST00000417965	12	1	56623851	56626571	SLC39A5	protein_coding
ENSG00000139540	ENST00000436633	12	1	56623867	56629110	SLC39A5	protein_coding
ENSG00000139540	ENST00000266980	12	1	56624436	56631630	SLC39A5	protein_coding
ENSG00000139540	ENST00000437277	12	1	56624546	56626563	SLC39A5	protein_coding
ENSG00000139645	ENST00000267116	12	-1	56631591	56652175	ANKRD52	protein_coding
ENSG00000135469	ENST00000308197	12	1	56660642	56664748	COQ10A	protein_coding
ENSG00000135469	ENST00000433805	12	1	56661067	56664750	COQ10A	protein_coding
ENSG00000135469	ENST00000546544	12	1	56661466	56664748	COQ10A	protein_coding
ENSG00000135469	ENST00000553234	12	1	56661584	56664433	COQ10A	protein_coding
ENSG00000135469	ENST00000551814	12	1	56663320	56664449	COQ10A	protein_coding
ENSG00000062485	ENST00000548567	12	-1	56665485	56694175	CS	protein_coding
ENSG00000062485	ENST00000351328	12	-1	56665485	56694176	CS	protein_coding
ENSG00000062485	ENST00000548746	12	-1	56665487	56668599	CS	protein_coding
ENSG00000062485	ENST00000542324	12	-1	56666592	56694114	CS	protein_coding
ENSG00000062485	ENST00000549221	12	-1	56669922	56694117	CS	protein_coding
ENSG00000062485	ENST00000546930	12	-1	56669931	56694114	CS	protein_coding
ENSG00000062485	ENST00000548041	12	-1	56669932	56694099	CS	protein_coding
ENSG00000062485	ENST00000551936	12	-1	56669936	56693790	CS	protein_coding
ENSG00000062485	ENST00000550734	12	-1	56669936	56694125	CS	protein_coding
ENSG00000062485	ENST00000551253	12	-1	56669948	56693807	CS	protein_coding
ENSG00000062485	ENST00000552688	12	-1	56676211	56694092	CS	protein_coding
ENSG00000062485	ENST00000551473	12	-1	56676232	56693807	CS	protein_coding
ENSG00000062485	ENST00000547298	12	-1	56676241	56693758	CS	protein_coding
ENSG00000062485	ENST00000551137	12	-1	56676250	56694100	CS	protein_coding
ENSG00000062485	ENST00000550655	12	-1	56676256	56694163	CS	protein_coding
ENSG00000062485	ENST00000551968	12	-1	56676281	56694100	CS	protein_coding
ENSG00000062485	ENST00000550159	12	-1	56676352	56694118	CS	protein_coding
ENSG00000062485	ENST00000551430	12	-1	56676645	56694175	CS	protein_coding
ENSG00000144785	ENST00000549318	12	-1	56679700	56709727	RP11-977G19.10	protein_coding
ENSG00000144785	ENST00000547423	12	-1	56679746	56709828	RP11-977G19.10	protein_coding
ENSG00000144785	ENST00000548360	12	-1	56693961	56709843	RP11-977G19.10	protein_coding
ENSG00000257727	ENST00000273308	12	-1	56704217	56710120	CNPY2	protein_coding
ENSG00000257727	ENST00000551475	12	-1	56704742	56709834	CNPY2	protein_coding
ENSG00000257727	ENST00000551286	12	-1	56704785	56709714	CNPY2	protein_coding
ENSG00000135473	ENST00000425394	12	-1	56710007	56727533	PAN2	protein_coding
ENSG00000135473	ENST00000440411	12	-1	56710720	56727837	PAN2	protein_coding
ENSG00000135473	ENST00000257931	12	-1	56710721	56727790	PAN2	protein_coding
ENSG00000135473	ENST00000548043	12	-1	56710731	56727527	PAN2	protein_coding
ENSG00000135473	ENST00000547572	12	-1	56721315	56727760	PAN2	protein_coding
ENSG00000110944	ENST00000228534	12	1	56732663	56734193	IL23A	protein_coding
ENSG00000170581	ENST00000314128	12	-1	56736494	56753858	STAT2	protein_coding
ENSG00000170581	ENST00000557235	12	-1	56736720	56753910	STAT2	protein_coding
ENSG00000170581	ENST00000418572	12	-1	56742782	56753910	STAT2	protein_coding
ENSG00000175336	ENST00000398189	12	-1	56754353	56756607	APOF	protein_coding
ENSG00000175336	ENST00000541105	12	-1	56754386	56756607	APOF	protein_coding
ENSG00000111602	ENST00000229201	12	-1	56810903	56843187	TIMELESS	protein_coding
ENSG00000111602	ENST00000553532	12	-1	56810907	56843183	TIMELESS	protein_coding
ENSG00000111602	ENST00000554616	12	-1	56811188	56843180	TIMELESS	protein_coding
ENSG00000135517	ENST00000257979	12	-1	56843286	56848426	MIP	protein_coding
ENSG00000176422	ENST00000338146	12	1	56862301	56864763	SPRYD4	protein_coding
ENSG00000135423	ENST00000311966	12	-1	56864736	56882181	GLS2	protein_coding
ENSG00000135423	ENST00000461077	12	-1	56868838	56881916	GLS2	protein_coding
ENSG00000135423	ENST00000539272	12	-1	56871742	56881902	GLS2	protein_coding
ENSG00000076067	ENST00000262031	12	1	56915713	56984745	RBMS2	protein_coding
ENSG00000076067	ENST00000552247	12	1	56915742	56983287	RBMS2	protein_coding
ENSG00000076067	ENST00000550726	12	1	56915783	56983287	RBMS2	protein_coding
ENSG00000076067	ENST00000542360	12	1	56915783	56983379	RBMS2	protein_coding
ENSG00000076108	ENST00000379441	12	-1	56989380	57030150	BAZ2A	protein_coding
ENSG00000076108	ENST00000179765	12	-1	56989380	57030163	BAZ2A	protein_coding
ENSG00000076108	ENST00000551812	12	-1	56989714	57030163	BAZ2A	protein_coding
ENSG00000076108	ENST00000549787	12	-1	56992143	56997336	BAZ2A	protein_coding
ENSG00000076108	ENST00000549884	12	-1	56992153	57023995	BAZ2A	protein_coding
ENSG00000076108	ENST00000547453	12	-1	56994528	56995411	BAZ2A	protein_coding
ENSG00000076108	ENST00000547650	12	-1	56999776	57004263	BAZ2A	protein_coding
ENSG00000076108	ENST00000551996	12	-1	57003901	57006882	BAZ2A	protein_coding
ENSG00000076108	ENST00000546695	12	-1	57009133	57024081	BAZ2A	protein_coding
ENSG00000076108	ENST00000549506	12	-1	57009180	57030102	BAZ2A	protein_coding
ENSG00000110955	ENST00000262030	12	-1	57031959	57039798	ATP5B	protein_coding
ENSG00000110955	ENST00000552919	12	-1	57031988	57039757	ATP5B	protein_coding
ENSG00000110955	ENST00000552104	12	-1	57032152	57039768	ATP5B	protein_coding
ENSG00000110955	ENST00000551020	12	-1	57032972	57039751	ATP5B	protein_coding
ENSG00000110955	ENST00000552959	12	-1	57033775	57039739	ATP5B	protein_coding
ENSG00000110955	ENST00000551570	12	-1	57033884	57037357	ATP5B	protein_coding
ENSG00000110955	ENST00000553007	12	-1	57033944	57039751	ATP5B	protein_coding
ENSG00000110958	ENST00000262033	12	-1	57057127	57082084	PTGES3	protein_coding
ENSG00000110958	ENST00000414274	12	-1	57057397	57082071	PTGES3	protein_coding
ENSG00000110958	ENST00000436399	12	-1	57057869	57081946	PTGES3	protein_coding
ENSG00000110958	ENST00000448157	12	-1	57057951	57082068	PTGES3	protein_coding
ENSG00000110958	ENST00000456859	12	-1	57058057	57082159	PTGES3	protein_coding
ENSG00000196531	ENST00000550920	12	-1	57106212	57113384	NACA	protein_coding
ENSG00000196531	ENST00000454682	12	-1	57106212	57119326	NACA	protein_coding
ENSG00000196531	ENST00000550952	12	-1	57106217	57119083	NACA	protein_coding
ENSG00000196531	ENST00000356769	12	-1	57106217	57120981	NACA	protein_coding
ENSG00000196531	ENST00000552540	12	-1	57106219	57119040	NACA	protein_coding
ENSG00000196531	ENST00000393891	12	-1	57106219	57119051	NACA	protein_coding
ENSG00000196531	ENST00000548563	12	-1	57106224	57119083	NACA	protein_coding
ENSG00000196531	ENST00000546392	12	-1	57106288	57119138	NACA	protein_coding
ENSG00000196531	ENST00000549259	12	-1	57106609	57118703	NACA	protein_coding
ENSG00000196531	ENST00000552055	12	-1	57106900	57118820	NACA	protein_coding
ENSG00000196531	ENST00000546862	12	-1	57106905	57119069	NACA	protein_coding
ENSG00000196531	ENST00000549855	12	-1	57107323	57125412	NACA	protein_coding
ENSG00000196531	ENST00000546917	12	-1	57118289	57119300	NACA	protein_coding
ENSG00000198056	ENST00000338193	12	-1	57125406	57146119	PRIM1	protein_coding
ENSG00000198056	ENST00000549549	12	-1	57132249	57136882	PRIM1	protein_coding
ENSG00000198056	ENST00000550770	12	-1	57135227	57146107	PRIM1	protein_coding
ENSG00000025423	ENST00000555159	12	1	57145945	57181520	HSD17B6	protein_coding
ENSG00000025423	ENST00000555805	12	1	57145945	57181520	HSD17B6	protein_coding
ENSG00000025423	ENST00000554643	12	1	57146233	57181574	HSD17B6	protein_coding
ENSG00000025423	ENST00000556650	12	1	57146237	57167862	HSD17B6	protein_coding
ENSG00000025423	ENST00000554150	12	1	57146237	57181360	HSD17B6	protein_coding
ENSG00000025423	ENST00000554155	12	1	57146271	57167902	HSD17B6	protein_coding
ENSG00000025423	ENST00000322165	12	1	57157108	57181574	HSD17B6	protein_coding
ENSG00000170426	ENST00000293502	12	-1	57316938	57328189	SDR9C7	protein_coding
ENSG00000139547	ENST00000398138	12	-1	57345219	57352103	RDH16	protein_coding
ENSG00000166856	ENST00000300098	12	1	57388230	57390468	GPR182	protein_coding
ENSG00000268162	ENST00000600202	12	1	57390745	57391335	HBCBP	protein_coding
