ENSG00000170122	ENST00000382500	9	-1	116237	118417	FOXD4	protein_coding
ENSG00000119509	ENST00000541287	9	1	102861542	103060590	INVS	protein_coding
ENSG00000119509	ENST00000262456	9	1	102861557	103063070	INVS	protein_coding
ENSG00000119509	ENST00000374921	9	1	102861570	102893185	INVS	protein_coding
ENSG00000136891	ENST00000535814	9	-1	103064359	103114853	TEX10	protein_coding
ENSG00000136891	ENST00000374902	9	-1	103064366	103115221	TEX10	protein_coding
ENSG00000136891	ENST00000429235	9	-1	103091468	103109586	TEX10	protein_coding
ENSG00000136891	ENST00000537512	9	-1	103091846	103115165	TEX10	protein_coding
ENSG00000066697	ENST00000395067	9	1	103189438	103213511	MSANTD3	protein_coding
ENSG00000066697	ENST00000398977	9	1	103189489	103204623	MSANTD3	protein_coding
ENSG00000066697	ENST00000374885	9	1	103189559	103212987	MSANTD3	protein_coding
ENSG00000066697	ENST00000374886	9	1	103189719	103212963	MSANTD3	protein_coding
ENSG00000251349	ENST00000502978	9	1	103204553	103339918	MSANTD3-TMEFF1	protein_coding
ENSG00000241697	ENST00000334943	9	1	103204560	103339914	TMEFF1	protein_coding
ENSG00000241697	ENST00000374879	9	1	103235395	103339918	TMEFF1	protein_coding
ENSG00000170681	ENST00000307584	9	1	103340361	103350188	MURC	protein_coding
ENSG00000148123	ENST00000374874	9	1	103790991	104087417	LPPR1	protein_coding
ENSG00000148123	ENST00000456287	9	1	103893804	104048442	LPPR1	protein_coding
ENSG00000148123	ENST00000395056	9	1	103947317	104087413	LPPR1	protein_coding
ENSG00000136881	ENST00000259407	9	-1	104122699	104145801	BAAT	protein_coding
ENSG00000136881	ENST00000395051	9	-1	104123786	104133757	BAAT	protein_coding
ENSG00000136897	ENST00000374865	9	-1	104149915	104160896	MRPL50	protein_coding
ENSG00000136897	ENST00000539624	9	-1	104151122	104160886	MRPL50	protein_coding
ENSG00000136870	ENST00000374861	9	1	104161155	104172942	ZNF189	protein_coding
ENSG00000136870	ENST00000259395	9	1	104161310	104172942	ZNF189	protein_coding
ENSG00000136870	ENST00000339664	9	1	104161310	104172942	ZNF189	protein_coding
ENSG00000136872	ENST00000374855	9	-1	104182860	104198105	ALDOB	protein_coding
ENSG00000165152	ENST00000374847	9	-1	104235453	104249399	TMEM246	protein_coding
ENSG00000165152	ENST00000374848	9	-1	104235453	104249475	TMEM246	protein_coding
ENSG00000165152	ENST00000374851	9	-1	104235453	104295730	TMEM246	protein_coding
ENSG00000155827	ENST00000389120	9	1	104296133	104325622	RNF20	protein_coding
ENSG00000155827	ENST00000374819	9	1	104296170	104303172	RNF20	protein_coding
ENSG00000155827	ENST00000479306	9	1	104296187	104302652	RNF20	protein_coding
ENSG00000155827	ENST00000466817	9	1	104296261	104302910	RNF20	protein_coding
ENSG00000198785	ENST00000361820	9	-1	104331635	104500862	GRIN3A	protein_coding
ENSG00000188386	ENST00000374806	9	-1	104353897	104357283	PPP3R2	protein_coding
ENSG00000155833	ENST00000374798	9	1	105757593	105780770	CYLC2	protein_coding
ENSG00000155833	ENST00000487798	9	1	105757626	105780770	CYLC2	protein_coding
ENSG00000136824	ENST00000286398	9	1	106856541	106903690	SMC2	protein_coding
ENSG00000136824	ENST00000440179	9	1	106856577	106864474	SMC2	protein_coding
ENSG00000136824	ENST00000374793	9	1	106856607	106903698	SMC2	protein_coding
ENSG00000136824	ENST00000303219	9	1	106856831	106898179	SMC2	protein_coding
ENSG00000136824	ENST00000374787	9	1	106856845	106901932	SMC2	protein_coding
ENSG00000186881	ENST00000334726	9	1	107266455	107267547	OR13F1	protein_coding
ENSG00000148136	ENST00000277216	9	-1	107288534	107289490	OR13C4	protein_coding
ENSG00000204246	ENST00000374781	9	-1	107298030	107299137	OR13C3	protein_coding
ENSG00000186943	ENST00000335040	9	1	107331449	107332411	OR13C8	protein_coding
ENSG00000255800	ENST00000374779	9	-1	107360650	107361788	OR13C5	protein_coding
ENSG00000257019	ENST00000542196	9	-1	107366924	107367951	OR13C2	protein_coding
ENSG00000136839	ENST00000259362	9	-1	107379529	107380485	OR13C9	protein_coding
ENSG00000179055	ENST00000318763	9	1	107456660	107457766	OR13D1	protein_coding
ENSG00000136783	ENST00000374767	9	1	107509969	107522403	NIPSNAP3A	protein_coding
ENSG00000165028	ENST00000374762	9	1	107526451	107536291	NIPSNAP3B	protein_coding
ENSG00000165029	ENST00000374736	9	-1	107543283	107690518	ABCA1	protein_coding
ENSG00000165029	ENST00000423487	9	-1	107617847	107690420	ABCA1	protein_coding
ENSG00000165029	ENST00000374733	9	-1	107623719	107690420	ABCA1	protein_coding
ENSG00000070214	ENST00000374720	9	1	108006903	108159627	SLC44A1	protein_coding
ENSG00000070214	ENST00000374723	9	1	108006903	108159627	SLC44A1	protein_coding
ENSG00000070214	ENST00000374724	9	1	108006903	108201452	SLC44A1	protein_coding
ENSG00000070214	ENST00000343170	9	1	108117757	108200782	SLC44A1	protein_coding
ENSG00000106701	ENST00000495708	9	1	108210077	108293244	FSD1L	protein_coding
ENSG00000106701	ENST00000374716	9	1	108210315	108234412	FSD1L	protein_coding
ENSG00000106701	ENST00000374710	9	1	108210326	108314714	FSD1L	protein_coding
ENSG00000106701	ENST00000481272	9	1	108210383	108308856	FSD1L	protein_coding
ENSG00000106701	ENST00000484973	9	1	108210404	108308883	FSD1L	protein_coding
ENSG00000106701	ENST00000394926	9	1	108210404	108309083	FSD1L	protein_coding
ENSG00000106701	ENST00000539376	9	1	108210404	108309083	FSD1L	protein_coding
ENSG00000106701	ENST00000374707	9	1	108262940	108314714	FSD1L	protein_coding
ENSG00000106692	ENST00000602661	9	1	108320411	108398519	FKTN	protein_coding
ENSG00000106692	ENST00000223528	9	1	108320411	108403399	FKTN	protein_coding
ENSG00000106692	ENST00000540160	9	1	108320413	108397581	FKTN	protein_coding
ENSG00000106692	ENST00000448551	9	1	108320413	108402597	FKTN	protein_coding
ENSG00000106692	ENST00000357998	9	1	108337198	108402597	FKTN	protein_coding
ENSG00000106692	ENST00000374705	9	1	108337401	108370227	FKTN	protein_coding
ENSG00000106692	ENST00000457847	9	1	108380240	108399199	FKTN	protein_coding
ENSG00000186051	ENST00000334077	9	1	108424738	108425367	TAL2	protein_coding
ENSG00000095209	ENST00000434214	9	1	108456825	108468034	TMEM38B	protein_coding
ENSG00000095209	ENST00000374692	9	1	108456825	108538893	TMEM38B	protein_coding
ENSG00000095209	ENST00000374688	9	1	108463265	108538893	TMEM38B	protein_coding
ENSG00000095209	ENST00000435034	9	1	108467956	108536360	TMEM38B	protein_coding
ENSG00000095209	ENST00000451560	9	1	108483968	108511563	TMEM38B	protein_coding
ENSG00000148143	ENST00000457913	9	1	109625378	109773763	ZNF462	protein_coding
ENSG00000148143	ENST00000277225	9	1	109625378	109775915	ZNF462	protein_coding
ENSG00000148143	ENST00000472574	9	1	109625447	109692856	ZNF462	protein_coding
ENSG00000242631	ENST00000451160	9	1	109685630	109686455	RP11-508N12.4	protein_coding
ENSG00000148143	ENST00000374686	9	1	109689545	109773789	ZNF462	protein_coding
ENSG00000148143	ENST00000441147	9	1	109689659	109773763	ZNF462	protein_coding
ENSG00000148143	ENST00000542028	9	1	109694914	109773504	ZNF462	protein_coding
ENSG00000148143	ENST00000427098	9	1	109701258	109737251	ZNF462	protein_coding
ENSG00000119318	ENST00000419616	9	1	110045418	110068871	RAD23B	protein_coding
ENSG00000119318	ENST00000358015	9	1	110045560	110094475	RAD23B	protein_coding
ENSG00000119318	ENST00000416373	9	1	110046334	110092165	RAD23B	protein_coding
ENSG00000119318	ENST00000442587	9	1	110046976	110068734	RAD23B	protein_coding
ENSG00000119318	ENST00000457811	9	1	110068823	110094470	RAD23B	protein_coding
ENSG00000136826	ENST00000374672	9	-1	110247133	110251927	KLF4	protein_coding
ENSG00000136826	ENST00000411706	9	-1	110249950	110251411	KLF4	protein_coding
ENSG00000136826	ENST00000420475	9	-1	110251270	110252763	KLF4	protein_coding
ENSG00000214645	ENST00000398726	9	-1	110539471	110540419	AL162389.1	protein_coding
ENSG00000148156	ENST00000374667	9	-1	111616871	111619239	ACTL7B	protein_coding
ENSG00000187003	ENST00000333999	9	1	111624603	111626035	ACTL7A	protein_coding
ENSG00000070061	ENST00000374647	9	-1	111629797	111696396	IKBKAP	protein_coding
ENSG00000070061	ENST00000537196	9	-1	111630921	111696233	IKBKAP	protein_coding
ENSG00000119328	ENST00000322940	9	1	111696461	111703235	FAM206A	protein_coding
ENSG00000119328	ENST00000374624	9	1	111696767	111713024	FAM206A	protein_coding
ENSG00000119328	ENST00000445175	9	1	111696820	111701914	FAM206A	protein_coding
ENSG00000119326	ENST00000374595	9	-1	111704851	111775802	CTNNAL1	protein_coding
ENSG00000119326	ENST00000325551	9	-1	111704851	111775809	CTNNAL1	protein_coding
ENSG00000119326	ENST00000325580	9	-1	111704858	111775779	CTNNAL1	protein_coding
ENSG00000119326	ENST00000374594	9	-1	111704859	111725835	CTNNAL1	protein_coding
ENSG00000119326	ENST00000374593	9	-1	111754176	111775792	CTNNAL1	protein_coding
ENSG00000106771	ENST00000374586	9	-1	111777432	111882225	TMEM245	protein_coding
ENSG00000106771	ENST00000413712	9	-1	111782184	111849573	TMEM245	protein_coding
ENSG00000260230	ENST00000561981	9	-1	111892573	111929571	FRRS1L	protein_coding
ENSG00000095203	ENST00000374566	9	-1	111934255	112083244	EPB41L4B	protein_coding
ENSG00000095203	ENST00000374557	9	-1	112002011	112083244	EPB41L4B	protein_coding
ENSG00000070159	ENST00000412145	9	-1	112137974	112213664	PTPN3	protein_coding
ENSG00000070159	ENST00000446349	9	-1	112137974	112213664	PTPN3	protein_coding
ENSG00000070159	ENST00000374541	9	-1	112137980	112260586	PTPN3	protein_coding
ENSG00000070159	ENST00000394827	9	-1	112141367	112180063	PTPN3	protein_coding
ENSG00000070159	ENST00000262539	9	-1	112141652	112260590	PTPN3	protein_coding
ENSG00000243444	ENST00000374531	9	1	112403068	112708983	PALM2	protein_coding
ENSG00000243444	ENST00000448454	9	1	112403142	112713755	PALM2	protein_coding
ENSG00000157654	ENST00000374530	9	1	112542589	112934792	PALM2-AKAP2	protein_coding
ENSG00000243444	ENST00000483909	9	1	112542683	112705903	PALM2	protein_coding
ENSG00000243444	ENST00000314527	9	1	112542719	112705751	PALM2	protein_coding
ENSG00000157654	ENST00000413420	9	1	112542719	112898429	PALM2-AKAP2	protein_coding
ENSG00000157654	ENST00000302798	9	1	112542736	112932189	PALM2-AKAP2	protein_coding
ENSG00000241978	ENST00000510514	9	1	112542769	112930777	AKAP2	protein_coding
ENSG00000241978	ENST00000555236	9	1	112542769	112930777	AKAP2	protein_coding
ENSG00000243444	ENST00000497711	9	1	112629311	112705053	PALM2	protein_coding
ENSG00000241978	ENST00000434623	9	1	112810878	112932189	AKAP2	protein_coding
ENSG00000241978	ENST00000374525	9	1	112810976	112934792	AKAP2	protein_coding
ENSG00000241978	ENST00000480388	9	1	112852477	112900706	AKAP2	protein_coding
ENSG00000241978	ENST00000259318	9	1	112887781	112931091	AKAP2	protein_coding
ENSG00000188959	ENST00000400613	9	-1	112961841	112970469	C9orf152	protein_coding
ENSG00000136810	ENST00000374515	9	-1	113006091	113018746	TXN	protein_coding
ENSG00000136810	ENST00000374517	9	-1	113006091	113018920	TXN	protein_coding
ENSG00000204193	ENST00000374511	9	-1	113065801	113100125	TXNDC8	protein_coding
ENSG00000204193	ENST00000374510	9	-1	113065869	113100088	TXNDC8	protein_coding
ENSG00000204193	ENST00000423740	9	-1	113065906	113100088	TXNDC8	protein_coding
ENSG00000204193	ENST00000374507	9	-1	113084741	113100127	TXNDC8	protein_coding
ENSG00000165124	ENST00000401783	9	-1	113127531	113342160	SVEP1	protein_coding
ENSG00000165124	ENST00000297826	9	-1	113127536	113190038	SVEP1	protein_coding
ENSG00000165124	ENST00000374469	9	-1	113127536	113342018	SVEP1	protein_coding
ENSG00000165124	ENST00000302728	9	-1	113204759	113341823	SVEP1	protein_coding
ENSG00000165124	ENST00000374461	9	-1	113238163	113342160	SVEP1	protein_coding
ENSG00000030304	ENST00000374440	9	1	113431051	113468432	MUSK	protein_coding
ENSG00000030304	ENST00000189978	9	1	113431051	113563278	MUSK	protein_coding
ENSG00000030304	ENST00000374448	9	1	113431051	113563278	MUSK	protein_coding
ENSG00000030304	ENST00000416899	9	1	113431059	113563859	MUSK	protein_coding
ENSG00000030304	ENST00000374439	9	1	113449497	113468468	MUSK	protein_coding
ENSG00000030304	ENST00000374438	9	1	113537627	113550381	MUSK	protein_coding
ENSG00000198121	ENST00000374431	9	-1	113635543	113800323	LPAR1	protein_coding
ENSG00000198121	ENST00000541779	9	-1	113635544	113761720	LPAR1	protein_coding
ENSG00000198121	ENST00000374430	9	-1	113636058	113761746	LPAR1	protein_coding
ENSG00000198121	ENST00000358883	9	-1	113636457	113800365	LPAR1	protein_coding
ENSG00000198121	ENST00000538760	9	-1	113637456	113800981	LPAR1	protein_coding
ENSG00000198121	ENST00000441240	9	-1	113703948	113800738	LPAR1	protein_coding
ENSG00000171133	ENST00000302681	9	-1	114089763	114090713	OR2K2	protein_coding
ENSG00000171133	ENST00000374428	9	-1	114089763	114090800	OR2K2	protein_coding
ENSG00000136813	ENST00000338205	9	-1	114122972	114246637	KIAA0368	protein_coding
ENSG00000136813	ENST00000259335	9	-1	114122973	114247025	KIAA0368	protein_coding
ENSG00000136813	ENST00000374383	9	-1	114124166	114134068	KIAA0368	protein_coding
ENSG00000136813	ENST00000374378	9	-1	114124310	114170865	KIAA0368	protein_coding
ENSG00000136813	ENST00000602447	9	-1	114170851	114245959	KIAA0368	protein_coding
ENSG00000136813	ENST00000602978	9	-1	114204591	114246337	KIAA0368	protein_coding
ENSG00000173258	ENST00000358151	9	1	114287439	114340124	ZNF483	protein_coding
ENSG00000173258	ENST00000355824	9	1	114287469	114302041	ZNF483	protein_coding
ENSG00000173258	ENST00000374374	9	1	114287496	114290300	ZNF483	protein_coding
ENSG00000173258	ENST00000309235	9	1	114287513	114306712	ZNF483	protein_coding
ENSG00000106853	ENST00000538962	9	-1	114312002	114362135	PTGR1	protein_coding
ENSG00000106853	ENST00000309195	9	-1	114325247	114361687	PTGR1	protein_coding
ENSG00000106853	ENST00000407693	9	-1	114325247	114362135	PTGR1	protein_coding
ENSG00000106853	ENST00000238248	9	-1	114326519	114362135	PTGR1	protein_coding
ENSG00000106853	ENST00000422125	9	-1	114345832	114361975	PTGR1	protein_coding
ENSG00000059769	ENST00000313525	9	1	114393632	114416631	DNAJC25	protein_coding
ENSG00000059769	ENST00000556107	9	1	114393666	114432508	DNAJC25	protein_coding
ENSG00000244115	ENST00000374294	9	1	114393666	114432509	DNAJC25-GNG10	protein_coding
ENSG00000242616	ENST00000374293	9	1	114423615	114432526	GNG10	protein_coding
ENSG00000165181	ENST00000394777	9	-1	114448453	114521813	C9orf84	protein_coding
ENSG00000165181	ENST00000394779	9	-1	114448453	114521813	C9orf84	protein_coding
ENSG00000165181	ENST00000374287	9	-1	114448799	114557212	C9orf84	protein_coding
ENSG00000165181	ENST00000318737	9	-1	114448853	114545773	C9orf84	protein_coding
ENSG00000165181	ENST00000374283	9	-1	114500149	114557288	C9orf84	protein_coding
ENSG00000148154	ENST00000374279	9	1	114659046	114697649	UGCG	protein_coding
ENSG00000106868	ENST00000355396	9	-1	114803065	114937465	SUSD1	protein_coding
ENSG00000106868	ENST00000374263	9	-1	114803065	114937556	SUSD1	protein_coding
ENSG00000106868	ENST00000374270	9	-1	114803065	114937688	SUSD1	protein_coding
ENSG00000106868	ENST00000374264	9	-1	114803359	114937547	SUSD1	protein_coding
ENSG00000106868	ENST00000415074	9	-1	114860862	114904746	SUSD1	protein_coding
ENSG00000119314	ENST00000458258	9	-1	114980715	115095123	PTBP3	protein_coding
ENSG00000119314	ENST00000334318	9	-1	114980715	115095944	PTBP3	protein_coding
ENSG00000119314	ENST00000374257	9	-1	114980715	115095947	PTBP3	protein_coding
ENSG00000119314	ENST00000374255	9	-1	114984525	115095905	PTBP3	protein_coding
ENSG00000119314	ENST00000343327	9	-1	114984941	115095858	PTBP3	protein_coding
ENSG00000119314	ENST00000210227	9	-1	115024785	115095309	PTBP3	protein_coding
ENSG00000119314	ENST00000450374	9	-1	115038190	115095894	PTBP3	protein_coding
ENSG00000119471	ENST00000398805	9	1	115142217	115234690	HSDL2	protein_coding
ENSG00000119471	ENST00000398803	9	1	115142360	115234685	HSDL2	protein_coding
ENSG00000119471	ENST00000262542	9	1	115142388	115232935	HSDL2	protein_coding
ENSG00000119471	ENST00000539114	9	1	115142392	115232963	HSDL2	protein_coding
ENSG00000230185	ENST00000457681	9	-1	115246722	115249484	C9orf147	protein_coding
ENSG00000165185	ENST00000337530	9	1	115249127	115431677	KIAA1958	protein_coding
ENSG00000165185	ENST00000374244	9	1	115249295	115381494	KIAA1958	protein_coding
ENSG00000165185	ENST00000536272	9	1	115249358	115422415	KIAA1958	protein_coding
ENSG00000148153	ENST00000374242	9	-1	115446206	115480516	INIP	protein_coding
ENSG00000148153	ENST00000374238	9	-1	115448797	115480390	INIP	protein_coding
ENSG00000148153	ENST00000374236	9	-1	115449397	115480429	INIP	protein_coding
ENSG00000148153	ENST00000374234	9	-1	115449425	115480387	INIP	protein_coding
ENSG00000148158	ENST00000374232	9	1	115513118	115637267	SNX30	protein_coding
ENSG00000148158	ENST00000416585	9	1	115600865	115628805	SNX30	protein_coding
ENSG00000119457	ENST00000374228	9	-1	115641200	115653193	SLC46A2	protein_coding
ENSG00000136866	ENST00000374227	9	-1	115800660	115818996	ZFP37	protein_coding
ENSG00000136866	ENST00000555206	9	-1	115804521	115819039	ZFP37	protein_coding
ENSG00000136866	ENST00000553380	9	-1	115804974	115818968	ZFP37	protein_coding
ENSG00000136867	ENST00000259392	9	1	115913222	115926417	SLC31A2	protein_coding
ENSG00000119321	ENST00000446284	9	-1	115923286	115983598	FKBP15	protein_coding
ENSG00000119321	ENST00000238256	9	-1	115927800	115983641	FKBP15	protein_coding
ENSG00000119321	ENST00000414250	9	-1	115948716	115983598	FKBP15	protein_coding
ENSG00000136868	ENST00000374210	9	1	115983808	116028674	SLC31A1	protein_coding
ENSG00000136868	ENST00000374212	9	1	115983842	116026772	SLC31A1	protein_coding
ENSG00000176386	ENST00000374206	9	-1	116029288	116037869	CDC26	protein_coding
ENSG00000136875	ENST00000374199	9	1	116037623	116055185	PRPF4	protein_coding
ENSG00000136875	ENST00000374198	9	1	116037922	116055056	PRPF4	protein_coding
ENSG00000165188	ENST00000441031	9	-1	116059373	116061476	RNF183	protein_coding
ENSG00000165188	ENST00000416588	9	-1	116059723	116061145	RNF183	protein_coding
ENSG00000165188	ENST00000478815	9	-1	116059734	116062045	RNF183	protein_coding
ENSG00000165188	ENST00000297894	9	-1	116059734	116065551	RNF183	protein_coding
ENSG00000148225	ENST00000341761	9	-1	116075502	116102549	WDR31	protein_coding
ENSG00000148225	ENST00000374193	9	-1	116075502	116102562	WDR31	protein_coding
ENSG00000148225	ENST00000374195	9	-1	116077964	116102534	WDR31	protein_coding
ENSG00000148225	ENST00000465979	9	-1	116083802	116102578	WDR31	protein_coding
ENSG00000119411	ENST00000374183	9	1	116111821	116133513	BSPRY	protein_coding
ENSG00000119431	ENST00000238379	9	-1	116135699	116138455	HDHD3	protein_coding
ENSG00000119431	ENST00000374180	9	-1	116135699	116139279	HDHD3	protein_coding
ENSG00000148218	ENST00000409155	9	-1	116148597	116163613	ALAD	protein_coding
ENSG00000148218	ENST00000277315	9	-1	116150455	116163400	ALAD	protein_coding
ENSG00000148218	ENST00000448137	9	-1	116153140	116163570	ALAD	protein_coding
ENSG00000148218	ENST00000452726	9	-1	116154412	116159682	ALAD	protein_coding
ENSG00000148218	ENST00000445750	9	-1	116155825	116159155	ALAD	protein_coding
ENSG00000148229	ENST00000374169	9	-1	116169515	116172662	POLE3	protein_coding
ENSG00000148229	ENST00000374171	9	-1	116169515	116172952	POLE3	protein_coding
ENSG00000157653	ENST00000374165	9	1	116172966	116191964	C9orf43	protein_coding
ENSG00000157653	ENST00000288462	9	1	116173022	116191964	C9orf43	protein_coding
ENSG00000138835	ENST00000374140	9	1	116207011	116360018	RGS3	protein_coding
ENSG00000138835	ENST00000350696	9	1	116222520	116360017	RGS3	protein_coding
ENSG00000138835	ENST00000317613	9	1	116226012	116304369	RGS3	protein_coding
ENSG00000138835	ENST00000343817	9	1	116263707	116360018	RGS3	protein_coding
ENSG00000138835	ENST00000394646	9	1	116263787	116360010	RGS3	protein_coding
ENSG00000138835	ENST00000374136	9	1	116267542	116304371	RGS3	protein_coding
ENSG00000138835	ENST00000496113	9	1	116279550	116345970	RGS3	protein_coding
ENSG00000138835	ENST00000462143	9	1	116298784	116360017	RGS3	protein_coding
ENSG00000138835	ENST00000342620	9	1	116327361	116360018	RGS3	protein_coding
ENSG00000138835	ENST00000374134	9	1	116342940	116360018	RGS3	protein_coding
ENSG00000138835	ENST00000471324	9	1	116343208	116345951	RGS3	protein_coding
ENSG00000138835	ENST00000467805	9	1	116344352	116357260	RGS3	protein_coding
ENSG00000138835	ENST00000462403	9	1	116355766	116360018	RGS3	protein_coding
ENSG00000157657	ENST00000374126	9	1	116638562	116812501	ZNF618	protein_coding
ENSG00000157657	ENST00000288466	9	1	116638562	116818871	ZNF618	protein_coding
ENSG00000157657	ENST00000452710	9	1	116638630	116795003	ZNF618	protein_coding
ENSG00000157657	ENST00000374124	9	1	116638630	116795004	ZNF618	protein_coding
ENSG00000106927	ENST00000265132	9	-1	116822407	116840752	AMBP	protein_coding
ENSG00000106927	ENST00000466610	9	-1	116823272	116837249	AMBP	protein_coding
ENSG00000136883	ENST00000374118	9	-1	116853918	116861337	KIF12	protein_coding
ENSG00000196739	ENST00000356083	9	1	116917840	117074791	COL27A1	protein_coding
ENSG00000196739	ENST00000451716	9	1	116929995	116980859	COL27A1	protein_coding
ENSG00000229314	ENST00000259396	9	1	117085336	117088755	ORM1	protein_coding
ENSG00000229314	ENST00000538816	9	1	117085377	117086584	ORM1	protein_coding
ENSG00000228278	ENST00000431067	9	1	117092149	117095532	ORM2	protein_coding
ENSG00000228278	ENST00000412657	9	1	117092152	117094201	ORM2	protein_coding
ENSG00000106948	ENST00000374079	9	-1	117096436	117111222	AKNA	protein_coding
ENSG00000106948	ENST00000307564	9	-1	117096436	117156685	AKNA	protein_coding
ENSG00000106948	ENST00000374088	9	-1	117098407	117150243	AKNA	protein_coding
ENSG00000106948	ENST00000223791	9	-1	117098445	117139244	AKNA	protein_coding
ENSG00000106948	ENST00000374075	9	-1	117098445	117139915	AKNA	protein_coding
ENSG00000106948	ENST00000312033	9	-1	117121367	117150361	AKNA	protein_coding
ENSG00000095397	ENST00000265134	9	-1	117164360	117265453	DFNB31	protein_coding
ENSG00000095397	ENST00000374059	9	-1	117164361	117188351	DFNB31	protein_coding
ENSG00000095397	ENST00000362057	9	-1	117164361	117267250	DFNB31	protein_coding
ENSG00000095397	ENST00000374057	9	-1	117240601	117267730	DFNB31	protein_coding
ENSG00000136888	ENST00000374050	9	1	117350026	117360653	ATP6V1G1	protein_coding
ENSG00000157693	ENST00000288502	9	1	117373486	117406441	C9orf91	protein_coding
ENSG00000157693	ENST00000374049	9	1	117373486	117408702	C9orf91	protein_coding
ENSG00000181634	ENST00000374045	9	-1	117546915	117568406	TNFSF15	protein_coding
ENSG00000181634	ENST00000374044	9	-1	117551600	117554388	TNFSF15	protein_coding
ENSG00000106952	ENST00000223795	9	-1	117665124	117692697	TNFSF8	protein_coding
ENSG00000041982	ENST00000340094	9	-1	117782806	117880486	TNC	protein_coding
ENSG00000041982	ENST00000345230	9	-1	117782806	117880486	TNC	protein_coding
ENSG00000041982	ENST00000346706	9	-1	117782806	117880486	TNC	protein_coding
ENSG00000041982	ENST00000535648	9	-1	117782806	117880486	TNC	protein_coding
ENSG00000041982	ENST00000350763	9	-1	117782813	117880536	TNC	protein_coding
ENSG00000041982	ENST00000341037	9	-1	117782839	117853426	TNC	protein_coding
ENSG00000041982	ENST00000423613	9	-1	117783225	117875036	TNC	protein_coding
ENSG00000041982	ENST00000537320	9	-1	117783308	117853420	TNC	protein_coding
ENSG00000041982	ENST00000542877	9	-1	117783436	117853297	TNC	protein_coding
ENSG00000041982	ENST00000544972	9	-1	117791651	117827191	TNC	protein_coding
ENSG00000041982	ENST00000534839	9	-1	117853022	117880478	TNC	protein_coding
ENSG00000173077	ENST00000374016	9	1	117904097	118164923	DEC1	protein_coding
ENSG00000182752	ENST00000328252	9	1	118916083	119164601	PAPPA	protein_coding
ENSG00000182752	ENST00000534838	9	1	118950452	119159041	PAPPA	protein_coding
ENSG00000256040	ENST00000445861	9	-1	119160439	119162885	PAPPA-AS1	protein_coding
ENSG00000148219	ENST00000373996	9	-1	119187504	120177216	ASTN2	protein_coding
ENSG00000148219	ENST00000313400	9	-1	119187504	120177317	ASTN2	protein_coding
ENSG00000148219	ENST00000288520	9	-1	119187507	119449494	ASTN2	protein_coding
ENSG00000148219	ENST00000341734	9	-1	119187507	119449513	ASTN2	protein_coding
ENSG00000148219	ENST00000373986	9	-1	119187507	119976832	ASTN2	protein_coding
ENSG00000148219	ENST00000361209	9	-1	119187507	120177348	ASTN2	protein_coding
ENSG00000148219	ENST00000361477	9	-1	119187869	120177317	ASTN2	protein_coding
ENSG00000148219	ENST00000417725	9	-1	119199502	119203014	ASTN2	protein_coding
ENSG00000148219	ENST00000358637	9	-1	119373179	119449500	ASTN2	protein_coding
ENSG00000119401	ENST00000450136	9	1	119449581	119463577	TRIM32	protein_coding
ENSG00000119401	ENST00000373983	9	1	119449609	119463579	TRIM32	protein_coding
ENSG00000119401	ENST00000411410	9	1	119449622	119460539	TRIM32	protein_coding
ENSG00000136869	ENST00000394487	9	1	120466610	120478053	TLR4	protein_coding
ENSG00000136869	ENST00000355622	9	1	120466650	120479149	TLR4	protein_coding
ENSG00000078725	ENST00000265922	9	-1	121928908	122131745	BRINP1	protein_coding
ENSG00000078725	ENST00000373964	9	-1	121975898	122131703	BRINP1	protein_coding
ENSG00000260970	ENST00000565320	9	1	122257653	122286403	RP11-295D22.1	protein_coding
ENSG00000136861	ENST00000359309	9	-1	123151147	123342437	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000360822	9	-1	123151147	123342437	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000349780	9	-1	123151148	123342436	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000360190	9	-1	123151154	123342436	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000416449	9	-1	123151476	123239632	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000425647	9	-1	123151479	123210350	CDK5RAP2	protein_coding
ENSG00000136861	ENST00000482047	9	-1	123280878	123294833	CDK5RAP2	protein_coding
ENSG00000106780	ENST00000426959	9	-1	123363091	123476612	MEGF9	protein_coding
ENSG00000106780	ENST00000373930	9	-1	123363091	123476748	MEGF9	protein_coding
ENSG00000119402	ENST00000608872	9	-1	123519252	123555690	FBXW2	protein_coding
ENSG00000119402	ENST00000340778	9	-1	123526453	123555655	FBXW2	protein_coding
ENSG00000119402	ENST00000453291	9	-1	123533689	123555660	FBXW2	protein_coding
ENSG00000095261	ENST00000373920	9	-1	123577774	123586796	PSMD5	protein_coding
ENSG00000095261	ENST00000604848	9	-1	123578001	123583719	PSMD5	protein_coding
ENSG00000095261	ENST00000210313	9	-1	123578331	123605262	PSMD5	protein_coding
ENSG00000095261	ENST00000373904	9	-1	123580074	123605229	PSMD5	protein_coding
ENSG00000119403	ENST00000373896	9	-1	123617977	123639606	PHF19	protein_coding
ENSG00000119403	ENST00000419155	9	-1	123619897	123631159	PHF19	protein_coding
ENSG00000119403	ENST00000453868	9	-1	123624266	123631116	PHF19	protein_coding
