WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00016770	C49C8.6.1	IV	-1	8657455	8658184	C49C8.6	protein_coding
WBGene00000397	F08B4.2c.1	IV	1	8668941	8676460	cdh-5	protein_coding
WBGene00000397	F08B4.2d.1	IV	1	8668941	8676460	cdh-5	protein_coding
WBGene00000397	F08B4.2a.1	IV	1	8668941	8676542	cdh-5	protein_coding
WBGene00000397	F08B4.2b.1	IV	1	8668941	8676542	cdh-5	protein_coding
WBGene00255375	F08B4.8.1	IV	1	8677590	8678019	F08B4.8	protein_coding
WBGene00017236	F08B4.4.1	IV	-1	8678695	8679325	nlp-60	protein_coding
WBGene00017237	F08B4.5.1	IV	-1	8682239	8686610	pole-2	protein_coding
WBGene00017238	F08B4.7.1	IV	-1	8686756	8687810	F08B4.7	protein_coding
WBGene00002028	F08B4.6.1	IV	-1	8688273	8691513	hst-1	protein_coding
WBGene00000994	F08B4.1a.1	IV	1	8692086	8696443	dic-1	protein_coding
WBGene00000994	F08B4.1b.1	IV	1	8692086	8696553	dic-1	protein_coding
WBGene00019230	H23L24.3b.1	IV	1	8697736	8702699	ttll-11	protein_coding
WBGene00019230	H23L24.3a.1	IV	1	8698872	8702699	ttll-11	protein_coding
WBGene00019231	H23L24.4.1	IV	-1	8703043	8705606	H23L24.4	protein_coding
WBGene00004052	H23L24.5.1	IV	-1	8712635	8715027	parg-2	protein_coding
WBGene00019229	H23L24.2.1	IV	1	8715247	8717881	ipla-5	protein_coding
WBGene00019228	H23L24.1.1	IV	1	8718453	8719248	H23L24.1	protein_coding
WBGene00009014	F21D5.9.1	IV	1	8724020	8724876	F21D5.9	protein_coding
WBGene00009006	F21D5.1.1	IV	1	8725722	8728060	F21D5.1	protein_coding
WBGene00009007	F21D5.2a.2	IV	1	8728139	8730510	otub-3	protein_coding
WBGene00009007	F21D5.2a.1	IV	1	8728177	8730510	otub-3	protein_coding
WBGene00009007	F21D5.2b.1	IV	1	8728412	8730510	otub-3	protein_coding
WBGene00009007	F21D5.2c.1	IV	1	8728412	8730510	otub-3	protein_coding
WBGene00009008	F21D5.3a.2	IV	1	8730721	8735686	F21D5.3	protein_coding
WBGene00009008	F21D5.3a.1	IV	1	8730815	8735686	F21D5.3	protein_coding
WBGene00009008	F21D5.3b.1	IV	1	8733872	8735685	F21D5.3	protein_coding
WBGene00009008	F21D5.3c.1	IV	1	8734012	8735659	F21D5.3	protein_coding
WBGene00009008	F21D5.3c.2	IV	1	8735293	8735663	F21D5.3	protein_coding
WBGene00009010	F21D5.5.1	IV	-1	8735695	8739394	F21D5.5	protein_coding
WBGene00009009	F21D5.4.1	IV	1	8738087	8739101	F21D5.4	protein_coding
WBGene00009013	F21D5.8.1	IV	-1	8739504	8740026	mrps-33	protein_coding
WBGene00009011	F21D5.6.1	IV	-1	8740140	8741388	F21D5.6	protein_coding
WBGene00009012	F21D5.7.1	IV	-1	8741383	8743704	F21D5.7	protein_coding
WBGene00008972	F20C5.7.1	IV	-1	8744411	8745691	F20C5.7	protein_coding
WBGene00004051	F20C5.1c.1	IV	1	8746252	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1d.1	IV	1	8746254	8751742	parg-1	protein_coding
WBGene00004051	F20C5.1a.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1b.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1f.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1g.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1h.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1i.1	IV	1	8746254	8752676	parg-1	protein_coding
WBGene00004051	F20C5.1e.1	IV	1	8747820	8752676	parg-1	protein_coding
WBGene00008968	F20C5.3a.1	IV	-1	8753195	8754823	elli-1	protein_coding
WBGene00008968	F20C5.3b.1	IV	-1	8753195	8754823	elli-1	protein_coding
WBGene00008968	F20C5.3d.1	IV	-1	8753387	8754154	elli-1	protein_coding
WBGene00008968	F20C5.3c.1	IV	-1	8753387	8754240	elli-1	protein_coding
WBGene00303015	F20C5.11.1	IV	-1	8755040	8756795	F20C5.11	protein_coding
WBGene00002222	F20C5.2f.1	IV	-1	8756735	8757147	klp-11	protein_coding
WBGene00002222	F20C5.2d.1	IV	-1	8756735	8757516	klp-11	protein_coding
WBGene00002222	F20C5.2c.1	IV	-1	8756735	8758204	klp-11	protein_coding
WBGene00002222	F20C5.2a.1	IV	-1	8756735	8762057	klp-11	protein_coding
WBGene00008969	F20C5.4.1	IV	1	8764867	8767450	F20C5.4	protein_coding
WBGene00008970	F20C5.5.2	IV	-1	8767688	8770067	F20C5.5	protein_coding
WBGene00008970	F20C5.5.1	IV	-1	8767688	8770092	F20C5.5	protein_coding
WBGene00008971	F20C5.6.1	IV	-1	8771558	8773206	F20C5.6	protein_coding
WBGene00007900	C33D9.6a.1	IV	-1	8773977	8778145	C33D9.6	protein_coding
WBGene00007900	C33D9.6b.1	IV	-1	8775433	8776670	C33D9.6	protein_coding
WBGene00194651	C33D9.13.1	IV	-1	8783271	8785254	C33D9.13	protein_coding
WBGene00007901	C33D9.8.1	IV	-1	8785764	8786650	C33D9.8	protein_coding
WBGene00044239	C33D9.10.1	IV	-1	8787459	8788057	C33D9.10	protein_coding
WBGene00005698	C33D9.4.1	IV	-1	8788449	8790244	sru-35	protein_coding
WBGene00007898	C33D9.3b.1	IV	-1	8790742	8792902	C33D9.3	protein_coding
WBGene00007898	C33D9.3a.1	IV	-1	8790749	8793294	C33D9.3	protein_coding
WBGene00007898	C33D9.3b.2	IV	-1	8790749	8793294	C33D9.3	protein_coding
WBGene00007897	C33D9.2.1	IV	-1	8796881	8798355	clec-182	protein_coding
WBGene00001366	C33D9.1d.1	IV	-1	8799089	8804130	exc-5	protein_coding
WBGene00001366	C33D9.1b.1	IV	-1	8799089	8804857	exc-5	protein_coding
WBGene00001366	C33D9.1c.1	IV	-1	8799089	8813539	exc-5	protein_coding
WBGene00012118	T28C6.1c.1	IV	1	8816335	8818004	grsp-2	protein_coding
WBGene00012118	T28C6.1a.2	IV	1	8816335	8818514	grsp-2	protein_coding
WBGene00012118	T28C6.1b.2	IV	1	8816335	8818514	grsp-2	protein_coding
WBGene00012118	T28C6.1a.1	IV	1	8816335	8818525	grsp-2	protein_coding
WBGene00012118	T28C6.1b.1	IV	1	8816335	8818525	grsp-2	protein_coding
WBGene00012118	T28C6.1d.1	IV	1	8816348	8818004	grsp-2	protein_coding
WBGene00012118	T28C6.1e.1	IV	1	8816348	8818004	grsp-2	protein_coding
WBGene00012118	T28C6.1f.2	IV	1	8816348	8818514	grsp-2	protein_coding
WBGene00012118	T28C6.1g.2	IV	1	8816348	8818514	grsp-2	protein_coding
WBGene00012118	T28C6.1f.1	IV	1	8816348	8818525	grsp-2	protein_coding
WBGene00012118	T28C6.1g.1	IV	1	8816348	8818525	grsp-2	protein_coding
WBGene00045183	T28C6.10.1	IV	1	8818555	8819158	T28C6.10	protein_coding
WBGene00012119	T28C6.3.1	IV	1	8820356	8821265	T28C6.3	protein_coding
WBGene00012120	T28C6.5.1	IV	1	8821447	8822874	T28C6.5	protein_coding
WBGene00000691	T28C6.4.1	IV	-1	8822962	8824195	col-117	protein_coding
WBGene00000594	T28C6.6.1	IV	1	8824783	8826013	col-3	protein_coding
WBGene00012121	T28C6.7b.1	IV	1	8827802	8840669	T28C6.7	protein_coding
WBGene00012121	T28C6.7a.1	IV	1	8827804	8840669	T28C6.7	protein_coding
WBGene00012121	T28C6.7c.1	IV	1	8827804	8840669	T28C6.7	protein_coding
WBGene00012121	T28C6.7d.1	IV	1	8827804	8840669	T28C6.7	protein_coding
WBGene00012121	T28C6.7a.2	IV	1	8827804	8840682	T28C6.7	protein_coding
WBGene00012121	T28C6.7b.2	IV	1	8827804	8840682	T28C6.7	protein_coding
WBGene00012121	T28C6.7c.2	IV	1	8827804	8840682	T28C6.7	protein_coding
WBGene00012121	T28C6.7d.2	IV	1	8827804	8840682	T28C6.7	protein_coding
WBGene00012122	T28C6.8.1	IV	-1	8829549	8830727	T28C6.8	protein_coding
WBGene00206515	T28C6.11.1	IV	-1	8839663	8840261	T28C6.11	protein_coding
WBGene00011706	T11B7.1.1	IV	1	8840725	8842805	T11B7.1	protein_coding
WBGene00011707	T11B7.2c.1	IV	-1	8843621	8843770	T11B7.2	protein_coding
WBGene00011707	T11B7.2b.1	IV	-1	8843621	8844490	T11B7.2	protein_coding
WBGene00011707	T11B7.2a.1	IV	-1	8843621	8844491	T11B7.2	protein_coding
WBGene00000692	T11B7.3b.1	IV	1	8848182	8849671	col-118	protein_coding
WBGene00000692	T11B7.3a.1	IV	1	8848182	8849673	col-118	protein_coding
WBGene00001132	T11B7.4a.1	IV	1	8852500	8862208	alp-1	protein_coding
WBGene00001132	T11B7.4e.1	IV	1	8852500	8862227	alp-1	protein_coding
WBGene00001132	T11B7.4b.1	IV	1	8852500	8862228	alp-1	protein_coding
WBGene00001132	T11B7.4d.1	IV	1	8852500	8862228	alp-1	protein_coding
WBGene00001132	T11B7.4c.1	IV	1	8854537	8862227	alp-1	protein_coding
WBGene00011708	T11B7.5.1	IV	-1	8855296	8856063	T11B7.5	protein_coding
WBGene00007492	C09G9.1b.1	IV	-1	8862173	8865483	C09G9.1	protein_coding
WBGene00007492	C09G9.1c.1	IV	-1	8862173	8865483	C09G9.1	protein_coding
WBGene00007492	C09G9.1a.1	IV	-1	8862605	8865483	C09G9.1	protein_coding
WBGene00007493	C09G9.2a.1	IV	-1	8868036	8869679	npp-23	protein_coding
WBGene00007493	C09G9.2b.2	IV	-1	8868037	8869607	npp-23	protein_coding
WBGene00007493	C09G9.2b.1	IV	-1	8868037	8869639	npp-23	protein_coding
WBGene00007494	C09G9.3b.1	IV	-1	8869962	8873057	C09G9.3	protein_coding
WBGene00007494	C09G9.3a.1	IV	-1	8871160	8873005	C09G9.3	protein_coding
WBGene00007494	C09G9.3c.1	IV	-1	8871160	8873005	C09G9.3	protein_coding
WBGene00006409	C09G9.4.1	IV	1	8874129	8877022	hdl-2	protein_coding
WBGene00007496	C09G9.7b.1	IV	-1	8877553	8879529	npax-4	protein_coding
WBGene00007496	C09G9.7a.1	IV	-1	8877596	8879910	npax-4	protein_coding
WBGene00007497	C09G9.8c.1	IV	1	8881481	8881984	C09G9.8	protein_coding
WBGene00007497	C09G9.8a.1	IV	1	8881484	8881963	C09G9.8	protein_coding
WBGene00007497	C09G9.8b.1	IV	1	8881484	8882240	C09G9.8	protein_coding
WBGene00007495	C09G9.5a.1	IV	1	8886528	8888602	C09G9.5	protein_coding
WBGene00007495	C09G9.5c.1	IV	1	8886558	8888455	C09G9.5	protein_coding
WBGene00007495	C09G9.5b.1	IV	1	8887183	8888602	C09G9.5	protein_coding
WBGene00003864	C09G9.6.1	IV	1	8888976	8890999	oma-1	protein_coding
WBGene00005007	C27B7.1a.1	IV	1	8891466	8892747	spr-2	protein_coding
WBGene00005007	C27B7.1b.1	IV	1	8891470	8892743	spr-2	protein_coding
WBGene00007760	C27B7.2.1	IV	1	8892858	8893854	C27B7.2	protein_coding
WBGene00007761	C27B7.4b.1	IV	1	8894081	8899948	rad-26	protein_coding
WBGene00007761	C27B7.4a.1	IV	1	8894083	8901386	rad-26	protein_coding
WBGene00007762	C27B7.5.1	IV	1	8901646	8903177	C27B7.5	protein_coding
WBGene00007763	C27B7.6.1	IV	-1	8903222	8906205	C27B7.6	protein_coding
WBGene00007764	C27B7.7a.1	IV	1	8907047	8915383	C27B7.7	protein_coding
WBGene00007765	C27B7.9.1	IV	-1	8915472	8916110	C27B7.9	protein_coding
WBGene00004307	C27B7.8.1	IV	-1	8916408	8918890	rap-1	protein_coding
WBGene00219476	D1046.16.1	IV	1	8922150	8922900	D1046.16	protein_coding
WBGene00008363	D1046.2.2	IV	-1	8924161	8926112	D1046.2	protein_coding
WBGene00008363	D1046.2.1	IV	-1	8924174	8926067	D1046.2	protein_coding
WBGene00008362	D1046.1a.3	IV	1	8926335	8929349	cfim-2	protein_coding
WBGene00008362	D1046.1c.3	IV	1	8926335	8929349	cfim-2	protein_coding
WBGene00008362	D1046.1a.2	IV	1	8926335	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1c.2	IV	1	8926335	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1a.1	IV	1	8926335	8930315	cfim-2	protein_coding
WBGene00008362	D1046.1c.1	IV	1	8926335	8930315	cfim-2	protein_coding
WBGene00008362	D1046.1b.3	IV	1	8926340	8929349	cfim-2	protein_coding
WBGene00008362	D1046.1b.2	IV	1	8926340	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1b.1	IV	1	8926340	8930315	cfim-2	protein_coding
WBGene00008362	D1046.1e.1	IV	1	8926341	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1e.2	IV	1	8926859	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1e.5	IV	1	8927026	8929349	cfim-2	protein_coding
WBGene00008362	D1046.1e.4	IV	1	8927026	8930275	cfim-2	protein_coding
WBGene00008362	D1046.1e.3	IV	1	8927026	8930315	cfim-2	protein_coding
WBGene00008362	D1046.1e.6	IV	1	8927056	8930275	cfim-2	protein_coding
WBGene00255595	D1046.18.1	IV	1	8929031	8930322	D1046.18	protein_coding
WBGene00008364	D1046.3.1	IV	1	8930442	8932791	slc-25A26	protein_coding
WBGene00008365	D1046.4.1	IV	1	8933997	8937400	D1046.4	protein_coding
WBGene00008366	D1046.5a.1	IV	1	8956489	8965534	tpra-1	protein_coding
WBGene00008366	D1046.5b.1	IV	1	8964857	8965521	tpra-1	protein_coding
WBGene00008272	C53B4.2.1	IV	1	8966183	8967903	C53B4.2	protein_coding
WBGene00008271	C53B4.1.1	IV	1	8968290	8970565	C53B4.1	protein_coding
WBGene00008273	C53B4.3.2	IV	-1	8970868	8973665	C53B4.3	protein_coding
WBGene00008273	C53B4.3.1	IV	-1	8970868	8973707	C53B4.3	protein_coding
WBGene00008273	C53B4.3.3	IV	-1	8970881	8973316	C53B4.3	protein_coding
WBGene00008274	C53B4.4e.1	IV	1	8975532	8984377	C53B4.4	protein_coding
WBGene00008274	C53B4.4a.1	IV	1	8975532	8984560	C53B4.4	protein_coding
WBGene00008274	C53B4.4b.1	IV	1	8975532	8984560	C53B4.4	protein_coding
WBGene00008274	C53B4.4d.1	IV	1	8975532	8984560	C53B4.4	protein_coding
WBGene00008274	C53B4.4g.1	IV	1	8975532	8984560	C53B4.4	protein_coding
WBGene00008274	C53B4.4f.1	IV	1	8975532	8984706	C53B4.4	protein_coding
WBGene00000693	C53B4.5.1	IV	-1	8978823	8979812	col-119	protein_coding
WBGene00008275	C53B4.6a.1	IV	1	8984866	8986774	nstp-1	protein_coding
WBGene00008275	C53B4.6b.1	IV	1	8984866	8986774	nstp-1	protein_coding
WBGene00000266	C53B4.7a.1	IV	1	8987130	8990444	bre-1	protein_coding
WBGene00000266	C53B4.7a.2	IV	1	8987268	8990443	bre-1	protein_coding
WBGene00000266	C53B4.7e.1	IV	1	8987436	8990443	bre-1	protein_coding
WBGene00000266	C53B4.7b.1	IV	1	8987945	8990444	bre-1	protein_coding
WBGene00000266	C53B4.7c.2	IV	1	8987955	8990443	bre-1	protein_coding
WBGene00000266	C53B4.7d.1	IV	1	8988369	8990444	bre-1	protein_coding
WBGene00000266	C53B4.7c.1	IV	1	8988770	8990443	bre-1	protein_coding
WBGene00008277	C53B4.8.1	IV	1	8993086	9000774	mltn-12	protein_coding
WBGene00008285	C53D6.8.1	IV	-1	9001145	9002734	C53D6.8	protein_coding
WBGene00006852	C53D6.2.2	IV	-1	9002837	9005410	unc-129	protein_coding
WBGene00006852	C53D6.2.1	IV	-1	9002839	9005410	unc-129	protein_coding
WBGene00044241	C53D6.11.1	IV	1	9010584	9012339	C53D6.11	protein_coding
WBGene00008280	C53D6.3.1	IV	1	9016788	9019101	acc-2	protein_coding
WBGene00008281	C53D6.4a.1	IV	-1	9019175	9020940	C53D6.4	protein_coding
WBGene00008281	C53D6.4b.1	IV	-1	9019182	9020489	C53D6.4	protein_coding
WBGene00008283	C53D6.6.1	IV	-1	9027686	9031655	C53D6.6	protein_coding
WBGene00008283	C53D6.6.2	IV	-1	9027686	9032659	C53D6.6	protein_coding
WBGene00023424	C53D6.10.1	IV	-1	9033576	9034440	C53D6.10	protein_coding
WBGene00008284	C53D6.7.1	IV	-1	9034845	9037163	C53D6.7	protein_coding
WBGene00013516	Y73F4A.3.1	IV	-1	9039575	9040504	Y73F4A.3	protein_coding
WBGene00013515	Y73F4A.2.1	IV	-1	9042387	9043347	Y73F4A.2	protein_coding
WBGene00013514	Y73F4A.1.1	IV	-1	9043938	9045369	Y73F4A.1	protein_coding
WBGene00003610	ZC410.1a.1	IV	1	9070010	9073622	nhr-11	protein_coding
WBGene00003610	ZC410.1d.1	IV	1	9070010	9073622	nhr-11	protein_coding
WBGene00003610	ZC410.1b.1	IV	1	9071151	9073622	nhr-11	protein_coding
WBGene00003610	ZC410.1e.1	IV	1	9071974	9073602	nhr-11	protein_coding
WBGene00013880	ZC410.2.1	IV	1	9074673	9076571	mppb-1	protein_coding
WBGene00013881	ZC410.3b.1	IV	-1	9076501	9078409	mans-4	protein_coding
WBGene00013881	ZC410.3a.1	IV	-1	9076501	9078807	mans-4	protein_coding
WBGene00006663	ZC410.4a.1	IV	1	9082361	9087554	twk-8	protein_coding
WBGene00006663	ZC410.4b.1	IV	1	9082361	9087554	twk-8	protein_coding
WBGene00013882	ZC410.5a.1	IV	1	9088594	9092193	msa-1	protein_coding
WBGene00013882	ZC410.5c.1	IV	1	9088628	9092191	msa-1	protein_coding
WBGene00013882	ZC410.5c.2	IV	1	9088649	9092191	msa-1	protein_coding
WBGene00013882	ZC410.5c.3	IV	1	9090246	9092191	msa-1	protein_coding
WBGene00013882	ZC410.5c.4	IV	1	9091838	9092191	msa-1	protein_coding
WBGene00003066	ZC410.7.1	IV	-1	9092281	9093975	lpl-1	protein_coding
WBGene00303009	ZC410.10.1	IV	-1	9093975	9094456	mrpl-42	protein_coding
WBGene00303009	ZC410.10.2	IV	-1	9093975	9094468	mrpl-42	protein_coding
WBGene00002046	C01F6.8a.1	IV	-1	9094541	9095653	icln-1	protein_coding
WBGene00002046	C01F6.8b.1	IV	-1	9094541	9095653	icln-1	protein_coding
WBGene00007223	C01F6.9a.1	IV	-1	9095754	9096231	C01F6.9	protein_coding
WBGene00007223	C01F6.9c.1	IV	-1	9095905	9096039	C01F6.9	protein_coding
WBGene00007223	C01F6.9b.1	IV	-1	9095912	9096058	C01F6.9	protein_coding
WBGene00007221	C01F6.1.1	IV	1	9096842	9099364	cpna-3	protein_coding
WBGene00007222	C01F6.2.1	IV	1	9099242	9101592	C01F6.2	protein_coding
WBGene00219207	C01F6.14.1	IV	-1	9103876	9104191	C01F6.14	protein_coding
WBGene00001413	C01F6.4a.1	IV	1	9104966	9107609	fem-3	protein_coding
WBGene00001413	C01F6.4c.1	IV	1	9106292	9107608	fem-3	protein_coding
WBGene00000120	C01F6.5.1	IV	1	9108931	9109753	aly-1	protein_coding
WBGene00006438	C01F6.6c.1	IV	1	9119098	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6d.1	IV	1	9119098	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6i.1	IV	1	9119098	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6j.1	IV	1	9119098	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6e.1	IV	1	9119098	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6h.1	IV	1	9119098	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6a.1	IV	1	9119098	9130378	nrfl-1	protein_coding
WBGene00006438	C01F6.6j.2	IV	1	9119101	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6e.3	IV	1	9119101	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6b.1	IV	1	9121385	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6f.1	IV	1	9124806	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6g.1	IV	1	9126292	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6j.3	IV	1	9127076	9130368	nrfl-1	protein_coding
WBGene00006438	C01F6.6e.4	IV	1	9127105	9130370	nrfl-1	protein_coding
WBGene00006438	C01F6.6e.2	IV	1	9127195	9130378	nrfl-1	protein_coding
WBGene00009073	F23B2.3.1	IV	-1	9132600	9135477	delm-1	protein_coding
WBGene00000906	F23B2.4.1	IV	-1	9136933	9146210	daf-10	protein_coding
WBGene00001444	F23B2.5a.1	IV	1	9144692	9146122	flp-1	protein_coding
WBGene00001444	F23B2.5b.1	IV	1	9144705	9146119	flp-1	protein_coding
WBGene00001444	F23B2.5c.1	IV	1	9144713	9146119	flp-1	protein_coding
WBGene00009078	F23B2.13a.1	IV	-1	9146337	9146869	rpb-12	protein_coding
WBGene00009078	F23B2.13b.1	IV	-1	9146339	9146839	rpb-12	protein_coding
WBGene00000121	F23B2.6.1	IV	1	9147468	9148579	aly-2	protein_coding
WBGene00009075	F23B2.7a.1	IV	1	9150491	9152043	F23B2.7	protein_coding
WBGene00009075	F23B2.7b.1	IV	1	9150761	9152043	F23B2.7	protein_coding
WBGene00009077	F23B2.10.1	IV	-1	9152819	9154320	F23B2.10	protein_coding
WBGene00003958	F23B2.11.1	IV	-1	9155079	9159019	pcp-3	protein_coding
WBGene00003958	F23B2.11.2	IV	-1	9155152	9159019	pcp-3	protein_coding
WBGene00003957	F23B2.12.1	IV	-1	9160640	9165127	pcp-2	protein_coding
WBGene00235302	C07C7.3.1	IV	1	9166051	9166152	C07C7.3	protein_coding
WBGene00007411	C07C7.1.1	IV	1	9185040	9186023	C07C7.1	protein_coding
WBGene00008113	C46C2.5.1	IV	-1	9191639	9192622	C46C2.5	protein_coding
WBGene00045078	C46C2.7.1	IV	1	9194824	9196062	C46C2.7	protein_coding
WBGene00006941	C46C2.1e.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1j.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1k.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1o.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1p.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1q.2	IV	1	9200102	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1d.2	IV	1	9200102	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1n.2	IV	1	9200102	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1b.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1e.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1g.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1h.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1j.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1k.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1m.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1o.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1p.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1q.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1s.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1t.1	IV	1	9200116	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1a.1	IV	1	9200116	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1d.1	IV	1	9200116	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1n.1	IV	1	9200116	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1r.1	IV	1	9200116	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1i.1	IV	1	9203294	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1l.1	IV	1	9203294	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1c.1	IV	1	9203294	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1f.1	IV	1	9203294	9212235	wnk-1	protein_coding
WBGene00006941	C46C2.1u.1	IV	1	9209093	9212222	wnk-1	protein_coding
WBGene00006941	C46C2.1v.1	IV	1	9209093	9212222	wnk-1	protein_coding
WBGene00008114	C46C2.6a.1	IV	1	9212375	9214236	C46C2.6	protein_coding
WBGene00008114	C46C2.6c.1	IV	1	9213187	9214236	C46C2.6	protein_coding
WBGene00008114	C46C2.6b.1	IV	1	9213633	9214236	C46C2.6	protein_coding
WBGene00008110	C46C2.2.2	IV	1	9216952	9220397	C46C2.2	protein_coding
WBGene00008110	C46C2.2.1	IV	1	9217726	9220397	C46C2.2	protein_coding
WBGene00008111	C46C2.3.1	IV	1	9225125	9227781	C46C2.3	protein_coding
WBGene00012428	Y11D7A.3b.1	IV	1	9233028	9241387	Y11D7A.3	protein_coding
WBGene00012428	Y11D7A.3a.1	IV	1	9236939	9241387	Y11D7A.3	protein_coding
WBGene00012428	Y11D7A.3c.1	IV	1	9236951	9241386	Y11D7A.3	protein_coding
WBGene00004281	Y11D7A.4.1	IV	-1	9242225	9243999	rab-28	protein_coding
WBGene00012429	Y11D7A.5.1	IV	-1	9244520	9245523	Y11D7A.5	protein_coding
WBGene00012431	Y11D7A.7.1	IV	1	9249523	9250459	Y11D7A.7	protein_coding
WBGene00012432	Y11D7A.8.1	IV	1	9251379	9253913	Y11D7A.8	protein_coding
WBGene00012433	Y11D7A.9.1	IV	-1	9253979	9256117	Y11D7A.9	protein_coding
WBGene00012434	Y11D7A.10a.2	IV	-1	9258913	9259764	Y11D7A.10	protein_coding
WBGene00012434	Y11D7A.10a.1	IV	-1	9258928	9259764	Y11D7A.10	protein_coding
WBGene00012434	Y11D7A.10c.1	IV	-1	9258932	9259647	Y11D7A.10	protein_coding
WBGene00012434	Y11D7A.10d.1	IV	-1	9258932	9259698	Y11D7A.10	protein_coding
WBGene00000694	Y11D7A.11.1	IV	-1	9260610	9261787	col-120	protein_coding
WBGene00012435	Y11D7A.12a.1	IV	-1	9261808	9264263	flh-1	protein_coding
WBGene00012435	Y11D7A.12b.1	IV	-1	9261810	9264263	flh-1	protein_coding
WBGene00012435	Y11D7A.12c.1	IV	-1	9261810	9264265	flh-1	protein_coding
WBGene00077756	Y11D7A.19.1	IV	-1	9265810	9266561	Y11D7A.19	protein_coding
WBGene00012436	Y11D7A.13.1	IV	1	9270096	9271935	flh-3	protein_coding
WBGene00012437	Y11D7A.14.1	IV	1	9274416	9283113	nmy-3	protein_coding
WBGene00010410	H22D14.1.1	IV	-1	9284893	9286446	nhr-267	protein_coding
WBGene00008778	F14A5.1.1	IV	-1	9292296	9293925	nhr-264	protein_coding
WBGene00009871	F49C12.1.1	IV	-1	9294899	9296406	F49C12.1	protein_coding
WBGene00009872	F49C12.2.1	IV	-1	9298024	9299220	F49C12.2	protein_coding
WBGene00009873	F49C12.3.1	IV	1	9300427	9301951	F49C12.3	protein_coding
WBGene00009874	F49C12.4.1	IV	-1	9302665	9304094	F49C12.4	protein_coding
WBGene00009875	F49C12.5.1	IV	1	9304917	9307165	F49C12.5	protein_coding
WBGene00009876	F49C12.6.1	IV	-1	9307338	9309109	F49C12.6	protein_coding
WBGene00009877	F49C12.7c.1	IV	-1	9309108	9311157	F49C12.7	protein_coding
