ENSG00000279493	ENST00000624081	21	1	5011799	5017145	FP565260.4	protein_coding
ENSG00000160216	ENST00000327505	21	1	43903891	43984673	AGPAT3	protein_coding
ENSG00000160216	ENST00000445582	21	1	43916272	43969153	AGPAT3	protein_coding
ENSG00000160216	ENST00000398063	21	1	43925008	43986536	AGPAT3	protein_coding
ENSG00000160216	ENST00000398058	21	1	43946930	43984673	AGPAT3	protein_coding
ENSG00000160216	ENST00000457068	21	1	43946950	43971490	AGPAT3	protein_coding
ENSG00000160216	ENST00000448845	21	1	43947006	43959796	AGPAT3	protein_coding
ENSG00000160216	ENST00000422850	21	1	43950687	43971490	AGPAT3	protein_coding
ENSG00000160216	ENST00000546158	21	1	43954548	43982717	AGPAT3	protein_coding
ENSG00000160218	ENST00000380221	21	1	44012319	44060262	TRAPPC10	protein_coding
ENSG00000160218	ENST00000291574	21	1	44012319	44106552	TRAPPC10	protein_coding
ENSG00000241945	ENST00000291576	21	1	44107290	44131181	PWP2	protein_coding
ENSG00000241945	ENST00000456705	21	1	44107373	44115744	PWP2	protein_coding
ENSG00000160221	ENST00000291577	21	1	44133605	44145723	GATD3A	protein_coding
ENSG00000160221	ENST00000644251	21	1	44133610	44203064	GATD3A	protein_coding
ENSG00000160221	ENST00000427803	21	1	44133618	44141417	GATD3A	protein_coding
ENSG00000160221	ENST00000348499	21	1	44133680	44145723	GATD3A	protein_coding
ENSG00000160221	ENST00000389690	21	1	44133779	44141417	GATD3A	protein_coding
ENSG00000160221	ENST00000646873	21	1	44136075	44210114	GATD3A	protein_coding
ENSG00000160221	ENST00000419699	21	1	44136119	44145723	GATD3A	protein_coding
ENSG00000160221	ENST00000449622	21	1	44136151	44194535	GATD3A	protein_coding
ENSG00000160223	ENST00000643466	21	-1	44217014	44230089	ICOSLG	protein_coding
ENSG00000160223	ENST00000344330	21	-1	44222991	44240840	ICOSLG	protein_coding
ENSG00000160223	ENST00000407780	21	-1	44222991	44240945	ICOSLG	protein_coding
ENSG00000160223	ENST00000400379	21	-1	44226834	44240945	ICOSLG	protein_coding
ENSG00000160223	ENST00000400377	21	-1	44226834	44240966	ICOSLG	protein_coding
ENSG00000142182	ENST00000436357	21	-1	44246339	44251238	DNMT3L	protein_coding
ENSG00000142182	ENST00000270172	21	-1	44246339	44262216	DNMT3L	protein_coding
ENSG00000142182	ENST00000628202	21	-1	44246352	44261890	DNMT3L	protein_coding
ENSG00000142182	ENST00000431166	21	-1	44250810	44261882	DNMT3L	protein_coding
ENSG00000160224	ENST00000291582	21	1	44285880	44298219	AIRE	protein_coding
ENSG00000141959	ENST00000349048	21	1	44300051	44327376	PFKL	protein_coding
ENSG00000141959	ENST00000628044	21	1	44300106	44304318	PFKL	protein_coding
ENSG00000160226	ENST00000339818	21	-1	44328944	44339402	CFAP410	protein_coding
ENSG00000160226	ENST00000397956	21	-1	44329891	44339393	CFAP410	protein_coding
ENSG00000160226	ENST00000325223	21	-1	44329891	44339402	CFAP410	protein_coding
ENSG00000142185	ENST00000300482	21	1	44350163	44443081	TRPM2	protein_coding
ENSG00000142185	ENST00000431901	21	1	44350304	44366761	TRPM2	protein_coding
ENSG00000142185	ENST00000397928	21	1	44353256	44443081	TRPM2	protein_coding
ENSG00000142185	ENST00000397932	21	1	44353688	44442358	TRPM2	protein_coding
ENSG00000142185	ENST00000300481	21	1	44353688	44443081	TRPM2	protein_coding
ENSG00000142185	ENST00000621064	21	1	44424869	44442644	TRPM2	protein_coding
ENSG00000160233	ENST00000291592	21	1	44455486	44462196	LRRC3	protein_coding
ENSG00000175894	ENST00000613245	21	-1	44497892	44711572	TSPEAR	protein_coding
ENSG00000175894	ENST00000323084	21	-1	44497892	44711580	TSPEAR	protein_coding
ENSG00000215455	ENST00000400375	21	-1	44538981	44540195	KRTAP10-1	protein_coding
ENSG00000205445	ENST00000391621	21	-1	44550357	44551505	KRTAP10-2	protein_coding
ENSG00000212935	ENST00000391620	21	-1	44557790	44558760	KRTAP10-3	protein_coding
ENSG00000215454	ENST00000622352	21	1	44573724	44638284	KRTAP10-4	protein_coding
ENSG00000215454	ENST00000400374	21	1	44573729	44575371	KRTAP10-4	protein_coding
ENSG00000215454	ENST00000616689	21	1	44573747	44574964	KRTAP10-4	protein_coding
ENSG00000241123	ENST00000400372	21	-1	44579455	44580604	KRTAP10-5	protein_coding
ENSG00000188155	ENST00000400368	21	-1	44591268	44592505	KRTAP10-6	protein_coding
ENSG00000272804	ENST00000609664	21	1	44600597	44602174	KRTAP10-7	protein_coding
ENSG00000187766	ENST00000334662	21	1	44612079	44612954	KRTAP10-8	protein_coding
ENSG00000221837	ENST00000397911	21	1	44627123	44628293	KRTAP10-9	protein_coding
ENSG00000221837	ENST00000616529	21	1	44627148	44628062	KRTAP10-9	protein_coding
ENSG00000221859	ENST00000380095	21	1	44637356	44638455	KRTAP10-10	protein_coding
ENSG00000243489	ENST00000334670	21	1	44646414	44647650	KRTAP10-11	protein_coding
ENSG00000212933	ENST00000391618	21	-1	44654213	44654659	KRTAP12-4	protein_coding
ENSG00000205439	ENST00000397907	21	1	44657932	44658341	KRTAP12-3	protein_coding
ENSG00000221864	ENST00000360770	21	-1	44666189	44666927	KRTAP12-2	protein_coding
ENSG00000187175	ENST00000391617	21	-1	44681576	44682163	KRTAP12-1	protein_coding
ENSG00000189169	ENST00000400365	21	1	44697172	44698044	KRTAP10-12	protein_coding
ENSG00000189169	ENST00000618832	21	1	44697427	44697807	KRTAP10-12	protein_coding
ENSG00000184787	ENST00000345496	21	-1	44768580	44802019	UBE2G2	protein_coding
ENSG00000184787	ENST00000330942	21	-1	44771295	44801774	UBE2G2	protein_coding
ENSG00000184900	ENST00000397898	21	-1	44805617	44818051	SUMO3	protein_coding
ENSG00000184900	ENST00000332859	21	-1	44805617	44818129	SUMO3	protein_coding
ENSG00000184900	ENST00000411651	21	-1	44805617	44818129	SUMO3	protein_coding
ENSG00000184900	ENST00000397893	21	-1	44808271	44817968	SUMO3	protein_coding
ENSG00000183255	ENST00000397887	21	-1	44849585	44873709	PTTG1IP	protein_coding
ENSG00000183255	ENST00000330938	21	-1	44849585	44873837	PTTG1IP	protein_coding
ENSG00000183255	ENST00000445724	21	-1	44849586	44873903	PTTG1IP	protein_coding
ENSG00000183255	ENST00000397886	21	-1	44851407	44861933	PTTG1IP	protein_coding
ENSG00000160255	ENST00000397852	21	-1	44885953	44910826	ITGB2	protein_coding
ENSG00000160255	ENST00000397857	21	-1	44885953	44911460	ITGB2	protein_coding
ENSG00000160255	ENST00000397854	21	-1	44885953	44920855	ITGB2	protein_coding
ENSG00000160255	ENST00000355153	21	-1	44885953	44928838	ITGB2	protein_coding
ENSG00000160255	ENST00000397850	21	-1	44885953	44928873	ITGB2	protein_coding
ENSG00000160255	ENST00000302347	21	-1	44885956	44921050	ITGB2	protein_coding
ENSG00000160255	ENST00000320216	21	-1	44899067	44910630	ITGB2	protein_coding
ENSG00000160255	ENST00000523663	21	-1	44903365	44911177	ITGB2	protein_coding
ENSG00000160255	ENST00000522931	21	-1	44903384	44914283	ITGB2	protein_coding
ENSG00000160255	ENST00000517563	21	-1	44903503	44928718	ITGB2	protein_coding
ENSG00000160255	ENST00000522688	21	-1	44903508	44920942	ITGB2	protein_coding
ENSG00000160255	ENST00000524251	21	-1	44906925	44920899	ITGB2	protein_coding
ENSG00000160255	ENST00000517819	21	-1	44907032	44921133	ITGB2	protein_coding
ENSG00000160255	ENST00000397846	21	-1	44907987	44920896	ITGB2	protein_coding
ENSG00000160255	ENST00000521995	21	-1	44910284	44931989	ITGB2	protein_coding
ENSG00000160256	ENST00000291634	21	1	44940010	44976989	FAM207A	protein_coding
ENSG00000160256	ENST00000397826	21	1	44940012	44976989	FAM207A	protein_coding
ENSG00000160256	ENST00000458015	21	1	44940025	44969264	FAM207A	protein_coding
ENSG00000197381	ENST00000437626	21	1	45074600	45226559	ADARB1	protein_coding
ENSG00000197381	ENST00000348831	21	1	45074600	45226560	ADARB1	protein_coding
ENSG00000197381	ENST00000389863	21	1	45074600	45226560	ADARB1	protein_coding
ENSG00000197381	ENST00000449478	21	1	45120900	45176126	ADARB1	protein_coding
ENSG00000197381	ENST00000611195	21	1	45134726	45144682	ADARB1	protein_coding
ENSG00000197381	ENST00000629643	21	1	45134796	45226559	ADARB1	protein_coding
ENSG00000197381	ENST00000360697	21	1	45171642	45226560	ADARB1	protein_coding
ENSG00000186866	ENST00000331343	21	-1	45263928	45287898	POFUT2	protein_coding
ENSG00000186866	ENST00000349485	21	-1	45263928	45287898	POFUT2	protein_coding
ENSG00000186866	ENST00000612472	21	-1	45263929	45287896	POFUT2	protein_coding
ENSG00000186866	ENST00000615172	21	-1	45263979	45277410	POFUT2	protein_coding
ENSG00000186866	ENST00000451615	21	-1	45267698	45285691	POFUT2	protein_coding
ENSG00000182871	ENST00000400337	21	1	45405137	45513720	COL18A1	protein_coding
ENSG00000182871	ENST00000355480	21	1	45455489	45513720	COL18A1	protein_coding
ENSG00000182871	ENST00000359759	21	1	45455531	45513719	COL18A1	protein_coding
ENSG00000182871	ENST00000342220	21	1	45490275	45513720	COL18A1	protein_coding
ENSG00000173638	ENST00000417954	21	-1	45493572	45531541	SLC19A1	protein_coding
ENSG00000173638	ENST00000567670	21	-1	45498201	45544411	SLC19A1	protein_coding
ENSG00000182871	ENST00000423214	21	1	45505358	45512263	COL18A1	protein_coding
ENSG00000173638	ENST00000311124	21	-1	45513776	45542471	SLC19A1	protein_coding
ENSG00000173638	ENST00000380010	21	-1	45514715	45542471	SLC19A1	protein_coding
ENSG00000173638	ENST00000485649	21	-1	45515518	45534706	SLC19A1	protein_coding
ENSG00000173638	ENST00000427839	21	-1	45531791	45541838	SLC19A1	protein_coding
ENSG00000173638	ENST00000443742	21	-1	45531874	45544400	SLC19A1	protein_coding
ENSG00000173638	ENST00000528477	21	-1	45537778	45544402	SLC19A1	protein_coding
ENSG00000183570	ENST00000400314	21	1	45643694	45942454	PCBP3	protein_coding
ENSG00000183570	ENST00000400310	21	1	45848163	45942454	PCBP3	protein_coding
ENSG00000183570	ENST00000400308	21	1	45849961	45942454	PCBP3	protein_coding
ENSG00000183570	ENST00000400309	21	1	45849961	45942454	PCBP3	protein_coding
ENSG00000183570	ENST00000449640	21	1	45849990	45941706	PCBP3	protein_coding
ENSG00000183570	ENST00000549265	21	1	45893877	45896309	PCBP3	protein_coding
ENSG00000183570	ENST00000400305	21	1	45896270	45942454	PCBP3	protein_coding
ENSG00000183570	ENST00000400304	21	1	45896294	45941706	PCBP3	protein_coding
ENSG00000142156	ENST00000361866	21	1	45981737	46005050	COL6A1	protein_coding
ENSG00000142156	ENST00000612273	21	1	45981769	46004101	COL6A1	protein_coding
ENSG00000142173	ENST00000300527	21	1	46098097	46132849	COL6A2	protein_coding
ENSG00000142173	ENST00000310645	21	1	46098119	46129805	COL6A2	protein_coding
ENSG00000142173	ENST00000436769	21	1	46098797	46112404	COL6A2	protein_coding
ENSG00000142173	ENST00000409416	21	1	46111414	46129808	COL6A2	protein_coding
ENSG00000142173	ENST00000397763	21	1	46111450	46129808	COL6A2	protein_coding
ENSG00000142173	ENST00000413758	21	1	46120560	46125894	COL6A2	protein_coding
ENSG00000160282	ENST00000291670	21	-1	46136262	46155567	FTCD	protein_coding
ENSG00000160282	ENST00000397748	21	-1	46136262	46155567	FTCD	protein_coding
ENSG00000160282	ENST00000446405	21	-1	46136779	46138572	FTCD	protein_coding
ENSG00000160282	ENST00000397743	21	-1	46136779	46155567	FTCD	protein_coding
ENSG00000160282	ENST00000397746	21	-1	46136779	46155567	FTCD	protein_coding
ENSG00000160284	ENST00000330205	21	-1	46161148	46184476	SPATC1L	protein_coding
ENSG00000160284	ENST00000291672	21	-1	46161161	46184459	SPATC1L	protein_coding
ENSG00000160285	ENST00000356396	21	-1	46188141	46228822	LSS	protein_coding
ENSG00000160285	ENST00000397728	21	-1	46188446	46228824	LSS	protein_coding
ENSG00000160285	ENST00000419093	21	-1	46188474	46194580	LSS	protein_coding
ENSG00000160285	ENST00000457828	21	-1	46189124	46228824	LSS	protein_coding
ENSG00000160285	ENST00000522411	21	-1	46190783	46228781	LSS	protein_coding
ENSG00000160285	ENST00000450351	21	-1	46216389	46228768	LSS	protein_coding
ENSG00000160294	ENST00000291688	21	-1	46235126	46285394	MCM3AP	protein_coding
ENSG00000160294	ENST00000397708	21	-1	46235133	46286297	MCM3AP	protein_coding
ENSG00000160294	ENST00000426537	21	-1	46285005	46286184	MCM3AP	protein_coding
ENSG00000182362	ENST00000397701	21	1	46286337	46297751	YBEY	protein_coding
ENSG00000182362	ENST00000397694	21	1	46286384	46297723	YBEY	protein_coding
ENSG00000182362	ENST00000329319	21	1	46286384	46297751	YBEY	protein_coding
ENSG00000182362	ENST00000339195	21	1	46286384	46297751	YBEY	protein_coding
ENSG00000182362	ENST00000397692	21	1	46286384	46297751	YBEY	protein_coding
ENSG00000182362	ENST00000397691	21	1	46286645	46297751	YBEY	protein_coding
ENSG00000160298	ENST00000397683	21	-1	46300430	46320825	C21orf58	protein_coding
ENSG00000160298	ENST00000417060	21	-1	46300511	46318206	C21orf58	protein_coding
ENSG00000160298	ENST00000291691	21	-1	46301130	46323875	C21orf58	protein_coding
ENSG00000160298	ENST00000397682	21	-1	46301130	46323875	C21orf58	protein_coding
ENSG00000160298	ENST00000397679	21	-1	46301134	46319137	C21orf58	protein_coding
ENSG00000160298	ENST00000397680	21	-1	46301134	46323857	C21orf58	protein_coding
ENSG00000160298	ENST00000445935	21	-1	46314871	46323869	C21orf58	protein_coding
ENSG00000160299	ENST00000359568	21	1	46324122	46445769	PCNT	protein_coding
ENSG00000160299	ENST00000418394	21	1	46437041	46445437	PCNT	protein_coding
ENSG00000160305	ENST00000400274	21	1	46458899	46569708	DIP2A	protein_coding
ENSG00000160305	ENST00000457905	21	1	46458950	46550110	DIP2A	protein_coding
ENSG00000160305	ENST00000466639	21	1	46458977	46547205	DIP2A	protein_coding
ENSG00000160305	ENST00000435722	21	1	46459057	46547205	DIP2A	protein_coding
ENSG00000160305	ENST00000417564	21	1	46459111	46569852	DIP2A	protein_coding
ENSG00000160307	ENST00000291700	21	-1	46598962	46605208	S100B	protein_coding
ENSG00000160307	ENST00000367071	21	-1	46598962	46605208	S100B	protein_coding
ENSG00000160307	ENST00000397648	21	-1	46599281	46602893	S100B	protein_coding
ENSG00000160310	ENST00000355680	21	1	46635167	46664951	PRMT2	protein_coding
ENSG00000160310	ENST00000451211	21	1	46635595	46665117	PRMT2	protein_coding
ENSG00000160310	ENST00000458387	21	1	46635595	46665117	PRMT2	protein_coding
ENSG00000160310	ENST00000397638	21	1	46635615	46664951	PRMT2	protein_coding
ENSG00000160310	ENST00000291705	21	1	46635642	46664473	PRMT2	protein_coding
ENSG00000160310	ENST00000397637	21	1	46635650	46664951	PRMT2	protein_coding
ENSG00000160310	ENST00000334494	21	1	46635653	46652318	PRMT2	protein_coding
ENSG00000160310	ENST00000397628	21	1	46635674	46649893	PRMT2	protein_coding
ENSG00000160310	ENST00000440086	21	1	46635681	46665124	PRMT2	protein_coding
ENSG00000160310	ENST00000621201	21	1	46643534	46659430	PRMT2	protein_coding
ENSG00000160310	ENST00000455177	21	1	46644343	46652952	PRMT2	protein_coding
