ENSG00000176269	ENST00000320901	8	-1	166049	167043	OR4F21	protein_coding
ENSG00000104343	ENST00000419880	8	-1	73792363	73878909	UBE2W	protein_coding
ENSG00000154582	ENST00000602840	8	-1	73939169	73972186	ELOC	protein_coding
ENSG00000154582	ENST00000518127	8	-1	73945119	73972287	ELOC	protein_coding
ENSG00000154582	ENST00000622804	8	-1	73945138	73971908	ELOC	protein_coding
ENSG00000154582	ENST00000520210	8	-1	73945608	73972170	ELOC	protein_coding
ENSG00000154582	ENST00000520242	8	-1	73945617	73972247	ELOC	protein_coding
ENSG00000154582	ENST00000519487	8	-1	73946264	73970637	ELOC	protein_coding
ENSG00000154582	ENST00000284811	8	-1	73946401	73972106	ELOC	protein_coding
ENSG00000154582	ENST00000522337	8	-1	73946473	73972232	ELOC	protein_coding
ENSG00000154582	ENST00000523815	8	-1	73946534	73971908	ELOC	protein_coding
ENSG00000154582	ENST00000519082	8	-1	73946700	73972252	ELOC	protein_coding
ENSG00000175606	ENST00000517439	8	1	73976207	73981366	TMEM70	protein_coding
ENSG00000175606	ENST00000312184	8	1	73976209	73982783	TMEM70	protein_coding
ENSG00000154589	ENST00000284818	8	1	73991352	74029087	LY96	protein_coding
ENSG00000154589	ENST00000518893	8	1	73991426	74029074	LY96	protein_coding
ENSG00000104369	ENST00000342232	8	-1	74234700	74321328	JPH1	protein_coding
ENSG00000104381	ENST00000220822	8	1	74350382	74366876	GDAP1	protein_coding
ENSG00000104381	ENST00000434412	8	1	74350418	74364604	GDAP1	protein_coding
ENSG00000137558	ENST00000649643	8	1	74824534	74851147	PI15	protein_coding
ENSG00000137558	ENST00000260113	8	1	74824537	74855029	PI15	protein_coding
ENSG00000137558	ENST00000523773	8	1	74824786	74849425	PI15	protein_coding
ENSG00000121005	ENST00000262207	8	1	74984515	75034558	CRISPLD1	protein_coding
ENSG00000121005	ENST00000520277	8	1	74984628	75012489	CRISPLD1	protein_coding
ENSG00000121005	ENST00000523524	8	1	75000154	75032841	CRISPLD1	protein_coding
ENSG00000121005	ENST00000517786	8	1	75000174	75032841	CRISPLD1	protein_coding
ENSG00000164749	ENST00000354370	8	1	75408036	75564327	HNF4G	protein_coding
ENSG00000164749	ENST00000396423	8	1	75539869	75566843	HNF4G	protein_coding
ENSG00000091656	ENST00000521891	8	1	76681219	76867285	ZFHX4	protein_coding
ENSG00000091656	ENST00000520307	8	1	76682527	76704554	ZFHX4	protein_coding
ENSG00000091656	ENST00000523885	8	1	76683781	76851917	ZFHX4	protein_coding
ENSG00000091656	ENST00000517585	8	1	76693406	76704554	ZFHX4	protein_coding
ENSG00000091656	ENST00000523809	8	1	76693433	76704508	ZFHX4	protein_coding
ENSG00000091656	ENST00000518282	8	1	76704045	76865923	ZFHX4	protein_coding
ENSG00000164751	ENST00000357039	8	-1	76980258	77000226	PEX2	protein_coding
ENSG00000164751	ENST00000520103	8	-1	76982934	77000947	PEX2	protein_coding
ENSG00000164751	ENST00000522527	8	-1	76982957	77000267	PEX2	protein_coding
ENSG00000164751	ENST00000518986	8	-1	76983640	76986527	PEX2	protein_coding
ENSG00000164751	ENST00000519956	8	-1	76984170	77001044	PEX2	protein_coding
ENSG00000171033	ENST00000396418	8	1	78516139	78605267	PKIA	protein_coding
ENSG00000171033	ENST00000352966	8	1	78516355	78603185	PKIA	protein_coding
ENSG00000171033	ENST00000518467	8	1	78591231	78602098	PKIA	protein_coding
ENSG00000104427	ENST00000263849	8	1	78666047	78719765	ZC2HC1A	protein_coding
ENSG00000104427	ENST00000519307	8	1	78697406	78717502	ZC2HC1A	protein_coding
ENSG00000104432	ENST00000263851	8	-1	78732772	78805523	IL7	protein_coding
ENSG00000104432	ENST00000379113	8	-1	78732774	78805523	IL7	protein_coding
ENSG00000104432	ENST00000541183	8	-1	78732774	78805523	IL7	protein_coding
ENSG00000104432	ENST00000520269	8	-1	78733665	78804928	IL7	protein_coding
ENSG00000104432	ENST00000639719	8	-1	78747031	78805306	IL7	protein_coding
ENSG00000104435	ENST00000220876	8	1	79610814	79666175	STMN2	protein_coding
ENSG00000104435	ENST00000518111	8	1	79611152	79665007	STMN2	protein_coding
ENSG00000104435	ENST00000518491	8	1	79611735	79664881	STMN2	protein_coding
ENSG00000164683	ENST00000354724	8	-1	79764010	79767863	HEY1	protein_coding
ENSG00000164683	ENST00000337919	8	-1	79764013	79767857	HEY1	protein_coding
ENSG00000164683	ENST00000523976	8	-1	79764720	79766475	HEY1	protein_coding
ENSG00000164683	ENST00000518733	8	-1	79765431	79767472	HEY1	protein_coding
ENSG00000147586	ENST00000276585	8	-1	79918717	80030271	MRPS28	protein_coding
ENSG00000147586	ENST00000519386	8	-1	79918855	80029839	MRPS28	protein_coding
ENSG00000147586	ENST00000521434	8	-1	79918940	80029912	MRPS28	protein_coding
ENSG00000147586	ENST00000521605	8	-1	79918966	80030289	MRPS28	protein_coding
ENSG00000147586	ENST00000519120	8	-1	79918988	80029964	MRPS28	protein_coding
ENSG00000147586	ENST00000520946	8	-1	79919032	80029974	MRPS28	protein_coding
ENSG00000147586	ENST00000518271	8	-1	79919125	80030232	MRPS28	protein_coding
ENSG00000147586	ENST00000518371	8	-1	79957803	80003148	MRPS28	protein_coding
ENSG00000076554	ENST00000379096	8	-1	80034745	80171558	TPD52	protein_coding
ENSG00000076554	ENST00000448733	8	-1	80034872	80080831	TPD52	protein_coding
ENSG00000076554	ENST00000518937	8	-1	80036100	80171659	TPD52	protein_coding
ENSG00000076554	ENST00000517427	8	-1	80036585	80080816	TPD52	protein_coding
ENSG00000076554	ENST00000520527	8	-1	80036585	80080816	TPD52	protein_coding
ENSG00000076554	ENST00000379097	8	-1	80036591	80080816	TPD52	protein_coding
ENSG00000076554	ENST00000519303	8	-1	80037307	80171200	TPD52	protein_coding
ENSG00000076554	ENST00000520795	8	-1	80053279	80171383	TPD52	protein_coding
ENSG00000205189	ENST00000379091	8	1	80485619	80519804	ZBTB10	protein_coding
ENSG00000205189	ENST00000430430	8	1	80485667	80526265	ZBTB10	protein_coding
ENSG00000205189	ENST00000455036	8	1	80486213	80521772	ZBTB10	protein_coding
ENSG00000205189	ENST00000426744	8	1	80486213	80526264	ZBTB10	protein_coding
ENSG00000205189	ENST00000610895	8	1	80486307	80520135	ZBTB10	protein_coding
ENSG00000164684	ENST00000327835	8	-1	80628451	80874781	ZNF704	protein_coding
ENSG00000164684	ENST00000519936	8	-1	80670593	80873665	ZNF704	protein_coding
ENSG00000076641	ENST00000220597	8	-1	80967810	81112068	PAG1	protein_coding
ENSG00000164687	ENST00000297258	8	1	81280363	81284777	FABP5	protein_coding
ENSG00000164687	ENST00000396359	8	1	81280867	81284777	FABP5	protein_coding
ENSG00000147588	ENST00000256103	8	-1	81440326	81447523	PMP2	protein_coding
ENSG00000147588	ENST00000519260	8	-1	81442413	81447439	PMP2	protein_coding
ENSG00000205186	ENST00000379071	8	-1	81458341	81461579	FABP9	protein_coding
ENSG00000170323	ENST00000256104	8	-1	81478419	81483263	FABP4	protein_coding
ENSG00000197416	ENST00000360464	8	-1	81524981	81531378	FABP12	protein_coding
ENSG00000133731	ENST00000256108	8	-1	81657961	81686693	IMPA1	protein_coding
ENSG00000133731	ENST00000311489	8	-1	81659044	81686301	IMPA1	protein_coding
ENSG00000133731	ENST00000449740	8	-1	81659262	81686283	IMPA1	protein_coding
ENSG00000133731	ENST00000523942	8	-1	81660514	81685832	IMPA1	protein_coding
ENSG00000133731	ENST00000519964	8	-1	81670939	81686318	IMPA1	protein_coding
ENSG00000133731	ENST00000521360	8	-1	81670940	81686310	IMPA1	protein_coding
ENSG00000133731	ENST00000522997	8	-1	81673841	81686051	IMPA1	protein_coding
ENSG00000133731	ENST00000518202	8	-1	81673868	81686331	IMPA1	protein_coding
ENSG00000253598	ENST00000518568	8	-1	81693607	81696174	SLC10A5	protein_coding
ENSG00000104231	ENST00000523096	8	-1	81701722	81721300	ZFAND1	protein_coding
ENSG00000104231	ENST00000220669	8	-1	81701723	81721300	ZFAND1	protein_coding
ENSG00000104231	ENST00000522520	8	-1	81701765	81721289	ZFAND1	protein_coding
ENSG00000104231	ENST00000521895	8	-1	81702548	81721282	ZFAND1	protein_coding
ENSG00000104231	ENST00000521287	8	-1	81702682	81721295	ZFAND1	protein_coding
ENSG00000104231	ENST00000520635	8	-1	81702825	81732407	ZFAND1	protein_coding
ENSG00000104231	ENST00000517588	8	-1	81702914	81721263	ZFAND1	protein_coding
ENSG00000104231	ENST00000519523	8	-1	81702914	81721288	ZFAND1	protein_coding
ENSG00000104231	ENST00000520604	8	-1	81702993	81732345	ZFAND1	protein_coding
ENSG00000104231	ENST00000523361	8	-1	81703099	81732881	ZFAND1	protein_coding
ENSG00000104231	ENST00000517450	8	-1	81713918	81721300	ZFAND1	protein_coding
ENSG00000104231	ENST00000521742	8	-1	81713918	81732387	ZFAND1	protein_coding
ENSG00000104231	ENST00000518419	8	-1	81713948	81721241	ZFAND1	protein_coding
ENSG00000104231	ENST00000520076	8	-1	81713951	81721283	ZFAND1	protein_coding
ENSG00000164695	ENST00000297265	8	1	81732434	81759515	CHMP4C	protein_coding
ENSG00000104497	ENST00000353788	8	-1	81799581	81842193	SNX16	protein_coding
ENSG00000104497	ENST00000396330	8	-1	81799587	81842286	SNX16	protein_coding
ENSG00000104497	ENST00000615066	8	-1	81800723	81840213	SNX16	protein_coding
ENSG00000104497	ENST00000345957	8	-1	81800958	81842304	SNX16	protein_coding
ENSG00000104497	ENST00000520618	8	-1	81803116	81842206	SNX16	protein_coding
ENSG00000104497	ENST00000523757	8	-1	81823792	81842183	SNX16	protein_coding
ENSG00000104497	ENST00000521810	8	-1	81823792	81842866	SNX16	protein_coding
ENSG00000104497	ENST00000519119	8	-1	81839681	81842302	SNX16	protein_coding
ENSG00000104497	ENST00000519817	8	-1	81839710	81841958	SNX16	protein_coding
ENSG00000104497	ENST00000518183	8	-1	81839734	81842217	SNX16	protein_coding
ENSG00000104497	ENST00000521773	8	-1	81839878	81842054	SNX16	protein_coding
ENSG00000184672	ENST00000522613	8	1	84182787	84529577	RALYL	protein_coding
ENSG00000184672	ENST00000522455	8	1	84183267	84921836	RALYL	protein_coding
ENSG00000184672	ENST00000521695	8	1	84183274	84921631	RALYL	protein_coding
ENSG00000184672	ENST00000521268	8	1	84183343	84921631	RALYL	protein_coding
ENSG00000184672	ENST00000518566	8	1	84183534	84921836	RALYL	protein_coding
ENSG00000184672	ENST00000517988	8	1	84184225	84774638	RALYL	protein_coding
ENSG00000184672	ENST00000517638	8	1	84184875	84921844	RALYL	protein_coding
ENSG00000184672	ENST00000522647	8	1	84184941	84529464	RALYL	protein_coding
ENSG00000184672	ENST00000523850	8	1	84705927	84921841	RALYL	protein_coding
ENSG00000184672	ENST00000521376	8	1	84705936	84921844	RALYL	protein_coding
ENSG00000133739	ENST00000360375	8	1	85107147	85146076	LRRCC1	protein_coding
ENSG00000133739	ENST00000414626	8	1	85108662	85146076	LRRCC1	protein_coding
ENSG00000133740	ENST00000418930	8	1	85177225	85214518	E2F5	protein_coding
ENSG00000133740	ENST00000416274	8	1	85177387	85214515	E2F5	protein_coding
ENSG00000133740	ENST00000517476	8	1	85187685	85214037	E2F5	protein_coding
ENSG00000133740	ENST00000521429	8	1	85187685	85214490	E2F5	protein_coding
ENSG00000133740	ENST00000518234	8	1	85206163	85216209	E2F5	protein_coding
ENSG00000133740	ENST00000520225	8	1	85209213	85214518	E2F5	protein_coding
ENSG00000176731	ENST00000619594	8	-1	85214076	85220374	C8orf59	protein_coding
ENSG00000176731	ENST00000614462	8	-1	85214077	85220367	C8orf59	protein_coding
ENSG00000176731	ENST00000612977	8	-1	85214487	85220384	C8orf59	protein_coding
ENSG00000176731	ENST00000612809	8	-1	85214502	85220375	C8orf59	protein_coding
ENSG00000176731	ENST00000545322	8	-1	85214502	85220421	C8orf59	protein_coding
ENSG00000176731	ENST00000611854	8	-1	85214503	85217702	C8orf59	protein_coding
ENSG00000176731	ENST00000615697	8	-1	85214556	85220353	C8orf59	protein_coding
ENSG00000176731	ENST00000523281	8	-1	85215015	85219322	C8orf59	protein_coding
ENSG00000176731	ENST00000321777	8	-1	85217160	85220339	C8orf59	protein_coding
ENSG00000185015	ENST00000321764	8	1	85245527	85284073	CA13	protein_coding
ENSG00000133742	ENST00000523953	8	-1	85327608	85379014	CA1	protein_coding
ENSG00000133742	ENST00000626824	8	-1	85327608	85379014	CA1	protein_coding
ENSG00000133742	ENST00000542576	8	-1	85328229	85342843	CA1	protein_coding
ENSG00000133742	ENST00000431316	8	-1	85328229	85349901	CA1	protein_coding
ENSG00000133742	ENST00000523022	8	-1	85328230	85378113	CA1	protein_coding
ENSG00000133742	ENST00000522389	8	-1	85328439	85341659	CA1	protein_coding
ENSG00000133742	ENST00000521679	8	-1	85328489	85338295	CA1	protein_coding
ENSG00000133742	ENST00000524324	8	-1	85328565	85378113	CA1	protein_coding
ENSG00000133742	ENST00000517618	8	-1	85328593	85341714	CA1	protein_coding
ENSG00000133742	ENST00000519991	8	-1	85328594	85378113	CA1	protein_coding
ENSG00000133742	ENST00000520663	8	-1	85329756	85378113	CA1	protein_coding
ENSG00000133742	ENST00000517590	8	-1	85329831	85378113	CA1	protein_coding
ENSG00000133742	ENST00000521846	8	-1	85333527	85378108	CA1	protein_coding
ENSG00000133742	ENST00000522579	8	-1	85333528	85378113	CA1	protein_coding
ENSG00000133742	ENST00000522814	8	-1	85333530	85378113	CA1	protein_coding
ENSG00000133742	ENST00000522662	8	-1	85336945	85378113	CA1	protein_coding
ENSG00000133742	ENST00000523858	8	-1	85337002	85378113	CA1	protein_coding
ENSG00000133742	ENST00000519129	8	-1	85338420	85378113	CA1	protein_coding
ENSG00000164879	ENST00000520921	8	1	85373436	85442130	CA3	protein_coding
ENSG00000164879	ENST00000285381	8	1	85438827	85449040	CA3	protein_coding
ENSG00000104267	ENST00000285379	8	1	85463852	85481493	CA2	protein_coding
ENSG00000147614	ENST00000521564	8	1	85987323	86099086	ATP6V0D2	protein_coding
ENSG00000147613	ENST00000276616	8	-1	86048373	86069697	PSKH2	protein_coding
ENSG00000147614	ENST00000523635	8	1	86073889	86099108	ATP6V0D2	protein_coding
ENSG00000147614	ENST00000285393	8	1	86098837	86154228	ATP6V0D2	protein_coding
ENSG00000164893	ENST00000297524	8	-1	86214052	86230381	SLC7A13	protein_coding
ENSG00000164893	ENST00000419776	8	-1	86214392	86230360	SLC7A13	protein_coding
ENSG00000123124	ENST00000517970	8	1	86342738	86468503	WWP1	protein_coding
ENSG00000123124	ENST00000265428	8	1	86374041	86467476	WWP1	protein_coding
ENSG00000123124	ENST00000520453	8	1	86435458	86448435	WWP1	protein_coding
ENSG00000123124	ENST00000520798	8	1	86461227	86478420	WWP1	protein_coding
ENSG00000176623	ENST00000517710	8	-1	86468257	86479011	RMDN1	protein_coding
ENSG00000176623	ENST00000519247	8	-1	86468268	86474914	RMDN1	protein_coding
ENSG00000176623	ENST00000519789	8	-1	86472348	86507077	RMDN1	protein_coding
ENSG00000176623	ENST00000519639	8	-1	86472349	86486515	RMDN1	protein_coding
ENSG00000176623	ENST00000406452	8	-1	86472350	86508780	RMDN1	protein_coding
ENSG00000176623	ENST00000523911	8	-1	86472353	86514338	RMDN1	protein_coding
ENSG00000176623	ENST00000519966	8	-1	86474021	86508681	RMDN1	protein_coding
ENSG00000176623	ENST00000430676	8	-1	86474112	86508675	RMDN1	protein_coding
ENSG00000176623	ENST00000520719	8	-1	86474249	86486570	RMDN1	protein_coding
ENSG00000176623	ENST00000522942	8	-1	86474412	86480334	RMDN1	protein_coding
ENSG00000176623	ENST00000521045	8	-1	86486562	86508429	RMDN1	protein_coding
ENSG00000085719	ENST00000517490	8	1	86514427	86561498	CPNE3	protein_coding
ENSG00000085719	ENST00000621783	8	1	86514437	86544808	CPNE3	protein_coding
ENSG00000085719	ENST00000620393	8	1	86514438	86532528	CPNE3	protein_coding
ENSG00000085719	ENST00000621526	8	1	86514443	86528571	CPNE3	protein_coding
ENSG00000085719	ENST00000621245	8	1	86514459	86532539	CPNE3	protein_coding
ENSG00000085719	ENST00000523469	8	1	86514504	86532580	CPNE3	protein_coding
ENSG00000085719	ENST00000522240	8	1	86514562	86529049	CPNE3	protein_coding
ENSG00000085719	ENST00000517391	8	1	86529063	86551233	CPNE3	protein_coding
ENSG00000170289	ENST00000517327	8	-1	86553977	86579206	CNGB3	protein_coding
ENSG00000170289	ENST00000320005	8	-1	86573935	86743675	CNGB3	protein_coding
ENSG00000176571	ENST00000518476	8	1	86866445	87382859	CNBD1	protein_coding
ENSG00000176571	ENST00000620844	8	1	87205994	87353876	CNBD1	protein_coding
ENSG00000176571	ENST00000523299	8	1	87286555	87487740	CNBD1	protein_coding
ENSG00000176571	ENST00000521593	8	1	87351733	87615219	CNBD1	protein_coding
ENSG00000176566	ENST00000319675	8	-1	87870743	87874068	DCAF4L2	protein_coding
ENSG00000156103	ENST00000286614	8	-1	88032009	88327488	MMP16	protein_coding
ENSG00000156103	ENST00000522726	8	-1	88167923	88328025	MMP16	protein_coding
ENSG00000104312	ENST00000220751	8	1	89757747	89791063	RIPK2	protein_coding
ENSG00000164823	ENST00000647849	8	1	89901849	89927853	OSGIN2	protein_coding
ENSG00000164823	ENST00000297438	8	1	89901859	89927868	OSGIN2	protein_coding
ENSG00000164823	ENST00000451899	8	1	89902534	89927888	OSGIN2	protein_coding
ENSG00000164823	ENST00000520659	8	1	89902761	89921319	OSGIN2	protein_coding
ENSG00000104320	ENST00000265433	8	-1	89933336	89984716	NBN	protein_coding
ENSG00000104320	ENST00000409330	8	-1	89933484	89984404	NBN	protein_coding
ENSG00000104320	ENST00000613033	8	-1	89935171	89953354	NBN	protein_coding
ENSG00000104320	ENST00000519426	8	-1	89970519	89984619	NBN	protein_coding
ENSG00000104320	ENST00000517772	8	-1	89970520	89981655	NBN	protein_coding
ENSG00000104320	ENST00000517337	8	-1	89978282	89984237	NBN	protein_coding
ENSG00000104325	ENST00000220764	8	1	90001405	90052008	DECR1	protein_coding
ENSG00000104325	ENST00000519410	8	1	90001476	90036885	DECR1	protein_coding
ENSG00000104325	ENST00000522161	8	1	90001477	90051999	DECR1	protein_coding
ENSG00000104325	ENST00000517761	8	1	90001488	90036918	DECR1	protein_coding
ENSG00000104325	ENST00000520227	8	1	90001517	90036879	DECR1	protein_coding
ENSG00000104327	ENST00000265431	8	-1	90058608	90082879	CALB1	protein_coding
ENSG00000104327	ENST00000518457	8	-1	90059419	90081521	CALB1	protein_coding
ENSG00000104327	ENST00000523716	8	-1	90063299	90095475	CALB1	protein_coding
ENSG00000104327	ENST00000520613	8	-1	90063435	90095351	CALB1	protein_coding
ENSG00000104327	ENST00000514406	8	-1	90078424	90095470	CALB1	protein_coding
ENSG00000180694	ENST00000418210	8	-1	90621995	90645905	TMEM64	protein_coding
ENSG00000180694	ENST00000458549	8	-1	90621995	90646083	TMEM64	protein_coding
ENSG00000180694	ENST00000422900	8	-1	90625091	90645512	TMEM64	protein_coding
ENSG00000180694	ENST00000519519	8	-1	90625671	90791631	TMEM64	protein_coding
ENSG00000180694	ENST00000521852	8	-1	90631566	90791632	TMEM64	protein_coding
ENSG00000123119	ENST00000417640	8	1	90791550	90959408	NECAB1	protein_coding
ENSG00000123119	ENST00000522820	8	1	90940192	90955818	NECAB1	protein_coding
ENSG00000123119	ENST00000521366	8	1	90940522	90957847	NECAB1	protein_coding
ENSG00000253250	ENST00000517562	8	-1	90958637	90985257	C8orf88	protein_coding
ENSG00000155099	ENST00000285419	8	-1	90993796	91041064	PIP4P2	protein_coding
ENSG00000155099	ENST00000520014	8	-1	90995717	91040835	PIP4P2	protein_coding
ENSG00000155099	ENST00000630164	8	-1	91024302	91040749	PIP4P2	protein_coding
ENSG00000155100	ENST00000615618	8	1	91070196	91087091	OTUD6B	protein_coding
ENSG00000155100	ENST00000617869	8	1	91070196	91087091	OTUD6B	protein_coding
ENSG00000155100	ENST00000285420	8	1	91070196	91087095	OTUD6B	protein_coding
ENSG00000155100	ENST00000404789	8	1	91070364	91085054	OTUD6B	protein_coding
ENSG00000214954	ENST00000518304	8	1	91101832	91102813	LRRC69	protein_coding
ENSG00000214954	ENST00000343709	8	1	91102645	91219127	LRRC69	protein_coding
ENSG00000214954	ENST00000448384	8	1	91102662	91219000	LRRC69	protein_coding
ENSG00000147606	ENST00000522862	8	1	91209495	91318359	SLC26A7	protein_coding
ENSG00000147606	ENST00000523719	8	1	91209500	91395756	SLC26A7	protein_coding
ENSG00000147606	ENST00000617078	8	1	91218888	91398152	SLC26A7	protein_coding
ENSG00000147606	ENST00000617233	8	1	91218888	91398152	SLC26A7	protein_coding
ENSG00000147606	ENST00000276609	8	1	91249288	91398150	SLC26A7	protein_coding
ENSG00000147606	ENST00000309536	8	1	91249307	91394718	SLC26A7	protein_coding
ENSG00000147606	ENST00000520818	8	1	91295624	91340658	SLC26A7	protein_coding
ENSG00000079102	ENST00000613886	8	-1	91954967	92095262	RUNX1T1	protein_coding
ENSG00000079102	ENST00000436581	8	-1	91954967	92095654	RUNX1T1	protein_coding
ENSG00000079102	ENST00000613302	8	-1	91954967	92095654	RUNX1T1	protein_coding
ENSG00000079102	ENST00000614812	8	-1	91954967	92095654	RUNX1T1	protein_coding
ENSG00000079102	ENST00000617740	8	-1	91954967	92095654	RUNX1T1	protein_coding
ENSG00000079102	ENST00000265814	8	-1	91954967	92099688	RUNX1T1	protein_coding
ENSG00000079102	ENST00000615601	8	-1	91954967	92103226	RUNX1T1	protein_coding
ENSG00000079102	ENST00000523629	8	-1	91954975	92103226	RUNX1T1	protein_coding
ENSG00000079102	ENST00000396218	8	-1	91958924	92062963	RUNX1T1	protein_coding
ENSG00000079102	ENST00000360348	8	-1	91959787	92095215	RUNX1T1	protein_coding
ENSG00000079102	ENST00000422361	8	-1	91959793	92017637	RUNX1T1	protein_coding
ENSG00000079102	ENST00000520724	8	-1	91960131	92095611	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518844	8	-1	91960242	92095613	RUNX1T1	protein_coding
ENSG00000079102	ENST00000521553	8	-1	92004422	92017363	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518992	8	-1	92005168	92095230	RUNX1T1	protein_coding
ENSG00000079102	ENST00000521054	8	-1	92005231	92019175	RUNX1T1	protein_coding
ENSG00000079102	ENST00000519847	8	-1	92011053	92095654	RUNX1T1	protein_coding
ENSG00000079102	ENST00000517792	8	-1	92011088	92071387	RUNX1T1	protein_coding
ENSG00000079102	ENST00000522467	8	-1	92014579	92099656	RUNX1T1	protein_coding
ENSG00000079102	ENST00000517919	8	-1	92014641	92095637	RUNX1T1	protein_coding
ENSG00000079102	ENST00000521733	8	-1	92014661	92063623	RUNX1T1	protein_coding
ENSG00000079102	ENST00000520556	8	-1	92014661	92095235	RUNX1T1	protein_coding
ENSG00000079102	ENST00000521319	8	-1	92014670	92095236	RUNX1T1	protein_coding
ENSG00000079102	ENST00000520583	8	-1	92014686	92095478	RUNX1T1	protein_coding
ENSG00000079102	ENST00000523168	8	-1	92014688	92099688	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518823	8	-1	92014728	92095416	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518317	8	-1	92014757	92095235	RUNX1T1	protein_coding
ENSG00000079102	ENST00000521375	8	-1	92014766	92095257	RUNX1T1	protein_coding
ENSG00000079102	ENST00000520974	8	-1	92014792	92095510	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518832	8	-1	92014798	92103286	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518954	8	-1	92017290	92095443	RUNX1T1	protein_coding
ENSG00000079102	ENST00000519061	8	-1	92017293	92095482	RUNX1T1	protein_coding
ENSG00000079102	ENST00000520428	8	-1	92017307	92095228	RUNX1T1	protein_coding
ENSG00000079102	ENST00000518449	8	-1	92062624	92095261	RUNX1T1	protein_coding
ENSG00000205133	ENST00000521988	8	-1	92883530	92966145	TRIQK	protein_coding
ENSG00000205133	ENST00000537541	8	-1	92883532	92966144	TRIQK	protein_coding
ENSG00000205133	ENST00000518748	8	-1	92883635	92966144	TRIQK	protein_coding
ENSG00000205133	ENST00000523580	8	-1	92885320	92966123	TRIQK	protein_coding
ENSG00000205133	ENST00000520686	8	-1	92885320	93017673	TRIQK	protein_coding
ENSG00000205133	ENST00000520430	8	-1	92885335	92966111	TRIQK	protein_coding
ENSG00000205133	ENST00000517858	8	-1	92885349	92966087	TRIQK	protein_coding
ENSG00000205133	ENST00000378861	8	-1	92885714	92966098	TRIQK	protein_coding
ENSG00000205133	ENST00000524037	8	-1	92886233	92966109	TRIQK	protein_coding
ENSG00000205133	ENST00000521617	8	-1	92886235	92966114	TRIQK	protein_coding
ENSG00000205133	ENST00000519069	8	-1	92886534	92966144	TRIQK	protein_coding
ENSG00000205133	ENST00000524107	8	-1	92886555	92966036	TRIQK	protein_coding
ENSG00000205133	ENST00000519969	8	-1	92886593	92965589	TRIQK	protein_coding
ENSG00000205133	ENST00000517751	8	-1	92886658	92965988	TRIQK	protein_coding
ENSG00000205133	ENST00000522925	8	-1	92886663	92966143	TRIQK	protein_coding
ENSG00000205133	ENST00000522903	8	-1	92916967	92966143	TRIQK	protein_coding
ENSG00000188343	ENST00000523475	8	1	93698561	93709779	FAM92A	protein_coding
ENSG00000188343	ENST00000518829	8	1	93700252	93709873	FAM92A	protein_coding
ENSG00000188343	ENST00000518322	8	1	93700507	93731527	FAM92A	protein_coding
ENSG00000188343	ENST00000522324	8	1	93700550	93705552	FAM92A	protein_coding
ENSG00000188343	ENST00000522803	8	1	93700571	93709813	FAM92A	protein_coding
ENSG00000188343	ENST00000423990	8	1	93700582	93728389	FAM92A	protein_coding
ENSG00000188343	ENST00000620645	8	1	93700593	93728389	FAM92A	protein_coding
ENSG00000188343	ENST00000523453	8	1	93700667	93709864	FAM92A	protein_coding
ENSG00000188343	ENST00000520955	8	1	93700669	93704984	FAM92A	protein_coding
ENSG00000188343	ENST00000519135	8	1	93701534	93705010	FAM92A	protein_coding
ENSG00000188343	ENST00000517718	8	1	93705951	93728446	FAM92A	protein_coding
ENSG00000188343	ENST00000521641	8	1	93706065	93728517	FAM92A	protein_coding
ENSG00000188343	ENST00000519679	8	1	93709763	93726704	FAM92A	protein_coding
ENSG00000183808	ENST00000399300	8	-1	93729356	93741017	RBM12B	protein_coding
ENSG00000183808	ENST00000517700	8	-1	93730264	93741017	RBM12B	protein_coding
ENSG00000183808	ENST00000627241	8	-1	93733405	93736410	RBM12B	protein_coding
ENSG00000183808	ENST00000519109	8	-1	93735963	93740718	RBM12B	protein_coding
ENSG00000183808	ENST00000518597	8	-1	93735981	93741001	RBM12B	protein_coding
ENSG00000183808	ENST00000520560	8	-1	93736044	93740956	RBM12B	protein_coding
ENSG00000183808	ENST00000521947	8	-1	93736163	93740989	RBM12B	protein_coding
ENSG00000164953	ENST00000452276	8	1	93754844	93787931	TMEM67	protein_coding
ENSG00000164953	ENST00000453321	8	1	93754857	93818057	TMEM67	protein_coding
ENSG00000164953	ENST00000498673	8	1	93754865	93763933	TMEM67	protein_coding
ENSG00000164953	ENST00000518319	8	1	93754865	93765591	TMEM67	protein_coding
ENSG00000164953	ENST00000409623	8	1	93754887	93816760	TMEM67	protein_coding
ENSG00000164953	ENST00000453906	8	1	93754895	93787854	TMEM67	protein_coding
ENSG00000164953	ENST00000521517	8	1	93754923	93765591	TMEM67	protein_coding
ENSG00000164953	ENST00000520680	8	1	93785269	93795504	TMEM67	protein_coding
ENSG00000164951	ENST00000297598	8	1	93916855	93926062	PDP1	protein_coding
ENSG00000164951	ENST00000520614	8	1	93916856	93922275	PDP1	protein_coding
