ENSG00000173213	ENST00000308911	18	-1	47390	49557	TUBB8P12	protein_coding
ENSG00000101489	ENST00000591287	18	-1	37243047	37565748	CELF4	protein_coding
ENSG00000101489	ENST00000420428	18	-1	37243047	37566037	CELF4	protein_coding
ENSG00000101489	ENST00000601019	18	-1	37244968	37565748	CELF4	protein_coding
ENSG00000101489	ENST00000361795	18	-1	37244968	37565765	CELF4	protein_coding
ENSG00000101489	ENST00000603232	18	-1	37244980	37565827	CELF4	protein_coding
ENSG00000101489	ENST00000587911	18	-1	37245004	37264754	CELF4	protein_coding
ENSG00000101489	ENST00000591282	18	-1	37253811	37565641	CELF4	protein_coding
ENSG00000101489	ENST00000593271	18	-1	37253838	37273043	CELF4	protein_coding
ENSG00000101489	ENST00000589386	18	-1	37253855	37273043	CELF4	protein_coding
ENSG00000101489	ENST00000588597	18	-1	37259044	37565651	CELF4	protein_coding
ENSG00000101489	ENST00000587657	18	-1	37259180	37273043	CELF4	protein_coding
ENSG00000101489	ENST00000601392	18	-1	37273053	37565748	CELF4	protein_coding
ENSG00000101489	ENST00000587819	18	-1	37273101	37485857	CELF4	protein_coding
ENSG00000101489	ENST00000589229	18	-1	37273109	37485747	CELF4	protein_coding
ENSG00000101489	ENST00000587924	18	-1	37274865	37486034	CELF4	protein_coding
ENSG00000078142	ENST00000262039	18	1	41955206	42087830	PIK3C3	protein_coding
ENSG00000078142	ENST00000639914	18	1	41955234	42070518	PIK3C3	protein_coding
ENSG00000078142	ENST00000398870	18	1	41955254	42087830	PIK3C3	protein_coding
ENSG00000078142	ENST00000586545	18	1	41955256	41971443	PIK3C3	protein_coding
ENSG00000078142	ENST00000585528	18	1	41955418	41970499	PIK3C3	protein_coding
ENSG00000078142	ENST00000597477	18	1	42033842	42049683	PIK3C3	protein_coding
ENSG00000078142	ENST00000589056	18	1	42037750	42051313	PIK3C3	protein_coding
ENSG00000078142	ENST00000587402	18	1	42037772	42049975	PIK3C3	protein_coding
ENSG00000152214	ENST00000326695	18	-1	42743227	43115691	RIT2	protein_coding
ENSG00000152214	ENST00000589109	18	-1	42743227	43115691	RIT2	protein_coding
ENSG00000152214	ENST00000590910	18	-1	42743469	43115649	RIT2	protein_coding
ENSG00000132872	ENST00000255224	18	-1	43267878	43277650	SYT4	protein_coding
ENSG00000132872	ENST00000590752	18	-1	43270009	43277490	SYT4	protein_coding
ENSG00000132872	ENST00000596867	18	-1	43270500	43277490	SYT4	protein_coding
ENSG00000132872	ENST00000593720	18	-1	43271732	43277376	SYT4	protein_coding
ENSG00000152217	ENST00000426838	18	1	44680173	44877414	SETBP1	protein_coding
ENSG00000152217	ENST00000649279	18	1	44680887	45068510	SETBP1	protein_coding
ENSG00000152217	ENST00000282030	18	1	44680898	45068510	SETBP1	protein_coding
ENSG00000152217	ENST00000591940	18	1	44697164	44701757	SETBP1	protein_coding
ENSG00000152217	ENST00000645568	18	1	44701338	44872146	SETBP1	protein_coding
ENSG00000132874	ENST00000586448	18	1	45212995	45682975	SLC14A2	protein_coding
ENSG00000132874	ENST00000255226	18	1	45614801	45683686	SLC14A2	protein_coding
ENSG00000141469	ENST00000321925	18	1	45724127	45752520	SLC14A1	protein_coding
ENSG00000141469	ENST00000619403	18	1	45724127	45752520	SLC14A1	protein_coding
ENSG00000141469	ENST00000587601	18	1	45724150	45734332	SLC14A1	protein_coding
ENSG00000141469	ENST00000502059	18	1	45724179	45751176	SLC14A1	protein_coding
ENSG00000141469	ENST00000415427	18	1	45724184	45750002	SLC14A1	protein_coding
ENSG00000141469	ENST00000589322	18	1	45724184	45750008	SLC14A1	protein_coding
ENSG00000141469	ENST00000586951	18	1	45724184	45750015	SLC14A1	protein_coding
ENSG00000141469	ENST00000535474	18	1	45724184	45750016	SLC14A1	protein_coding
ENSG00000141469	ENST00000402943	18	1	45724184	45750168	SLC14A1	protein_coding
ENSG00000141469	ENST00000586056	18	1	45724891	45734340	SLC14A1	protein_coding
ENSG00000141469	ENST00000436407	18	1	45726725	45750330	SLC14A1	protein_coding
ENSG00000141469	ENST00000590246	18	1	45727374	45739166	SLC14A1	protein_coding
ENSG00000141469	ENST00000586142	18	1	45729029	45750335	SLC14A1	protein_coding
ENSG00000141469	ENST00000589700	18	1	45730321	45749951	SLC14A1	protein_coding
ENSG00000141469	ENST00000590377	18	1	45731141	45752520	SLC14A1	protein_coding
ENSG00000197046	ENST00000389474	18	1	45825512	45842556	SIGLEC15	protein_coding
ENSG00000197046	ENST00000546268	18	1	45829091	45842224	SIGLEC15	protein_coding
ENSG00000197046	ENST00000587418	18	1	45837841	45841094	SIGLEC15	protein_coding
ENSG00000152223	ENST00000590854	18	-1	45847609	45867750	EPG5	protein_coding
ENSG00000152223	ENST00000282041	18	-1	45847609	45967322	EPG5	protein_coding
ENSG00000152223	ENST00000649336	18	-1	45847609	45967339	EPG5	protein_coding
ENSG00000152229	ENST00000589328	18	-1	45983536	46072257	PSTPIP2	protein_coding
ENSG00000152229	ENST00000409746	18	-1	45983536	46072260	PSTPIP2	protein_coding
ENSG00000152234	ENST00000398752	18	-1	46080248	46098353	ATP5F1A	protein_coding
ENSG00000152234	ENST00000593152	18	-1	46084144	46098353	ATP5F1A	protein_coding
ENSG00000152234	ENST00000282050	18	-1	46084144	46104233	ATP5F1A	protein_coding
ENSG00000152234	ENST00000590665	18	-1	46084150	46098296	ATP5F1A	protein_coding
ENSG00000152234	ENST00000589252	18	-1	46087427	46098295	ATP5F1A	protein_coding
ENSG00000152234	ENST00000589869	18	-1	46088136	46104334	ATP5F1A	protein_coding
ENSG00000152234	ENST00000590406	18	-1	46089599	46104227	ATP5F1A	protein_coding
ENSG00000152234	ENST00000590324	18	-1	46089632	46104233	ATP5F1A	protein_coding
ENSG00000152234	ENST00000592989	18	-1	46089822	46104273	ATP5F1A	protein_coding
ENSG00000152240	ENST00000282058	18	1	46104332	46128333	HAUS1	protein_coding
ENSG00000152240	ENST00000592471	18	1	46104378	46119961	HAUS1	protein_coding
ENSG00000152240	ENST00000585518	18	1	46104402	46128179	HAUS1	protein_coding
ENSG00000152242	ENST00000587591	18	1	46173553	46216318	C18orf25	protein_coding
ENSG00000152242	ENST00000588730	18	1	46173553	46240052	C18orf25	protein_coding
ENSG00000152242	ENST00000615052	18	1	46174027	46266991	C18orf25	protein_coding
ENSG00000152242	ENST00000619301	18	1	46174034	46266983	C18orf25	protein_coding
ENSG00000152242	ENST00000615553	18	1	46174086	46232936	C18orf25	protein_coding
ENSG00000141622	ENST00000593230	18	1	46326809	46450349	RNF165	protein_coding
ENSG00000141622	ENST00000587853	18	1	46333968	46337647	RNF165	protein_coding
ENSG00000141622	ENST00000590330	18	1	46334028	46336628	RNF165	protein_coding
ENSG00000141622	ENST00000588679	18	1	46334224	46337127	RNF165	protein_coding
ENSG00000141622	ENST00000543885	18	1	46334224	46460820	RNF165	protein_coding
ENSG00000141622	ENST00000269439	18	1	46334224	46463140	RNF165	protein_coding
ENSG00000167210	ENST00000398705	18	-1	46476972	46519077	LOXHD1	protein_coding
ENSG00000167210	ENST00000579038	18	-1	46476972	46556769	LOXHD1	protein_coding
ENSG00000167210	ENST00000300591	18	-1	46476974	46559312	LOXHD1	protein_coding
ENSG00000167210	ENST00000582408	18	-1	46477254	46559292	LOXHD1	protein_coding
ENSG00000167210	ENST00000536736	18	-1	46477260	46657033	LOXHD1	protein_coding
ENSG00000167210	ENST00000398686	18	-1	46477273	46519086	LOXHD1	protein_coding
ENSG00000167210	ENST00000642948	18	-1	46477273	46657220	LOXHD1	protein_coding
ENSG00000167210	ENST00000441551	18	-1	46477450	46657033	LOXHD1	protein_coding
ENSG00000167210	ENST00000414184	18	-1	46505892	46520698	LOXHD1	protein_coding
ENSG00000167210	ENST00000452425	18	-1	46509812	46520725	LOXHD1	protein_coding
ENSG00000167210	ENST00000419859	18	-1	46547007	46559289	LOXHD1	protein_coding
ENSG00000101638	ENST00000538168	18	-1	46667821	46756809	ST8SIA5	protein_coding
ENSG00000101638	ENST00000315087	18	-1	46679118	46757169	ST8SIA5	protein_coding
ENSG00000101638	ENST00000536490	18	-1	46679883	46756810	ST8SIA5	protein_coding
ENSG00000078043	ENST00000585916	18	-1	46803224	46917345	PIAS2	protein_coding
ENSG00000078043	ENST00000324794	18	-1	46815711	46917503	PIAS2	protein_coding
ENSG00000078043	ENST00000545673	18	-1	46818191	46917505	PIAS2	protein_coding
ENSG00000078043	ENST00000592212	18	-1	46826764	46906230	PIAS2	protein_coding
ENSG00000078043	ENST00000589917	18	-1	46890686	46920143	PIAS2	protein_coding
ENSG00000078043	ENST00000586953	18	-1	46890809	46917079	PIAS2	protein_coding
ENSG00000078043	ENST00000592221	18	-1	46890894	46918041	PIAS2	protein_coding
ENSG00000078043	ENST00000587810	18	-1	46890894	46920148	PIAS2	protein_coding
ENSG00000167216	ENST00000592005	18	1	46917492	47098482	KATNAL2	protein_coding
ENSG00000167216	ENST00000585469	18	1	46946797	47063361	KATNAL2	protein_coding
ENSG00000167216	ENST00000245121	18	1	46946824	47102243	KATNAL2	protein_coding
ENSG00000167216	ENST00000356157	18	1	46946855	47101005	KATNAL2	protein_coding
ENSG00000274744	ENST00000620881	18	-1	46962768	46964408	ELOA3D	protein_coding
ENSG00000275553	ENST00000620688	18	-1	46968695	46969912	ELOA3C	protein_coding
ENSG00000278674	ENST00000611323	18	-1	47022287	47023927	ELOA3B	protein_coding
ENSG00000183791	ENST00000330682	18	-1	47028202	47030078	ELOA3	protein_coding
ENSG00000206181	ENST00000332567	18	-1	47032572	47035621	ELOA2	protein_coding
ENSG00000206181	ENST00000620522	18	-1	47033003	47035264	ELOA2	protein_coding
ENSG00000167216	ENST00000588433	18	1	47058234	47100335	KATNAL2	protein_coding
ENSG00000167216	ENST00000586198	18	1	47069223	47077542	KATNAL2	protein_coding
ENSG00000167216	ENST00000591522	18	1	47069586	47098948	KATNAL2	protein_coding
ENSG00000167220	ENST00000300605	18	-1	47107403	47150520	HDHD2	protein_coding
ENSG00000167220	ENST00000590815	18	-1	47115131	47150459	HDHD2	protein_coding
ENSG00000167220	ENST00000591480	18	-1	47115279	47150498	HDHD2	protein_coding
ENSG00000167220	ENST00000590481	18	-1	47130242	47150479	HDHD2	protein_coding
ENSG00000167220	ENST00000588940	18	-1	47130243	47150201	HDHD2	protein_coding
ENSG00000167220	ENST00000587388	18	-1	47130244	47150476	HDHD2	protein_coding
ENSG00000167220	ENST00000592591	18	-1	47130246	47150498	HDHD2	protein_coding
ENSG00000134049	ENST00000256433	18	-1	47152834	47176374	IER3IP1	protein_coding
ENSG00000134049	ENST00000639845	18	-1	47156882	47176362	IER3IP1	protein_coding
ENSG00000215474	ENST00000425639	18	-1	47206322	47251603	SKOR2	protein_coding
ENSG00000215474	ENST00000620245	18	-1	47212089	47249183	SKOR2	protein_coding
ENSG00000215474	ENST00000400404	18	-1	47231123	47249183	SKOR2	protein_coding
ENSG00000175387	ENST00000262160	18	-1	47808957	47930559	SMAD2	protein_coding
ENSG00000175387	ENST00000402690	18	-1	47831551	47931141	SMAD2	protein_coding
ENSG00000175387	ENST00000356825	18	-1	47833096	47931146	SMAD2	protein_coding
ENSG00000175387	ENST00000586040	18	-1	47841225	47896811	SMAD2	protein_coding
ENSG00000175387	ENST00000591214	18	-1	47844912	47930842	SMAD2	protein_coding
ENSG00000175387	ENST00000587269	18	-1	47868326	47930599	SMAD2	protein_coding
ENSG00000175387	ENST00000586514	18	-1	47868327	47930837	SMAD2	protein_coding
ENSG00000175387	ENST00000587421	18	-1	47869352	47930362	SMAD2	protein_coding
ENSG00000175387	ENST00000589877	18	-1	47870473	47930855	SMAD2	protein_coding
ENSG00000175387	ENST00000585978	18	-1	47870475	47923642	SMAD2	protein_coding
ENSG00000184828	ENST00000535628	18	-1	48026673	48137361	ZBTB7C	protein_coding
ENSG00000184828	ENST00000586438	18	-1	48026673	48165566	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588982	18	-1	48026673	48165566	ZBTB7C	protein_coding
ENSG00000184828	ENST00000590800	18	-1	48026673	48409422	ZBTB7C	protein_coding
ENSG00000184828	ENST00000590437	18	-1	48040908	48165331	ZBTB7C	protein_coding
ENSG00000184828	ENST00000585404	18	-1	48041033	48338391	ZBTB7C	protein_coding
ENSG00000184828	ENST00000586743	18	-1	48041033	48338391	ZBTB7C	protein_coding
ENSG00000184828	ENST00000589077	18	-1	48041033	48338391	ZBTB7C	protein_coding
ENSG00000184828	ENST00000589619	18	-1	48041033	48338391	ZBTB7C	protein_coding
ENSG00000184828	ENST00000592656	18	-1	48041033	48338391	ZBTB7C	protein_coding
ENSG00000184828	ENST00000586525	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000587107	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588970	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000589194	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000590855	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000591279	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000592387	18	-1	48041033	48409292	ZBTB7C	protein_coding
ENSG00000184828	ENST00000586047	18	-1	48041052	48203601	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588053	18	-1	48041052	48375586	ZBTB7C	protein_coding
ENSG00000184828	ENST00000591405	18	-1	48041052	48375608	ZBTB7C	protein_coding
ENSG00000184828	ENST00000590178	18	-1	48041052	48375625	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588149	18	-1	48041052	48410752	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588028	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000184828	ENST00000588566	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000184828	ENST00000589170	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000184828	ENST00000590374	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000184828	ENST00000591526	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000184828	ENST00000593159	18	-1	48041063	48375564	ZBTB7C	protein_coding
ENSG00000134030	ENST00000256413	18	1	48539046	48863217	CTIF	protein_coding
ENSG00000134030	ENST00000382998	18	1	48539158	48861906	CTIF	protein_coding
ENSG00000134030	ENST00000591412	18	1	48539210	48663811	CTIF	protein_coding
ENSG00000134030	ENST00000591387	18	1	48539415	48664534	CTIF	protein_coding
ENSG00000134030	ENST00000587752	18	1	48539988	48711695	CTIF	protein_coding
ENSG00000134030	ENST00000588345	18	1	48540095	48663812	CTIF	protein_coding
ENSG00000101665	ENST00000262158	18	-1	48919853	48952052	SMAD7	protein_coding
ENSG00000101665	ENST00000591805	18	-1	48920993	48949333	SMAD7	protein_coding
ENSG00000101665	ENST00000589634	18	-1	48921372	48950424	SMAD7	protein_coding
ENSG00000101665	ENST00000586093	18	-1	48921534	48948505	SMAD7	protein_coding
ENSG00000141627	ENST00000269445	18	-1	49041474	49460802	DYM	protein_coding
ENSG00000141627	ENST00000442713	18	-1	49043669	49460665	DYM	protein_coding
ENSG00000141627	ENST00000577734	18	-1	49043804	49097493	DYM	protein_coding
ENSG00000141627	ENST00000582399	18	-1	49163711	49258408	DYM	protein_coding
ENSG00000141627	ENST00000584983	18	-1	49282168	49368706	DYM	protein_coding
ENSG00000141627	ENST00000583225	18	-1	49286488	49368697	DYM	protein_coding
ENSG00000141627	ENST00000581738	18	-1	49286489	49368713	DYM	protein_coding
ENSG00000141627	ENST00000583280	18	-1	49286497	49368707	DYM	protein_coding
ENSG00000141627	ENST00000578396	18	-1	49321125	49378649	DYM	protein_coding
ENSG00000141627	ENST00000583353	18	-1	49378659	49461347	DYM	protein_coding
ENSG00000177576	ENST00000613385	18	-1	49477250	49487252	C18orf32	protein_coding
ENSG00000177576	ENST00000318240	18	-1	49481660	49487231	C18orf32	protein_coding
ENSG00000215472	ENST00000584895	18	-1	49481681	49491586	RPL17-C18orf32	protein_coding
ENSG00000177576	ENST00000582392	18	-1	49482066	49486613	C18orf32	protein_coding
ENSG00000215472	ENST00000332968	18	-1	49482152	49492479	RPL17-C18orf32	protein_coding
ENSG00000265681	ENST00000618619	18	-1	49488453	49492482	RPL17	protein_coding
ENSG00000265681	ENST00000618613	18	-1	49488481	49492409	RPL17	protein_coding
ENSG00000265681	ENST00000579408	18	-1	49488484	49491840	RPL17	protein_coding
ENSG00000265681	ENST00000579248	18	-1	49488484	49492444	RPL17	protein_coding
ENSG00000265681	ENST00000581373	18	-1	49488484	49492479	RPL17	protein_coding
ENSG00000265681	ENST00000580261	18	-1	49488484	49492523	RPL17	protein_coding
ENSG00000265681	ENST00000580210	18	-1	49488518	49491814	RPL17	protein_coding
ENSG00000265681	ENST00000583637	18	-1	49488552	49492399	RPL17	protein_coding
ENSG00000265681	ENST00000578532	18	-1	49488561	49492432	RPL17	protein_coding
ENSG00000265681	ENST00000617346	18	-1	49489359	49492483	RPL17	protein_coding
ENSG00000265681	ENST00000583036	18	-1	49489452	49492508	RPL17	protein_coding
ENSG00000265681	ENST00000615760	18	-1	49489471	49492428	RPL17	protein_coding
ENSG00000265681	ENST00000580387	18	-1	49489477	49492433	RPL17	protein_coding
ENSG00000265681	ENST00000615479	18	-1	49490476	49492305	RPL17	protein_coding
ENSG00000265681	ENST00000578528	18	-1	49490841	49492430	RPL17	protein_coding
ENSG00000101670	ENST00000577628	18	1	49560699	49581849	LIPG	protein_coding
ENSG00000101670	ENST00000583083	18	1	49561172	49567475	LIPG	protein_coding
ENSG00000101670	ENST00000261292	18	1	49562031	49599182	LIPG	protein_coding
ENSG00000101670	ENST00000427224	18	1	49562060	49590752	LIPG	protein_coding
ENSG00000101670	ENST00000580036	18	1	49562087	49581852	LIPG	protein_coding
ENSG00000167315	ENST00000285093	18	-1	49782167	49813960	ACAA2	protein_coding
ENSG00000167315	ENST00000589432	18	-1	49783503	49813042	ACAA2	protein_coding
ENSG00000167315	ENST00000587994	18	-1	49783505	49813953	ACAA2	protein_coding
ENSG00000167315	ENST00000586485	18	-1	49794320	49813937	ACAA2	protein_coding
ENSG00000167315	ENST00000585948	18	-1	49795776	49811531	ACAA2	protein_coding
ENSG00000167315	ENST00000586100	18	-1	49795811	49813953	ACAA2	protein_coding
ENSG00000167306	ENST00000285039	18	-1	49822813	50195093	MYO5B	protein_coding
ENSG00000167306	ENST00000324581	18	-1	49826260	49902833	MYO5B	protein_coding
ENSG00000167306	ENST00000592688	18	-1	49826290	49849846	MYO5B	protein_coding
ENSG00000172361	ENST00000398545	18	-1	50227193	50266522	CFAP53	protein_coding
ENSG00000141644	ENST00000585672	18	-1	50266882	50281459	MBD1	protein_coding
ENSG00000141644	ENST00000592060	18	-1	50266886	50276997	MBD1	protein_coding
ENSG00000141644	ENST00000382948	18	-1	50267517	50281774	MBD1	protein_coding
ENSG00000141644	ENST00000353909	18	-1	50268841	50281476	MBD1	protein_coding
ENSG00000141644	ENST00000591416	18	-1	50268846	50281769	MBD1	protein_coding
ENSG00000141644	ENST00000339998	18	-1	50268847	50281476	MBD1	protein_coding
ENSG00000141644	ENST00000269468	18	-1	50268847	50281774	MBD1	protein_coding
ENSG00000141644	ENST00000269471	18	-1	50268847	50281774	MBD1	protein_coding
ENSG00000141644	ENST00000347968	18	-1	50268847	50281774	MBD1	protein_coding
ENSG00000141644	ENST00000590208	18	-1	50269031	50281684	MBD1	protein_coding
ENSG00000141644	ENST00000587605	18	-1	50269557	50281767	MBD1	protein_coding
ENSG00000141644	ENST00000588937	18	-1	50269629	50279992	MBD1	protein_coding
ENSG00000141644	ENST00000585595	18	-1	50269734	50281307	MBD1	protein_coding
ENSG00000141644	ENST00000589541	18	-1	50269738	50275155	MBD1	protein_coding
ENSG00000141644	ENST00000398495	18	-1	50271042	50280010	MBD1	protein_coding
ENSG00000141644	ENST00000457839	18	-1	50271050	50281466	MBD1	protein_coding
ENSG00000141644	ENST00000398493	18	-1	50271469	50281500	MBD1	protein_coding
ENSG00000141644	ENST00000398488	18	-1	50271501	50279992	MBD1	protein_coding
ENSG00000141644	ENST00000591535	18	-1	50271501	50279992	MBD1	protein_coding
ENSG00000141644	ENST00000589733	18	-1	50273608	50276738	MBD1	protein_coding
ENSG00000154832	ENST00000412036	18	-1	50282343	50287636	CXXC1	protein_coding
ENSG00000154832	ENST00000285106	18	-1	50282343	50288304	CXXC1	protein_coding
ENSG00000154832	ENST00000589940	18	-1	50282347	50287651	CXXC1	protein_coding
ENSG00000154832	ENST00000591474	18	-1	50284389	50287684	CXXC1	protein_coding
ENSG00000154832	ENST00000589548	18	-1	50285129	50287680	CXXC1	protein_coding
ENSG00000154832	ENST00000586837	18	-1	50285221	50287570	CXXC1	protein_coding
ENSG00000154839	ENST00000285116	18	1	50374995	50394173	SKA1	protein_coding
ENSG00000154839	ENST00000398452	18	1	50375040	50392247	SKA1	protein_coding
ENSG00000154839	ENST00000417656	18	1	50375043	50392549	SKA1	protein_coding
ENSG00000154839	ENST00000488454	18	1	50375046	50392251	SKA1	protein_coding
ENSG00000154839	ENST00000494518	18	1	50375061	50392160	SKA1	protein_coding
ENSG00000141639	ENST00000400384	18	1	50560078	50731824	MAPK4	protein_coding
ENSG00000141639	ENST00000540640	18	1	50560133	50730101	MAPK4	protein_coding
ENSG00000141639	ENST00000592595	18	1	50560142	50731824	MAPK4	protein_coding
ENSG00000141639	ENST00000588540	18	1	50560642	50706139	MAPK4	protein_coding
ENSG00000134042	ENST00000256425	18	-1	50795120	50825384	MRO	protein_coding
ENSG00000134042	ENST00000610511	18	-1	50795121	50820064	MRO	protein_coding
ENSG00000134042	ENST00000428869	18	-1	50798377	50825402	MRO	protein_coding
ENSG00000134042	ENST00000431965	18	-1	50798462	50820064	MRO	protein_coding
ENSG00000134042	ENST00000588444	18	-1	50799138	50825380	MRO	protein_coding
ENSG00000134042	ENST00000436348	18	-1	50799150	50820064	MRO	protein_coding
ENSG00000134042	ENST00000398439	18	-1	50799291	50819928	MRO	protein_coding
ENSG00000134042	ENST00000592966	18	-1	50800036	50819836	MRO	protein_coding
ENSG00000082212	ENST00000321341	18	1	50878734	50954257	ME2	protein_coding
ENSG00000082212	ENST00000638937	18	1	50879119	50947575	ME2	protein_coding
ENSG00000082212	ENST00000382927	18	1	50879120	50947890	ME2	protein_coding
ENSG00000082212	ENST00000639850	18	1	50879155	50947708	ME2	protein_coding
ENSG00000082212	ENST00000638410	18	1	50879166	50947526	ME2	protein_coding
ENSG00000082212	ENST00000639255	18	1	50879166	50947698	ME2	protein_coding
ENSG00000082212	ENST00000640965	18	1	50879171	50947875	ME2	protein_coding
ENSG00000141642	ENST00000588577	18	1	50967991	50986946	ELAC1	protein_coding
ENSG00000141642	ENST00000269466	18	1	50968016	50988121	ELAC1	protein_coding
ENSG00000141642	ENST00000591429	18	1	50968048	50984838	ELAC1	protein_coding
ENSG00000141646	ENST00000588860	18	1	51028394	51048816	SMAD4	protein_coding
ENSG00000141646	ENST00000398417	18	1	51029614	51085045	SMAD4	protein_coding
ENSG00000141646	ENST00000589076	18	1	51030100	51048708	SMAD4	protein_coding
ENSG00000141646	ENST00000590061	18	1	51030213	51048857	SMAD4	protein_coding
ENSG00000141646	ENST00000591914	18	1	51030213	51049324	SMAD4	protein_coding
ENSG00000141646	ENST00000342988	18	1	51030213	51085039	SMAD4	protein_coding
ENSG00000141646	ENST00000589941	18	1	51044959	51048798	SMAD4	protein_coding
ENSG00000141646	ENST00000588745	18	1	51047047	51078467	SMAD4	protein_coding
ENSG00000141646	ENST00000593223	18	1	51067113	51077130	SMAD4	protein_coding
ENSG00000176624	ENST00000406189	18	-1	51174550	51197320	MEX3C	protein_coding
ENSG00000176624	ENST00000616921	18	-1	51174552	51197320	MEX3C	protein_coding
ENSG00000176624	ENST00000592416	18	-1	51192910	51196759	MEX3C	protein_coding
ENSG00000187323	ENST00000442544	18	1	52340172	53535899	DCC	protein_coding
ENSG00000187323	ENST00000412726	18	1	52752032	53535903	DCC	protein_coding
ENSG00000187323	ENST00000578080	18	1	52752060	52759092	DCC	protein_coding
ENSG00000187323	ENST00000582875	18	1	52752161	52816889	DCC	protein_coding
ENSG00000187323	ENST00000581580	18	1	52934772	53530592	DCC	protein_coding
ENSG00000187323	ENST00000578949	18	1	52934803	53157435	DCC	protein_coding
ENSG00000187323	ENST00000579941	18	1	53391784	53416441	DCC	protein_coding
ENSG00000134046	ENST00000256429	18	-1	54151601	54224788	MBD2	protein_coding
ENSG00000134046	ENST00000398398	18	-1	54202680	54224647	MBD2	protein_coding
ENSG00000134046	ENST00000583046	18	-1	54202681	54224617	MBD2	protein_coding
ENSG00000101751	ENST00000579534	18	1	54269404	54298234	POLI	protein_coding
ENSG00000101751	ENST00000406285	18	1	54269519	54294483	POLI	protein_coding
ENSG00000101751	ENST00000577612	18	1	54269551	54280822	POLI	protein_coding
ENSG00000101751	ENST00000579434	18	1	54269567	54294724	POLI	protein_coding
ENSG00000101751	ENST00000583136	18	1	54269585	54282911	POLI	protein_coding
ENSG00000101751	ENST00000217800	18	1	54271362	54294719	POLI	protein_coding
ENSG00000101751	ENST00000580880	18	1	54272170	54280852	POLI	protein_coding
ENSG00000101751	ENST00000579823	18	1	54282906	54321266	POLI	protein_coding
ENSG00000174448	ENST00000581310	18	-1	54324358	54357964	STARD6	protein_coding
ENSG00000174448	ENST00000307844	18	-1	54324692	54354573	STARD6	protein_coding
ENSG00000174448	ENST00000577499	18	-1	54353927	54357848	STARD6	protein_coding
ENSG00000174448	ENST00000584040	18	-1	54354055	54357860	STARD6	protein_coding
ENSG00000166845	ENST00000578138	18	1	54357917	54378434	C18orf54	protein_coding
ENSG00000166845	ENST00000620105	18	1	54357917	54382035	C18orf54	protein_coding
ENSG00000166845	ENST00000648616	18	1	54358482	54378845	C18orf54	protein_coding
ENSG00000166845	ENST00000382911	18	1	54358585	54380368	C18orf54	protein_coding
ENSG00000166845	ENST00000300091	18	1	54358585	54382032	C18orf54	protein_coding
ENSG00000178690	ENST00000585973	18	1	54587757	54598679	DYNAP	protein_coding
ENSG00000178690	ENST00000321600	18	1	54591159	54599493	DYNAP	protein_coding
ENSG00000178690	ENST00000648945	18	1	54591159	54599493	DYNAP	protein_coding
ENSG00000041353	ENST00000586570	18	1	54717860	54884355	RAB27B	protein_coding
ENSG00000041353	ENST00000262094	18	1	54828199	54895516	RAB27B	protein_coding
ENSG00000041353	ENST00000592334	18	1	54884357	54893301	RAB27B	protein_coding
ENSG00000166510	ENST00000591504	18	-1	54901509	54959508	CCDC68	protein_coding
ENSG00000166510	ENST00000432185	18	-1	54901511	54942950	CCDC68	protein_coding
ENSG00000166510	ENST00000592040	18	-1	54903320	54936905	CCDC68	protein_coding
ENSG00000166510	ENST00000337363	18	-1	54904081	54958048	CCDC68	protein_coding
ENSG00000196628	ENST00000616053	18	-1	55222331	55588629	TCF4	protein_coding
ENSG00000196628	ENST00000643689	18	-1	55222334	55352023	TCF4	protein_coding
ENSG00000196628	ENST00000356073	18	-1	55222334	55588629	TCF4	protein_coding
ENSG00000196628	ENST00000636400	18	-1	55222334	55589778	TCF4	protein_coding
ENSG00000196628	ENST00000637169	18	-1	55222335	55321640	TCF4	protein_coding
ENSG00000196628	ENST00000636822	18	-1	55222335	55384196	TCF4	protein_coding
ENSG00000196628	ENST00000638154	18	-1	55222335	55587204	TCF4	protein_coding
ENSG00000196628	ENST00000635822	18	-1	55222335	55588226	TCF4	protein_coding
ENSG00000196628	ENST00000570287	18	-1	55226644	55321986	TCF4	protein_coding
ENSG00000196628	ENST00000564999	18	-1	55226646	55588625	TCF4	protein_coding
