ENSG00000161980	ENST00000293860	16	-1	46407	53628	POLR3K	protein_coding
ENSG00000149932	ENST00000561899	16	1	29962104	29972005	TMEM219	protein_coding
ENSG00000149932	ENST00000566848	16	1	29962677	29973018	TMEM219	protein_coding
ENSG00000149932	ENST00000569445	16	1	29963400	29968594	TMEM219	protein_coding
ENSG00000149932	ENST00000569481	16	1	29963416	29973047	TMEM219	protein_coding
ENSG00000149930	ENST00000308893	16	1	29973641	29988398	TAOK2	protein_coding
ENSG00000149930	ENST00000543033	16	1	29974182	29988181	TAOK2	protein_coding
ENSG00000149930	ENST00000279394	16	1	29974281	29992261	TAOK2	protein_coding
ENSG00000149930	ENST00000416441	16	1	29980352	29988398	TAOK2	protein_coding
ENSG00000149929	ENST00000279392	16	-1	29992321	29996436	HIRIP3	protein_coding
ENSG00000149929	ENST00000564026	16	-1	29992990	29995643	HIRIP3	protein_coding
ENSG00000169592	ENST00000563197	16	1	29995294	30005793	INO80E	protein_coding
ENSG00000169592	ENST00000304516	16	1	29995715	30005717	INO80E	protein_coding
ENSG00000169592	ENST00000620599	16	1	29996210	30001229	INO80E	protein_coding
ENSG00000169592	ENST00000567254	16	1	29996244	30001575	INO80E	protein_coding
ENSG00000169592	ENST00000567705	16	1	29996250	30005577	INO80E	protein_coding
ENSG00000169592	ENST00000562291	16	1	30000971	30005435	INO80E	protein_coding
ENSG00000149927	ENST00000350119	16	-1	30005509	30011080	DOC2A	protein_coding
ENSG00000149927	ENST00000616445	16	-1	30005516	30011421	DOC2A	protein_coding
ENSG00000149927	ENST00000564944	16	-1	30005799	30011421	DOC2A	protein_coding
ENSG00000149927	ENST00000564979	16	-1	30005872	30012304	DOC2A	protein_coding
ENSG00000149927	ENST00000565273	16	-1	30007173	30010984	DOC2A	protein_coding
ENSG00000149927	ENST00000563378	16	-1	30007216	30012336	DOC2A	protein_coding
ENSG00000149927	ENST00000567332	16	-1	30007232	30010991	DOC2A	protein_coding
ENSG00000149927	ENST00000563125	16	-1	30009009	30010516	DOC2A	protein_coding
ENSG00000149927	ENST00000574405	16	-1	30009226	30021295	DOC2A	protein_coding
ENSG00000167194	ENST00000300575	16	1	30023334	30024702	C16orf92	protein_coding
ENSG00000167194	ENST00000569198	16	1	30023726	30027736	C16orf92	protein_coding
ENSG00000167194	ENST00000567847	16	1	30023753	30027702	C16orf92	protein_coding
ENSG00000149926	ENST00000279389	16	-1	30024427	30030084	FAM57B	protein_coding
ENSG00000149926	ENST00000380495	16	-1	30024427	30031259	FAM57B	protein_coding
ENSG00000149926	ENST00000564806	16	-1	30024452	30029536	FAM57B	protein_coding
ENSG00000149926	ENST00000561666	16	-1	30026614	30052978	FAM57B	protein_coding
ENSG00000149926	ENST00000571269	16	-1	30035423	30052923	FAM57B	protein_coding
ENSG00000285043	ENST00000338110	16	1	30053090	30070420	AC093512.2	protein_coding
ENSG00000285043	ENST00000627059	16	1	30053090	30070420	AC093512.2	protein_coding
ENSG00000285043	ENST00000395248	16	1	30053123	30070403	AC093512.2	protein_coding
ENSG00000285043	ENST00000575627	16	1	30053127	30063928	AC093512.2	protein_coding
ENSG00000285043	ENST00000566897	16	1	30053127	30070413	AC093512.2	protein_coding
ENSG00000285043	ENST00000568435	16	1	30053134	30067290	AC093512.2	protein_coding
ENSG00000285043	ENST00000562240	16	1	30053160	30064038	AC093512.2	protein_coding
ENSG00000149925	ENST00000562168	16	1	30064172	30068957	ALDOA	protein_coding
ENSG00000149925	ENST00000569545	16	1	30064185	30070257	ALDOA	protein_coding
ENSG00000149925	ENST00000563060	16	1	30064274	30070414	ALDOA	protein_coding
ENSG00000149925	ENST00000412304	16	1	30064497	30070411	ALDOA	protein_coding
ENSG00000149925	ENST00000563987	16	1	30064739	30068905	ALDOA	protein_coding
ENSG00000149925	ENST00000564546	16	1	30065673	30070420	ALDOA	protein_coding
ENSG00000149925	ENST00000564595	16	1	30065734	30070420	ALDOA	protein_coding
ENSG00000149925	ENST00000642816	16	1	30065761	30070414	ALDOA	protein_coding
ENSG00000149925	ENST00000643777	16	1	30065761	30070414	ALDOA	protein_coding
ENSG00000149925	ENST00000569798	16	1	30065772	30070352	ALDOA	protein_coding
ENSG00000149925	ENST00000395240	16	1	30065777	30070380	ALDOA	protein_coding
ENSG00000149925	ENST00000566846	16	1	30065858	30068892	ALDOA	protein_coding
ENSG00000149925	ENST00000562679	16	1	30066187	30069547	ALDOA	protein_coding
ENSG00000149925	ENST00000564688	16	1	30067503	30069892	ALDOA	protein_coding
ENSG00000149925	ENST00000565355	16	1	30069578	30070417	ALDOA	protein_coding
ENSG00000149923	ENST00000279387	16	1	30075990	30085377	PPP4C	protein_coding
ENSG00000149923	ENST00000562664	16	1	30076018	30085041	PPP4C	protein_coding
ENSG00000149923	ENST00000627746	16	1	30076023	30085356	PPP4C	protein_coding
ENSG00000149923	ENST00000562222	16	1	30076032	30084773	PPP4C	protein_coding
ENSG00000149923	ENST00000561610	16	1	30076225	30085318	PPP4C	protein_coding
ENSG00000149922	ENST00000395224	16	-1	30085793	30091884	TBX6	protein_coding
ENSG00000149922	ENST00000279386	16	-1	30085796	30091249	TBX6	protein_coding
ENSG00000149922	ENST00000627355	16	-1	30085796	30091249	TBX6	protein_coding
ENSG00000149922	ENST00000553607	16	-1	30087916	30091887	TBX6	protein_coding
ENSG00000090238	ENST00000398841	16	-1	30092314	30096200	YPEL3	protein_coding
ENSG00000090238	ENST00000566134	16	-1	30092340	30096170	YPEL3	protein_coding
ENSG00000090238	ENST00000398838	16	-1	30092349	30096244	YPEL3	protein_coding
ENSG00000090238	ENST00000563788	16	-1	30092577	30096915	YPEL3	protein_coding
ENSG00000090238	ENST00000566595	16	-1	30092637	30096912	YPEL3	protein_coding
ENSG00000090238	ENST00000565110	16	-1	30092761	30096195	YPEL3	protein_coding
ENSG00000090238	ENST00000562641	16	-1	30093762	30096012	YPEL3	protein_coding
ENSG00000102886	ENST00000406256	16	-1	30104810	30113856	GDPD3	protein_coding
ENSG00000102886	ENST00000566613	16	-1	30104844	30111396	GDPD3	protein_coding
ENSG00000102882	ENST00000263025	16	-1	30114105	30123294	MAPK3	protein_coding
ENSG00000102882	ENST00000484663	16	-1	30114106	30122968	MAPK3	protein_coding
ENSG00000102882	ENST00000322266	16	-1	30114106	30123309	MAPK3	protein_coding
ENSG00000102882	ENST00000395200	16	-1	30116635	30123150	MAPK3	protein_coding
ENSG00000102882	ENST00000395202	16	-1	30116668	30123209	MAPK3	protein_coding
ENSG00000102882	ENST00000478356	16	-1	30116689	30122990	MAPK3	protein_coding
ENSG00000102882	ENST00000395199	16	-1	30116837	30123209	MAPK3	protein_coding
ENSG00000102882	ENST00000481230	16	-1	30118103	30123506	MAPK3	protein_coding
ENSG00000102879	ENST00000563778	16	1	30182827	30187494	CORO1A	protein_coding
ENSG00000102879	ENST00000561815	16	1	30182987	30187133	CORO1A	protein_coding
ENSG00000102879	ENST00000219150	16	1	30183422	30189076	CORO1A	protein_coding
ENSG00000102879	ENST00000570045	16	1	30183609	30188964	CORO1A	protein_coding
ENSG00000102879	ENST00000565497	16	1	30183619	30189034	CORO1A	protein_coding
ENSG00000102879	ENST00000570244	16	1	30183621	30187829	CORO1A	protein_coding
ENSG00000102879	ENST00000569203	16	1	30183825	30186938	CORO1A	protein_coding
ENSG00000102879	ENST00000569970	16	1	30184748	30187083	CORO1A	protein_coding
ENSG00000169627	ENST00000569282	16	-1	30192934	30193666	BOLA2B	protein_coding
ENSG00000169627	ENST00000567436	16	-1	30192934	30193697	BOLA2B	protein_coding
ENSG00000169627	ENST00000305321	16	-1	30192935	30194306	BOLA2B	protein_coding
ENSG00000132207	ENST00000345535	16	1	30193904	30197561	SLX1A	protein_coding
ENSG00000132207	ENST00000251303	16	1	30193917	30197561	SLX1A	protein_coding
ENSG00000261052	ENST00000338971	16	1	30199231	30204028	SULT1A3	protein_coding
ENSG00000261052	ENST00000395138	16	1	30199860	30204310	SULT1A3	protein_coding
ENSG00000261052	ENST00000563322	16	1	30200729	30203920	SULT1A3	protein_coding
ENSG00000261052	ENST00000569485	16	1	30201057	30203680	SULT1A3	protein_coding
ENSG00000198064	ENST00000520915	16	-1	30222937	30245801	NPIPB13	protein_coding
ENSG00000198064	ENST00000543463	16	-1	30222982	30225829	NPIPB13	protein_coding
ENSG00000198064	ENST00000618637	16	-1	30226548	30239420	NPIPB13	protein_coding
ENSG00000198064	ENST00000568053	16	-1	30235448	30254510	NPIPB13	protein_coding
ENSG00000169217	ENST00000305596	16	-1	30350766	30355361	CD2BP2	protein_coding
ENSG00000169217	ENST00000569466	16	-1	30352847	30354934	CD2BP2	protein_coding
ENSG00000169221	ENST00000409939	16	-1	30357102	30370264	TBC1D10B	protein_coding
ENSG00000169221	ENST00000490703	16	-1	30358094	30365212	TBC1D10B	protein_coding
ENSG00000180209	ENST00000563718	16	1	30370934	30376698	MYLPF	protein_coding
ENSG00000180209	ENST00000568749	16	1	30372318	30377702	MYLPF	protein_coding
ENSG00000180209	ENST00000322861	16	1	30374777	30377991	MYLPF	protein_coding
ENSG00000180209	ENST00000566955	16	1	30375820	30377904	MYLPF	protein_coding
ENSG00000180096	ENST00000321367	16	-1	30378133	30382850	SEPT1	protein_coding
ENSG00000180035	ENST00000528032	16	1	30378312	30397691	ZNF48	protein_coding
ENSG00000180035	ENST00000622647	16	1	30378314	30399927	ZNF48	protein_coding
ENSG00000180035	ENST00000524644	16	1	30395112	30397680	ZNF48	protein_coding
ENSG00000180035	ENST00000613509	16	1	30395112	30400107	ZNF48	protein_coding
ENSG00000180035	ENST00000320159	16	1	30395419	30400108	ZNF48	protein_coding
ENSG00000179965	ENST00000319296	16	1	30407297	30419407	ZNF771	protein_coding
ENSG00000179965	ENST00000434417	16	1	30407414	30418594	ZNF771	protein_coding
ENSG00000179965	ENST00000566625	16	1	30407629	30431108	ZNF771	protein_coding
ENSG00000179965	ENST00000564550	16	1	30408031	30414609	ZNF771	protein_coding
ENSG00000179958	ENST00000319285	16	-1	30423619	30430075	DCTPP1	protein_coding
ENSG00000179958	ENST00000567983	16	-1	30423698	30430030	DCTPP1	protein_coding
ENSG00000179958	ENST00000568434	16	-1	30423914	30429289	DCTPP1	protein_coding
ENSG00000179958	ENST00000568973	16	-1	30423979	30429800	DCTPP1	protein_coding
ENSG00000179958	ENST00000565758	16	-1	30424034	30429992	DCTPP1	protein_coding
ENSG00000179918	ENST00000478753	16	-1	30443631	30446181	SEPHS2	protein_coding
ENSG00000005844	ENST00000356798	16	1	30472658	30523185	ITGAL	protein_coding
ENSG00000005844	ENST00000358164	16	1	30472729	30522968	ITGAL	protein_coding
ENSG00000005844	ENST00000564118	16	1	30472750	30483964	ITGAL	protein_coding
ENSG00000005844	ENST00000433423	16	1	30472751	30521779	ITGAL	protein_coding
ENSG00000005844	ENST00000569725	16	1	30474001	30479174	ITGAL	protein_coding
ENSG00000169957	ENST00000380412	16	-1	30524001	30526589	ZNF768	protein_coding
ENSG00000169957	ENST00000562803	16	-1	30524133	30526821	ZNF768	protein_coding
ENSG00000169955	ENST00000395094	16	-1	30530367	30534918	ZNF747	protein_coding
ENSG00000169955	ENST00000252799	16	-1	30530367	30535347	ZNF747	protein_coding
ENSG00000169955	ENST00000568028	16	-1	30532306	30535004	ZNF747	protein_coding
ENSG00000260869	ENST00000568114	16	-1	30534227	30558279	AC002310.4	protein_coding
ENSG00000169951	ENST00000252797	16	-1	30553764	30558263	ZNF764	protein_coding
ENSG00000169951	ENST00000395091	16	-1	30553764	30558498	ZNF764	protein_coding
ENSG00000229809	ENST00000223459	16	-1	30569346	30572734	ZNF688	protein_coding
ENSG00000229809	ENST00000563276	16	-1	30569672	30572734	ZNF688	protein_coding
ENSG00000229809	ENST00000566632	16	-1	30570220	30571320	ZNF688	protein_coding
ENSG00000229809	ENST00000567855	16	-1	30570734	30571652	ZNF688	protein_coding
ENSG00000229809	ENST00000563707	16	-1	30570899	30571635	ZNF688	protein_coding
ENSG00000197162	ENST00000470110	16	-1	30578361	30585769	ZNF785	protein_coding
ENSG00000197162	ENST00000395216	16	-1	30580656	30585771	ZNF785	protein_coding
ENSG00000197162	ENST00000567773	16	-1	30583129	30585497	ZNF785	protein_coding
ENSG00000156853	ENST00000287461	16	-1	30602558	30610379	ZNF689	protein_coding
ENSG00000156858	ENST00000568754	16	1	30650729	30654698	PRR14	protein_coding
ENSG00000156858	ENST00000569864	16	1	30650778	30652842	PRR14	protein_coding
ENSG00000156858	ENST00000300835	16	1	30650867	30656440	PRR14	protein_coding
ENSG00000156858	ENST00000542965	16	1	30651190	30656413	PRR14	protein_coding
ENSG00000156860	ENST00000356166	16	1	30658431	30670814	FBRS	protein_coding
ENSG00000156860	ENST00000287468	16	1	30664457	30670810	FBRS	protein_coding
ENSG00000080603	ENST00000411466	16	1	30698209	30704309	SRCAP	protein_coding
ENSG00000080603	ENST00000262518	16	1	30699141	30741409	SRCAP	protein_coding
ENSG00000080603	ENST00000395059	16	1	30707258	30739733	SRCAP	protein_coding
ENSG00000080603	ENST00000483083	16	1	30709896	30726262	SRCAP	protein_coding
ENSG00000281991	ENST00000615541	16	1	30740381	30744281	TMEM265	protein_coding
ENSG00000156873	ENST00000563588	16	1	30748270	30761176	PHKG2	protein_coding
ENSG00000156873	ENST00000565924	16	1	30748293	30756483	PHKG2	protein_coding
ENSG00000156873	ENST00000424889	16	1	30748299	30760391	PHKG2	protein_coding
ENSG00000156873	ENST00000328273	16	1	30748440	30757331	PHKG2	protein_coding
ENSG00000156873	ENST00000565897	16	1	30748551	30756517	PHKG2	protein_coding
ENSG00000156873	ENST00000561712	16	1	30753232	30755265	PHKG2	protein_coding
ENSG00000196118	ENST00000544613	16	-1	30757423	30760419	CCDC189	protein_coding
ENSG00000196118	ENST00000535476	16	-1	30757425	30759724	CCDC189	protein_coding
ENSG00000196118	ENST00000541260	16	-1	30757467	30762079	CCDC189	protein_coding
ENSG00000196118	ENST00000543610	16	-1	30757467	30762710	CCDC189	protein_coding
ENSG00000196118	ENST00000545825	16	-1	30760037	30762078	CCDC189	protein_coding
ENSG00000103549	ENST00000563909	16	1	30761745	30763450	RNF40	protein_coding
ENSG00000103549	ENST00000324685	16	1	30761997	30776307	RNF40	protein_coding
ENSG00000103549	ENST00000566811	16	1	30762289	30763505	RNF40	protein_coding
ENSG00000103549	ENST00000565995	16	1	30762322	30766244	RNF40	protein_coding
ENSG00000103549	ENST00000563683	16	1	30762322	30775181	RNF40	protein_coding
ENSG00000103549	ENST00000357890	16	1	30762322	30775215	RNF40	protein_coding
ENSG00000103549	ENST00000565931	16	1	30762323	30763549	RNF40	protein_coding
ENSG00000103549	ENST00000567365	16	1	30769339	30773982	RNF40	protein_coding
ENSG00000102870	ENST00000262525	16	-1	30778449	30787202	ZNF629	protein_coding
ENSG00000099385	ENST00000380317	16	-1	30833626	30894302	BCL7C	protein_coding
ENSG00000099385	ENST00000572628	16	-1	30851246	30893942	BCL7C	protein_coding
ENSG00000099385	ENST00000215115	16	-1	30887795	30894960	BCL7C	protein_coding
ENSG00000150281	ENST00000279804	16	1	30896607	30903560	CTF1	protein_coding
ENSG00000150281	ENST00000395019	16	1	30896638	30903547	CTF1	protein_coding
ENSG00000099364	ENST00000562798	16	1	30923055	30925931	FBXL19	protein_coding
ENSG00000099364	ENST00000471231	16	1	30923071	30948776	FBXL19	protein_coding
ENSG00000099364	ENST00000338343	16	1	30924097	30948783	FBXL19	protein_coding
ENSG00000099364	ENST00000562319	16	1	30924575	30947449	FBXL19	protein_coding
ENSG00000099364	ENST00000380310	16	1	30924575	30948783	FBXL19	protein_coding
ENSG00000099364	ENST00000565690	16	1	30925650	30948018	FBXL19	protein_coding
ENSG00000099364	ENST00000427128	16	1	30925892	30948783	FBXL19	protein_coding
ENSG00000099364	ENST00000566320	16	1	30942375	30948012	FBXL19	protein_coding
ENSG00000099364	ENST00000565939	16	1	30942432	30947651	FBXL19	protein_coding
ENSG00000175938	ENST00000318663	16	1	30949066	30954938	ORAI3	protein_coding
ENSG00000175938	ENST00000566237	16	1	30949123	30954506	ORAI3	protein_coding
ENSG00000175938	ENST00000562699	16	1	30949152	30956461	ORAI3	protein_coding
ENSG00000099381	ENST00000262519	16	1	30957294	30984664	SETD1A	protein_coding
ENSG00000099381	ENST00000452917	16	1	30958296	30959151	SETD1A	protein_coding
ENSG00000099377	ENST00000262520	16	1	30985207	30989146	HSD3B7	protein_coding
ENSG00000099377	ENST00000297679	16	1	30985211	30989152	HSD3B7	protein_coding
ENSG00000099377	ENST00000562932	16	1	30985215	30986707	HSD3B7	protein_coding
ENSG00000099377	ENST00000574447	16	1	30985216	30986703	HSD3B7	protein_coding
ENSG00000099365	ENST00000215095	16	-1	30989256	31010661	STX1B	protein_coding
ENSG00000099365	ENST00000565419	16	-1	30993082	31010396	STX1B	protein_coding
ENSG00000103496	ENST00000457779	16	1	31032889	31035032	STX4	protein_coding
ENSG00000103496	ENST00000394998	16	1	31033095	31040163	STX4	protein_coding
ENSG00000103496	ENST00000313843	16	1	31033491	31040168	STX4	protein_coding
ENSG00000103496	ENST00000613541	16	1	31033805	31034877	STX4	protein_coding
ENSG00000167394	ENST00000535577	16	-1	31060843	31065088	ZNF668	protein_coding
ENSG00000167394	ENST00000426488	16	-1	31060848	31064969	ZNF668	protein_coding
ENSG00000167394	ENST00000538906	16	-1	31060848	31073502	ZNF668	protein_coding
ENSG00000167394	ENST00000394983	16	-1	31060850	31073502	ZNF668	protein_coding
ENSG00000167394	ENST00000300849	16	-1	31060850	31074320	ZNF668	protein_coding
ENSG00000167394	ENST00000539836	16	-1	31060851	31065055	ZNF668	protein_coding
ENSG00000167394	ENST00000414399	16	-1	31062122	31073712	ZNF668	protein_coding
ENSG00000167394	ENST00000442862	16	-1	31063969	31065088	ZNF668	protein_coding
ENSG00000167394	ENST00000417935	16	-1	31064184	31072827	ZNF668	protein_coding
ENSG00000167395	ENST00000300850	16	1	31074422	31084196	ZNF646	protein_coding
ENSG00000167395	ENST00000564189	16	1	31074423	31076488	ZNF646	protein_coding
ENSG00000167395	ENST00000428260	16	1	31074443	31077044	ZNF646	protein_coding
ENSG00000167395	ENST00000394979	16	1	31075902	31084019	ZNF646	protein_coding
ENSG00000151006	ENST00000280606	16	-1	31083425	31088963	PRSS53	protein_coding
ENSG00000255439	ENST00000532364	16	-1	31086760	31094916	AC135050.2	protein_coding
ENSG00000255439	ENST00000529564	16	-1	31086868	31094956	AC135050.2	protein_coding
ENSG00000167397	ENST00000300851	16	-1	31090842	31094760	VKORC1	protein_coding
ENSG00000167397	ENST00000319788	16	-1	31090842	31094940	VKORC1	protein_coding
ENSG00000167397	ENST00000354895	16	-1	31090842	31094956	VKORC1	protein_coding
ENSG00000167397	ENST00000394975	16	-1	31090842	31094957	VKORC1	protein_coding
ENSG00000167397	ENST00000420057	16	-1	31090842	31095633	VKORC1	protein_coding
ENSG00000167397	ENST00000394971	16	-1	31091104	31094549	VKORC1	protein_coding
ENSG00000167397	ENST00000498155	16	-1	31091175	31095980	VKORC1	protein_coding
ENSG00000167397	ENST00000472468	16	-1	31091182	31093611	VKORC1	protein_coding
ENSG00000103507	ENST00000394951	16	1	31106107	31112567	BCKDK	protein_coding
ENSG00000103507	ENST00000287507	16	1	31108294	31112567	BCKDK	protein_coding
ENSG00000103507	ENST00000394950	16	1	31108294	31112567	BCKDK	protein_coding
ENSG00000103507	ENST00000219794	16	1	31108294	31112791	BCKDK	protein_coding
ENSG00000103507	ENST00000561755	16	1	31108484	31109403	BCKDK	protein_coding
ENSG00000103507	ENST00000567676	16	1	31108934	31109579	BCKDK	protein_coding
ENSG00000103507	ENST00000484226	16	1	31109120	31110722	BCKDK	protein_coding
ENSG00000103507	ENST00000567682	16	1	31111368	31112454	BCKDK	protein_coding
ENSG00000103510	ENST00000543774	16	1	31115754	31131393	KAT8	protein_coding
ENSG00000103510	ENST00000448516	16	1	31117664	31131359	KAT8	protein_coding
ENSG00000103510	ENST00000219797	16	1	31117664	31131389	KAT8	protein_coding
ENSG00000103510	ENST00000537402	16	1	31127272	31131393	KAT8	protein_coding
ENSG00000052344	ENST00000317508	16	-1	31131433	31135762	PRSS8	protein_coding
ENSG00000052344	ENST00000568261	16	-1	31131894	31135727	PRSS8	protein_coding
ENSG00000052344	ENST00000567531	16	-1	31132439	31135640	PRSS8	protein_coding
ENSG00000052344	ENST00000567797	16	-1	31132879	31135727	PRSS8	protein_coding
ENSG00000178226	ENST00000268281	16	-1	31138925	31150094	PRSS36	protein_coding
ENSG00000178226	ENST00000418068	16	-1	31138982	31150066	PRSS36	protein_coding
ENSG00000178226	ENST00000569305	16	-1	31138994	31150061	PRSS36	protein_coding
ENSG00000089280	ENST00000254108	16	1	31180110	31194871	FUS	protein_coding
ENSG00000089280	ENST00000380244	16	1	31180139	31191602	FUS	protein_coding
ENSG00000089280	ENST00000568685	16	1	31180151	31191575	FUS	protein_coding
ENSG00000103490	ENST00000247470	16	-1	31201485	31202992	PYCARD	protein_coding
ENSG00000103490	ENST00000350605	16	-1	31201486	31202756	PYCARD	protein_coding
ENSG00000103490	ENST00000561508	16	-1	31202194	31203450	PYCARD	protein_coding
ENSG00000177238	ENST00000322122	16	1	31214021	31231537	TRIM72	protein_coding
ENSG00000177238	ENST00000613872	16	1	31214091	31226427	TRIM72	protein_coding
ENSG00000169900	ENST00000302964	16	-1	31215962	31217359	PYDC1	protein_coding
ENSG00000169896	ENST00000648685	16	1	31259967	31332892	ITGAM	protein_coding
ENSG00000169896	ENST00000544665	16	1	31259975	31332892	ITGAM	protein_coding
ENSG00000169896	ENST00000287497	16	1	31259990	31331829	ITGAM	protein_coding
ENSG00000169896	ENST00000567031	16	1	31275592	31324439	ITGAM	protein_coding
ENSG00000169896	ENST00000565142	16	1	31330380	31331536	ITGAM	protein_coding
ENSG00000140678	ENST00000268296	16	1	31355134	31382997	ITGAX	protein_coding
ENSG00000140678	ENST00000562918	16	1	31355174	31358455	ITGAX	protein_coding
ENSG00000140678	ENST00000562522	16	1	31355222	31382943	ITGAX	protein_coding
ENSG00000156886	ENST00000389202	16	1	31393312	31426505	ITGAD	protein_coding
ENSG00000156885	ENST00000287490	16	-1	31427731	31428428	COX6A2	protein_coding
ENSG00000176723	ENST00000564218	16	-1	31432593	31443025	ZNF843	protein_coding
ENSG00000176723	ENST00000315678	16	-1	31435438	31443025	ZNF843	protein_coding
ENSG00000176723	ENST00000618063	16	-1	31435438	31443160	ZNF843	protein_coding
ENSG00000140691	ENST00000408912	16	1	31458080	31467105	ARMC5	protein_coding
ENSG00000140691	ENST00000457010	16	1	31458824	31467166	ARMC5	protein_coding
ENSG00000140691	ENST00000563544	16	1	31458852	31467084	ARMC5	protein_coding
ENSG00000140691	ENST00000268314	16	1	31458996	31467164	ARMC5	protein_coding
ENSG00000140691	ENST00000538189	16	1	31459087	31467164	ARMC5	protein_coding
ENSG00000140691	ENST00000564900	16	1	31459961	31467165	ARMC5	protein_coding
ENSG00000140682	ENST00000565454	16	1	31471585	31474590	TGFB1I1	protein_coding
ENSG00000140682	ENST00000394863	16	1	31472059	31477958	TGFB1I1	protein_coding
ENSG00000140682	ENST00000565360	16	1	31472168	31474759	TGFB1I1	protein_coding
ENSG00000140682	ENST00000361773	16	1	31472208	31477960	TGFB1I1	protein_coding
ENSG00000140682	ENST00000562566	16	1	31473080	31473972	TGFB1I1	protein_coding
ENSG00000140682	ENST00000394858	16	1	31473205	31477960	TGFB1I1	protein_coding
ENSG00000140682	ENST00000567607	16	1	31473426	31477958	TGFB1I1	protein_coding
ENSG00000140675	ENST00000569576	16	1	31483002	31486276	SLC5A2	protein_coding
ENSG00000140675	ENST00000330498	16	1	31483118	31490768	SLC5A2	protein_coding
ENSG00000140688	ENST00000570164	16	-1	31489471	31508391	C16orf58	protein_coding
ENSG00000140688	ENST00000327237	16	-1	31489489	31508413	C16orf58	protein_coding
ENSG00000140688	ENST00000430477	16	-1	31489498	31508379	C16orf58	protein_coding
ENSG00000140688	ENST00000567994	16	-1	31490273	31508384	C16orf58	protein_coding
ENSG00000140688	ENST00000564807	16	-1	31496879	31509309	C16orf58	protein_coding
ENSG00000169877	ENST00000302312	16	1	31527864	31528803	AHSP	protein_coding
ENSG00000169877	ENST00000564707	16	1	31527977	31528553	AHSP	protein_coding
ENSG00000197302	ENST00000539915	16	1	31713232	31759841	ZNF720	protein_coding
ENSG00000197302	ENST00000316491	16	1	31713234	31761565	ZNF720	protein_coding
ENSG00000197302	ENST00000398696	16	1	31713273	31754928	ZNF720	protein_coding
ENSG00000197302	ENST00000534369	16	1	31713277	31794155	ZNF720	protein_coding
ENSG00000197302	ENST00000530881	16	1	31713303	31753856	ZNF720	protein_coding
ENSG00000197302	ENST00000529515	16	1	31713306	31754484	ZNF720	protein_coding
ENSG00000185947	ENST00000300870	16	1	31873758	31917357	ZNF267	protein_coding
ENSG00000185947	ENST00000394846	16	1	31873807	31914725	ZNF267	protein_coding
ENSG00000185947	ENST00000562971	16	1	31874066	31914620	ZNF267	protein_coding
ENSG00000205456	ENST00000398664	16	1	32252719	32255922	TP53TG3D	protein_coding
ENSG00000205456	ENST00000569631	16	1	32253324	32255237	TP53TG3D	protein_coding
ENSG00000183632	ENST00000398682	16	-1	32673531	32676732	TP53TG3	protein_coding
ENSG00000183632	ENST00000569420	16	-1	32674218	32676127	TP53TG3	protein_coding
ENSG00000205457	ENST00000561509	16	1	33193659	33196858	TP53TG3C	protein_coding
ENSG00000205457	ENST00000360260	16	1	33194264	33196173	TP53TG3C	protein_coding
ENSG00000275034	ENST00000623491	16	1	33303739	33306935	TP53TG3E	protein_coding
ENSG00000275034	ENST00000611321	16	1	33304344	33306318	TP53TG3E	protein_coding
ENSG00000261509	ENST00000341305	16	1	33360274	33363478	TP53TG3B	protein_coding
ENSG00000261509	ENST00000569741	16	1	33360879	33362788	TP53TG3B	protein_coding
ENSG00000278848	ENST00000623042	16	1	33459045	33462246	TP53TG3F	protein_coding
ENSG00000278848	ENST00000617705	16	1	33459650	33462249	TP53TG3F	protein_coding
ENSG00000259680	ENST00000569103	16	-1	33844784	33845229	AC136428.1	protein_coding
ENSG00000171241	ENST00000303383	16	-1	46580554	46621626	SHCBP1	protein_coding
ENSG00000171241	ENST00000569702	16	-1	46599929	46615993	SHCBP1	protein_coding
ENSG00000069329	ENST00000299138	16	-1	46656132	46689192	VPS35	protein_coding
ENSG00000069329	ENST00000640313	16	-1	46682643	46683606	VPS35	protein_coding
ENSG00000091651	ENST00000219097	16	1	46689646	46698394	ORC6	protein_coding
ENSG00000091651	ENST00000568364	16	1	46689697	46697818	ORC6	protein_coding
ENSG00000091651	ENST00000566860	16	1	46690786	46698385	ORC6	protein_coding
ENSG00000140795	ENST00000394809	16	-1	46703369	46748309	MYLK3	protein_coding
ENSG00000140795	ENST00000536476	16	-1	46707666	46763246	MYLK3	protein_coding
ENSG00000155330	ENST00000394806	16	-1	46796607	46831162	C16orf87	protein_coding
ENSG00000155330	ENST00000285697	16	-1	46802094	46831411	C16orf87	protein_coding
ENSG00000155330	ENST00000565112	16	-1	46802718	46831068	C16orf87	protein_coding
ENSG00000166123	ENST00000340124	16	1	46884378	46931297	GPT2	protein_coding
ENSG00000166123	ENST00000562132	16	1	46884695	46909874	GPT2	protein_coding
ENSG00000166123	ENST00000440783	16	1	46884835	46931288	GPT2	protein_coding
ENSG00000069345	ENST00000317089	16	-1	46955362	46973788	DNAJA2	protein_coding
ENSG00000069345	ENST00000617000	16	-1	46964733	46972943	DNAJA2	protein_coding
ENSG00000171208	ENST00000562435	16	-1	47077703	47143997	NETO2	protein_coding
ENSG00000171208	ENST00000303155	16	-1	47081634	47143709	NETO2	protein_coding
