ENSG00000268320	ENST00000595228	17	1	137526	139067	SCGB1C2	protein_coding
ENSG00000033627	ENST00000589213	17	1	42460183	42468093	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000592324	17	1	42468036	42480717	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000586201	17	1	42500813	42521444	ATP6V0A1	protein_coding
ENSG00000033627	ENST00000588138	17	1	42501242	42521045	ATP6V0A1	protein_coding
ENSG00000108784	ENST00000225927	17	1	42536172	42544449	NAGLU	protein_coding
ENSG00000108784	ENST00000586516	17	1	42536523	42541093	NAGLU	protein_coding
ENSG00000108784	ENST00000591587	17	1	42536530	42544161	NAGLU	protein_coding
ENSG00000108784	ENST00000590358	17	1	42536938	42538364	NAGLU	protein_coding
ENSG00000108784	ENST00000592454	17	1	42541091	42543549	NAGLU	protein_coding
ENSG00000108786	ENST00000585807	17	1	42549214	42555213	HSD17B1	protein_coding
ENSG00000108786	ENST00000225929	17	1	42552934	42555213	HSD17B1	protein_coding
ENSG00000068120	ENST00000585811	17	1	42562134	42562894	COASY	protein_coding
ENSG00000068120	ENST00000585909	17	1	42562137	42562830	COASY	protein_coding
ENSG00000068120	ENST00000586771	17	1	42562142	42563281	COASY	protein_coding
ENSG00000068120	ENST00000421097	17	1	42562147	42566260	COASY	protein_coding
ENSG00000068120	ENST00000591779	17	1	42562148	42564893	COASY	protein_coding
ENSG00000068120	ENST00000587858	17	1	42562151	42562919	COASY	protein_coding
ENSG00000068120	ENST00000587214	17	1	42562151	42563064	COASY	protein_coding
ENSG00000068120	ENST00000587157	17	1	42562151	42563146	COASY	protein_coding
ENSG00000068120	ENST00000590958	17	1	42562151	42566037	COASY	protein_coding
ENSG00000068120	ENST00000393818	17	1	42562167	42566275	COASY	protein_coding
ENSG00000108788	ENST00000435881	17	1	42567068	42573239	MLX	protein_coding
ENSG00000108788	ENST00000246912	17	1	42567072	42573239	MLX	protein_coding
ENSG00000108788	ENST00000346833	17	1	42567072	42573239	MLX	protein_coding
ENSG00000108788	ENST00000591024	17	1	42567074	42570178	MLX	protein_coding
ENSG00000131470	ENST00000393795	17	-1	42572315	42577795	PSMC3IP	protein_coding
ENSG00000131470	ENST00000253789	17	-1	42572323	42577831	PSMC3IP	protein_coding
ENSG00000131470	ENST00000587209	17	-1	42572343	42577697	PSMC3IP	protein_coding
ENSG00000131470	ENST00000590760	17	-1	42572962	42577696	PSMC3IP	protein_coding
ENSG00000141699	ENST00000309428	17	-1	42579515	42609384	RETREG3	protein_coding
ENSG00000141699	ENST00000585894	17	-1	42581329	42610623	RETREG3	protein_coding
ENSG00000141699	ENST00000591547	17	-1	42585201	42610593	RETREG3	protein_coding
ENSG00000141699	ENST00000588423	17	-1	42586768	42610603	RETREG3	protein_coding
ENSG00000131462	ENST00000251413	17	1	42609676	42615234	TUBG1	protein_coding
ENSG00000131462	ENST00000591509	17	1	42609686	42613911	TUBG1	protein_coding
ENSG00000037042	ENST00000251412	17	1	42659305	42667006	TUBG2	protein_coding
ENSG00000068137	ENST00000591022	17	-1	42667914	42676951	PLEKHH3	protein_coding
ENSG00000068137	ENST00000293349	17	-1	42667944	42676994	PLEKHH3	protein_coding
ENSG00000068137	ENST00000587627	17	-1	42673650	42676992	PLEKHH3	protein_coding
ENSG00000184451	ENST00000332438	17	-1	42678889	42681843	CCR10	protein_coding
ENSG00000184451	ENST00000591765	17	-1	42679420	42683064	CCR10	protein_coding
ENSG00000184451	ENST00000591568	17	-1	42679726	42683917	CCR10	protein_coding
ENSG00000108797	ENST00000264638	17	1	42682613	42699814	CNTNAP1	protein_coding
ENSG00000108799	ENST00000428826	17	-1	42700275	42745030	EZH1	protein_coding
ENSG00000108799	ENST00000415827	17	-1	42700275	42745042	EZH1	protein_coding
ENSG00000108799	ENST00000592743	17	-1	42702325	42745049	EZH1	protein_coding
ENSG00000108799	ENST00000585893	17	-1	42702385	42745031	EZH1	protein_coding
ENSG00000108799	ENST00000590078	17	-1	42702385	42745037	EZH1	protein_coding
ENSG00000108799	ENST00000586382	17	-1	42713376	42745040	EZH1	protein_coding
ENSG00000108799	ENST00000586089	17	-1	42720308	42745049	EZH1	protein_coding
ENSG00000108799	ENST00000593214	17	-1	42720438	42745035	EZH1	protein_coding
ENSG00000108799	ENST00000592492	17	-1	42724351	42745030	EZH1	protein_coding
ENSG00000131477	ENST00000589683	17	1	42760775	42763041	RAMP2	protein_coding
ENSG00000131477	ENST00000588928	17	1	42760805	42762698	RAMP2	protein_coding
ENSG00000131477	ENST00000253796	17	1	42761194	42763036	RAMP2	protein_coding
ENSG00000131477	ENST00000587142	17	1	42761258	42762854	RAMP2	protein_coding
ENSG00000131477	ENST00000588576	17	1	42761258	42763002	RAMP2	protein_coding
ENSG00000131475	ENST00000253794	17	1	42773436	42779599	VPS25	protein_coding
ENSG00000131475	ENST00000590339	17	1	42773480	42779006	VPS25	protein_coding
ENSG00000131475	ENST00000589520	17	1	42773508	42779374	VPS25	protein_coding
ENSG00000126562	ENST00000246914	17	1	42780678	42796936	WNK4	protein_coding
ENSG00000126562	ENST00000587745	17	1	42793715	42795742	WNK4	protein_coding
ENSG00000183978	ENST00000328434	17	-1	42797634	42798704	COA3	protein_coding
ENSG00000176563	ENST00000588408	17	1	42798792	42810635	CNTD1	protein_coding
ENSG00000176563	ENST00000585355	17	1	42798800	42806778	CNTD1	protein_coding
ENSG00000176563	ENST00000588527	17	1	42798887	42809887	CNTD1	protein_coding
ENSG00000176563	ENST00000586652	17	1	42805866	42809579	CNTD1	protein_coding
ENSG00000126581	ENST00000361523	17	-1	42810134	42824263	BECN1	protein_coding
ENSG00000126581	ENST00000590099	17	-1	42810137	42824263	BECN1	protein_coding
ENSG00000126581	ENST00000590764	17	-1	42810288	42814593	BECN1	protein_coding
ENSG00000126581	ENST00000438274	17	-1	42810308	42824287	BECN1	protein_coding
ENSG00000126581	ENST00000588276	17	-1	42810310	42814673	BECN1	protein_coding
ENSG00000126581	ENST00000589663	17	-1	42810670	42818578	BECN1	protein_coding
ENSG00000126581	ENST00000586589	17	-1	42810860	42818652	BECN1	protein_coding
ENSG00000126581	ENST00000590852	17	-1	42814168	42815971	BECN1	protein_coding
ENSG00000126581	ENST00000593205	17	-1	42814599	42824251	BECN1	protein_coding
ENSG00000126581	ENST00000589636	17	-1	42820794	42833350	BECN1	protein_coding
ENSG00000126581	ENST00000612631	17	-1	42823818	42833332	BECN1	protein_coding
ENSG00000131467	ENST00000545225	17	1	42824426	42843239	PSME3	protein_coding
ENSG00000131467	ENST00000541124	17	1	42833142	42843758	PSME3	protein_coding
ENSG00000131467	ENST00000622892	17	1	42833142	42843758	PSME3	protein_coding
ENSG00000131467	ENST00000586114	17	1	42833399	42838985	PSME3	protein_coding
ENSG00000131467	ENST00000590720	17	1	42833399	42841578	PSME3	protein_coding
ENSG00000131467	ENST00000585805	17	1	42833411	42838798	PSME3	protein_coding
ENSG00000131467	ENST00000441946	17	1	42833418	42843216	PSME3	protein_coding
ENSG00000131467	ENST00000591152	17	1	42833419	42839009	PSME3	protein_coding
ENSG00000131467	ENST00000589469	17	1	42833437	42839303	PSME3	protein_coding
ENSG00000131467	ENST00000293362	17	1	42833471	42843757	PSME3	protein_coding
ENSG00000131467	ENST00000592169	17	1	42833496	42841671	PSME3	protein_coding
ENSG00000131480	ENST00000253799	17	1	42844600	42850707	AOC2	protein_coding
ENSG00000131480	ENST00000452774	17	1	42844601	42850704	AOC2	protein_coding
ENSG00000131471	ENST00000308423	17	1	42851184	42858124	AOC3	protein_coding
ENSG00000131471	ENST00000613571	17	1	42851184	42858128	AOC3	protein_coding
ENSG00000131471	ENST00000617500	17	1	42853243	42858128	AOC3	protein_coding
ENSG00000131471	ENST00000592999	17	1	42853277	42856343	AOC3	protein_coding
ENSG00000131471	ENST00000591562	17	1	42854078	42858130	AOC3	protein_coding
ENSG00000131471	ENST00000588033	17	1	42854127	42855522	AOC3	protein_coding
ENSG00000131482	ENST00000592383	17	1	42900797	42911336	G6PC	protein_coding
ENSG00000131482	ENST00000253801	17	1	42900798	42913369	G6PC	protein_coding
ENSG00000131482	ENST00000585489	17	1	42900800	42911488	G6PC	protein_coding
ENSG00000108825	ENST00000360221	17	-1	42950526	42980003	PTGES3L-AARSD1	protein_coding
ENSG00000108825	ENST00000409399	17	-1	42950530	42980490	PTGES3L-AARSD1	protein_coding
ENSG00000266967	ENST00000427569	17	-1	42950546	42964476	AARSD1	protein_coding
ENSG00000108825	ENST00000409103	17	-1	42950546	42979993	PTGES3L-AARSD1	protein_coding
ENSG00000108825	ENST00000421990	17	-1	42950550	42980528	PTGES3L-AARSD1	protein_coding
ENSG00000266967	ENST00000430739	17	-1	42955901	42964498	AARSD1	protein_coding
ENSG00000108825	ENST00000452752	17	-1	42961264	42979663	PTGES3L-AARSD1	protein_coding
ENSG00000108825	ENST00000454303	17	-1	42964219	42980086	PTGES3L-AARSD1	protein_coding
ENSG00000267060	ENST00000424284	17	-1	42968088	42979664	PTGES3L	protein_coding
ENSG00000267060	ENST00000409446	17	-1	42968104	42980433	PTGES3L	protein_coding
ENSG00000267060	ENST00000591916	17	-1	42968787	42980076	PTGES3L	protein_coding
ENSG00000267060	ENST00000451885	17	-1	42968990	42980080	PTGES3L	protein_coding
ENSG00000198863	ENST00000361677	17	1	42980565	42993690	RUNDC1	protein_coding
ENSG00000198863	ENST00000589705	17	1	42980581	42991036	RUNDC1	protein_coding
ENSG00000131469	ENST00000589037	17	1	42998273	43002949	RPL27	protein_coding
ENSG00000131469	ENST00000253788	17	1	42998419	43002959	RPL27	protein_coding
ENSG00000131469	ENST00000589913	17	1	42998471	43002959	RPL27	protein_coding
ENSG00000131469	ENST00000586277	17	1	42998809	43002946	RPL27	protein_coding
ENSG00000068079	ENST00000415816	17	1	43006725	43014456	IFI35	protein_coding
ENSG00000068079	ENST00000438323	17	1	43006740	43014456	IFI35	protein_coding
ENSG00000108828	ENST00000355653	17	-1	43014605	43022418	VAT1	protein_coding
ENSG00000108828	ENST00000587173	17	-1	43015899	43022356	VAT1	protein_coding
ENSG00000108828	ENST00000420567	17	-1	43015918	43020273	VAT1	protein_coding
ENSG00000108828	ENST00000587147	17	-1	43016067	43018045	VAT1	protein_coding
ENSG00000108828	ENST00000590924	17	-1	43017832	43025123	VAT1	protein_coding
ENSG00000108828	ENST00000589709	17	-1	43017842	43019555	VAT1	protein_coding
ENSG00000108828	ENST00000589828	17	-1	43018122	43019027	VAT1	protein_coding
ENSG00000108828	ENST00000587062	17	-1	43018749	43025122	VAT1	protein_coding
ENSG00000108830	ENST00000587250	17	1	43025241	43032036	RND2	protein_coding
ENSG00000012048	ENST00000352993	17	-1	43044295	43125370	BRCA1	protein_coding
ENSG00000012048	ENST00000357654	17	-1	43044295	43125483	BRCA1	protein_coding
ENSG00000012048	ENST00000471181	17	-1	43044295	43125483	BRCA1	protein_coding
ENSG00000012048	ENST00000468300	17	-1	43044805	43125451	BRCA1	protein_coding
ENSG00000012048	ENST00000644379	17	-1	43045086	43091851	BRCA1	protein_coding
ENSG00000012048	ENST00000586385	17	-1	43045563	43125329	BRCA1	protein_coding
ENSG00000012048	ENST00000591534	17	-1	43045563	43125329	BRCA1	protein_coding
ENSG00000012048	ENST00000591849	17	-1	43045563	43125329	BRCA1	protein_coding
ENSG00000012048	ENST00000493795	17	-1	43045629	43125402	BRCA1	protein_coding
ENSG00000012048	ENST00000491747	17	-1	43045678	43125356	BRCA1	protein_coding
ENSG00000012048	ENST00000484087	17	-1	43063344	43104916	BRCA1	protein_coding
ENSG00000012048	ENST00000478531	17	-1	43063344	43125359	BRCA1	protein_coding
ENSG00000012048	ENST00000493919	17	-1	43063360	43125402	BRCA1	protein_coding
ENSG00000012048	ENST00000487825	17	-1	43076488	43104916	BRCA1	protein_coding
ENSG00000012048	ENST00000461574	17	-1	43076537	43091824	BRCA1	protein_coding
ENSG00000012048	ENST00000354071	17	-1	43091098	43125315	BRCA1	protein_coding
ENSG00000012048	ENST00000634433	17	-1	43093013	43170245	BRCA1	protein_coding
ENSG00000012048	ENST00000470026	17	-1	43093584	43125323	BRCA1	protein_coding
ENSG00000012048	ENST00000477152	17	-1	43093586	43125364	BRCA1	protein_coding
ENSG00000012048	ENST00000497488	17	-1	43094112	43125300	BRCA1	protein_coding
ENSG00000012048	ENST00000494123	17	-1	43094112	43125450	BRCA1	protein_coding
ENSG00000012048	ENST00000473961	17	-1	43094170	43104891	BRCA1	protein_coding
ENSG00000012048	ENST00000476777	17	-1	43095846	43125353	BRCA1	protein_coding
ENSG00000012048	ENST00000489037	17	-1	43104189	43125321	BRCA1	protein_coding
ENSG00000012048	ENST00000644555	17	-1	43104225	43125326	BRCA1	protein_coding
ENSG00000012048	ENST00000618469	17	-1	43124026	43125364	BRCA1	protein_coding
ENSG00000188554	ENST00000341165	17	1	43170481	43211689	NBR1	protein_coding
ENSG00000188554	ENST00000586650	17	1	43170494	43177960	NBR1	protein_coding
ENSG00000188554	ENST00000542611	17	1	43171202	43209993	NBR1	protein_coding
ENSG00000188554	ENST00000590996	17	1	43171214	43210521	NBR1	protein_coding
ENSG00000188554	ENST00000589872	17	1	43171243	43209857	NBR1	protein_coding
ENSG00000184988	ENST00000588693	17	1	43211835	43217736	TMEM106A	protein_coding
ENSG00000184988	ENST00000588659	17	1	43211875	43218190	TMEM106A	protein_coding
ENSG00000184988	ENST00000541594	17	1	43211875	43218249	TMEM106A	protein_coding
ENSG00000184988	ENST00000536052	17	1	43211875	43218265	TMEM106A	protein_coding
ENSG00000184988	ENST00000612339	17	1	43211875	43220041	TMEM106A	protein_coding
ENSG00000236383	ENST00000636331	17	-1	43221429	43228623	CCDC200	protein_coding
ENSG00000236383	ENST00000594691	17	-1	43221429	43303256	CCDC200	protein_coding
ENSG00000236383	ENST00000608223	17	-1	43224353	43230262	CCDC200	protein_coding
ENSG00000236383	ENST00000615433	17	-1	43224353	43305397	CCDC200	protein_coding
ENSG00000175906	ENST00000320033	17	1	43398959	43401137	ARL4D	protein_coding
ENSG00000067596	ENST00000540306	17	1	43483963	43526786	DHX8	protein_coding
ENSG00000067596	ENST00000262415	17	1	43483966	43525670	DHX8	protein_coding
ENSG00000067596	ENST00000589898	17	1	43521396	43544463	DHX8	protein_coding
ENSG00000067596	ENST00000587574	17	1	43522152	43526803	DHX8	protein_coding
ENSG00000175832	ENST00000538265	17	-1	43527844	43545937	ETV4	protein_coding
ENSG00000175832	ENST00000319349	17	-1	43527844	43546432	ETV4	protein_coding
ENSG00000175832	ENST00000393664	17	-1	43527846	43545671	ETV4	protein_coding
ENSG00000175832	ENST00000545954	17	-1	43528278	43546323	ETV4	protein_coding
ENSG00000175832	ENST00000545089	17	-1	43528280	43545713	ETV4	protein_coding
ENSG00000175832	ENST00000591713	17	-1	43528337	43545899	ETV4	protein_coding
ENSG00000175832	ENST00000586826	17	-1	43528499	43530434	ETV4	protein_coding
ENSG00000175832	ENST00000586764	17	-1	43544976	43579620	ETV4	protein_coding
ENSG00000005102	ENST00000318579	17	-1	43640388	43661954	MEOX1	protein_coding
ENSG00000005102	ENST00000329168	17	-1	43640402	43661563	MEOX1	protein_coding
ENSG00000005102	ENST00000549132	17	-1	43641379	43661563	MEOX1	protein_coding
ENSG00000005102	ENST00000393661	17	-1	43641380	43661922	MEOX1	protein_coding
ENSG00000167941	ENST00000301691	17	-1	43753731	43758788	SOST	protein_coding
ENSG00000108861	ENST00000226004	17	-1	43766121	43778988	DUSP3	protein_coding
ENSG00000108861	ENST00000590753	17	-1	43766131	43774768	DUSP3	protein_coding
ENSG00000108861	ENST00000590935	17	-1	43766512	43774938	DUSP3	protein_coding
ENSG00000231256	ENST00000449302	17	1	43780435	43787612	CFAP97D1	protein_coding
ENSG00000161647	ENST00000398393	17	-1	43800799	43832242	MPP3	protein_coding
ENSG00000161647	ENST00000398389	17	-1	43801443	43833170	MPP3	protein_coding
ENSG00000161649	ENST00000377203	17	1	43847148	43857997	CD300LG	protein_coding
ENSG00000161649	ENST00000539718	17	1	43847148	43858234	CD300LG	protein_coding
ENSG00000161649	ENST00000588884	17	1	43847153	43849909	CD300LG	protein_coding
ENSG00000161649	ENST00000293396	17	1	43847156	43857760	CD300LG	protein_coding
ENSG00000161649	ENST00000586233	17	1	43847156	43858040	CD300LG	protein_coding
ENSG00000161649	ENST00000317310	17	1	43847176	43863629	CD300LG	protein_coding
ENSG00000108852	ENST00000377184	17	-1	43875357	43900598	MPP2	protein_coding
ENSG00000108852	ENST00000269095	17	-1	43875357	43907745	MPP2	protein_coding
ENSG00000108852	ENST00000536246	17	-1	43875363	43901562	MPP2	protein_coding
ENSG00000108852	ENST00000612133	17	-1	43875363	43907942	MPP2	protein_coding
ENSG00000108852	ENST00000625880	17	-1	43875363	43907942	MPP2	protein_coding
ENSG00000108852	ENST00000622681	17	-1	43875363	43909711	MPP2	protein_coding
ENSG00000108852	ENST00000461854	17	-1	43876162	43907526	MPP2	protein_coding
ENSG00000108852	ENST00000520305	17	-1	43877332	43907536	MPP2	protein_coding
ENSG00000108852	ENST00000523501	17	-1	43877377	43907536	MPP2	protein_coding
ENSG00000108852	ENST00000518766	17	-1	43877762	43909700	MPP2	protein_coding
ENSG00000108852	ENST00000523220	17	-1	43882345	43907759	MPP2	protein_coding
ENSG00000108852	ENST00000473246	17	-1	43882374	43901564	MPP2	protein_coding
ENSG00000108852	ENST00000520406	17	-1	43882903	43907467	MPP2	protein_coding
ENSG00000108852	ENST00000523762	17	-1	43882903	43909683	MPP2	protein_coding
ENSG00000108852	ENST00000523934	17	-1	43882910	43907233	MPP2	protein_coding
ENSG00000108852	ENST00000520241	17	-1	43882943	43907543	MPP2	protein_coding
ENSG00000108852	ENST00000521178	17	-1	43882978	43907535	MPP2	protein_coding
ENSG00000108852	ENST00000524294	17	-1	43883019	43905589	MPP2	protein_coding
ENSG00000108852	ENST00000522172	17	-1	43883286	43907475	MPP2	protein_coding
ENSG00000108852	ENST00000518478	17	-1	43898317	43907471	MPP2	protein_coding
ENSG00000108849	ENST00000587070	17	-1	43940804	43941514	PPY	protein_coding
ENSG00000108849	ENST00000225992	17	-1	43940804	43942468	PPY	protein_coding
ENSG00000108849	ENST00000591228	17	-1	43940805	43942274	PPY	protein_coding
ENSG00000108849	ENST00000587006	17	-1	43940815	43941654	PPY	protein_coding
ENSG00000131096	ENST00000360085	17	-1	43952738	44004469	PYY	protein_coding
ENSG00000131096	ENST00000592796	17	-1	43952889	43953940	PYY	protein_coding
ENSG00000161653	ENST00000293404	17	1	44004546	44009060	NAGS	protein_coding
ENSG00000161653	ENST00000589767	17	1	44004757	44009060	NAGS	protein_coding
ENSG00000091947	ENST00000589334	17	-1	44011188	44023151	TMEM101	protein_coding
ENSG00000091947	ENST00000206380	17	-1	44011191	44014977	TMEM101	protein_coding
ENSG00000091947	ENST00000587529	17	-1	44012509	44014952	TMEM101	protein_coding
ENSG00000091947	ENST00000585950	17	-1	44013009	44023106	TMEM101	protein_coding
ENSG00000091947	ENST00000592127	17	-1	44013034	44023139	TMEM101	protein_coding
ENSG00000091947	ENST00000590905	17	-1	44013146	44019447	TMEM101	protein_coding
ENSG00000091947	ENST00000586174	17	-1	44014490	44019442	TMEM101	protein_coding
ENSG00000161654	ENST00000591247	17	-1	44034635	44067619	LSM12	protein_coding
ENSG00000161654	ENST00000293406	17	-1	44034636	44066735	LSM12	protein_coding
ENSG00000161654	ENST00000585388	17	-1	44036167	44066659	LSM12	protein_coding
ENSG00000141349	ENST00000269097	17	1	44070735	44076304	G6PC3	protein_coding
ENSG00000141349	ENST00000591696	17	1	44070892	44075841	G6PC3	protein_coding
ENSG00000141349	ENST00000590253	17	1	44074734	44076344	G6PC3	protein_coding
ENSG00000108840	ENST00000225983	17	-1	44076746	44123638	HDAC5	protein_coding
ENSG00000108840	ENST00000336057	17	-1	44076754	44123618	HDAC5	protein_coding
ENSG00000108840	ENST00000586802	17	-1	44078294	44123275	HDAC5	protein_coding
ENSG00000108840	ENST00000588261	17	-1	44088448	44093187	HDAC5	protein_coding
ENSG00000108840	ENST00000588703	17	-1	44093664	44123702	HDAC5	protein_coding
ENSG00000108840	ENST00000591714	17	-1	44093781	44111341	HDAC5	protein_coding
ENSG00000108840	ENST00000587135	17	-1	44093781	44123628	HDAC5	protein_coding
ENSG00000125319	ENST00000319977	17	1	44141906	44162476	C17orf53	protein_coding
ENSG00000125319	ENST00000585683	17	1	44141908	44162285	C17orf53	protein_coding
ENSG00000125319	ENST00000245382	17	1	44142022	44162476	C17orf53	protein_coding
ENSG00000161664	ENST00000591700	17	1	44170447	44172209	ASB16	protein_coding
ENSG00000161664	ENST00000293414	17	1	44170706	44179083	ASB16	protein_coding
ENSG00000168591	ENST00000446571	17	1	44186970	44191226	TMUB2	protein_coding
ENSG00000168591	ENST00000357984	17	1	44186986	44191730	TMUB2	protein_coding
ENSG00000168591	ENST00000538716	17	1	44186990	44191698	TMUB2	protein_coding
ENSG00000168591	ENST00000587989	17	1	44187049	44191714	TMUB2	protein_coding
ENSG00000168591	ENST00000590235	17	1	44187050	44191731	TMUB2	protein_coding
ENSG00000168591	ENST00000319511	17	1	44187206	44191726	TMUB2	protein_coding
ENSG00000168591	ENST00000589785	17	1	44187262	44191712	TMUB2	protein_coding
ENSG00000168591	ENST00000592825	17	1	44187272	44191711	TMUB2	protein_coding
ENSG00000168591	ENST00000589184	17	1	44187275	44191711	TMUB2	protein_coding
ENSG00000168591	ENST00000589856	17	1	44187654	44190349	TMUB2	protein_coding
ENSG00000168591	ENST00000587172	17	1	44188933	44191731	TMUB2	protein_coding
ENSG00000168591	ENST00000587630	17	1	44189370	44191691	TMUB2	protein_coding
ENSG00000087152	ENST00000591295	17	-1	44191805	44196053	ATXN7L3	protein_coding
ENSG00000087152	ENST00000454077	17	-1	44191805	44198070	ATXN7L3	protein_coding
ENSG00000087152	ENST00000389384	17	-1	44191805	44198379	ATXN7L3	protein_coding
ENSG00000087152	ENST00000587097	17	-1	44194383	44199852	ATXN7L3	protein_coding
ENSG00000087152	ENST00000590537	17	-1	44194540	44196166	ATXN7L3	protein_coding
ENSG00000087152	ENST00000590169	17	-1	44196941	44198511	ATXN7L3	protein_coding
ENSG00000087152	ENST00000589805	17	-1	44196964	44199206	ATXN7L3	protein_coding
ENSG00000108312	ENST00000343638	17	-1	44205033	44220963	UBTF	protein_coding
ENSG00000108312	ENST00000302904	17	-1	44205033	44221626	UBTF	protein_coding
ENSG00000108312	ENST00000527034	17	-1	44206594	44220854	UBTF	protein_coding
ENSG00000108312	ENST00000533177	17	-1	44206595	44219121	UBTF	protein_coding
ENSG00000108312	ENST00000436088	17	-1	44206920	44219498	UBTF	protein_coding
ENSG00000108312	ENST00000393606	17	-1	44207116	44219750	UBTF	protein_coding
ENSG00000108312	ENST00000526094	17	-1	44207240	44218502	UBTF	protein_coding
ENSG00000108312	ENST00000529383	17	-1	44207240	44218502	UBTF	protein_coding
ENSG00000108312	ENST00000529373	17	-1	44209435	44211002	UBTF	protein_coding
ENSG00000108312	ENST00000530828	17	-1	44213225	44218502	UBTF	protein_coding
ENSG00000004939	ENST00000262418	17	-1	44248385	44268134	SLC4A1	protein_coding
ENSG00000004939	ENST00000631130	17	-1	44248390	44249868	SLC4A1	protein_coding
ENSG00000004939	ENST00000399246	17	-1	44248390	44268134	SLC4A1	protein_coding
ENSG00000108309	ENST00000426726	17	1	44308559	44318671	RUNDC3A	protein_coding
ENSG00000108309	ENST00000590941	17	1	44308583	44317726	RUNDC3A	protein_coding
ENSG00000108309	ENST00000225441	17	1	44308596	44317870	RUNDC3A	protein_coding
ENSG00000013306	ENST00000225308	17	-1	44319625	44324870	SLC25A39	protein_coding
ENSG00000013306	ENST00000377095	17	-1	44319636	44324815	SLC25A39	protein_coding
ENSG00000013306	ENST00000590194	17	-1	44319642	44324809	SLC25A39	protein_coding
ENSG00000013306	ENST00000586016	17	-1	44319673	44324782	SLC25A39	protein_coding
ENSG00000013306	ENST00000537904	17	-1	44319870	44324827	SLC25A39	protein_coding
ENSG00000013306	ENST00000588767	17	-1	44319995	44322445	SLC25A39	protein_coding
ENSG00000013306	ENST00000588049	17	-1	44321434	44324818	SLC25A39	protein_coding
ENSG00000013306	ENST00000585636	17	-1	44321477	44324827	SLC25A39	protein_coding
ENSG00000013306	ENST00000586633	17	-1	44322422	44324822	SLC25A39	protein_coding
ENSG00000013306	ENST00000592857	17	-1	44322439	44324770	SLC25A39	protein_coding
ENSG00000013306	ENST00000585523	17	-1	44322527	44324830	SLC25A39	protein_coding
ENSG00000030582	ENST00000053867	17	1	44345086	44353102	GRN	protein_coding
ENSG00000030582	ENST00000589536	17	1	44345262	44349736	GRN	protein_coding
ENSG00000030582	ENST00000587109	17	1	44345265	44349474	GRN	protein_coding
ENSG00000030582	ENST00000587518	17	1	44345265	44350287	GRN	protein_coding
ENSG00000030582	ENST00000588143	17	1	44345282	44350469	GRN	protein_coding
ENSG00000030582	ENST00000593167	17	1	44345298	44350325	GRN	protein_coding
ENSG00000030582	ENST00000585512	17	1	44345302	44349275	GRN	protein_coding
ENSG00000030582	ENST00000591740	17	1	44345302	44350283	GRN	protein_coding
ENSG00000030582	ENST00000592783	17	1	44345302	44350304	GRN	protein_coding
ENSG00000030582	ENST00000587387	17	1	44345302	44350511	GRN	protein_coding
ENSG00000030582	ENST00000588237	17	1	44345302	44351044	GRN	protein_coding
ENSG00000030582	ENST00000589265	17	1	44345305	44353082	GRN	protein_coding
ENSG00000030582	ENST00000639447	17	1	44349165	44352795	GRN	protein_coding
ENSG00000030582	ENST00000586443	17	1	44350539	44353043	GRN	protein_coding
ENSG00000030582	ENST00000586242	17	1	44352202	44353102	GRN	protein_coding
ENSG00000161682	ENST00000293443	17	-1	44353215	44363875	FAM171A2	protein_coding
ENSG00000005961	ENST00000648408	17	-1	44372180	44385340	ITGA2B	protein_coding
ENSG00000005961	ENST00000587295	17	-1	44372181	44376184	ITGA2B	protein_coding
ENSG00000005961	ENST00000262407	17	-1	44372183	44389505	ITGA2B	protein_coding
ENSG00000186566	ENST00000591680	17	-1	44397416	44503401	GPATCH8	protein_coding
ENSG00000186566	ENST00000585614	17	-1	44401337	44503391	GPATCH8	protein_coding
ENSG00000180340	ENST00000315323	17	1	44557459	44559570	FZD2	protein_coding
ENSG00000180336	ENST00000425535	17	1	44656404	44662390	MEIOC	protein_coding
ENSG00000180336	ENST00000409122	17	1	44656472	44675799	MEIOC	protein_coding
ENSG00000180336	ENST00000432494	17	1	44665104	44666899	MEIOC	protein_coding
ENSG00000180336	ENST00000456912	17	1	44665112	44666797	MEIOC	protein_coding
ENSG00000180336	ENST00000409464	17	1	44665118	44671220	MEIOC	protein_coding
ENSG00000180329	ENST00000588687	17	-1	44673069	44689725	CCDC43	protein_coding
ENSG00000180329	ENST00000457422	17	-1	44677440	44689779	CCDC43	protein_coding
ENSG00000180329	ENST00000315286	17	-1	44677458	44689762	CCDC43	protein_coding
ENSG00000180329	ENST00000588210	17	-1	44677483	44689763	CCDC43	protein_coding
ENSG00000161692	ENST00000393547	17	1	44708608	44752264	DBF4B	protein_coding
ENSG00000161692	ENST00000315005	17	1	44708683	44752264	DBF4B	protein_coding
ENSG00000073670	ENST00000200557	17	1	44759031	44781846	ADAM11	protein_coding
ENSG00000073670	ENST00000535346	17	1	44759325	44779875	ADAM11	protein_coding
ENSG00000182963	ENST00000587113	17	-1	44798448	44805409	GJC1	protein_coding
ENSG00000182963	ENST00000426548	17	-1	44798448	44830811	GJC1	protein_coding
ENSG00000182963	ENST00000590758	17	-1	44798448	44830813	GJC1	protein_coding
ENSG00000182963	ENST00000330514	17	-1	44803034	44807884	GJC1	protein_coding
