ENSMUSG00000047735	ENSMUST00000201638	6	-1	3376950	3385006	Samd9l	protein_coding
ENSMUSG00000057230	ENSMUST00000204139	6	1	86941158	86974604	Aak1	protein_coding
ENSMUSG00000029993	ENSMUST00000120240	6	1	86986218	87005443	Nfu1	protein_coding
ENSMUSG00000029993	ENSMUST00000032060	6	1	86986818	87005436	Nfu1	protein_coding
ENSMUSG00000029993	ENSMUST00000117583	6	1	86986818	87005441	Nfu1	protein_coding
ENSMUSG00000029993	ENSMUST00000144776	6	1	86986871	87000168	Nfu1	protein_coding
ENSMUSG00000029992	ENSMUST00000113657	6	1	87019828	87032406	Gfpt1	protein_coding
ENSMUSG00000029992	ENSMUST00000113658	6	1	87019828	87069179	Gfpt1	protein_coding
ENSMUSG00000029992	ENSMUST00000113655	6	1	87019832	87032406	Gfpt1	protein_coding
ENSMUSG00000029992	ENSMUST00000032057	6	1	87019873	87065224	Gfpt1	protein_coding
ENSMUSG00000090891	ENSMUST00000170124	6	1	87081728	87089922	D6Ertd527e	protein_coding
ENSMUSG00000090891	ENSMUST00000204927	6	1	87081730	87089978	D6Ertd527e	protein_coding
ENSMUSG00000090891	ENSMUST00000203747	6	1	87081730	87089979	D6Ertd527e	protein_coding
ENSMUSG00000033420	ENSMUST00000042025	6	-1	87110835	87312746	Antxr1	protein_coding
ENSMUSG00000033420	ENSMUST00000204805	6	-1	87134742	87312706	Antxr1	protein_coding
ENSMUSG00000033420	ENSMUST00000205033	6	-1	87155682	87312746	Antxr1	protein_coding
ENSMUSG00000030050	ENSMUST00000032129	6	-1	87322632	87327924	Gkn1	protein_coding
ENSMUSG00000030049	ENSMUST00000032128	6	1	87350339	87356479	Gkn2	protein_coding
ENSMUSG00000030048	ENSMUST00000032127	6	-1	87360238	87365917	Gkn3	protein_coding
ENSMUSG00000030046	ENSMUST00000032125	6	1	87405976	87414659	Bmp10	protein_coding
ENSMUSG00000030047	ENSMUST00000113637	6	-1	87435527	87510217	Arhgap25	protein_coding
ENSMUSG00000030047	ENSMUST00000101197	6	-1	87436387	87473296	Arhgap25	protein_coding
ENSMUSG00000030047	ENSMUST00000071024	6	-1	87436387	87510241	Arhgap25	protein_coding
ENSMUSG00000049409	ENSMUST00000204682	6	-1	87555573	87567725	Prokr1	protein_coding
ENSMUSG00000049409	ENSMUST00000050887	6	-1	87555574	87567702	Prokr1	protein_coding
ENSMUSG00000049409	ENSMUST00000203636	6	-1	87565386	87567701	Prokr1	protein_coding
ENSMUSG00000030051	ENSMUST00000065997	6	-1	87605406	87649129	Aplf	protein_coding
ENSMUSG00000030051	ENSMUST00000032130	6	-1	87606731	87649175	Aplf	protein_coding
ENSMUSG00000089997	ENSMUST00000238521	6	-1	87652575	87699783	1810020O05Rik	protein_coding
ENSMUSG00000068263	ENSMUST00000159570	6	1	87707851	87732433	Efcc1	protein_coding
ENSMUSG00000068263	ENSMUST00000032132	6	1	87707875	87732890	Efcc1	protein_coding
ENSMUSG00000030054	ENSMUST00000032133	6	1	87755054	87756750	Gp9	protein_coding
ENSMUSG00000030055	ENSMUST00000032134	6	-1	87765835	87786736	Rab43	protein_coding
ENSMUSG00000030055	ENSMUST00000078647	6	-1	87765835	87788761	Rab43	protein_coding
ENSMUSG00000107928	ENSMUST00000204169	6	-1	87769428	87798613	Gm45140	protein_coding
ENSMUSG00000030055	ENSMUST00000032135	6	-1	87770951	87788761	Rab43	protein_coding
ENSMUSG00000030056	ENSMUST00000089497	6	-1	87791251	87815780	Isy1	protein_coding
ENSMUSG00000030056	ENSMUST00000204431	6	-1	87804622	87815729	Isy1	protein_coding
ENSMUSG00000030057	ENSMUST00000204653	6	-1	87819597	87828088	Cnbp	protein_coding
ENSMUSG00000030057	ENSMUST00000032138	6	-1	87819597	87828088	Cnbp	protein_coding
ENSMUSG00000030057	ENSMUST00000204890	6	-1	87820064	87828012	Cnbp	protein_coding
ENSMUSG00000030057	ENSMUST00000113619	6	-1	87820064	87828062	Cnbp	protein_coding
ENSMUSG00000030057	ENSMUST00000113617	6	-1	87820869	87828042	Cnbp	protein_coding
ENSMUSG00000030058	ENSMUST00000113607	6	1	87864796	87890577	Copg1	protein_coding
ENSMUSG00000030058	ENSMUST00000049966	6	1	87864910	87867741	Copg1	protein_coding
ENSMUSG00000030060	ENSMUST00000032141	6	1	87890917	87913611	Hmces	protein_coding
ENSMUSG00000030060	ENSMUST00000113606	6	1	87891288	87913611	Hmces	protein_coding
ENSMUSG00000044927	ENSMUST00000056403	6	-1	87957403	87958619	H1f10	protein_coding
ENSMUSG00000079477	ENSMUST00000113600	6	-1	87976088	88022252	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000113598	6	-1	87976099	88021999	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000113597	6	-1	87976425	87996765	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000113596	6	-1	87976787	88022227	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000095048	6	-1	87976922	87996765	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000203674	6	-1	87977346	88022180	Rab7	protein_coding
ENSMUSG00000079477	ENSMUST00000204126	6	-1	87982078	88022213	Rab7	protein_coding
ENSMUSG00000030062	ENSMUST00000032143	6	1	88061464	88082286	Rpn1	protein_coding
ENSMUSG00000015053	ENSMUST00000170089	6	1	88170873	88184014	Gata2	protein_coding
ENSMUSG00000015053	ENSMUST00000203480	6	1	88175316	88176645	Gata2	protein_coding
ENSMUSG00000015053	ENSMUST00000015197	6	1	88175316	88184012	Gata2	protein_coding
ENSMUSG00000048206	ENSMUST00000061866	6	1	88199250	88200239	Dnajb8	protein_coding
ENSMUSG00000033216	ENSMUST00000165242	6	-1	88234316	88423521	Eefsec	protein_coding
ENSMUSG00000033216	ENSMUST00000205179	6	-1	88234855	88423509	Eefsec	protein_coding
ENSMUSG00000033216	ENSMUST00000203213	6	-1	88235255	88423496	Eefsec	protein_coding
ENSMUSG00000033216	ENSMUST00000204459	6	-1	88258634	88423484	Eefsec	protein_coding
ENSMUSG00000033216	ENSMUST00000203886	6	-1	88274905	88416817	Eefsec	protein_coding
ENSMUSG00000030079	ENSMUST00000032165	6	1	88442391	88474554	Ruvbl1	protein_coding
ENSMUSG00000030079	ENSMUST00000129035	6	1	88442709	88459169	Ruvbl1	protein_coding
ENSMUSG00000030082	ENSMUST00000032168	6	-1	88480561	88495887	Sec61a1	protein_coding
ENSMUSG00000033182	ENSMUST00000120933	6	-1	88522096	88604424	Kbtbd12	protein_coding
ENSMUSG00000033182	ENSMUST00000184878	6	-1	88522102	88595483	Kbtbd12	protein_coding
ENSMUSG00000033182	ENSMUST00000184664	6	-1	88595599	88614932	Kbtbd12	protein_coding
ENSMUSG00000033174	ENSMUST00000113585	6	1	88701394	88805342	Mgll	protein_coding
ENSMUSG00000033174	ENSMUST00000113582	6	1	88701452	88802893	Mgll	protein_coding
ENSMUSG00000033174	ENSMUST00000113581	6	1	88701476	88802972	Mgll	protein_coding
ENSMUSG00000033174	ENSMUST00000150180	6	1	88701578	88743690	Mgll	protein_coding
ENSMUSG00000033174	ENSMUST00000163271	6	1	88701686	88805342	Mgll	protein_coding
ENSMUSG00000033174	ENSMUST00000089449	6	1	88701810	88805342	Mgll	protein_coding
ENSMUSG00000030083	ENSMUST00000032169	6	-1	88812896	88818882	Abtb1	protein_coding
ENSMUSG00000033152	ENSMUST00000038409	6	-1	88819547	88851027	Podxl2	protein_coding
ENSMUSG00000033152	ENSMUST00000061262	6	-1	88819547	88851579	Podxl2	protein_coding
ENSMUSG00000033152	ENSMUST00000145944	6	-1	88819561	88852026	Podxl2	protein_coding
ENSMUSG00000033152	ENSMUST00000140455	6	-1	88826661	88851720	Podxl2	protein_coding
ENSMUSG00000033152	ENSMUST00000145780	6	-1	88826661	88851778	Podxl2	protein_coding
ENSMUSG00000002870	ENSMUST00000058011	6	-1	88860456	88875762	Mcm2	protein_coding
ENSMUSG00000002871	ENSMUST00000055022	6	1	88879233	88889213	Tpra1	protein_coding
ENSMUSG00000002871	ENSMUST00000204765	6	1	88879315	88889213	Tpra1	protein_coding
ENSMUSG00000002871	ENSMUST00000153874	6	1	88879324	88887209	Tpra1	protein_coding
ENSMUSG00000002871	ENSMUST00000203345	6	1	88879435	88889213	Tpra1	protein_coding
ENSMUSG00000002871	ENSMUST00000203185	6	1	88882928	88889213	Tpra1	protein_coding
ENSMUSG00000002871	ENSMUST00000150236	6	1	88884957	88888966	Tpra1	protein_coding
ENSMUSG00000030084	ENSMUST00000163139	6	-1	89293296	89339602	Plxna1	protein_coding
ENSMUSG00000030084	ENSMUST00000049845	6	-1	89295997	89334699	Plxna1	protein_coding
ENSMUSG00000030086	ENSMUST00000113550	6	-1	89360128	89572634	Chchd6	protein_coding
ENSMUSG00000030086	ENSMUST00000032172	6	-1	89360133	89572634	Chchd6	protein_coding
ENSMUSG00000000811	ENSMUST00000000828	6	1	89620970	89652511	Txnrd3	protein_coding
ENSMUSG00000000811	ENSMUST00000101171	6	1	89620970	89652511	Txnrd3	protein_coding
ENSMUSG00000096051	ENSMUST00000228642	6	1	89684522	89693639	Vmn1r40	protein_coding
ENSMUSG00000096051	ENSMUST00000226925	6	1	89684522	89693639	Vmn1r40	protein_coding
ENSMUSG00000096051	ENSMUST00000228485	6	1	89684522	89693639	Vmn1r40	protein_coding
ENSMUSG00000096051	ENSMUST00000227669	6	1	89684522	89693639	Vmn1r40	protein_coding
ENSMUSG00000096051	ENSMUST00000075158	6	1	89691185	89692117	Vmn1r40	protein_coding
ENSMUSG00000094586	ENSMUST00000204949	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000094586	ENSMUST00000228068	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000094586	ENSMUST00000227630	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000094586	ENSMUST00000226337	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000094586	ENSMUST00000227039	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000094586	ENSMUST00000226562	6	1	89717748	89724627	Vmn1r41	protein_coding
ENSMUSG00000068232	ENSMUST00000226436	6	-1	89819555	89825033	Vmn1r42	protein_coding
ENSMUSG00000068232	ENSMUST00000227279	6	-1	89819555	89853395	Vmn1r42	protein_coding
ENSMUSG00000068232	ENSMUST00000089419	6	-1	89821500	89822597	Vmn1r42	protein_coding
ENSMUSG00000068231	ENSMUST00000226741	6	-1	89835916	89849636	Vmn1r43	protein_coding
ENSMUSG00000068231	ENSMUST00000228709	6	-1	89835916	89853395	Vmn1r43	protein_coding
ENSMUSG00000068231	ENSMUST00000226983	6	-1	89835916	89853395	Vmn1r43	protein_coding
ENSMUSG00000068231	ENSMUST00000089418	6	-1	89846443	89847511	Vmn1r43	protein_coding
ENSMUSG00000068234	ENSMUST00000226345	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000204656	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000227456	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000227047	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000226120	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000227888	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000228183	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000227625	6	1	89860642	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000226760	6	1	89863659	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000228700	6	1	89863659	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000226171	6	1	89863659	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000227747	6	1	89863659	89871870	Vmn1r44	protein_coding
ENSMUSG00000068234	ENSMUST00000089420	6	1	89870159	89871266	Vmn1r44	protein_coding
ENSMUSG00000044248	ENSMUST00000054202	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000228662	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000227426	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000227977	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000226167	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000227122	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000227571	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000044248	ENSMUST00000228492	6	-1	89908631	89917580	Vmn1r45	protein_coding
ENSMUSG00000061653	ENSMUST00000205088	6	1	89946295	89963703	Vmn1r46	protein_coding
ENSMUSG00000061653	ENSMUST00000226715	6	1	89946295	89963703	Vmn1r46	protein_coding
ENSMUSG00000061653	ENSMUST00000228401	6	1	89946295	89963703	Vmn1r46	protein_coding
ENSMUSG00000061653	ENSMUST00000075797	6	1	89953153	89954082	Vmn1r46	protein_coding
ENSMUSG00000060724	ENSMUST00000227811	6	1	89993129	90004459	Vmn1r47	protein_coding
ENSMUSG00000060724	ENSMUST00000228680	6	1	89993129	90004459	Vmn1r47	protein_coding
ENSMUSG00000060724	ENSMUST00000227229	6	1	89993129	90004459	Vmn1r47	protein_coding
ENSMUSG00000060724	ENSMUST00000074881	6	1	89998870	89999802	Vmn1r47	protein_coding
ENSMUSG00000057592	ENSMUST00000073415	6	-1	90012915	90013823	Vmn1r48	protein_coding
ENSMUSG00000095932	ENSMUST00000203791	6	-1	90048875	90055488	Vmn1r49	protein_coding
ENSMUSG00000095932	ENSMUST00000226368	6	-1	90048875	90055488	Vmn1r49	protein_coding
ENSMUSG00000095932	ENSMUST00000071865	6	-1	90049068	90050000	Vmn1r49	protein_coding
ENSMUSG00000094553	ENSMUST00000089417	6	1	90078412	90086091	Vmn1r50	protein_coding
ENSMUSG00000094553	ENSMUST00000226577	6	1	90078412	90086091	Vmn1r50	protein_coding
ENSMUSG00000094553	ENSMUST00000081706	6	1	90084257	90085189	Vmn1r50	protein_coding
ENSMUSG00000062818	ENSMUST00000227766	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000227109	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000226977	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000228880	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000174204	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000227911	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000226542	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000227876	6	1	90099578	90109246	Vmn1r51	protein_coding
ENSMUSG00000062818	ENSMUST00000072859	6	1	90105406	90107972	Vmn1r51	protein_coding
ENSMUSG00000060816	ENSMUST00000227100	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000228385	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000227578	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000226520	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000228394	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000227893	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000228665	6	1	90151790	90158230	Vmn1r52	protein_coding
ENSMUSG00000060816	ENSMUST00000079832	6	1	90155698	90156627	Vmn1r52	protein_coding
ENSMUSG00000062546	ENSMUST00000078371	6	1	90179768	90182848	V1ra8	protein_coding
ENSMUSG00000057697	ENSMUST00000076086	6	-1	90200299	90201420	Vmn1r53	protein_coding
ENSMUSG00000047203	ENSMUST00000226921	6	1	90223282	90248195	Vmn1r54	protein_coding
ENSMUSG00000047203	ENSMUST00000058039	6	1	90246088	90247035	Vmn1r54	protein_coding
ENSMUSG00000049694	ENSMUST00000054799	6	1	90278201	90282431	BC048671	protein_coding
ENSMUSG00000049694	ENSMUST00000167550	6	1	90279098	90282431	BC048671	protein_coding
ENSMUSG00000056643	ENSMUST00000070890	6	-1	90285331	90302167	Chst13	protein_coding
ENSMUSG00000034456	ENSMUST00000046128	6	1	90310266	90341533	Uroc1	protein_coding
ENSMUSG00000034456	ENSMUST00000164761	6	1	90310271	90341528	Uroc1	protein_coding
ENSMUSG00000034430	ENSMUST00000113539	6	1	90346474	90362066	Zxdc	protein_coding
ENSMUSG00000034430	ENSMUST00000075117	6	1	90346476	90380472	Zxdc	protein_coding
ENSMUSG00000034430	ENSMUST00000045740	6	1	90346590	90361197	Zxdc	protein_coding
ENSMUSG00000034430	ENSMUST00000203493	6	1	90346595	90360085	Zxdc	protein_coding
ENSMUSG00000048794	ENSMUST00000062750	6	-1	90380718	90405414	Cfap100	protein_coding
ENSMUSG00000048794	ENSMUST00000165673	6	-1	90380720	90405395	Cfap100	protein_coding
ENSMUSG00000048794	ENSMUST00000134224	6	-1	90397916	90405779	Cfap100	protein_coding
ENSMUSG00000048794	ENSMUST00000127508	6	-1	90398129	90405417	Cfap100	protein_coding
ENSMUSG00000048794	ENSMUST00000135757	6	-1	90403466	90405377	Cfap100	protein_coding
ENSMUSG00000030087	ENSMUST00000032174	6	1	90439558	90452220	Klf15	protein_coding
ENSMUSG00000030087	ENSMUST00000203039	6	1	90439656	90452220	Klf15	protein_coding
ENSMUSG00000030087	ENSMUST00000113530	6	1	90442286	90452217	Klf15	protein_coding
ENSMUSG00000030087	ENSMUST00000203607	6	1	90443382	90452217	Klf15	protein_coding
ENSMUSG00000030087	ENSMUST00000205136	6	1	90444100	90452203	Klf15	protein_coding
ENSMUSG00000030088	ENSMUST00000130418	6	1	90527771	90577185	Aldh1l1	protein_coding
ENSMUSG00000030088	ENSMUST00000032175	6	1	90527787	90576151	Aldh1l1	protein_coding
ENSMUSG00000030088	ENSMUST00000203111	6	1	90527825	90536943	Aldh1l1	protein_coding
ENSMUSG00000030089	ENSMUST00000044019	6	1	90581707	90623394	Slc41a3	protein_coding
ENSMUSG00000030089	ENSMUST00000032177	6	1	90596129	90623394	Slc41a3	protein_coding
ENSMUSG00000034312	ENSMUST00000101153	6	-1	90633070	90693511	Iqsec1	protein_coding
ENSMUSG00000034312	ENSMUST00000101151	6	-1	90636580	90787105	Iqsec1	protein_coding
ENSMUSG00000034312	ENSMUST00000212100	6	-1	90637963	90965667	Iqsec1	protein_coding
ENSMUSG00000034312	ENSMUST00000238821	6	-1	90647391	90758954	Iqsec1	protein_coding
ENSMUSG00000034312	ENSMUST00000156834	6	-1	90667514	90741123	Iqsec1	protein_coding
ENSMUSG00000030091	ENSMUST00000032179	6	-1	90990050	91093811	Nup210	protein_coding
ENSMUSG00000030091	ENSMUST00000142951	6	-1	90990052	91032366	Nup210	protein_coding
ENSMUSG00000030091	ENSMUST00000113509	6	-1	90990052	91093801	Nup210	protein_coding
ENSMUSG00000034245	ENSMUST00000041736	6	1	91133647	91151674	Hdac11	protein_coding
ENSMUSG00000034245	ENSMUST00000143621	6	1	91133808	91143504	Hdac11	protein_coding
ENSMUSG00000034245	ENSMUST00000155007	6	1	91134379	91150498	Hdac11	protein_coding
ENSMUSG00000064080	ENSMUST00000113498	6	1	91189437	91249521	Fbln2	protein_coding
ENSMUSG00000064080	ENSMUST00000041544	6	1	91189437	91249522	Fbln2	protein_coding
ENSMUSG00000064080	ENSMUST00000153364	6	1	91189804	91210087	Fbln2	protein_coding
ENSMUSG00000064080	ENSMUST00000132021	6	1	91189806	91210266	Fbln2	protein_coding
ENSMUSG00000064080	ENSMUST00000134974	6	1	91189813	91210286	Fbln2	protein_coding
ENSMUSG00000030093	ENSMUST00000032180	6	-1	91340963	91388345	Wnt7a	protein_coding
ENSMUSG00000034203	ENSMUST00000040835	6	-1	91439154	91450528	Chchd4	protein_coding
ENSMUSG00000030095	ENSMUST00000032183	6	1	91450685	91465445	Tmem43	protein_coding
ENSMUSG00000030094	ENSMUST00000032182	6	-1	91466287	91492870	Xpc	protein_coding
ENSMUSG00000030094	ENSMUST00000206476	6	-1	91483898	91492866	Xpc	protein_coding
ENSMUSG00000034192	ENSMUST00000040607	6	1	91492910	91499607	Lsm3	protein_coding
ENSMUSG00000034192	ENSMUST00000206947	6	1	91493030	91499602	Lsm3	protein_coding
ENSMUSG00000030096	ENSMUST00000032185	6	1	91661034	91736047	Slc6a6	protein_coding
ENSMUSG00000030096	ENSMUST00000205480	6	1	91661101	91701923	Slc6a6	protein_coding
ENSMUSG00000030096	ENSMUST00000206545	6	1	91661109	91701958	Slc6a6	protein_coding
ENSMUSG00000030096	ENSMUST00000205828	6	1	91678638	91701844	Slc6a6	protein_coding
ENSMUSG00000030098	ENSMUST00000162300	6	-1	91738490	91784437	Grip2	protein_coding
ENSMUSG00000030098	ENSMUST00000159684	6	-1	91740429	91784299	Grip2	protein_coding
ENSMUSG00000034083	ENSMUST00000037783	6	1	91855034	91876824	Ccdc174	protein_coding
ENSMUSG00000034063	ENSMUST00000205686	6	1	91881214	91927706	4930590J08Rik	protein_coding
ENSMUSG00000034063	ENSMUST00000059318	6	1	91891740	91927621	4930590J08Rik	protein_coding
ENSMUSG00000034063	ENSMUST00000205569	6	1	91921245	91927011	4930590J08Rik	protein_coding
ENSMUSG00000034037	ENSMUST00000089334	6	1	91955859	92052985	Fgd5	protein_coding
ENSMUSG00000034037	ENSMUST00000113466	6	1	91964091	92052985	Fgd5	protein_coding
ENSMUSG00000005893	ENSMUST00000113460	6	1	92068371	92150038	Nr2c2	protein_coding
ENSMUSG00000005893	ENSMUST00000113463	6	1	92069414	92144686	Nr2c2	protein_coding
ENSMUSG00000005893	ENSMUST00000133133	6	1	92114996	92116813	Nr2c2	protein_coding
ENSMUSG00000014551	ENSMUST00000140438	6	-1	92146506	92161014	Mrps25	protein_coding
ENSMUSG00000014550	ENSMUST00000014694	6	-1	92163693	92191906	Rbsn	protein_coding
ENSMUSG00000014550	ENSMUST00000124635	6	-1	92166822	92176706	Rbsn	protein_coding
ENSMUSG00000014550	ENSMUST00000203516	6	-1	92184134	92191830	Rbsn	protein_coding
ENSMUSG00000014550	ENSMUST00000138041	6	-1	92188577	92191550	Rbsn	protein_coding
ENSMUSG00000005892	ENSMUST00000006046	6	-1	92219042	92221631	Trh	protein_coding
ENSMUSG00000030020	ENSMUST00000113447	6	-1	92347889	92544347	Prickle2	protein_coding
ENSMUSG00000030020	ENSMUST00000032093	6	-1	92347889	92683136	Prickle2	protein_coding
ENSMUSG00000030020	ENSMUST00000113446	6	-1	92347891	92511842	Prickle2	protein_coding
ENSMUSG00000030020	ENSMUST00000113445	6	-1	92352365	92458373	Prickle2	protein_coding
ENSMUSG00000030022	ENSMUST00000113438	6	-1	92749680	92920473	Adamts9	protein_coding
ENSMUSG00000030022	ENSMUST00000167391	6	-1	92749683	92878422	Adamts9	protein_coding
ENSMUSG00000048636	ENSMUST00000057977	6	1	92793459	92820446	A730049H05Rik	protein_coding
ENSMUSG00000079462	ENSMUST00000113434	6	1	92846338	92861392	Gm15737	protein_coding
ENSMUSG00000045095	ENSMUST00000089317	6	-1	93652436	94260303	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000055224	6	-1	93652436	94260303	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000204347	6	-1	93652436	94260898	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000093769	6	-1	93655017	93890671	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000203688	6	-1	93658459	93890535	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000203519	6	-1	93659992	94260876	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000205116	6	-1	93750597	93889485	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000204788	6	-1	93762284	93769520	Magi1	protein_coding
ENSMUSG00000045095	ENSMUST00000204167	6	-1	93769385	93890237	Magi1	protein_coding
ENSMUSG00000045100	ENSMUST00000061118	6	1	94477312	94581653	Slc25a26	protein_coding
ENSMUSG00000030029	ENSMUST00000032105	6	-1	94581515	94677126	Lrig1	protein_coding
ENSMUSG00000030029	ENSMUST00000101126	6	-1	94581517	94677118	Lrig1	protein_coding
ENSMUSG00000030031	ENSMUST00000122938	6	1	95094221	95098871	Kbtbd8	protein_coding
ENSMUSG00000030031	ENSMUST00000032107	6	1	95094721	95106771	Kbtbd8	protein_coding
ENSMUSG00000030031	ENSMUST00000119582	6	1	95094861	95106771	Kbtbd8	protein_coding
ENSMUSG00000068181	ENSMUST00000089304	6	1	95299093	95299191	Gm10234	protein_coding
ENSMUSG00000061838	ENSMUST00000204224	6	-1	95449990	95695781	Suclg2	protein_coding
ENSMUSG00000061838	ENSMUST00000079847	6	-1	95451123	95669863	Suclg2	protein_coding
ENSMUSG00000061838	ENSMUST00000204567	6	-1	95571664	95634449	Suclg2	protein_coding
ENSMUSG00000059187	ENSMUST00000122120	6	1	96090135	96634159	Tafa1	protein_coding
ENSMUSG00000059187	ENSMUST00000075080	6	1	96092292	96633428	Tafa1	protein_coding
ENSMUSG00000072878	ENSMUST00000090061	6	-1	96141478	96143224	1700123L14Rik	protein_coding
ENSMUSG00000046500	ENSMUST00000089295	6	-1	96808164	97037374	Tafa4	protein_coding
ENSMUSG00000035245	ENSMUST00000054344	6	-1	97086985	97126143	Eogt	protein_coding
ENSMUSG00000035245	ENSMUST00000113387	6	-1	97088962	97125888	Eogt	protein_coding
ENSMUSG00000035245	ENSMUST00000136575	6	-1	97112208	97124745	Eogt	protein_coding
ENSMUSG00000035245	ENSMUST00000142553	6	-1	97120941	97124755	Eogt	protein_coding
ENSMUSG00000035245	ENSMUST00000204331	6	-1	97122231	97125821	Eogt	protein_coding
ENSMUSG00000035245	ENSMUST00000142116	6	-1	97122285	97125885	Eogt	protein_coding
ENSMUSG00000030059	ENSMUST00000095664	6	-1	97129958	97156083	Tmf1	protein_coding
ENSMUSG00000030061	ENSMUST00000164744	6	-1	97160631	97182521	Uba3	protein_coding
ENSMUSG00000030061	ENSMUST00000089287	6	-1	97160968	97182608	Uba3	protein_coding
ENSMUSG00000035199	ENSMUST00000044681	6	1	97187650	97210276	Arl6ip5	protein_coding
ENSMUSG00000044086	ENSMUST00000095655	6	-1	97215495	97229720	Lmod3	protein_coding
ENSMUSG00000030064	ENSMUST00000113355	6	-1	97263828	97594502	Frmd4b	protein_coding
ENSMUSG00000030064	ENSMUST00000113359	6	-1	97264049	97436247	Frmd4b	protein_coding
ENSMUSG00000030064	ENSMUST00000032146	6	-1	97265321	97464766	Frmd4b	protein_coding
ENSMUSG00000030064	ENSMUST00000124050	6	-1	97373218	97408390	Frmd4b	protein_coding
ENSMUSG00000035158	ENSMUST00000203884	6	1	97784013	97995554	Mitf	protein_coding
ENSMUSG00000035158	ENSMUST00000043637	6	1	97784019	97998310	Mitf	protein_coding
ENSMUSG00000035158	ENSMUST00000101123	6	1	97906760	97995668	Mitf	protein_coding
ENSMUSG00000035158	ENSMUST00000113339	6	1	97917879	97995668	Mitf	protein_coding
ENSMUSG00000035158	ENSMUST00000043628	6	1	97968753	97995668	Mitf	protein_coding
ENSMUSG00000035158	ENSMUST00000203938	6	1	97968882	97995136	Mitf	protein_coding
