ENSMUSG00000091618	ENSMUST00000216211	10	-1	3207930	3217750	H60c	protein_coding
ENSMUSG00000062873	ENSMUST00000078414	10	1	78711374	78718100	Olfr1355	protein_coding
ENSMUSG00000094673	ENSMUST00000204587	10	1	78749005	78756233	Olfr1354	protein_coding
ENSMUSG00000094673	ENSMUST00000217073	10	1	78749127	78756233	Olfr1354	protein_coding
ENSMUSG00000094673	ENSMUST00000075859	10	1	78752676	78753770	Olfr1354	protein_coding
ENSMUSG00000094080	ENSMUST00000214952	10	1	78786470	78794212	Olfr8	protein_coding
ENSMUSG00000094080	ENSMUST00000203851	10	1	78786496	78791973	Olfr8	protein_coding
ENSMUSG00000094080	ENSMUST00000081571	10	1	78791041	78791973	Olfr8	protein_coding
ENSMUSG00000042774	ENSMUST00000039718	10	1	78799143	78807172	Olfr1353	protein_coding
ENSMUSG00000042774	ENSMUST00000205193	10	1	78799143	78807172	Olfr1353	protein_coding
ENSMUSG00000042774	ENSMUST00000204849	10	1	78805432	78806446	Olfr1353	protein_coding
ENSMUSG00000046493	ENSMUST00000058991	10	1	78816884	78823737	Olfr1352	protein_coding
ENSMUSG00000046493	ENSMUST00000203973	10	1	78816949	78820092	Olfr1352	protein_coding
ENSMUSG00000063216	ENSMUST00000216030	10	1	78848306	78855479	Olfr1351	protein_coding
ENSMUSG00000063216	ENSMUST00000080730	10	1	78853158	78854117	Olfr1351	protein_coding
ENSMUSG00000060205	ENSMUST00000203906	10	1	78864575	78872108	Olfr57	protein_coding
ENSMUSG00000060205	ENSMUST00000082244	10	1	78870557	78871636	Olfr57	protein_coding
ENSMUSG00000060301	ENSMUST00000039271	10	-1	78900208	78933434	2610008E11Rik	protein_coding
ENSMUSG00000060301	ENSMUST00000218854	10	-1	78903648	78933372	2610008E11Rik	protein_coding
ENSMUSG00000060301	ENSMUST00000220220	10	-1	78904145	78933359	2610008E11Rik	protein_coding
ENSMUSG00000091888	ENSMUST00000165834	10	1	78984603	79030846	Vmn2r80	protein_coding
ENSMUSG00000055515	ENSMUST00000020547	10	1	79083526	79130369	Vmn2r81	protein_coding
ENSMUSG00000091468	ENSMUST00000170596	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091468	ENSMUST00000233963	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091468	ENSMUST00000232824	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091468	ENSMUST00000233444	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091468	ENSMUST00000233447	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091468	ENSMUST00000233694	10	1	79192354	79233683	Vmn2r82	protein_coding
ENSMUSG00000091381	ENSMUST00000233065	10	1	79304565	79329419	Vmn2r83	protein_coding
ENSMUSG00000091381	ENSMUST00000167976	10	1	79304673	79329419	Vmn2r83	protein_coding
ENSMUSG00000052151	ENSMUST00000063879	10	-1	79362264	79369630	Plpp2	protein_coding
ENSMUSG00000052151	ENSMUST00000166804	10	-1	79362269	79369594	Plpp2	protein_coding
ENSMUSG00000052151	ENSMUST00000218241	10	-1	79362861	79369591	Plpp2	protein_coding
ENSMUSG00000042570	ENSMUST00000062855	10	-1	79376079	79390925	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000165028	10	-1	79376079	79391033	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000172158	10	-1	79376080	79377794	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000164895	10	-1	79384708	79390718	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000165778	10	-1	79384715	79390955	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000165866	10	-1	79384740	79386643	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000170018	10	-1	79385392	79390911	Mier2	protein_coding
ENSMUSG00000042570	ENSMUST00000167689	10	-1	79385470	79390439	Mier2	protein_coding
ENSMUSG00000020317	ENSMUST00000077433	10	-1	79412213	79422970	Theg	protein_coding
ENSMUSG00000020317	ENSMUST00000020566	10	-1	79412311	79423165	Theg	protein_coding
ENSMUSG00000045912	ENSMUST00000059699	10	-1	79442688	79449834	C2cd4c	protein_coding
ENSMUSG00000045912	ENSMUST00000178228	10	-1	79446548	79449859	C2cd4c	protein_coding
ENSMUSG00000020312	ENSMUST00000020564	10	-1	79454486	79473752	Shc2	protein_coding
ENSMUSG00000035963	ENSMUST00000095464	10	-1	79475360	79481572	Odf3l2	protein_coding
ENSMUSG00000020310	ENSMUST00000020554	10	1	79500393	79504371	Madcam1	protein_coding
ENSMUSG00000020310	ENSMUST00000217748	10	1	79500421	79504339	Madcam1	protein_coding
ENSMUSG00000020308	ENSMUST00000020552	10	1	79505203	79511961	Tpgs1	protein_coding
ENSMUSG00000020308	ENSMUST00000239401	10	1	79505244	79511960	Tpgs1	protein_coding
ENSMUSG00000020307	ENSMUST00000020550	10	1	79518029	79524232	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000166603	10	1	79518138	79524228	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000219791	10	1	79518238	79524109	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000219930	10	1	79518296	79523774	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000218964	10	1	79518308	79524228	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000218938	10	1	79520221	79523775	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000219389	10	1	79520593	79521202	Cdc34	protein_coding
ENSMUSG00000020307	ENSMUST00000220328	10	1	79520837	79523951	Cdc34	protein_coding
ENSMUSG00000054206	ENSMUST00000020549	10	1	79524854	79531095	Gzmm	protein_coding
ENSMUSG00000023175	ENSMUST00000179781	10	1	79540325	79547803	Bsg	protein_coding
ENSMUSG00000023175	ENSMUST00000067036	10	1	79540334	79547729	Bsg	protein_coding
ENSMUSG00000023175	ENSMUST00000178383	10	1	79540404	79547657	Bsg	protein_coding
ENSMUSG00000023175	ENSMUST00000105381	10	1	79545432	79547803	Bsg	protein_coding
ENSMUSG00000020331	ENSMUST00000099513	10	1	79552468	79571942	Hcn2	protein_coding
ENSMUSG00000020331	ENSMUST00000020581	10	1	79552468	79571942	Hcn2	protein_coding
ENSMUSG00000020329	ENSMUST00000161662	10	-1	79571961	79575208	Polrmt	protein_coding
ENSMUSG00000020329	ENSMUST00000020580	10	-1	79571964	79582413	Polrmt	protein_coding
ENSMUSG00000020329	ENSMUST00000159016	10	-1	79571964	79582415	Polrmt	protein_coding
ENSMUSG00000020327	ENSMUST00000219981	10	1	79590910	79593356	Fgf22	protein_coding
ENSMUSG00000020327	ENSMUST00000219228	10	1	79590910	79594430	Fgf22	protein_coding
ENSMUSG00000020327	ENSMUST00000020577	10	1	79590971	79592908	Fgf22	protein_coding
ENSMUSG00000035890	ENSMUST00000047203	10	-1	79594349	79602786	Rnf126	protein_coding
ENSMUSG00000020325	ENSMUST00000020575	10	1	79613106	79618464	Fstl3	protein_coding
ENSMUSG00000020323	ENSMUST00000020573	10	-1	79617308	79624819	Prss57	protein_coding
ENSMUSG00000020323	ENSMUST00000169684	10	-1	79617310	79626795	Prss57	protein_coding
ENSMUSG00000020323	ENSMUST00000167987	10	-1	79618752	79620399	Prss57	protein_coding
ENSMUSG00000020323	ENSMUST00000171681	10	-1	79618930	79620417	Prss57	protein_coding
ENSMUSG00000035863	ENSMUST00000046945	10	1	79629406	79656730	Palm	protein_coding
ENSMUSG00000035863	ENSMUST00000105379	10	1	79629406	79656730	Palm	protein_coding
ENSMUSG00000035863	ENSMUST00000218631	10	1	79629501	79653232	Palm	protein_coding
ENSMUSG00000035863	ENSMUST00000218857	10	1	79650496	79655314	Palm	protein_coding
ENSMUSG00000035863	ENSMUST00000220365	10	1	79650504	79655345	Palm	protein_coding
ENSMUSG00000035852	ENSMUST00000169041	10	1	79656823	79666324	Misp	protein_coding
ENSMUSG00000035852	ENSMUST00000219305	10	1	79658392	79666323	Misp	protein_coding
ENSMUSG00000035852	ENSMUST00000046833	10	1	79658461	79666286	Misp	protein_coding
ENSMUSG00000035852	ENSMUST00000218687	10	1	79658462	79662372	Misp	protein_coding
ENSMUSG00000035852	ENSMUST00000219734	10	1	79660521	79661937	Misp	protein_coding
ENSMUSG00000006498	ENSMUST00000172282	10	1	79690261	79700266	Ptbp1	protein_coding
ENSMUSG00000006498	ENSMUST00000165704	10	1	79690463	79700605	Ptbp1	protein_coding
ENSMUSG00000006498	ENSMUST00000171599	10	1	79690499	79694848	Ptbp1	protein_coding
ENSMUSG00000006498	ENSMUST00000095457	10	1	79690502	79700193	Ptbp1	protein_coding
ENSMUSG00000006498	ENSMUST00000168683	10	1	79690872	79694930	Ptbp1	protein_coding
ENSMUSG00000006498	ENSMUST00000169091	10	1	79694606	79695221	Ptbp1	protein_coding
ENSMUSG00000035835	ENSMUST00000167250	10	-1	79696309	79710404	Plppr3	protein_coding
ENSMUSG00000035835	ENSMUST00000092325	10	-1	79700615	79710468	Plppr3	protein_coding
ENSMUSG00000035835	ENSMUST00000167897	10	-1	79702266	79710058	Plppr3	protein_coding
ENSMUSG00000035835	ENSMUST00000165601	10	-1	79702272	79710242	Plppr3	protein_coding
ENSMUSG00000035835	ENSMUST00000167707	10	-1	79702742	79710233	Plppr3	protein_coding
ENSMUSG00000035835	ENSMUST00000166023	10	-1	79703293	79710204	Plppr3	protein_coding
ENSMUSG00000057729	ENSMUST00000006679	10	1	79715448	79719008	Prtn3	protein_coding
ENSMUSG00000057729	ENSMUST00000166201	10	1	79716876	79718678	Prtn3	protein_coding
ENSMUSG00000020125	ENSMUST00000046091	10	1	79722081	79724049	Elane	protein_coding
ENSMUSG00000061780	ENSMUST00000217837	10	1	79726687	79728441	Cfd	protein_coding
ENSMUSG00000061780	ENSMUST00000061653	10	1	79726687	79728489	Cfd	protein_coding
ENSMUSG00000013833	ENSMUST00000105378	10	-1	79730542	79744755	Med16	protein_coding
ENSMUSG00000013833	ENSMUST00000165684	10	-1	79730769	79744732	Med16	protein_coding
ENSMUSG00000013833	ENSMUST00000164705	10	-1	79739013	79744744	Med16	protein_coding
ENSMUSG00000013833	ENSMUST00000166964	10	-1	79739189	79744155	Med16	protein_coding
ENSMUSG00000013833	ENSMUST00000170409	10	-1	79739216	79744757	Med16	protein_coding
ENSMUSG00000035781	ENSMUST00000045628	10	-1	79745886	79752840	R3hdm4	protein_coding
ENSMUSG00000035781	ENSMUST00000171416	10	-1	79746072	79752840	R3hdm4	protein_coding
ENSMUSG00000097854	ENSMUST00000181321	10	1	79746690	79746974	Gm26602	protein_coding
ENSMUSG00000035781	ENSMUST00000218750	10	-1	79748546	79752753	R3hdm4	protein_coding
ENSMUSG00000035781	ENSMUST00000219867	10	-1	79749468	79757042	R3hdm4	protein_coding
ENSMUSG00000035773	ENSMUST00000045529	10	1	79752805	79758107	Kiss1r	protein_coding
ENSMUSG00000035773	ENSMUST00000219745	10	1	79754508	79757859	Kiss1r	protein_coding
ENSMUSG00000019564	ENSMUST00000019708	10	1	79762877	79790852	Arid3a	protein_coding
ENSMUSG00000019564	ENSMUST00000105377	10	1	79762973	79790545	Arid3a	protein_coding
ENSMUSG00000019564	ENSMUST00000105376	10	1	79763175	79790537	Arid3a	protein_coding
ENSMUSG00000019564	ENSMUST00000131118	10	1	79766258	79767052	Arid3a	protein_coding
ENSMUSG00000035754	ENSMUST00000045247	10	1	79795986	79806037	Wdr18	protein_coding
ENSMUSG00000035745	ENSMUST00000045085	10	1	79806549	79813024	Grin3b	protein_coding
ENSMUSG00000035745	ENSMUST00000149148	10	1	79809571	79812549	Grin3b	protein_coding
ENSMUSG00000035745	ENSMUST00000131816	10	1	79810243	79812958	Grin3b	protein_coding
ENSMUSG00000013858	ENSMUST00000052885	10	-1	79812952	79820164	Tmem259	protein_coding
ENSMUSG00000013858	ENSMUST00000124536	10	-1	79813192	79819874	Tmem259	protein_coding
ENSMUSG00000004665	ENSMUST00000004784	10	1	79824418	79831896	Cnn2	protein_coding
ENSMUSG00000004665	ENSMUST00000105374	10	1	79824457	79830518	Cnn2	protein_coding
ENSMUSG00000035722	ENSMUST00000132517	10	1	79832328	79851406	Abca7	protein_coding
ENSMUSG00000035722	ENSMUST00000171637	10	1	79833410	79851387	Abca7	protein_coding
ENSMUSG00000035722	ENSMUST00000043866	10	1	79833449	79851402	Abca7	protein_coding
ENSMUSG00000035697	ENSMUST00000099501	10	1	79852487	79867306	Arhgap45	protein_coding
ENSMUSG00000035697	ENSMUST00000105373	10	1	79852750	79867303	Arhgap45	protein_coding
ENSMUSG00000035697	ENSMUST00000043311	10	1	79855487	79867302	Arhgap45	protein_coding
ENSMUSG00000004667	ENSMUST00000004786	10	-1	79871783	79875629	Polr2e	protein_coding
ENSMUSG00000075706	ENSMUST00000105372	10	1	79889322	79892273	Gpx4	protein_coding
ENSMUSG00000075706	ENSMUST00000097227	10	1	79889871	79892273	Gpx4	protein_coding
ENSMUSG00000075706	ENSMUST00000183037	10	1	79890299	79892228	Gpx4	protein_coding
ENSMUSG00000035673	ENSMUST00000219260	10	-1	79892826	79940204	Sbno2	protein_coding
ENSMUSG00000035673	ENSMUST00000042771	10	-1	79893250	79938532	Sbno2	protein_coding
ENSMUSG00000035673	ENSMUST00000218630	10	-1	79893605	79937021	Sbno2	protein_coding
ENSMUSG00000035673	ENSMUST00000217972	10	-1	79897869	79911260	Sbno2	protein_coding
ENSMUSG00000003068	ENSMUST00000003152	10	1	79951637	79966516	Stk11	protein_coding
ENSMUSG00000003068	ENSMUST00000105370	10	1	79961209	79966509	Stk11	protein_coding
ENSMUSG00000003068	ENSMUST00000152592	10	1	79962516	79966304	Stk11	protein_coding
ENSMUSG00000035640	ENSMUST00000170219	10	-1	79966285	79973221	Cbarp	protein_coding
ENSMUSG00000035640	ENSMUST00000169546	10	-1	79966285	79973221	Cbarp	protein_coding
ENSMUSG00000035640	ENSMUST00000105369	10	-1	79966385	79975199	Cbarp	protein_coding
ENSMUSG00000035640	ENSMUST00000142853	10	-1	79973181	79976669	Cbarp	protein_coding
ENSMUSG00000003072	ENSMUST00000105367	10	1	79977291	79981647	Atp5d	protein_coding
ENSMUSG00000003072	ENSMUST00000003156	10	1	79978149	79981652	Atp5d	protein_coding
ENSMUSG00000003072	ENSMUST00000105366	10	1	79978204	79981646	Atp5d	protein_coding
ENSMUSG00000035621	ENSMUST00000099492	10	1	79984106	79994201	Midn	protein_coding
ENSMUSG00000035621	ENSMUST00000042057	10	1	79984106	79994202	Midn	protein_coding
ENSMUSG00000035621	ENSMUST00000151202	10	1	79984946	79986112	Midn	protein_coding
ENSMUSG00000035621	ENSMUST00000153477	10	1	79986291	79989702	Midn	protein_coding
ENSMUSG00000035621	ENSMUST00000146516	10	1	79986988	79990306	Midn	protein_coding
ENSMUSG00000035621	ENSMUST00000144526	10	1	79987072	79989530	Midn	protein_coding
ENSMUSG00000045193	ENSMUST00000154726	10	1	80001819	80006150	Cirbp	protein_coding
ENSMUSG00000045193	ENSMUST00000105365	10	1	80003612	80007489	Cirbp	protein_coding
ENSMUSG00000035595	ENSMUST00000041882	10	1	80008778	80010980	Fam174c	protein_coding
ENSMUSG00000003070	ENSMUST00000003154	10	1	80015316	80025844	Efna2	protein_coding
ENSMUSG00000020156	ENSMUST00000020365	10	1	80062268	80079737	Pwwp3a	protein_coding
ENSMUSG00000020156	ENSMUST00000130260	10	1	80062506	80068514	Pwwp3a	protein_coding
ENSMUSG00000020153	ENSMUST00000105364	10	1	80084955	80092627	Ndufs7	protein_coding
ENSMUSG00000020153	ENSMUST00000020361	10	1	80085286	80092626	Ndufs7	protein_coding
ENSMUSG00000020150	ENSMUST00000105363	10	-1	80093985	80096846	Gamt	protein_coding
ENSMUSG00000020150	ENSMUST00000020359	10	-1	80093998	80096802	Gamt	protein_coding
ENSMUSG00000069565	ENSMUST00000156935	10	1	80097320	80116839	Dazap1	protein_coding
ENSMUSG00000069565	ENSMUST00000105362	10	1	80100818	80124242	Dazap1	protein_coding
ENSMUSG00000069565	ENSMUST00000105361	10	1	80100850	80123727	Dazap1	protein_coding
ENSMUSG00000069565	ENSMUST00000092305	10	1	80100908	80124242	Dazap1	protein_coding
ENSMUSG00000063457	ENSMUST00000068408	10	1	80128287	80129948	Rps15	protein_coding
ENSMUSG00000063457	ENSMUST00000062674	10	1	80128479	80129921	Rps15	protein_coding
ENSMUSG00000020135	ENSMUST00000105359	10	1	80131811	80154097	Apc2	protein_coding
ENSMUSG00000020135	ENSMUST00000154212	10	1	80134925	80138195	Apc2	protein_coding
ENSMUSG00000020135	ENSMUST00000140828	10	1	80136868	80138181	Apc2	protein_coding
ENSMUSG00000020135	ENSMUST00000138909	10	1	80136869	80138240	Apc2	protein_coding
ENSMUSG00000020135	ENSMUST00000020349	10	1	80137654	80154090	Apc2	protein_coding
ENSMUSG00000020133	ENSMUST00000020341	10	-1	80154088	80156371	2310011J03Rik	protein_coding
ENSMUSG00000020131	ENSMUST00000020340	10	-1	80157117	80165332	Pcsk4	protein_coding
ENSMUSG00000035504	ENSMUST00000105358	10	1	80165787	80172275	Reep6	protein_coding
ENSMUSG00000035504	ENSMUST00000105357	10	1	80165787	80172275	Reep6	protein_coding
ENSMUSG00000035504	ENSMUST00000105354	10	1	80165787	80172275	Reep6	protein_coding
ENSMUSG00000035504	ENSMUST00000105355	10	1	80165787	80172275	Reep6	protein_coding
ENSMUSG00000035504	ENSMUST00000186864	10	1	80165979	80172274	Reep6	protein_coding
ENSMUSG00000035504	ENSMUST00000040081	10	1	80166036	80171416	Reep6	protein_coding
ENSMUSG00000043822	ENSMUST00000095446	10	-1	80176675	80184246	Adamtsl5	protein_coding
ENSMUSG00000043822	ENSMUST00000105352	10	-1	80178573	80184246	Adamtsl5	protein_coding
ENSMUSG00000035486	ENSMUST00000039836	10	1	80192293	80201323	Plk5	protein_coding
ENSMUSG00000035486	ENSMUST00000105351	10	1	80192293	80201323	Plk5	protein_coding
ENSMUSG00000048696	ENSMUST00000105350	10	-1	80216189	80223493	Mex3d	protein_coding
ENSMUSG00000048696	ENSMUST00000123141	10	-1	80216288	80217821	Mex3d	protein_coding
ENSMUSG00000035478	ENSMUST00000142997	10	-1	80228373	80231004	Mbd3	protein_coding
ENSMUSG00000035478	ENSMUST00000092295	10	-1	80228373	80235384	Mbd3	protein_coding
ENSMUSG00000035478	ENSMUST00000105349	10	-1	80228373	80235384	Mbd3	protein_coding
ENSMUSG00000035478	ENSMUST00000105348	10	-1	80228673	80235256	Mbd3	protein_coding
ENSMUSG00000035478	ENSMUST00000105347	10	-1	80228816	80231553	Mbd3	protein_coding
ENSMUSG00000020163	ENSMUST00000020372	10	-1	80238831	80242664	Uqcr11	protein_coding
ENSMUSG00000020167	ENSMUST00000105344	10	-1	80245348	80269471	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105345	10	-1	80245348	80269481	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105342	10	-1	80245381	80269477	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105343	10	-1	80245381	80269481	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105346	10	-1	80245442	80269455	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000020377	10	-1	80245442	80269455	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105341	10	-1	80245454	80266846	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105340	10	-1	80245460	80269469	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000020379	10	-1	80245460	80269469	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000156990	10	-1	80245888	80266819	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000105339	10	-1	80245888	80266916	Tcf3	protein_coding
ENSMUSG00000020167	ENSMUST00000156244	10	-1	80255917	80257694	Tcf3	protein_coding
ENSMUSG00000045518	ENSMUST00000051773	10	1	80330669	80353110	Onecut3	protein_coding
ENSMUSG00000003341	ENSMUST00000020383	10	-1	80355418	80374958	Atp8b3	protein_coding
ENSMUSG00000003341	ENSMUST00000219648	10	-1	80371367	80374924	Atp8b3	protein_coding
ENSMUSG00000047417	ENSMUST00000057910	10	-1	80376759	80397394	Rexo1	protein_coding
ENSMUSG00000047417	ENSMUST00000182260	10	-1	80377498	80383755	Rexo1	protein_coding
ENSMUSG00000047417	ENSMUST00000183233	10	-1	80378107	80382636	Rexo1	protein_coding
ENSMUSG00000047417	ENSMUST00000182604	10	-1	80378107	80382636	Rexo1	protein_coding
ENSMUSG00000035397	ENSMUST00000038558	10	-1	80402958	80413155	Klf16	protein_coding
ENSMUSG00000003346	ENSMUST00000003436	10	-1	80419488	80426175	Abhd17a	protein_coding
ENSMUSG00000003346	ENSMUST00000191440	10	-1	80419489	80426158	Abhd17a	protein_coding
ENSMUSG00000003346	ENSMUST00000189605	10	-1	80419490	80422458	Abhd17a	protein_coding
ENSMUSG00000003346	ENSMUST00000187646	10	-1	80422513	80426149	Abhd17a	protein_coding
ENSMUSG00000113640	ENSMUST00000038411	10	1	80438714	80443488	Adat3	protein_coding
ENSMUSG00000113949	ENSMUST00000079883	10	1	80438714	80451617	Scamp4	protein_coding
ENSMUSG00000113640	ENSMUST00000221960	10	1	80438730	80442713	Adat3	protein_coding
ENSMUSG00000113949	ENSMUST00000221387	10	1	80438736	80445543	Scamp4	protein_coding
ENSMUSG00000113949	ENSMUST00000221032	10	1	80438758	80445292	Scamp4	protein_coding
ENSMUSG00000113949	ENSMUST00000180350	10	1	80438791	80450797	Scamp4	protein_coding
ENSMUSG00000113640	ENSMUST00000221670	10	1	80439086	80442269	Adat3	protein_coding
ENSMUSG00000035370	ENSMUST00000178231	10	1	80441855	80451617	Gm49322	protein_coding
ENSMUSG00000003345	ENSMUST00000079773	10	1	80458672	80476575	Csnk1g2	protein_coding
ENSMUSG00000003345	ENSMUST00000085435	10	1	80465490	80476171	Csnk1g2	protein_coding
ENSMUSG00000003344	ENSMUST00000126980	10	-1	80478451	80492328	Btbd2	protein_coding
ENSMUSG00000003344	ENSMUST00000003434	10	-1	80478451	80492905	Btbd2	protein_coding
ENSMUSG00000003344	ENSMUST00000131876	10	-1	80480472	80491972	Btbd2	protein_coding
ENSMUSG00000020190	ENSMUST00000200082	10	-1	80501161	80512127	Mknk2	protein_coding
ENSMUSG00000020190	ENSMUST00000003433	10	-1	80501166	80507810	Mknk2	protein_coding
ENSMUSG00000020190	ENSMUST00000197276	10	-1	80505757	80508125	Mknk2	protein_coding
ENSMUSG00000020190	ENSMUST00000198819	10	-1	80507444	80508085	Mknk2	protein_coding
ENSMUSG00000020190	ENSMUST00000199949	10	-1	80507780	80513946	Mknk2	protein_coding
ENSMUSG00000003348	ENSMUST00000003438	10	-1	80521087	80537689	Mob3a	protein_coding
ENSMUSG00000003348	ENSMUST00000218090	10	-1	80527040	80537811	Mob3a	protein_coding
ENSMUSG00000003348	ENSMUST00000220138	10	-1	80527052	80529570	Mob3a	protein_coding
ENSMUSG00000055862	ENSMUST00000218184	10	1	80538260	80541207	Izumo4	protein_coding
ENSMUSG00000055862	ENSMUST00000095426	10	1	80538558	80541120	Izumo4	protein_coding
ENSMUSG00000020198	ENSMUST00000020420	10	-1	80542790	80578098	Ap3d1	protein_coding
ENSMUSG00000061589	ENSMUST00000105336	10	1	80591040	80631295	Dot1l	protein_coding
ENSMUSG00000061589	ENSMUST00000150338	10	1	80613390	80630225	Dot1l	protein_coding
ENSMUSG00000061589	ENSMUST00000138505	10	1	80627288	80629652	Dot1l	protein_coding
ENSMUSG00000035278	ENSMUST00000036805	10	-1	80631933	80634460	Plekhj1	protein_coding
ENSMUSG00000035278	ENSMUST00000219959	10	-1	80631934	80632651	Plekhj1	protein_coding
ENSMUSG00000035278	ENSMUST00000218209	10	-1	80633420	80634293	Plekhj1	protein_coding
ENSMUSG00000020211	ENSMUST00000148665	10	1	80634032	80640758	Sf3a2	protein_coding
ENSMUSG00000020211	ENSMUST00000151928	10	1	80634566	80639841	Sf3a2	protein_coding
ENSMUSG00000020211	ENSMUST00000147440	10	1	80634803	80638235	Sf3a2	protein_coding
ENSMUSG00000035262	ENSMUST00000036016	10	1	80641077	80643482	Amh	protein_coding
ENSMUSG00000020216	ENSMUST00000020435	10	-1	80644330	80647719	Jsrp1	protein_coding
ENSMUSG00000020216	ENSMUST00000181039	10	-1	80644332	80649326	Jsrp1	protein_coding
ENSMUSG00000020216	ENSMUST00000180438	10	-1	80646017	80649332	Jsrp1	protein_coding
ENSMUSG00000035242	ENSMUST00000060987	10	1	80662490	80665124	Oaz1	protein_coding
ENSMUSG00000035242	ENSMUST00000177850	10	1	80662517	80664791	Oaz1	protein_coding
ENSMUSG00000035242	ENSMUST00000180036	10	1	80662520	80665124	Oaz1	protein_coding
ENSMUSG00000035242	ENSMUST00000179172	10	1	80662527	80664839	Oaz1	protein_coding
ENSMUSG00000035242	ENSMUST00000179620	10	1	80663546	80664811	Oaz1	protein_coding
ENSMUSG00000035242	ENSMUST00000179341	10	1	80664427	80665119	Oaz1	protein_coding
ENSMUSG00000051067	ENSMUST00000053986	10	-1	80668635	80679873	Lingo3	protein_coding
ENSMUSG00000051067	ENSMUST00000219924	10	-1	80671825	80679632	Lingo3	protein_coding
ENSMUSG00000035215	ENSMUST00000220225	10	-1	80688655	80691043	Lsm7	protein_coding
ENSMUSG00000035215	ENSMUST00000035775	10	-1	80688659	80691043	Lsm7	protein_coding
ENSMUSG00000035206	ENSMUST00000035597	10	1	80691109	80704542	Sppl2b	protein_coding
ENSMUSG00000035206	ENSMUST00000220091	10	1	80692955	80704538	Sppl2b	protein_coding
ENSMUSG00000035206	ENSMUST00000219614	10	1	80698103	80701347	Sppl2b	protein_coding
ENSMUSG00000035206	ENSMUST00000218789	10	1	80698573	80704542	Sppl2b	protein_coding
ENSMUSG00000035206	ENSMUST00000219951	10	1	80699297	80702481	Sppl2b	protein_coding
ENSMUSG00000059406	ENSMUST00000219817	10	1	80707682	80735326	Tmprss9	protein_coding
ENSMUSG00000059406	ENSMUST00000105333	10	1	80715554	80735275	Tmprss9	protein_coding
ENSMUSG00000020219	ENSMUST00000020440	10	-1	80735284	80736803	Timm13	protein_coding
ENSMUSG00000020219	ENSMUST00000219896	10	-1	80735738	80736619	Timm13	protein_coding
ENSMUSG00000020219	ENSMUST00000218481	10	-1	80735926	80736618	Timm13	protein_coding
ENSMUSG00000062075	ENSMUST00000057623	10	-1	80737037	80754079	Lmnb2	protein_coding
ENSMUSG00000062075	ENSMUST00000179022	10	-1	80737198	80754079	Lmnb2	protein_coding
ENSMUSG00000062075	ENSMUST00000105332	10	-1	80738632	80742246	Lmnb2	protein_coding
ENSMUSG00000015312	ENSMUST00000015456	10	1	80765907	80768038	Gadd45b	protein_coding
ENSMUSG00000015312	ENSMUST00000220246	10	1	80765995	80767486	Gadd45b	protein_coding
ENSMUSG00000048240	ENSMUST00000099462	10	-1	80784458	80837199	Gng7	protein_coding
ENSMUSG00000048240	ENSMUST00000092285	10	-1	80784458	80850759	Gng7	protein_coding
ENSMUSG00000048240	ENSMUST00000117805	10	-1	80784458	80850779	Gng7	protein_coding
ENSMUSG00000048240	ENSMUST00000118233	10	-1	80784463	80837212	Gng7	protein_coding
ENSMUSG00000048240	ENSMUST00000118465	10	-1	80787021	80834024	Gng7	protein_coding
ENSMUSG00000048240	ENSMUST00000126317	10	-1	80787546	80850747	Gng7	protein_coding
ENSMUSG00000043670	ENSMUST00000055125	10	-1	80855423	80861243	Diras1	protein_coding
ENSMUSG00000043670	ENSMUST00000144640	10	-1	80857925	80861496	Diras1	protein_coding
ENSMUSG00000046822	ENSMUST00000117276	10	-1	80864372	80873260	Slc39a3	protein_coding
