ENSMUSG00000017688	ENSMUST00000108394	3	1	3699210	3723112	Hnf4g	protein_coding
ENSMUSG00000028136	ENSMUST00000107283	3	-1	94406620	94489856	Snx27	protein_coding
ENSMUSG00000028136	ENSMUST00000200642	3	-1	94409364	94469339	Snx27	protein_coding
ENSMUSG00000005968	ENSMUST00000006123	3	-1	94520064	94566178	Tuft1	protein_coding
ENSMUSG00000005968	ENSMUST00000196733	3	-1	94520066	94566179	Tuft1	protein_coding
ENSMUSG00000005968	ENSMUST00000196655	3	-1	94520303	94566107	Tuft1	protein_coding
ENSMUSG00000005968	ENSMUST00000200407	3	-1	94530018	94566107	Tuft1	protein_coding
ENSMUSG00000068877	ENSMUST00000090848	3	1	94600863	94611720	Selenbp2	protein_coding
ENSMUSG00000068877	ENSMUST00000173981	3	1	94600875	94605432	Selenbp2	protein_coding
ENSMUSG00000068877	ENSMUST00000173849	3	1	94600876	94611523	Selenbp2	protein_coding
ENSMUSG00000068877	ENSMUST00000174223	3	1	94600966	94605439	Selenbp2	protein_coding
ENSMUSG00000068876	ENSMUST00000107272	3	-1	94667376	94693774	Cgn	protein_coding
ENSMUSG00000068876	ENSMUST00000107273	3	-1	94667376	94693803	Cgn	protein_coding
ENSMUSG00000068876	ENSMUST00000238849	3	-1	94667376	94693826	Cgn	protein_coding
ENSMUSG00000068876	ENSMUST00000153263	3	-1	94682525	94693762	Cgn	protein_coding
ENSMUSG00000068876	ENSMUST00000155485	3	-1	94682525	94693778	Cgn	protein_coding
ENSMUSG00000038902	ENSMUST00000107270	3	1	94744878	94789637	Pogz	protein_coding
ENSMUSG00000038902	ENSMUST00000107266	3	1	94745024	94787643	Pogz	protein_coding
ENSMUSG00000038902	ENSMUST00000042402	3	1	94745024	94788186	Pogz	protein_coding
ENSMUSG00000038902	ENSMUST00000107269	3	1	94745024	94789635	Pogz	protein_coding
ENSMUSG00000005779	ENSMUST00000005923	3	-1	94791404	94794272	Psmb4	protein_coding
ENSMUSG00000068874	ENSMUST00000090839	3	1	94840367	94852069	Selenbp1	protein_coding
ENSMUSG00000005774	ENSMUST00000107260	3	1	94861386	94866807	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000142311	3	1	94861419	94863840	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000137088	3	1	94861419	94868872	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000152869	3	1	94861420	94863624	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000107254	3	1	94861481	94868660	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000107253	3	1	94861537	94868660	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000147237	3	1	94861695	94864106	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000132393	3	1	94861789	94863638	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000145031	3	1	94861838	94863669	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000107255	3	1	94862074	94866917	Rfx5	protein_coding
ENSMUSG00000005774	ENSMUST00000029772	3	1	94862326	94868872	Rfx5	protein_coding
ENSMUSG00000038861	ENSMUST00000072287	3	1	94882042	94914154	Pi4kb	protein_coding
ENSMUSG00000038861	ENSMUST00000167008	3	1	94882142	94913461	Pi4kb	protein_coding
ENSMUSG00000038861	ENSMUST00000107251	3	1	94882187	94913457	Pi4kb	protein_coding
ENSMUSG00000038861	ENSMUST00000125476	3	1	94883428	94914092	Pi4kb	protein_coding
ENSMUSG00000038861	ENSMUST00000138209	3	1	94883455	94903255	Pi4kb	protein_coding
ENSMUSG00000038861	ENSMUST00000133297	3	1	94906240	94913490	Pi4kb	protein_coding
ENSMUSG00000019338	ENSMUST00000019482	3	-1	94914013	94922549	Zfp687	protein_coding
ENSMUSG00000019338	ENSMUST00000132195	3	-1	94919151	94922759	Zfp687	protein_coding
ENSMUSG00000019338	ENSMUST00000149747	3	-1	94919280	94922535	Zfp687	protein_coding
ENSMUSG00000019338	ENSMUST00000128438	3	-1	94919485	94922529	Zfp687	protein_coding
ENSMUSG00000005625	ENSMUST00000107237	3	-1	94940005	94949925	Psmd4	protein_coding
ENSMUSG00000005625	ENSMUST00000071664	3	-1	94940008	94949863	Psmd4	protein_coding
ENSMUSG00000005625	ENSMUST00000140348	3	-1	94940015	94942578	Psmd4	protein_coding
ENSMUSG00000005625	ENSMUST00000117355	3	-1	94940016	94949854	Psmd4	protein_coding
ENSMUSG00000028126	ENSMUST00000107236	3	-1	94965841	95014186	Pip5k1a	protein_coding
ENSMUSG00000028126	ENSMUST00000107233	3	-1	94965854	95014241	Pip5k1a	protein_coding
ENSMUSG00000028126	ENSMUST00000107232	3	-1	94965856	95014167	Pip5k1a	protein_coding
ENSMUSG00000028126	ENSMUST00000005768	3	-1	94965880	95014090	Pip5k1a	protein_coding
ENSMUSG00000008958	ENSMUST00000009102	3	1	95018333	95030362	Vps72	protein_coding
ENSMUSG00000005628	ENSMUST00000131597	3	1	95031787	95034964	Tmod4	protein_coding
ENSMUSG00000005628	ENSMUST00000005769	3	1	95031825	95036520	Tmod4	protein_coding
ENSMUSG00000005628	ENSMUST00000107227	3	1	95031826	95036516	Tmod4	protein_coding
ENSMUSG00000092607	ENSMUST00000172572	3	-1	95036847	95041322	Scnm1	protein_coding
ENSMUSG00000092607	ENSMUST00000173462	3	-1	95037040	95041322	Scnm1	protein_coding
ENSMUSG00000053769	ENSMUST00000066386	3	1	95041399	95046829	Lysmd1	protein_coding
ENSMUSG00000013707	ENSMUST00000013851	3	-1	95046832	95049671	Tnfaip8l2	protein_coding
ENSMUSG00000038777	ENSMUST00000131742	3	1	95067812	95071792	Sema6c	protein_coding
ENSMUSG00000038777	ENSMUST00000090823	3	1	95067816	95081335	Sema6c	protein_coding
ENSMUSG00000038777	ENSMUST00000090821	3	1	95067816	95081335	Sema6c	protein_coding
ENSMUSG00000038777	ENSMUST00000168321	3	1	95071617	95081173	Sema6c	protein_coding
ENSMUSG00000038777	ENSMUST00000107217	3	1	95071617	95081335	Sema6c	protein_coding
ENSMUSG00000038777	ENSMUST00000202315	3	1	95071685	95080627	Sema6c	protein_coding
ENSMUSG00000038766	ENSMUST00000107209	3	-1	95089077	95125020	Gabpb2	protein_coding
ENSMUSG00000038766	ENSMUST00000136139	3	-1	95089077	95125227	Gabpb2	protein_coding
ENSMUSG00000038766	ENSMUST00000098873	3	-1	95089084	95116248	Gabpb2	protein_coding
ENSMUSG00000038766	ENSMUST00000107204	3	-1	95110324	95125065	Gabpb2	protein_coding
ENSMUSG00000053192	ENSMUST00000065482	3	-1	95126446	95135988	Mllt11	protein_coding
ENSMUSG00000053192	ENSMUST00000196025	3	-1	95127340	95139479	Mllt11	protein_coding
ENSMUSG00000053192	ENSMUST00000198948	3	-1	95127350	95139482	Mllt11	protein_coding
ENSMUSG00000046722	ENSMUST00000053872	3	1	95136043	95143720	Cdc42se1	protein_coding
ENSMUSG00000046722	ENSMUST00000107201	3	1	95136263	95141893	Cdc42se1	protein_coding
ENSMUSG00000046722	ENSMUST00000107200	3	1	95139598	95141851	Cdc42se1	protein_coding
ENSMUSG00000046722	ENSMUST00000107199	3	1	95139604	95141973	Cdc42se1	protein_coding
ENSMUSG00000068860	ENSMUST00000090815	3	-1	95144231	95148909	Gm128	protein_coding
ENSMUSG00000068860	ENSMUST00000107197	3	-1	95144418	95148909	Gm128	protein_coding
ENSMUSG00000028115	ENSMUST00000107195	3	-1	95148582	95158504	Bnipl	protein_coding
ENSMUSG00000028115	ENSMUST00000098871	3	-1	95148606	95158360	Bnipl	protein_coding
ENSMUSG00000028115	ENSMUST00000137250	3	-1	95149136	95158447	Bnipl	protein_coding
ENSMUSG00000028115	ENSMUST00000125515	3	-1	95150371	95158459	Bnipl	protein_coding
ENSMUSG00000015711	ENSMUST00000015855	3	-1	95160985	95189387	Prune1	protein_coding
ENSMUSG00000038712	ENSMUST00000039537	3	1	95190255	95203477	Mindy1	protein_coding
ENSMUSG00000038712	ENSMUST00000107187	3	1	95190255	95203477	Mindy1	protein_coding
ENSMUSG00000038712	ENSMUST00000143498	3	1	95193150	95195325	Mindy1	protein_coding
ENSMUSG00000038712	ENSMUST00000168223	3	1	95195259	95203474	Mindy1	protein_coding
ENSMUSG00000015702	ENSMUST00000107183	3	-1	95203407	95214115	Anxa9	protein_coding
ENSMUSG00000015702	ENSMUST00000015846	3	-1	95203407	95214487	Anxa9	protein_coding
ENSMUSG00000015702	ENSMUST00000164406	3	-1	95203609	95214115	Anxa9	protein_coding
ENSMUSG00000015702	ENSMUST00000123365	3	-1	95213244	95214115	Anxa9	protein_coding
ENSMUSG00000015714	ENSMUST00000129267	3	1	95222102	95229191	Cers2	protein_coding
ENSMUSG00000015714	ENSMUST00000015858	3	1	95222395	95230910	Cers2	protein_coding
ENSMUSG00000015714	ENSMUST00000139498	3	1	95225332	95228353	Cers2	protein_coding
ENSMUSG00000015714	ENSMUST00000139866	3	1	95226103	95229266	Cers2	protein_coding
ENSMUSG00000015697	ENSMUST00000107171	3	-1	95230836	95264467	Setdb1	protein_coding
ENSMUSG00000015697	ENSMUST00000015841	3	-1	95230836	95264511	Setdb1	protein_coding
ENSMUSG00000015697	ENSMUST00000107170	3	-1	95230836	95264513	Setdb1	protein_coding
ENSMUSG00000105734	ENSMUST00000196239	3	-1	95293772	95310152	4930558C23Rik	protein_coding
ENSMUSG00000015522	ENSMUST00000102749	3	1	95341699	95402878	Arnt	protein_coding
ENSMUSG00000015522	ENSMUST00000090804	3	1	95341701	95404551	Arnt	protein_coding
ENSMUSG00000015522	ENSMUST00000107161	3	1	95341715	95404548	Arnt	protein_coding
ENSMUSG00000015522	ENSMUST00000107160	3	1	95341739	95368179	Arnt	protein_coding
ENSMUSG00000015522	ENSMUST00000015666	3	1	95341739	95402882	Arnt	protein_coding
ENSMUSG00000015522	ENSMUST00000136413	3	1	95383408	95394622	Arnt	protein_coding
ENSMUSG00000028111	ENSMUST00000015664	3	1	95406567	95416673	Ctsk	protein_coding
ENSMUSG00000038642	ENSMUST00000015667	3	1	95434097	95463711	Ctss	protein_coding
ENSMUSG00000038642	ENSMUST00000116304	3	1	95434097	95463714	Ctss	protein_coding
ENSMUSG00000028109	ENSMUST00000090797	3	1	95466988	95494982	Hormad1	protein_coding
ENSMUSG00000028109	ENSMUST00000171191	3	1	95466989	95493109	Hormad1	protein_coding
ENSMUSG00000028109	ENSMUST00000029754	3	1	95466989	95494903	Hormad1	protein_coding
ENSMUSG00000028109	ENSMUST00000107154	3	1	95466989	95494907	Hormad1	protein_coding
ENSMUSG00000046519	ENSMUST00000177390	3	1	95496245	95526553	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000060323	3	1	95496245	95526558	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000098861	3	1	95496245	95526558	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000176674	3	1	95496280	95524875	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000177389	3	1	95496280	95526552	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000176755	3	1	95496285	95526551	Golph3l	protein_coding
ENSMUSG00000046519	ENSMUST00000177399	3	1	95496301	95524806	Golph3l	protein_coding
ENSMUSG00000038619	ENSMUST00000058230	3	1	95532322	95539413	Ensa	protein_coding
ENSMUSG00000038619	ENSMUST00000037983	3	1	95532331	95539413	Ensa	protein_coding
ENSMUSG00000038612	ENSMUST00000037947	3	1	95566099	95570487	Mcl1	protein_coding
ENSMUSG00000038612	ENSMUST00000178686	3	1	95566168	95568134	Mcl1	protein_coding
ENSMUSG00000015850	ENSMUST00000117782	3	-1	95583511	95595228	Adamtsl4	protein_coding
ENSMUSG00000015850	ENSMUST00000015994	3	-1	95583514	95595169	Adamtsl4	protein_coding
ENSMUSG00000015850	ENSMUST00000148854	3	-1	95591891	95595176	Adamtsl4	protein_coding
ENSMUSG00000028108	ENSMUST00000117507	3	-1	95641459	95646881	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000029753	3	-1	95641460	95646879	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000123143	3	-1	95643449	95646861	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000131376	3	-1	95643461	95646879	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000128885	3	-1	95643522	95646881	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000153026	3	-1	95643912	95646856	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000137912	3	-1	95644073	95646861	Ecm1	protein_coding
ENSMUSG00000028108	ENSMUST00000147217	3	-1	95645196	95646881	Ecm1	protein_coding
ENSMUSG00000028107	ENSMUST00000074339	3	-1	95647288	95662174	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000163530	3	-1	95647288	95662183	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000029752	3	-1	95647288	95662183	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000098857	3	-1	95651165	95662195	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000195929	3	-1	95654827	95662183	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000198289	3	-1	95654861	95662150	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000199570	3	-1	95655864	95662183	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000196868	3	-1	95655889	95662161	Tars2	protein_coding
ENSMUSG00000028107	ENSMUST00000197501	3	-1	95662118	95667518	Tars2	protein_coding
ENSMUSG00000028106	ENSMUST00000200164	3	-1	95667653	95725944	Rprd2	protein_coding
ENSMUSG00000028106	ENSMUST00000090791	3	-1	95667653	95726070	Rprd2	protein_coding
ENSMUSG00000028106	ENSMUST00000197449	3	-1	95679567	95726090	Rprd2	protein_coding
ENSMUSG00000015748	ENSMUST00000015892	3	-1	95737436	95763197	Prpf3	protein_coding
ENSMUSG00000015748	ENSMUST00000159901	3	-1	95737901	95742977	Prpf3	protein_coding
ENSMUSG00000015748	ENSMUST00000161476	3	-1	95737934	95763065	Prpf3	protein_coding
ENSMUSG00000054312	ENSMUST00000067298	3	-1	95769946	95778831	Mrps21	protein_coding
ENSMUSG00000054312	ENSMUST00000072587	3	-1	95769966	95777931	Mrps21	protein_coding
ENSMUSG00000054312	ENSMUST00000142437	3	-1	95770196	95778679	Mrps21	protein_coding
ENSMUSG00000038550	ENSMUST00000159739	3	-1	95785815	95789517	Ciart	protein_coding
ENSMUSG00000038550	ENSMUST00000036418	3	-1	95785817	95789543	Ciart	protein_coding
ENSMUSG00000038550	ENSMUST00000161866	3	-1	95786116	95789563	Ciart	protein_coding
ENSMUSG00000038550	ENSMUST00000161867	3	-1	95786822	95788558	Ciart	protein_coding
ENSMUSG00000038550	ENSMUST00000159863	3	-1	95787764	95789515	Ciart	protein_coding
ENSMUSG00000038550	ENSMUST00000161994	3	-1	95787985	95789386	Ciart	protein_coding
ENSMUSG00000038543	ENSMUST00000090476	3	-1	95791266	95799317	BC028528	protein_coding
ENSMUSG00000038543	ENSMUST00000036360	3	-1	95791270	95799267	BC028528	protein_coding
ENSMUSG00000038543	ENSMUST00000171519	3	-1	95792285	95799242	BC028528	protein_coding
ENSMUSG00000015750	ENSMUST00000015894	3	1	95801281	95805600	Aph1a	protein_coding
ENSMUSG00000015750	ENSMUST00000197081	3	1	95801345	95802303	Aph1a	protein_coding
ENSMUSG00000015750	ENSMUST00000056710	3	1	95801367	95804757	Aph1a	protein_coding
ENSMUSG00000038526	ENSMUST00000036181	3	-1	95805080	95812003	Car14	protein_coding
ENSMUSG00000038526	ENSMUST00000147962	3	-1	95807052	95811997	Car14	protein_coding
ENSMUSG00000015749	ENSMUST00000165307	3	1	95836558	95854702	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000015893	3	1	95836590	95852877	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000169426	3	1	95836595	95852947	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000171368	3	1	95836637	95852754	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000168106	3	1	95836698	95854581	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000170125	3	1	95836894	95852630	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000171035	3	1	95837848	95844473	Anp32e	protein_coding
ENSMUSG00000015749	ENSMUST00000167876	3	1	95840113	95845351	Anp32e	protein_coding
ENSMUSG00000015745	ENSMUST00000015889	3	-1	95895741	95903313	Plekho1	protein_coding
ENSMUSG00000015745	ENSMUST00000123006	3	-1	95896131	95902980	Plekho1	protein_coding
ENSMUSG00000015745	ENSMUST00000130043	3	-1	95896707	95903034	Plekho1	protein_coding
ENSMUSG00000015745	ENSMUST00000143485	3	-1	95898780	95903178	Plekho1	protein_coding
ENSMUSG00000015747	ENSMUST00000015891	3	-1	95907144	95965778	Vps45	protein_coding
ENSMUSG00000038495	ENSMUST00000132980	3	1	96011839	96048829	Otud7b	protein_coding
ENSMUSG00000038495	ENSMUST00000138206	3	1	96011839	96051636	Otud7b	protein_coding
ENSMUSG00000038495	ENSMUST00000090785	3	1	96011839	96068446	Otud7b	protein_coding
ENSMUSG00000038495	ENSMUST00000035519	3	1	96011839	96068446	Otud7b	protein_coding
ENSMUSG00000038495	ENSMUST00000098849	3	1	96014399	96068446	Otud7b	protein_coding
ENSMUSG00000045934	ENSMUST00000054356	3	1	96069321	96079034	Mtmr11	protein_coding
ENSMUSG00000068856	ENSMUST00000076372	3	1	96079648	96084880	Sf3b4	protein_coding
ENSMUSG00000038486	ENSMUST00000035371	3	1	96088467	96102837	Sv2a	protein_coding
ENSMUSG00000015943	ENSMUST00000016087	3	-1	96103904	96104902	Bola1	protein_coding
ENSMUSG00000015943	ENSMUST00000107099	3	-1	96103904	96105805	Bola1	protein_coding
ENSMUSG00000015943	ENSMUST00000177442	3	-1	96104179	96127025	Bola1	protein_coding
ENSMUSG00000063689	ENSMUST00000073115	3	1	96127181	96127624	H2ac21	protein_coding
ENSMUSG00000068855	ENSMUST00000090782	3	-1	96127677	96128196	H2ac20	protein_coding
ENSMUSG00000068854	ENSMUST00000090781	3	1	96128435	96131054	H2bc21	protein_coding
ENSMUSG00000081058	ENSMUST00000167403	3	-1	96145424	96146443	H3c15	protein_coding
ENSMUSG00000063954	ENSMUST00000074976	3	-1	96147065	96147592	H2ac19	protein_coding
ENSMUSG00000064220	ENSMUST00000078756	3	1	96152813	96153398	H2ac18	protein_coding
ENSMUSG00000093769	ENSMUST00000176059	3	1	96154001	96155820	H3c14	protein_coding
ENSMUSG00000093769	ENSMUST00000177796	3	1	96154001	96155825	H3c14	protein_coding
ENSMUSG00000091405	ENSMUST00000171473	3	-1	96168998	96170627	H4c14	protein_coding
ENSMUSG00000074403	ENSMUST00000098843	3	1	96175970	96176457	H3c13	protein_coding
ENSMUSG00000105827	ENSMUST00000177113	3	1	96177068	96177448	H2bc18	protein_coding
ENSMUSG00000015947	ENSMUST00000029748	3	-1	96190225	96201285	Fcgr1	protein_coding
ENSMUSG00000046317	ENSMUST00000093126	3	-1	96341104	96359622	BC107364	protein_coding
ENSMUSG00000046317	ENSMUST00000098841	3	-1	96341104	96359622	BC107364	protein_coding
ENSMUSG00000038403	ENSMUST00000049208	3	1	96432488	96436526	Hjv	protein_coding
ENSMUSG00000038393	ENSMUST00000074519	3	1	96465273	96469199	Txnip	protein_coding
ENSMUSG00000038393	ENSMUST00000049093	3	1	96465276	96469173	Txnip	protein_coding
ENSMUSG00000087610	ENSMUST00000148290	3	1	96484300	96487979	Gm16253	protein_coding
ENSMUSG00000028104	ENSMUST00000091924	3	-1	96485188	96501497	Polr3gl	protein_coding
ENSMUSG00000028104	ENSMUST00000145001	3	-1	96485818	96501475	Polr3gl	protein_coding
ENSMUSG00000049097	ENSMUST00000058943	3	1	96503952	96507091	Ankrd34a	protein_coding
ENSMUSG00000049288	ENSMUST00000062058	3	1	96508465	96533487	Lix1l	protein_coding
ENSMUSG00000038374	ENSMUST00000048915	3	1	96537249	96541107	Rbm8a	protein_coding
ENSMUSG00000038374	ENSMUST00000196456	3	1	96537256	96541107	Rbm8a	protein_coding
ENSMUSG00000038374	ENSMUST00000198027	3	1	96537256	96541107	Rbm8a	protein_coding
ENSMUSG00000038374	ENSMUST00000200647	3	1	96537513	96541107	Rbm8a	protein_coding
ENSMUSG00000028102	ENSMUST00000118557	3	1	96542746	96552682	Pex11b	protein_coding
ENSMUSG00000028102	ENSMUST00000048766	3	1	96542988	96552042	Pex11b	protein_coding
ENSMUSG00000028102	ENSMUST00000165842	3	1	96543149	96552042	Pex11b	protein_coding
ENSMUSG00000090210	ENSMUST00000119365	3	1	96552900	96571829	Itga10	protein_coding
ENSMUSG00000090210	ENSMUST00000029744	3	1	96552900	96571835	Itga10	protein_coding
ENSMUSG00000038354	ENSMUST00000048427	3	1	96577447	96598348	Ankrd35	protein_coding
ENSMUSG00000028101	ENSMUST00000107076	3	1	96603700	96613278	Pias3	protein_coding
ENSMUSG00000028101	ENSMUST00000162778	3	1	96604392	96607008	Pias3	protein_coding
ENSMUSG00000028101	ENSMUST00000064900	3	1	96604399	96613386	Pias3	protein_coding
ENSMUSG00000028101	ENSMUST00000107077	3	1	96604433	96613289	Pias3	protein_coding
ENSMUSG00000028101	ENSMUST00000162156	3	1	96611482	96612449	Pias3	protein_coding
ENSMUSG00000028100	ENSMUST00000200387	3	-1	96613383	96615863	Nudt17	protein_coding
ENSMUSG00000028100	ENSMUST00000171249	3	-1	96613385	96615878	Nudt17	protein_coding
ENSMUSG00000028100	ENSMUST00000029742	3	-1	96613484	96615855	Nudt17	protein_coding
ENSMUSG00000028099	ENSMUST00000029741	3	-1	96618806	96634944	Polr3c	protein_coding
ENSMUSG00000028099	ENSMUST00000154679	3	-1	96618839	96634757	Polr3c	protein_coding
ENSMUSG00000028099	ENSMUST00000141377	3	-1	96630736	96634770	Polr3c	protein_coding
ENSMUSG00000028099	ENSMUST00000125183	3	-1	96630739	96634791	Polr3c	protein_coding
ENSMUSG00000028098	ENSMUST00000029740	3	1	96634980	96698468	Rnf115	protein_coding
ENSMUSG00000038304	ENSMUST00000107074	3	-1	96706079	96736667	Cd160	protein_coding
ENSMUSG00000038304	ENSMUST00000165991	3	-1	96706079	96736667	Cd160	protein_coding
ENSMUSG00000038304	ENSMUST00000047702	3	-1	96707471	96721837	Cd160	protein_coding
ENSMUSG00000038298	ENSMUST00000135031	3	1	96736600	96758971	Pdzk1	protein_coding
ENSMUSG00000038298	ENSMUST00000138014	3	1	96736779	96759056	Pdzk1	protein_coding
ENSMUSG00000038298	ENSMUST00000058865	3	1	96737392	96778242	Pdzk1	protein_coding
ENSMUSG00000038298	ENSMUST00000107070	3	1	96739470	96778062	Pdzk1	protein_coding
ENSMUSG00000038298	ENSMUST00000107069	3	1	96739487	96777788	Pdzk1	protein_coding
ENSMUSG00000038298	ENSMUST00000128789	3	1	96740542	96757695	Pdzk1	protein_coding
ENSMUSG00000028096	ENSMUST00000029738	3	-1	96775597	96812662	Gpr89	protein_coding
ENSMUSG00000057123	ENSMUST00000199597	3	1	96812009	96984732	Gja5	protein_coding
ENSMUSG00000049908	ENSMUST00000062944	3	-1	96820882	96833336	Gja8	protein_coding
ENSMUSG00000057123	ENSMUST00000132256	3	1	96939732	96958189	Gja5	protein_coding
ENSMUSG00000057123	ENSMUST00000072600	3	1	96939732	96960950	Gja5	protein_coding
ENSMUSG00000028093	ENSMUST00000090759	3	1	97066093	97083890	Acp6	protein_coding
ENSMUSG00000038256	ENSMUST00000046521	3	-1	97110978	97134680	Bcl9	protein_coding
ENSMUSG00000038256	ENSMUST00000166341	3	-1	97111944	97123823	Bcl9	protein_coding
ENSMUSG00000051392	ENSMUST00000199297	3	-1	97314766	97329336	Olfr1402	protein_coding
ENSMUSG00000051392	ENSMUST00000060912	3	-1	97317533	97318495	Olfr1402	protein_coding
ENSMUSG00000028089	ENSMUST00000029730	3	-1	97468058	97517519	Chd1l	protein_coding
ENSMUSG00000028088	ENSMUST00000107050	3	1	97536120	97562598	Fmo5	protein_coding
ENSMUSG00000028088	ENSMUST00000029729	3	1	97536154	97559870	Fmo5	protein_coding
ENSMUSG00000028088	ENSMUST00000107049	3	1	97536173	97559920	Fmo5	protein_coding
ENSMUSG00000038205	ENSMUST00000045743	3	1	97565528	97581128	Prkab2	protein_coding
ENSMUSG00000090441	ENSMUST00000166227	3	-1	97580347	97582010	Gm17651	protein_coding
ENSMUSG00000038170	ENSMUST00000168438	3	-1	97597140	97796023	Pde4dip	protein_coding
ENSMUSG00000038170	ENSMUST00000090750	3	-1	97597181	97796023	Pde4dip	protein_coding
ENSMUSG00000038170	ENSMUST00000045243	3	-1	97646170	97675325	Pde4dip	protein_coding
ENSMUSG00000038170	ENSMUST00000107038	3	-1	97654009	97775564	Pde4dip	protein_coding
ENSMUSG00000038170	ENSMUST00000200232	3	-1	97704048	97731937	Pde4dip	protein_coding
ENSMUSG00000027879	ENSMUST00000029476	3	1	97808506	97830592	Sec22b	protein_coding
ENSMUSG00000027879	ENSMUST00000130620	3	1	97808541	97814980	Sec22b	protein_coding
ENSMUSG00000027879	ENSMUST00000122288	3	1	97808543	97822527	Sec22b	protein_coding
ENSMUSG00000027878	ENSMUST00000079812	3	1	97920854	98057677	Notch2	protein_coding
ENSMUSG00000043468	ENSMUST00000198363	3	1	98067946	98069387	Adam30	protein_coding
ENSMUSG00000043468	ENSMUST00000050342	3	1	98067976	98071485	Adam30	protein_coding
ENSMUSG00000027876	ENSMUST00000029469	3	1	98129472	98144064	Reg4	protein_coding
ENSMUSG00000027875	ENSMUST00000120541	3	1	98187751	98218048	Hmgcs2	protein_coding
ENSMUSG00000027875	ENSMUST00000090746	3	1	98187751	98218054	Hmgcs2	protein_coding
ENSMUSG00000053398	ENSMUST00000065793	3	-1	98220486	98247306	Phgdh	protein_coding
ENSMUSG00000053398	ENSMUST00000148488	3	-1	98228641	98244864	Phgdh	protein_coding
ENSMUSG00000050064	ENSMUST00000056096	3	1	98289797	98339267	Zfp697	protein_coding
ENSMUSG00000050064	ENSMUST00000178372	3	1	98289864	98339023	Zfp697	protein_coding
ENSMUSG00000090817	ENSMUST00000167753	3	-1	98352991	98364442	Gm4450	protein_coding
ENSMUSG00000090817	ENSMUST00000188356	3	-1	98353924	98364359	Gm4450	protein_coding
ENSMUSG00000095143	ENSMUST00000179429	3	-1	98406387	98417351	Hsd3b4	protein_coding
ENSMUSG00000095143	ENSMUST00000196861	3	-1	98406398	98417830	Hsd3b4	protein_coding
ENSMUSG00000095388	ENSMUST00000186215	3	-1	98459858	98470822	Gm10681	protein_coding
ENSMUSG00000095388	ENSMUST00000058728	3	-1	98459869	98471301	Gm10681	protein_coding
ENSMUSG00000095388	ENSMUST00000178221	3	-1	98459869	98496123	Gm10681	protein_coding
ENSMUSG00000038092	ENSMUST00000044094	3	-1	98525950	98537568	Hsd3b5	protein_coding
ENSMUSG00000063730	ENSMUST00000107022	3	-1	98616571	98631859	Hsd3b2	protein_coding
ENSMUSG00000063730	ENSMUST00000107021	3	-1	98618423	98631847	Hsd3b2	protein_coding
ENSMUSG00000063730	ENSMUST00000177651	3	-1	98618822	98623876	Hsd3b2	protein_coding
ENSMUSG00000062410	ENSMUST00000107018	3	-1	98648839	98670443	Hsd3b3	protein_coding
ENSMUSG00000062410	ENSMUST00000094050	3	-1	98648840	98660781	Hsd3b3	protein_coding
ENSMUSG00000062410	ENSMUST00000090743	3	-1	98648840	98660781	Hsd3b3	protein_coding
ENSMUSG00000062410	ENSMUST00000107019	3	-1	98648840	98670369	Hsd3b3	protein_coding
ENSMUSG00000062410	ENSMUST00000146196	3	-1	98649759	98669720	Hsd3b3	protein_coding
