ENSMUSG00000054753	ENSMUST00000203937	7	-1	3212159	3218931	AU018091	protein_coding
ENSMUSG00000035227	ENSMUST00000209032	7	-1	99488111	99508118	Spcs2	protein_coding
ENSMUSG00000035227	ENSMUST00000208465	7	-1	99488635	99508106	Spcs2	protein_coding
ENSMUSG00000035227	ENSMUST00000207137	7	-1	99488888	99512558	Spcs2	protein_coding
ENSMUSG00000035227	ENSMUST00000207063	7	-1	99488888	99512578	Spcs2	protein_coding
ENSMUSG00000035227	ENSMUST00000207580	7	-1	99488892	99512578	Spcs2	protein_coding
ENSMUSG00000035211	ENSMUST00000036155	7	1	99508323	99567029	Xrra1	protein_coding
ENSMUSG00000035211	ENSMUST00000207855	7	1	99512832	99552206	Xrra1	protein_coding
ENSMUSG00000058761	ENSMUST00000080817	7	-1	99569461	99629655	Rnf169	protein_coding
ENSMUSG00000030732	ENSMUST00000032977	7	1	99655611	99683933	Chrdl2	protein_coding
ENSMUSG00000030732	ENSMUST00000107084	7	1	99659121	99683935	Chrdl2	protein_coding
ENSMUSG00000030732	ENSMUST00000144808	7	1	99671306	99683933	Chrdl2	protein_coding
ENSMUSG00000030726	ENSMUST00000032969	7	-1	99731318	99770772	Pold3	protein_coding
ENSMUSG00000030726	ENSMUST00000208670	7	-1	99732618	99770673	Pold3	protein_coding
ENSMUSG00000030726	ENSMUST00000208184	7	-1	99737328	99770285	Pold3	protein_coding
ENSMUSG00000030725	ENSMUST00000032967	7	1	99808484	99810572	Lipt2	protein_coding
ENSMUSG00000030725	ENSMUST00000207825	7	1	99808566	99809861	Lipt2	protein_coding
ENSMUSG00000035165	ENSMUST00000178946	7	1	99825886	99834076	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000207358	7	1	99827895	99834070	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000207995	7	1	99827904	99833713	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000049333	7	1	99827904	99834071	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000170954	7	1	99827904	99834072	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000179842	7	1	99827909	99834072	Kcne3	protein_coding
ENSMUSG00000035165	ENSMUST00000208260	7	1	99827923	99833941	Kcne3	protein_coding
ENSMUSG00000030729	ENSMUST00000084935	7	1	99876601	99928074	Pgm2l1	protein_coding
ENSMUSG00000051048	ENSMUST00000057023	7	1	99934727	99968906	P4ha3	protein_coding
ENSMUSG00000051048	ENSMUST00000138465	7	1	99943017	99968905	P4ha3	protein_coding
ENSMUSG00000030718	ENSMUST00000207634	7	-1	99975944	99994257	Ppme1	protein_coding
ENSMUSG00000030718	ENSMUST00000032963	7	-1	99975944	100021514	Ppme1	protein_coding
ENSMUSG00000047248	ENSMUST00000098259	7	1	100021440	100118668	C2cd3	protein_coding
ENSMUSG00000047248	ENSMUST00000051777	7	1	100021440	100119357	C2cd3	protein_coding
ENSMUSG00000047248	ENSMUST00000119647	7	1	100045006	100103648	C2cd3	protein_coding
ENSMUSG00000047248	ENSMUST00000120196	7	1	100079357	100119359	C2cd3	protein_coding
ENSMUSG00000032942	ENSMUST00000032958	7	1	100122198	100135639	Ucp3	protein_coding
ENSMUSG00000032942	ENSMUST00000107059	7	1	100122200	100134513	Ucp3	protein_coding
ENSMUSG00000033685	ENSMUST00000126534	7	1	100142544	100151227	Ucp2	protein_coding
ENSMUSG00000033685	ENSMUST00000207748	7	1	100142593	100148123	Ucp2	protein_coding
ENSMUSG00000033685	ENSMUST00000129324	7	1	100143002	100146370	Ucp2	protein_coding
ENSMUSG00000033685	ENSMUST00000153287	7	1	100143274	100146512	Ucp2	protein_coding
ENSMUSG00000033685	ENSMUST00000133044	7	1	100145286	100147463	Ucp2	protein_coding
ENSMUSG00000030708	ENSMUST00000207405	7	-1	100150923	100164167	Dnajb13	protein_coding
ENSMUSG00000030708	ENSMUST00000054923	7	-1	100152286	100160988	Dnajb13	protein_coding
ENSMUSG00000044881	ENSMUST00000054310	7	1	100186307	100189576	Coa4	protein_coding
ENSMUSG00000044881	ENSMUST00000120454	7	1	100186439	100188986	Coa4	protein_coding
ENSMUSG00000030706	ENSMUST00000150042	7	-1	100194958	100232309	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000064334	7	-1	100194963	100196827	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000146003	7	-1	100197916	100257508	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000137777	7	-1	100199790	100240633	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000132888	7	-1	100201786	100232317	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000138448	7	-1	100201808	100257201	Mrpl48	protein_coding
ENSMUSG00000030706	ENSMUST00000152876	7	-1	100208997	100232304	Mrpl48	protein_coding
ENSMUSG00000030704	ENSMUST00000107048	7	1	100256617	100290475	Rab6a	protein_coding
ENSMUSG00000030704	ENSMUST00000032946	7	1	100256793	100290475	Rab6a	protein_coding
ENSMUSG00000030704	ENSMUST00000098252	7	1	100256897	100290475	Rab6a	protein_coding
ENSMUSG00000030701	ENSMUST00000107046	7	-1	100292099	100306160	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107045	7	-1	100293105	100306187	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107047	7	-1	100293105	100311572	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000079176	7	-1	100293106	100311621	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107044	7	-1	100293107	100307663	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000116287	7	-1	100293107	100307663	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107043	7	-1	100293850	100307571	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000151123	7	-1	100294153	100311522	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000139708	7	-1	100294263	100306310	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000138830	7	-1	100294843	100307629	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000208812	7	-1	100303888	100311563	Plekhb1	protein_coding
ENSMUSG00000029461	ENSMUST00000107042	7	1	100355842	100490588	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000207564	7	1	100355908	100485694	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000049053	7	1	100355909	100490863	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000207875	7	1	100355927	100488389	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000208013	7	1	100355933	100485372	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000216021	7	1	100435582	100485404	Fam168a	protein_coding
ENSMUSG00000008318	ENSMUST00000008462	7	-1	100495054	100512653	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000156855	7	-1	100500319	100504636	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000139604	7	-1	100500319	100505509	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000136231	7	-1	100500329	100512365	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000142885	7	-1	100502264	100512605	Relt	protein_coding
ENSMUSG00000032875	ENSMUST00000107032	7	-1	100518959	100581314	Arhgef17	protein_coding
ENSMUSG00000032875	ENSMUST00000209041	7	-1	100521342	100543897	Arhgef17	protein_coding
ENSMUSG00000032875	ENSMUST00000208482	7	-1	100526025	100528915	Arhgef17	protein_coding
ENSMUSG00000048779	ENSMUST00000060174	7	-1	100586837	100613598	P2ry6	protein_coding
ENSMUSG00000032860	ENSMUST00000037540	7	-1	100645775	100661205	P2ry2	protein_coding
ENSMUSG00000032860	ENSMUST00000208340	7	-1	100645939	100653094	P2ry2	protein_coding
ENSMUSG00000032860	ENSMUST00000207916	7	-1	100646235	100661244	P2ry2	protein_coding
ENSMUSG00000032860	ENSMUST00000178340	7	-1	100646434	100661181	P2ry2	protein_coding
ENSMUSG00000032860	ENSMUST00000207049	7	-1	100648239	100662073	P2ry2	protein_coding
ENSMUSG00000030691	ENSMUST00000208439	7	1	100742070	100846110	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000032931	7	1	100757940	100933612	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000098250	7	1	100757982	100933589	Fchsd2	protein_coding
ENSMUSG00000047767	ENSMUST00000120267	7	-1	100934528	100951295	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000122116	7	-1	100938824	100951278	Atg16l2	protein_coding
ENSMUSG00000030688	ENSMUST00000163799	7	1	100966293	100995833	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000164479	7	1	100966326	100995518	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000032927	7	1	100970320	100995515	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000210192	7	1	100970660	100995515	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000172630	7	1	100970696	100992486	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000174291	7	1	100970921	100995396	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000167888	7	1	100970979	100995515	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000172662	7	1	100970993	100995515	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000173270	7	1	100971034	100995256	Stard10	protein_coding
ENSMUSG00000032812	ENSMUST00000107010	7	1	100997274	101061101	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000137384	7	1	101010469	101022362	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000138628	7	1	101010684	101022236	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000133423	7	1	101011210	101022371	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000084896	7	1	101022200	101061095	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000084895	7	1	101027397	101060951	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000127873	7	1	101027576	101035735	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000141083	7	1	101032035	101034823	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000148902	7	1	101033227	101035405	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000130016	7	1	101034604	101035653	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000134143	7	1	101034609	101036045	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000098243	7	1	101043575	101061793	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000155754	7	1	101043862	101045338	Arap1	protein_coding
ENSMUSG00000030653	ENSMUST00000084894	7	1	101060093	101162026	Gm45837	protein_coding
ENSMUSG00000110195	ENSMUST00000163751	7	1	101070898	101162034	Pde2a	protein_coding
ENSMUSG00000110195	ENSMUST00000211368	7	1	101070916	101161731	Pde2a	protein_coding
ENSMUSG00000110195	ENSMUST00000166652	7	1	101070916	101162021	Pde2a	protein_coding
ENSMUSG00000110195	ENSMUST00000209537	7	1	101099727	101162024	Pde2a	protein_coding
ENSMUSG00000030651	ENSMUST00000209526	7	-1	101226177	101234807	Art2b	protein_coding
ENSMUSG00000030651	ENSMUST00000063920	7	-1	101228067	101230368	Art2b	protein_coding
ENSMUSG00000001829	ENSMUST00000001884	7	1	101312840	101439375	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000106998	7	1	101312912	101437017	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000209579	7	1	101312980	101444713	Clpb	protein_coding
ENSMUSG00000007946	ENSMUST00000008090	7	1	101467520	101471933	Phox2a	protein_coding
ENSMUSG00000032737	ENSMUST00000035836	7	-1	101471839	101487436	Inppl1	protein_coding
ENSMUSG00000032737	ENSMUST00000165052	7	-1	101471846	101487010	Inppl1	protein_coding
ENSMUSG00000032737	ENSMUST00000186316	7	-1	101471860	101478473	Inppl1	protein_coding
ENSMUSG00000032737	ENSMUST00000185929	7	-1	101473151	101486991	Inppl1	protein_coding
ENSMUSG00000032737	ENSMUST00000210116	7	-1	101476652	101479357	Inppl1	protein_coding
ENSMUSG00000032725	ENSMUST00000094141	7	-1	101489195	101494524	Folr2	protein_coding
ENSMUSG00000032725	ENSMUST00000210598	7	-1	101489197	101506401	Folr2	protein_coding
ENSMUSG00000032725	ENSMUST00000209329	7	-1	101489605	101494538	Folr2	protein_coding
ENSMUSG00000032725	ENSMUST00000211566	7	-1	101490122	101494511	Folr2	protein_coding
ENSMUSG00000001827	ENSMUST00000106981	7	-1	101507538	101513352	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106982	7	-1	101507538	101516614	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106986	7	-1	101507538	101519890	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106985	7	-1	101507538	101519914	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106983	7	-1	101507538	101519995	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000140068	7	-1	101508311	101518758	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000151706	7	-1	101508321	101519921	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000126204	7	-1	101508380	101519993	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000134145	7	-1	101508613	101518531	Folr1	protein_coding
ENSMUSG00000030649	ENSMUST00000209334	7	1	101512922	101547199	Anapc15	protein_coding
ENSMUSG00000001827	ENSMUST00000123630	7	-1	101513130	101519995	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000123321	7	-1	101513132	101518225	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000155311	7	-1	101513135	101519994	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000150184	7	-1	101513168	101517874	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000140584	7	-1	101513207	101518529	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000124026	7	-1	101513285	101519791	Folr1	protein_coding
ENSMUSG00000030649	ENSMUST00000210984	7	1	101520849	101548244	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000106978	7	1	101530532	101548750	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000035395	7	1	101545547	101548747	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000106973	7	1	101545623	101548687	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000144207	7	1	101545624	101551056	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000143835	7	1	101546168	101548249	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000098237	7	1	101546939	101551052	Anapc15	protein_coding
ENSMUSG00000030649	ENSMUST00000178851	7	1	101547002	101550846	Anapc15	protein_coding
ENSMUSG00000078630	ENSMUST00000106969	7	-1	101547577	101552992	Tomt	protein_coding
ENSMUSG00000078630	ENSMUST00000106970	7	-1	101549010	101555566	Tomt	protein_coding
ENSMUSG00000030842	ENSMUST00000033131	7	1	101555111	101561110	Lamtor1	protein_coding
ENSMUSG00000030842	ENSMUST00000193465	7	1	101555185	101575882	Lamtor1	protein_coding
ENSMUSG00000064307	ENSMUST00000106968	7	-1	101562191	101570419	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000163903	7	-1	101562196	101569981	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106967	7	-1	101562196	101570432	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106965	7	-1	101562197	101570406	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000078448	7	-1	101562197	101583064	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106966	7	-1	101562197	101583075	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000098236	7	-1	101562201	101570390	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106964	7	-1	101562365	101583009	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106963	7	-1	101562381	101583037	Lrrc51	protein_coding
ENSMUSG00000066306	ENSMUST00000209639	7	1	101583318	101648896	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000210679	7	1	101583345	101644761	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000084852	7	1	101619028	101664171	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000210475	7	1	101619387	101649516	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000211272	7	1	101619946	101644646	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000163183	7	1	101650372	101664162	Numa1	protein_coding
ENSMUSG00000070427	ENSMUST00000209844	7	-1	101664092	101667362	Il18bp	protein_coding
ENSMUSG00000070427	ENSMUST00000094134	7	-1	101664390	101667404	Il18bp	protein_coding
ENSMUSG00000070427	ENSMUST00000209368	7	-1	101664522	101667897	Il18bp	protein_coding
ENSMUSG00000070427	ENSMUST00000211502	7	-1	101665331	101667366	Il18bp	protein_coding
ENSMUSG00000070426	ENSMUST00000096639	7	-1	101668344	101714365	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000089052	7	-1	101668359	101714676	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000106953	7	-1	101669339	101709683	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000131104	7	-1	101678219	101714324	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000130074	7	-1	101688759	101714251	Rnf121	protein_coding
ENSMUSG00000099481	ENSMUST00000106950	7	1	101714718	101732969	Xndc1	protein_coding
ENSMUSG00000099481	ENSMUST00000146450	7	1	101714800	101727087	Xndc1	protein_coding
ENSMUSG00000099481	ENSMUST00000094130	7	1	101714965	101732288	Xndc1	protein_coding
ENSMUSG00000070425	ENSMUST00000084843	7	1	101714985	101745541	Xntrpc	protein_coding
ENSMUSG00000100254	ENSMUST00000124189	7	1	101732323	101745603	Trpc2	protein_coding
ENSMUSG00000070424	ENSMUST00000094128	7	-1	101746086	101752052	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106937	7	-1	101746087	101749436	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106935	7	-1	101746321	101748700	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106934	7	-1	101746321	101749146	Art5	protein_coding
ENSMUSG00000030996	ENSMUST00000033300	7	1	101750950	101760363	Art1	protein_coding
ENSMUSG00000066279	ENSMUST00000084830	7	-1	101760473	101765920	Chrna10	protein_coding
ENSMUSG00000066279	ENSMUST00000211408	7	-1	101764240	101766035	Chrna10	protein_coding
ENSMUSG00000063550	ENSMUST00000210682	7	-1	101768605	101859383	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000070165	7	-1	101783410	101859327	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000211235	7	-1	101783685	101859349	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000211005	7	-1	101793753	101859074	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000211022	7	-1	101794535	101859357	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000211764	7	-1	101801583	101832772	Nup98	protein_coding
ENSMUSG00000030990	ENSMUST00000140631	7	1	101859542	101875592	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000120879	7	1	101859569	101887774	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000146996	7	1	101859579	101875652	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000143541	7	1	101871647	101885374	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000153020	7	1	101871851	101886435	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000156529	7	1	101872235	101887774	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000138479	7	1	101872252	101886433	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000126914	7	1	101872260	101885440	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000033292	7	1	101872276	101886970	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000146559	7	1	101872282	101875561	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000138753	7	1	101872489	101885505	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000142873	7	1	101875025	101885542	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000120119	7	1	101879206	101887767	Pgap2	protein_coding
ENSMUSG00000073982	ENSMUST00000106923	7	-1	101888330	101899295	Rhog	protein_coding
ENSMUSG00000073982	ENSMUST00000098230	7	-1	101888330	101899330	Rhog	protein_coding
ENSMUSG00000073982	ENSMUST00000209968	7	-1	101889201	101905261	Rhog	protein_coding
ENSMUSG00000030987	ENSMUST00000033289	7	1	101917013	102086525	Stim1	protein_coding
ENSMUSG00000030987	ENSMUST00000209255	7	1	101917061	102086526	Stim1	protein_coding
ENSMUSG00000030987	ENSMUST00000211457	7	1	101917534	102085107	Stim1	protein_coding
ENSMUSG00000030987	ENSMUST00000211058	7	1	102075203	102080135	Stim1	protein_coding
ENSMUSG00000030978	ENSMUST00000033283	7	1	102090902	102118978	Rrm1	protein_coding
ENSMUSG00000044814	ENSMUST00000219647	7	-1	102125786	102130886	Olfr543	protein_coding
ENSMUSG00000044814	ENSMUST00000061482	7	-1	102125980	102127109	Olfr543	protein_coding
ENSMUSG00000043925	ENSMUST00000051201	7	-1	102131238	102137520	Olfr544	protein_coding
ENSMUSG00000044824	ENSMUST00000216116	7	-1	102140673	102148780	Olfr545	protein_coding
ENSMUSG00000044824	ENSMUST00000058750	7	-1	102143030	102143980	Olfr545	protein_coding
ENSMUSG00000073979	ENSMUST00000098229	7	1	102183956	102184891	Olfr547	protein_coding
ENSMUSG00000073978	ENSMUST00000210064	7	1	102190103	102195097	Olfr548-ps1	protein_coding
ENSMUSG00000073978	ENSMUST00000098228	7	1	102191145	102192077	Olfr548-ps1	protein_coding
ENSMUSG00000073977	ENSMUST00000217478	7	1	102199077	102205049	Olfr549	protein_coding
ENSMUSG00000073977	ENSMUST00000098227	7	1	102203493	102204443	Olfr549	protein_coding
ENSMUSG00000030966	ENSMUST00000033264	7	-1	102207128	102214693	Trim21	protein_coding
ENSMUSG00000030966	ENSMUST00000106913	7	-1	102207129	102214652	Trim21	protein_coding
ENSMUSG00000073975	ENSMUST00000216524	7	1	102220649	102232218	Olfr550	protein_coding
ENSMUSG00000073975	ENSMUST00000098225	7	1	102227676	102228713	Olfr550	protein_coding
ENSMUSG00000073974	ENSMUST00000213540	7	-1	102232717	102241093	Olfr551	protein_coding
ENSMUSG00000073974	ENSMUST00000098224	7	-1	102236948	102238026	Olfr551	protein_coding
ENSMUSG00000073973	ENSMUST00000215712	7	1	102246977	102257332	Olfr552	protein_coding
ENSMUSG00000073973	ENSMUST00000098223	7	1	102253563	102254516	Olfr552	protein_coding
ENSMUSG00000073972	ENSMUST00000216776	7	-1	102260488	102267425	Olfr553	protein_coding
ENSMUSG00000073972	ENSMUST00000098222	7	-1	102263214	102264194	Olfr553	protein_coding
ENSMUSG00000073971	ENSMUST00000215995	7	1	102287639	102291762	Olfr554	protein_coding
ENSMUSG00000073971	ENSMUST00000214841	7	1	102287639	102291762	Olfr554	protein_coding
ENSMUSG00000073971	ENSMUST00000098221	7	1	102289455	102290408	Olfr554	protein_coding
ENSMUSG00000073970	ENSMUST00000098220	7	1	102308030	102308977	Olfr555	protein_coding
ENSMUSG00000073969	ENSMUST00000217526	7	1	102314106	102322477	Olfr556	protein_coding
ENSMUSG00000073969	ENSMUST00000213485	7	1	102314106	102322477	Olfr556	protein_coding
ENSMUSG00000073969	ENSMUST00000098219	7	1	102319108	102320130	Olfr556	protein_coding
ENSMUSG00000073968	ENSMUST00000082175	7	-1	102326789	102336534	Trim68	protein_coding
ENSMUSG00000073968	ENSMUST00000210855	7	-1	102326796	102336477	Trim68	protein_coding
ENSMUSG00000073967	ENSMUST00000215423	7	1	102345117	102349914	Olfr557	protein_coding
ENSMUSG00000073967	ENSMUST00000098218	7	1	102347423	102348479	Olfr557	protein_coding
ENSMUSG00000070423	ENSMUST00000094124	7	1	102351422	102361271	Olfr558	protein_coding
ENSMUSG00000066273	ENSMUST00000216312	7	-1	102361358	102368277	Olfr33	protein_coding
ENSMUSG00000066273	ENSMUST00000084817	7	-1	102362662	102363618	Olfr33	protein_coding
ENSMUSG00000066272	ENSMUST00000215657	7	-1	102372414	102376698	Olfr559	protein_coding
ENSMUSG00000066272	ENSMUST00000084816	7	-1	102372696	102373717	Olfr559	protein_coding
ENSMUSG00000043366	ENSMUST00000217123	7	-1	102387718	102395377	Olfr78	protein_coding
ENSMUSG00000043366	ENSMUST00000060187	7	-1	102389938	102408602	Olfr78	protein_coding
ENSMUSG00000043366	ENSMUST00000168007	7	-1	102390593	102408678	Olfr78	protein_coding
ENSMUSG00000110008	ENSMUST00000210453	7	-1	102401025	102408573	Olfr560	protein_coding
ENSMUSG00000110008	ENSMUST00000232246	7	-1	102401025	102408573	Olfr560	protein_coding
ENSMUSG00000110008	ENSMUST00000239110	7	-1	102401025	102408573	Olfr560	protein_coding
ENSMUSG00000073966	ENSMUST00000213432	7	1	102420428	102426064	Olfr561	protein_coding
ENSMUSG00000073966	ENSMUST00000098217	7	1	102423702	102424772	Olfr561	protein_coding
ENSMUSG00000048469	ENSMUST00000061096	7	1	102452687	102453637	Olfr564	protein_coding
ENSMUSG00000060888	ENSMUST00000213481	7	-1	102504544	102507962	Olfr566	protein_coding
ENSMUSG00000060888	ENSMUST00000071393	7	-1	102505528	102506478	Olfr566	protein_coding
ENSMUSG00000060888	ENSMUST00000209952	7	-1	102505528	102507972	Olfr566	protein_coding
ENSMUSG00000073965	ENSMUST00000098216	7	1	102526329	102527270	Olfr568	protein_coding
ENSMUSG00000062142	ENSMUST00000217024	7	-1	102532916	102540089	Olfr569	protein_coding
ENSMUSG00000062142	ENSMUST00000078191	7	-1	102536414	102537358	Olfr569	protein_coding
ENSMUSG00000073964	ENSMUST00000209778	7	1	102543784	102550917	Olfr570	protein_coding
ENSMUSG00000073964	ENSMUST00000098215	7	1	102549549	102550593	Olfr570	protein_coding
ENSMUSG00000043310	ENSMUST00000215773	7	-1	102554297	102566743	Olfr571	protein_coding
ENSMUSG00000043310	ENSMUST00000214160	7	-1	102554430	102566717	Olfr571	protein_coding
ENSMUSG00000043310	ENSMUST00000061738	7	-1	102558076	102559044	Olfr571	protein_coding
ENSMUSG00000073963	ENSMUST00000215782	7	1	102573616	102577815	Olfr572	protein_coding
ENSMUSG00000073963	ENSMUST00000214096	7	1	102573618	102577815	Olfr572	protein_coding
ENSMUSG00000073963	ENSMUST00000098214	7	1	102576837	102577793	Olfr572	protein_coding
ENSMUSG00000052785	ENSMUST00000210571	7	-1	102590889	102591782	Olfr573-ps1	protein_coding
ENSMUSG00000052785	ENSMUST00000064830	7	-1	102590895	102591782	Olfr573-ps1	protein_coding
ENSMUSG00000045824	ENSMUST00000052997	7	1	102597674	102598714	Olfr574	protein_coding
ENSMUSG00000045824	ENSMUST00000211329	7	1	102597676	102598714	Olfr574	protein_coding
ENSMUSG00000066269	ENSMUST00000216420	7	-1	102601477	102607982	Olfr575	protein_coding
ENSMUSG00000066269	ENSMUST00000213477	7	-1	102601477	102607982	Olfr575	protein_coding
ENSMUSG00000066269	ENSMUST00000084812	7	-1	102603871	102604827	Olfr575	protein_coding
ENSMUSG00000073962	ENSMUST00000098213	7	1	102611867	102617386	Olfr576	protein_coding
ENSMUSG00000073962	ENSMUST00000185326	7	1	102614309	102624367	Olfr576	protein_coding
ENSMUSG00000043354	ENSMUST00000215237	7	-1	102620387	102625150	Olfr577	protein_coding
ENSMUSG00000043354	ENSMUST00000214080	7	-1	102620387	102625150	Olfr577	protein_coding
ENSMUSG00000043354	ENSMUST00000051505	7	-1	102622259	102623197	Olfr577	protein_coding
ENSMUSG00000045792	ENSMUST00000215606	7	-1	102630815	102638531	Olfr578	protein_coding
