ENSMUSG00000005534	ENSMUST00000207100	8	-1	3224795	3242717	Insr	protein_coding
ENSMUSG00000037101	ENSMUST00000049395	8	1	78939971	79120955	Ttc29	protein_coding
ENSMUSG00000037101	ENSMUST00000109902	8	1	78945423	79120312	Ttc29	protein_coding
ENSMUSG00000031688	ENSMUST00000034115	8	-1	79159639	79163274	Pou4f2	protein_coding
ENSMUSG00000037070	ENSMUST00000049245	8	-1	79231898	79235527	Rbmxl1	protein_coding
ENSMUSG00000037070	ENSMUST00000211719	8	-1	79231906	79235508	Rbmxl1	protein_coding
ENSMUSG00000031684	ENSMUST00000209490	8	1	79235981	79460632	Slc10a7	protein_coding
ENSMUSG00000031684	ENSMUST00000034111	8	1	79235997	79460632	Slc10a7	protein_coding
ENSMUSG00000031684	ENSMUST00000209992	8	1	79236204	79458267	Slc10a7	protein_coding
ENSMUSG00000031683	ENSMUST00000130325	8	-1	79531494	79547769	Lsm6	protein_coding
ENSMUSG00000031683	ENSMUST00000051867	8	-1	79533080	79547769	Lsm6	protein_coding
ENSMUSG00000031683	ENSMUST00000146824	8	-1	79534687	79539843	Lsm6	protein_coding
ENSMUSG00000071064	ENSMUST00000087927	8	1	79755066	79798466	Zfp827	protein_coding
ENSMUSG00000071064	ENSMUST00000098614	8	1	79755066	79920372	Zfp827	protein_coding
ENSMUSG00000071064	ENSMUST00000119254	8	1	79755216	79917485	Zfp827	protein_coding
ENSMUSG00000071064	ENSMUST00000238669	8	1	79755216	79917485	Zfp827	protein_coding
ENSMUSG00000071064	ENSMUST00000148713	8	1	79844956	79920395	Zfp827	protein_coding
ENSMUSG00000071064	ENSMUST00000129613	8	1	79905604	79916390	Zfp827	protein_coding
ENSMUSG00000031682	ENSMUST00000034109	8	-1	79937060	79975199	1700011L22Rik	protein_coding
ENSMUSG00000037022	ENSMUST00000048718	8	-1	79990227	80021566	Mmaa	protein_coding
ENSMUSG00000031681	ENSMUST00000066091	8	-1	80065024	80126147	Smad1	protein_coding
ENSMUSG00000031681	ENSMUST00000109885	8	-1	80068209	80126147	Smad1	protein_coding
ENSMUSG00000036990	ENSMUST00000173078	8	1	80366247	80404353	Otud4	protein_coding
ENSMUSG00000036990	ENSMUST00000173286	8	1	80366333	80404301	Otud4	protein_coding
ENSMUSG00000058355	ENSMUST00000080536	8	-1	80410091	80438369	Abce1	protein_coding
ENSMUSG00000036977	ENSMUST00000048147	8	1	80438449	80503949	Anapc10	protein_coding
ENSMUSG00000036977	ENSMUST00000210812	8	1	80438480	80505688	Anapc10	protein_coding
ENSMUSG00000064325	ENSMUST00000079038	8	-1	80692482	80784635	Hhip	protein_coding
ENSMUSG00000051839	ENSMUST00000063359	8	1	81220410	81237171	Gypa	protein_coding
ENSMUSG00000042353	ENSMUST00000039695	8	1	81337709	81421985	Frem3	protein_coding
ENSMUSG00000031715	ENSMUST00000043359	8	-1	81425136	81466126	Smarca5	protein_coding
ENSMUSG00000031714	ENSMUST00000210676	8	-1	81491067	81607148	Gab1	protein_coding
ENSMUSG00000031714	ENSMUST00000034150	8	-1	81491069	81607125	Gab1	protein_coding
ENSMUSG00000038250	ENSMUST00000042724	8	-1	81707362	81741557	Usp38	protein_coding
ENSMUSG00000037940	ENSMUST00000213285	8	1	82069187	82795631	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000217122	8	1	82069191	82849185	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000215332	8	1	82069191	82851665	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000042529	8	1	82441829	82849188	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000169116	8	1	82441830	82795631	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000109852	8	1	82467935	82849185	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000172031	8	1	82467935	82854543	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000170160	8	1	82499742	82795631	Inpp4b	protein_coding
ENSMUSG00000037940	ENSMUST00000109851	8	1	82582997	82849199	Inpp4b	protein_coding
ENSMUSG00000031712	ENSMUST00000209363	8	-1	83058261	83129199	Il15	protein_coding
ENSMUSG00000031712	ENSMUST00000209573	8	-1	83058266	83128462	Il15	protein_coding
ENSMUSG00000031712	ENSMUST00000034148	8	-1	83058266	83129851	Il15	protein_coding
ENSMUSG00000031712	ENSMUST00000210094	8	-1	83070632	83128995	Il15	protein_coding
ENSMUSG00000031711	ENSMUST00000034147	8	-1	83490250	83500789	Zfp330	protein_coding
ENSMUSG00000047747	ENSMUST00000078525	8	1	83589985	83817897	Rnf150	protein_coding
ENSMUSG00000031709	ENSMUST00000034145	8	1	83891981	83999051	Tbc1d9	protein_coding
ENSMUSG00000031709	ENSMUST00000093393	8	1	83892489	83999563	Tbc1d9	protein_coding
ENSMUSG00000031710	ENSMUST00000034146	8	1	84016981	84025081	Ucp1	protein_coding
ENSMUSG00000035151	ENSMUST00000177594	8	-1	84039261	84059115	Elmod2	protein_coding
ENSMUSG00000035151	ENSMUST00000053902	8	-1	84039651	84059115	Elmod2	protein_coding
ENSMUSG00000035151	ENSMUST00000139041	8	-1	84044394	84058083	Elmod2	protein_coding
ENSMUSG00000035057	ENSMUST00000038692	8	1	84075100	84106031	Mgat4d	protein_coding
ENSMUSG00000002190	ENSMUST00000002259	8	1	84116496	84155181	Clgn	protein_coding
ENSMUSG00000002190	ENSMUST00000109831	8	1	84116507	84153460	Clgn	protein_coding
ENSMUSG00000063253	ENSMUST00000212449	8	-1	84157139	84169079	Scoc	protein_coding
ENSMUSG00000063253	ENSMUST00000081506	8	-1	84161124	84184978	Scoc	protein_coding
ENSMUSG00000063253	ENSMUST00000167525	8	-1	84161145	84169136	Scoc	protein_coding
ENSMUSG00000063253	ENSMUST00000212905	8	-1	84162099	84164875	Scoc	protein_coding
ENSMUSG00000063253	ENSMUST00000212031	8	-1	84162501	84169134	Scoc	protein_coding
ENSMUSG00000063253	ENSMUST00000212500	8	-1	84164183	84165873	Scoc	protein_coding
ENSMUSG00000047286	ENSMUST00000214156	8	1	84262409	84269799	Olfr370	protein_coding
ENSMUSG00000047286	ENSMUST00000209408	8	1	84262409	84271856	Olfr370	protein_coding
ENSMUSG00000047286	ENSMUST00000058609	8	1	84267722	84268817	Olfr370	protein_coding
ENSMUSG00000033938	ENSMUST00000036996	8	1	84293300	84298255	Ndufb7	protein_coding
ENSMUSG00000031708	ENSMUST00000212990	8	-1	84298327	84299569	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000238997	8	-1	84298329	84301471	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000163837	8	-1	84298329	84321058	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000019382	8	-1	84298329	84321106	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000165740	8	-1	84298329	84321113	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000212703	8	-1	84298658	84299881	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000238861	8	-1	84299311	84301394	Tecr	protein_coding
ENSMUSG00000031708	ENSMUST00000212630	8	-1	84299551	84321106	Tecr	protein_coding
ENSMUSG00000005483	ENSMUST00000005620	8	1	84334822	84339282	Dnajb1	protein_coding
ENSMUSG00000005483	ENSMUST00000212300	8	1	84335182	84339282	Dnajb1	protein_coding
ENSMUSG00000019433	ENSMUST00000019577	8	1	84379306	84391323	Gipc1	protein_coding
ENSMUSG00000019433	ENSMUST00000211985	8	1	84379315	84388995	Gipc1	protein_coding
ENSMUSG00000019433	ENSMUST00000212463	8	1	84379327	84387816	Gipc1	protein_coding
ENSMUSG00000057672	ENSMUST00000005616	8	-1	84393165	84425808	Pkn1	protein_coding
ENSMUSG00000019464	ENSMUST00000019608	8	1	84393307	84399382	Ptger1	protein_coding
ENSMUSG00000057672	ENSMUST00000144258	8	-1	84396720	84420689	Pkn1	protein_coding
ENSMUSG00000005481	ENSMUST00000019576	8	1	84441806	84449977	Ddx39a	protein_coding
ENSMUSG00000005481	ENSMUST00000172396	8	1	84441901	84453521	Ddx39a	protein_coding
ENSMUSG00000005481	ENSMUST00000109810	8	1	84442177	84449977	Ddx39a	protein_coding
ENSMUSG00000002885	ENSMUST00000166939	8	-1	84449880	84467955	Adgre5	protein_coding
ENSMUSG00000002885	ENSMUST00000002964	8	-1	84449880	84467955	Adgre5	protein_coding
ENSMUSG00000002885	ENSMUST00000075843	8	-1	84449991	84467798	Adgre5	protein_coding
ENSMUSG00000002885	ENSMUST00000109802	8	-1	84449993	84467802	Adgre5	protein_coding
ENSMUSG00000013033	ENSMUST00000141158	8	1	84626734	84668583	Adgrl1	protein_coding
ENSMUSG00000013033	ENSMUST00000045393	8	1	84627344	84666640	Adgrl1	protein_coding
ENSMUSG00000013033	ENSMUST00000132500	8	1	84627364	84666616	Adgrl1	protein_coding
ENSMUSG00000013033	ENSMUST00000152978	8	1	84627364	84666616	Adgrl1	protein_coding
ENSMUSG00000013033	ENSMUST00000131717	8	1	84650780	84666640	Adgrl1	protein_coding
ENSMUSG00000013033	ENSMUST00000131018	8	1	84664284	84665494	Adgrl1	protein_coding
ENSMUSG00000005470	ENSMUST00000005607	8	1	84682136	84696826	Asf1b	protein_coding
ENSMUSG00000005469	ENSMUST00000005606	8	1	84699622	84723072	Prkaca	protein_coding
ENSMUSG00000005469	ENSMUST00000211558	8	1	84703512	84722223	Prkaca	protein_coding
ENSMUSG00000079003	ENSMUST00000095228	8	1	84724130	84727038	Samd1	protein_coding
ENSMUSG00000046408	ENSMUST00000060357	8	1	84728131	84731399	1700067K01Rik	protein_coding
ENSMUSG00000046408	ENSMUST00000239176	8	1	84728206	84731299	1700067K01Rik	protein_coding
ENSMUSG00000074217	ENSMUST00000190457	8	-1	84736851	84738787	Misp3	protein_coding
ENSMUSG00000074217	ENSMUST00000056686	8	-1	84736868	84738040	Misp3	protein_coding
ENSMUSG00000074217	ENSMUST00000188195	8	-1	84737396	84738040	Misp3	protein_coding
ENSMUSG00000074217	ENSMUST00000185457	8	-1	84738073	84738800	Misp3	protein_coding
ENSMUSG00000074217	ENSMUST00000191523	8	-1	84738081	84738785	Misp3	protein_coding
ENSMUSG00000047986	ENSMUST00000055077	8	1	84748100	84756924	Palm3	protein_coding
ENSMUSG00000005465	ENSMUST00000005601	8	-1	84756923	84769218	Il27ra	protein_coding
ENSMUSG00000045232	ENSMUST00000061923	8	-1	84769558	84771629	Rln3	protein_coding
ENSMUSG00000074215	ENSMUST00000098592	8	-1	84790190	84791766	Gm10643	protein_coding
ENSMUSG00000031706	ENSMUST00000211046	8	1	84793463	84823088	Rfx1	protein_coding
ENSMUSG00000031706	ENSMUST00000005600	8	1	84793465	84823621	Rfx1	protein_coding
ENSMUSG00000037103	ENSMUST00000041367	8	-1	84823701	84831391	Dcaf15	protein_coding
ENSMUSG00000037103	ENSMUST00000210279	8	-1	84823701	84831392	Dcaf15	protein_coding
ENSMUSG00000012889	ENSMUST00000093380	8	1	84852618	84859156	Podnl1	protein_coding
ENSMUSG00000036686	ENSMUST00000117424	8	-1	84859457	84874494	Cc2d1a	protein_coding
ENSMUSG00000036686	ENSMUST00000040383	8	-1	84859457	84874565	Cc2d1a	protein_coding
ENSMUSG00000008129	ENSMUST00000143833	8	1	84874654	84888976	Brme1	protein_coding
ENSMUSG00000008129	ENSMUST00000118856	8	1	84874788	84899219	Brme1	protein_coding
ENSMUSG00000008129	ENSMUST00000093375	8	1	84874881	84899218	Brme1	protein_coding
ENSMUSG00000056155	ENSMUST00000070102	8	-1	84900362	84903181	Nanos3	protein_coding
ENSMUSG00000056155	ENSMUST00000210202	8	-1	84900388	84903181	Nanos3	protein_coding
ENSMUSG00000035671	ENSMUST00000039480	8	-1	84937307	84963684	Zswim4	protein_coding
ENSMUSG00000019362	ENSMUST00000019506	8	-1	84972867	84976348	D8Ertd738e	protein_coding
ENSMUSG00000004996	ENSMUST00000126435	8	-1	84976535	84983953	Mri1	protein_coding
ENSMUSG00000004996	ENSMUST00000125498	8	-1	84977651	84983042	Mri1	protein_coding
ENSMUSG00000004994	ENSMUST00000098578	8	-1	84984424	84997009	Ccdc130	protein_coding
ENSMUSG00000004994	ENSMUST00000005120	8	-1	84984930	84996976	Ccdc130	protein_coding
ENSMUSG00000004994	ENSMUST00000163993	8	-1	84990535	84996999	Ccdc130	protein_coding
ENSMUSG00000034656	ENSMUST00000238701	8	1	85065268	85366875	Cacna1a	protein_coding
ENSMUSG00000034656	ENSMUST00000121390	8	1	85141993	85366875	Cacna1a	protein_coding
ENSMUSG00000034656	ENSMUST00000122053	8	1	85142006	85366692	Cacna1a	protein_coding
ENSMUSG00000034656	ENSMUST00000215756	8	1	85142413	85366875	Cacna1a	protein_coding
ENSMUSG00000034656	ENSMUST00000238337	8	1	85327123	85366875	Cacna1a	protein_coding
ENSMUSG00000034656	ENSMUST00000153691	8	1	85328602	85344526	Cacna1a	protein_coding
ENSMUSG00000053560	ENSMUST00000060427	8	-1	85387960	85389483	Ier2	protein_coding
ENSMUSG00000001910	ENSMUST00000001975	8	-1	85397108	85414531	Nacc1	protein_coding
ENSMUSG00000001910	ENSMUST00000238434	8	-1	85399769	85403624	Nacc1	protein_coding
ENSMUSG00000001910	ENSMUST00000238301	8	-1	85403204	85413782	Nacc1	protein_coding
ENSMUSG00000001910	ENSMUST00000238449	8	-1	85403313	85414220	Nacc1	protein_coding
ENSMUSG00000001910	ENSMUST00000238687	8	-1	85403681	85414220	Nacc1	protein_coding
ENSMUSG00000001909	ENSMUST00000177531	8	1	85412968	85417951	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000001974	8	1	85415495	85426437	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000109767	8	1	85415876	85426416	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000177084	8	1	85415886	85422159	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000109768	8	1	85415893	85426415	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000152301	8	1	85415901	85421930	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000177423	8	1	85415915	85422102	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000125370	8	1	85416093	85426414	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000175784	8	1	85416106	85421868	Trmt1	protein_coding
ENSMUSG00000001909	ENSMUST00000136423	8	1	85425027	85426415	Trmt1	protein_coding
ENSMUSG00000034041	ENSMUST00000238364	8	1	85428078	85429572	Lyl1	protein_coding
ENSMUSG00000034041	ENSMUST00000238562	8	1	85428111	85431569	Lyl1	protein_coding
ENSMUSG00000034041	ENSMUST00000037165	8	1	85428173	85431345	Lyl1	protein_coding
ENSMUSG00000034041	ENSMUST00000238338	8	1	85428410	85430784	Lyl1	protein_coding
ENSMUSG00000001911	ENSMUST00000109764	8	-1	85431341	85500025	Nfix	protein_coding
ENSMUSG00000001911	ENSMUST00000076715	8	-1	85435243	85526769	Nfix	protein_coding
ENSMUSG00000001911	ENSMUST00000099070	8	-1	85435245	85526973	Nfix	protein_coding
ENSMUSG00000001911	ENSMUST00000109762	8	-1	85435255	85500998	Nfix	protein_coding
ENSMUSG00000001911	ENSMUST00000126806	8	-1	85440424	85526653	Nfix	protein_coding
ENSMUSG00000074203	ENSMUST00000098571	8	1	85449636	85453473	G430095P16Rik	protein_coding
ENSMUSG00000053226	ENSMUST00000065539	8	-1	85542033	85549452	Dand5	protein_coding
ENSMUSG00000033751	ENSMUST00000036734	8	1	85558151	85562111	Gadd45gip1	protein_coding
ENSMUSG00000003813	ENSMUST00000144675	8	-1	85560648	85564676	Rad23a	protein_coding
ENSMUSG00000003813	ENSMUST00000003911	8	-1	85561281	85567270	Rad23a	protein_coding
ENSMUSG00000003813	ENSMUST00000109761	8	-1	85561540	85567294	Rad23a	protein_coding
ENSMUSG00000003813	ENSMUST00000128035	8	-1	85562249	85567294	Rad23a	protein_coding
ENSMUSG00000003814	ENSMUST00000003912	8	-1	85568479	85573563	Calr	protein_coding
ENSMUSG00000003808	ENSMUST00000003906	8	1	85583618	85595886	Farsa	protein_coding
ENSMUSG00000003808	ENSMUST00000109754	8	1	85583646	85595886	Farsa	protein_coding
ENSMUSG00000003824	ENSMUST00000170296	8	1	85598740	85614075	Syce2	protein_coding
ENSMUSG00000003824	ENSMUST00000136026	8	1	85598740	85614850	Syce2	protein_coding
ENSMUSG00000003809	ENSMUST00000003907	8	-1	85613022	85620546	Gcdh	protein_coding
ENSMUSG00000003809	ENSMUST00000109745	8	-1	85613022	85620550	Gcdh	protein_coding
ENSMUSG00000003809	ENSMUST00000142748	8	-1	85619723	85620550	Gcdh	protein_coding
ENSMUSG00000054191	ENSMUST00000067060	8	1	85628557	85631920	Klf1	protein_coding
ENSMUSG00000054191	ENSMUST00000239392	8	1	85628557	85631924	Klf1	protein_coding
ENSMUSG00000003812	ENSMUST00000003910	8	1	85635189	85638098	Dnase2a	protein_coding
ENSMUSG00000003812	ENSMUST00000109744	8	1	85635189	85638337	Dnase2a	protein_coding
ENSMUSG00000003812	ENSMUST00000145292	8	1	85635319	85636554	Dnase2a	protein_coding
ENSMUSG00000003812	ENSMUST00000134569	8	1	85635360	85636593	Dnase2a	protein_coding
ENSMUSG00000053693	ENSMUST00000109741	8	-1	85638532	85663982	Mast1	protein_coding
ENSMUSG00000053693	ENSMUST00000119820	8	-1	85638537	85663988	Mast1	protein_coding
ENSMUSG00000048617	ENSMUST00000067472	8	1	85673620	85683232	Rtbdn	protein_coding
ENSMUSG00000048617	ENSMUST00000109740	8	1	85673620	85683232	Rtbdn	protein_coding
ENSMUSG00000048617	ENSMUST00000121880	8	1	85676489	85683232	Rtbdn	protein_coding
ENSMUSG00000048617	ENSMUST00000152378	8	1	85677810	85683140	Rtbdn	protein_coding
ENSMUSG00000052926	ENSMUST00000109738	8	-1	85683239	85692640	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000109736	8	-1	85683239	85696369	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000065049	8	-1	85684296	85692670	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000128972	8	-1	85684296	85692693	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000147812	8	-1	85684296	85696069	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000140561	8	-1	85692236	85696396	Rnaseh2a	protein_coding
ENSMUSG00000052926	ENSMUST00000130902	8	-1	85692581	85693505	Rnaseh2a	protein_coding
ENSMUSG00000111184	ENSMUST00000214133	8	-1	85694307	85696062	Gm49661	protein_coding
ENSMUSG00000005161	ENSMUST00000109734	8	1	85696216	85701463	Prdx2	protein_coding
ENSMUSG00000005161	ENSMUST00000005292	8	1	85696240	85701463	Prdx2	protein_coding
ENSMUSG00000005161	ENSMUST00000109733	8	1	85696396	85701463	Prdx2	protein_coding
ENSMUSG00000005161	ENSMUST00000125893	8	1	85696486	85698250	Prdx2	protein_coding
ENSMUSG00000005161	ENSMUST00000164807	8	1	85696868	85701289	Prdx2	protein_coding
ENSMUSG00000052837	ENSMUST00000064922	8	-1	85703539	85705347	Junb	protein_coding
ENSMUSG00000052566	ENSMUST00000209764	8	1	85717232	85729972	Hook2	protein_coding
ENSMUSG00000052566	ENSMUST00000064495	8	1	85717246	85729978	Hook2	protein_coding
ENSMUSG00000052566	ENSMUST00000210326	8	1	85717271	85726335	Hook2	protein_coding
ENSMUSG00000052819	ENSMUST00000209322	8	-1	85733831	85740220	Best2	protein_coding
ENSMUSG00000052819	ENSMUST00000059072	8	-1	85733831	85741037	Best2	protein_coding
ENSMUSG00000052819	ENSMUST00000209421	8	-1	85733831	85741160	Best2	protein_coding
ENSMUSG00000052456	ENSMUST00000064314	8	-1	85744560	85751910	Get3	protein_coding
ENSMUSG00000041203	ENSMUST00000047281	8	1	85753452	85756915	Trir	protein_coding
ENSMUSG00000031691	ENSMUST00000093360	8	1	85763544	85784209	Tnpo2	protein_coding
ENSMUSG00000031691	ENSMUST00000211601	8	1	85763797	85782299	Tnpo2	protein_coding
ENSMUSG00000031691	ENSMUST00000166592	8	1	85763797	85784212	Tnpo2	protein_coding
ENSMUSG00000031691	ENSMUST00000210945	8	1	85764243	85771126	Tnpo2	protein_coding
ENSMUSG00000008167	ENSMUST00000095220	8	1	85786684	85793750	Fbxw9	protein_coding
ENSMUSG00000095845	ENSMUST00000177563	8	-1	85794197	85794611	Gm5741	protein_coding
ENSMUSG00000060038	ENSMUST00000078665	8	1	85798386	85801791	Dhps	protein_coding
ENSMUSG00000005150	ENSMUST00000093357	8	-1	85801664	85807375	Wdr83	protein_coding
ENSMUSG00000005150	ENSMUST00000142201	8	-1	85801666	85802736	Wdr83	protein_coding
ENSMUSG00000005150	ENSMUST00000152785	8	-1	85802457	85807302	Wdr83	protein_coding
ENSMUSG00000059355	ENSMUST00000079764	8	1	85807369	85808968	Wdr83os	protein_coding
ENSMUSG00000059355	ENSMUST00000140621	8	1	85807617	85808961	Wdr83os	protein_coding
ENSMUSG00000005142	ENSMUST00000034121	8	1	85809944	85824911	Man2b1	protein_coding
ENSMUSG00000074194	ENSMUST00000211109	8	-1	85835182	85849724	Zfp791	protein_coding
ENSMUSG00000074194	ENSMUST00000098550	8	-1	85836276	85846266	Zfp791	protein_coding
ENSMUSG00000062687	ENSMUST00000211617	8	1	85878553	85900251	Cks1brt	protein_coding
ENSMUSG00000062687	ENSMUST00000076896	8	1	85897951	85900251	Cks1brt	protein_coding
ENSMUSG00000051952	ENSMUST00000218663	8	1	85952617	85958138	Olfr371	protein_coding
ENSMUSG00000051952	ENSMUST00000070849	8	1	85957126	85958064	Olfr371	protein_coding
ENSMUSG00000031696	ENSMUST00000034131	8	-1	85987021	86026431	Vps35	protein_coding
ENSMUSG00000031697	ENSMUST00000211597	8	1	86026261	86030363	Orc6	protein_coding
ENSMUSG00000031697	ENSMUST00000211396	8	1	86026261	86031877	Orc6	protein_coding
ENSMUSG00000031697	ENSMUST00000170141	8	1	86026318	86034907	Orc6	protein_coding
ENSMUSG00000031697	ENSMUST00000034132	8	1	86026420	86034700	Orc6	protein_coding
ENSMUSG00000031698	ENSMUST00000034133	8	-1	86050932	86091953	Mylk3	protein_coding
ENSMUSG00000031698	ENSMUST00000122452	8	-1	86051076	86107607	Mylk3	protein_coding
ENSMUSG00000031698	ENSMUST00000121972	8	-1	86053682	86091976	Mylk3	protein_coding
ENSMUSG00000031698	ENSMUST00000137290	8	-1	86085877	86112974	Mylk3	protein_coding
ENSMUSG00000036934	ENSMUST00000047749	8	-1	86135388	86159462	4921524J17Rik	protein_coding
ENSMUSG00000031700	ENSMUST00000034136	8	1	86219205	86254189	Gpt2	protein_coding
ENSMUSG00000031701	ENSMUST00000034138	8	-1	86264262	86281973	Dnaja2	protein_coding
ENSMUSG00000036902	ENSMUST00000109686	8	-1	86363217	86417602	Neto2	protein_coding
ENSMUSG00000036902	ENSMUST00000209479	8	-1	86363866	86427383	Neto2	protein_coding
ENSMUSG00000036902	ENSMUST00000216286	8	-1	86366061	86427553	Neto2	protein_coding
ENSMUSG00000031703	ENSMUST00000034140	8	-1	86444207	86567550	Itfg1	protein_coding
ENSMUSG00000036879	ENSMUST00000053771	8	1	86567631	86788005	Phkb	protein_coding
ENSMUSG00000036879	ENSMUST00000161850	8	1	86567645	86648779	Phkb	protein_coding
ENSMUSG00000036879	ENSMUST00000162464	8	1	86569416	86623166	Phkb	protein_coding
ENSMUSG00000036879	ENSMUST00000160731	8	1	86744061	86757020	Phkb	protein_coding
ENSMUSG00000036872	ENSMUST00000131423	8	-1	87231208	87307315	Abcc12	protein_coding
ENSMUSG00000036872	ENSMUST00000080115	8	-1	87231470	87293219	Abcc12	protein_coding
ENSMUSG00000036872	ENSMUST00000152438	8	-1	87260590	87307315	Abcc12	protein_coding
ENSMUSG00000047866	ENSMUST00000034141	8	1	87350672	87443259	Lonp2	protein_coding
ENSMUSG00000047866	ENSMUST00000122188	8	1	87350734	87443259	Lonp2	protein_coding
ENSMUSG00000047866	ENSMUST00000121673	8	1	87378197	87443260	Lonp2	protein_coding
ENSMUSG00000036840	ENSMUST00000045296	8	-1	87450635	87472562	Siah1a	protein_coding
ENSMUSG00000031652	ENSMUST00000034074	8	-1	87567767	87611886	N4bp1	protein_coding
ENSMUSG00000031654	ENSMUST00000034076	8	-1	88195033	88199237	Cbln1	protein_coding
ENSMUSG00000031654	ENSMUST00000169693	8	-1	88195866	88199014	Cbln1	protein_coding
ENSMUSG00000069971	ENSMUST00000093342	8	1	88290481	88316052	4933402J07Rik	protein_coding
ENSMUSG00000045333	ENSMUST00000165770	8	-1	88388438	88531067	Zfp423	protein_coding
ENSMUSG00000045333	ENSMUST00000109655	8	-1	88388438	88686223	Zfp423	protein_coding
ENSMUSG00000045333	ENSMUST00000052250	8	-1	88388440	88622363	Zfp423	protein_coding
ENSMUSG00000045333	ENSMUST00000174764	8	-1	88509620	88680490	Zfp423	protein_coding
ENSMUSG00000045333	ENSMUST00000174249	8	-1	88509775	88530451	Zfp423	protein_coding
ENSMUSG00000036810	ENSMUST00000095214	8	1	88845397	88861734	Cnep1r1	protein_coding
ENSMUSG00000036810	ENSMUST00000121097	8	1	88845428	88858315	Cnep1r1	protein_coding
ENSMUSG00000036810	ENSMUST00000117775	8	1	88845435	88857698	Cnep1r1	protein_coding
ENSMUSG00000031657	ENSMUST00000034079	8	1	88864483	88898655	Heatr3	protein_coding
ENSMUSG00000031657	ENSMUST00000121949	8	1	88864484	88898625	Heatr3	protein_coding
ENSMUSG00000036779	ENSMUST00000066748	8	1	88925841	88986344	Tent4b	protein_coding
ENSMUSG00000036779	ENSMUST00000119033	8	1	88925841	88986350	Tent4b	protein_coding
ENSMUSG00000036779	ENSMUST00000118952	8	1	88925842	88986350	Tent4b	protein_coding
ENSMUSG00000036779	ENSMUST00000154115	8	1	88978600	88984039	Tent4b	protein_coding
ENSMUSG00000031659	ENSMUST00000169037	8	1	88999031	89055667	Adcy7	protein_coding
ENSMUSG00000031659	ENSMUST00000168545	8	1	89009620	89056590	Adcy7	protein_coding
ENSMUSG00000031659	ENSMUST00000171456	8	1	89015775	89056589	Adcy7	protein_coding
ENSMUSG00000031659	ENSMUST00000098521	8	1	89020863	89056589	Adcy7	protein_coding
ENSMUSG00000031660	ENSMUST00000034085	8	-1	89057687	89088822	Brd7	protein_coding
ENSMUSG00000031661	ENSMUST00000034086	8	1	89247982	89320246	Nkd1	protein_coding
ENSMUSG00000031661	ENSMUST00000169179	8	1	89254281	89321512	Nkd1	protein_coding
ENSMUSG00000031661	ENSMUST00000211113	8	1	89309433	89318965	Nkd1	protein_coding
ENSMUSG00000031662	ENSMUST00000034087	8	-1	89353191	89362756	Snx20	protein_coding
ENSMUSG00000055994	ENSMUST00000118370	8	1	89373943	89415102	Nod2	protein_coding
ENSMUSG00000055994	ENSMUST00000054324	8	1	89373943	89415102	Nod2	protein_coding
ENSMUSG00000055994	ENSMUST00000109634	8	1	89377969	89415102	Nod2	protein_coding
ENSMUSG00000036712	ENSMUST00000043526	8	1	89423656	89478573	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000211554	8	1	89423675	89475083	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000209532	8	1	89423688	89478573	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000209559	8	1	89423703	89475083	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000209206	8	1	89428934	89475077	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000109626	8	1	89431850	89478573	Cyld	protein_coding
ENSMUSG00000036712	ENSMUST00000098519	8	1	89431850	89478573	Cyld	protein_coding
