ENSMUSG00000046201	ENSMUST00000232048	17	1	3165524	3209620	Scaf8	protein_coding
ENSMUSG00000079557	ENSMUST00000173329	17	-1	33913191	33937631	Marchf2	protein_coding
ENSMUSG00000079557	ENSMUST00000174040	17	-1	33915000	33937565	Marchf2	protein_coding
ENSMUSG00000079557	ENSMUST00000173392	17	-1	33922113	33932355	Marchf2	protein_coding
ENSMUSG00000077450	ENSMUST00000057373	17	-1	33961458	33979504	Rab11b	protein_coding
ENSMUSG00000077450	ENSMUST00000173860	17	-1	33965724	33979280	Rab11b	protein_coding
ENSMUSG00000077450	ENSMUST00000172894	17	-1	33965807	33968819	Rab11b	protein_coding
ENSMUSG00000002289	ENSMUST00000002360	17	-1	33992724	34000804	Angptl4	protein_coding
ENSMUSG00000042099	ENSMUST00000048560	17	1	34029494	34041892	Kank3	protein_coding
ENSMUSG00000042099	ENSMUST00000172649	17	1	34029497	34041888	Kank3	protein_coding
ENSMUSG00000042099	ENSMUST00000173789	17	1	34029497	34041891	Kank3	protein_coding
ENSMUSG00000067288	ENSMUST00000173019	17	-1	34038001	34043466	Rps28	protein_coding
ENSMUSG00000042099	ENSMUST00000174608	17	1	34041117	34041891	Kank3	protein_coding
ENSMUSG00000067288	ENSMUST00000087342	17	-1	34042010	34043536	Rps28	protein_coding
ENSMUSG00000067288	ENSMUST00000173879	17	-1	34042011	34043320	Rps28	protein_coding
ENSMUSG00000067288	ENSMUST00000173844	17	-1	34042024	34043536	Rps28	protein_coding
ENSMUSG00000067288	ENSMUST00000166693	17	-1	34042026	34043450	Rps28	protein_coding
ENSMUSG00000041881	ENSMUST00000048249	17	1	34043546	34057291	Ndufa7	protein_coding
ENSMUSG00000002308	ENSMUST00000002379	17	1	34062065	34068748	Cd320	protein_coding
ENSMUSG00000002308	ENSMUST00000087559	17	1	34062400	34067725	Cd320	protein_coding
ENSMUSG00000115113	ENSMUST00000226885	17	1	34092811	34093056	Smim40-ps	protein_coding
ENSMUSG00000079553	ENSMUST00000173492	17	-1	34094633	34109635	Kifc1	protein_coding
ENSMUSG00000079553	ENSMUST00000173982	17	-1	34094642	34102200	Kifc1	protein_coding
ENSMUSG00000079553	ENSMUST00000114361	17	-1	34094642	34109607	Kifc1	protein_coding
ENSMUSG00000079553	ENSMUST00000173386	17	-1	34103614	34109513	Kifc1	protein_coding
ENSMUSG00000092349	ENSMUST00000172817	17	1	34124109	34125649	Smim40	protein_coding
ENSMUSG00000002307	ENSMUST00000173028	17	1	34128388	34130397	Daxx	protein_coding
ENSMUSG00000002307	ENSMUST00000079421	17	1	34128419	34134564	Daxx	protein_coding
ENSMUSG00000002307	ENSMUST00000173626	17	1	34128472	34130486	Daxx	protein_coding
ENSMUSG00000002307	ENSMUST00000170075	17	1	34128575	34134556	Daxx	protein_coding
ENSMUSG00000002307	ENSMUST00000174541	17	1	34129251	34130604	Daxx	protein_coding
ENSMUSG00000002307	ENSMUST00000174146	17	1	34131724	34132973	Daxx	protein_coding
ENSMUSG00000024308	ENSMUST00000172619	17	1	34134873	34139389	Tapbp	protein_coding
ENSMUSG00000051390	ENSMUST00000174463	17	1	34134878	34136116	Zbtb22	protein_coding
ENSMUSG00000051390	ENSMUST00000053429	17	1	34135145	34138299	Zbtb22	protein_coding
ENSMUSG00000024308	ENSMUST00000234582	17	1	34135160	34138945	Tapbp	protein_coding
ENSMUSG00000024308	ENSMUST00000025161	17	1	34138306	34148266	Tapbp	protein_coding
ENSMUSG00000024308	ENSMUST00000234247	17	1	34138611	34148265	Tapbp	protein_coding
ENSMUSG00000024308	ENSMUST00000234320	17	1	34138802	34139366	Tapbp	protein_coding
ENSMUSG00000041354	ENSMUST00000047503	17	1	34148556	34156661	Rgl2	protein_coding
ENSMUSG00000041354	ENSMUST00000173266	17	1	34148878	34151180	Rgl2	protein_coding
ENSMUSG00000041354	ENSMUST00000234226	17	1	34149866	34151487	Rgl2	protein_coding
ENSMUSG00000041354	ENSMUST00000173284	17	1	34152899	34156198	Rgl2	protein_coding
ENSMUSG00000024309	ENSMUST00000025163	17	-1	34157795	34159317	Pfdn6	protein_coding
ENSMUSG00000024309	ENSMUST00000174048	17	-1	34157893	34159299	Pfdn6	protein_coding
ENSMUSG00000024309	ENSMUST00000179418	17	-1	34157897	34159284	Pfdn6	protein_coding
ENSMUSG00000024309	ENSMUST00000174426	17	-1	34157920	34159304	Pfdn6	protein_coding
ENSMUSG00000024309	ENSMUST00000173678	17	-1	34158332	34159305	Pfdn6	protein_coding
ENSMUSG00000024312	ENSMUST00000025170	17	1	34159634	34168671	Wdr46	protein_coding
ENSMUSG00000024312	ENSMUST00000234334	17	1	34159951	34164332	Wdr46	protein_coding
ENSMUSG00000067370	ENSMUST00000087543	17	-1	34168883	34170462	B3galt4	protein_coding
ENSMUSG00000008668	ENSMUST00000174609	17	-1	34170973	34174637	Rps18	protein_coding
ENSMUSG00000008668	ENSMUST00000008812	17	-1	34170973	34174651	Rps18	protein_coding
ENSMUSG00000024319	ENSMUST00000025178	17	1	34174786	34186009	Vps52	protein_coding
ENSMUSG00000024319	ENSMUST00000173196	17	1	34174889	34184947	Vps52	protein_coding
ENSMUSG00000061232	ENSMUST00000172912	17	-1	34214991	34219263	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000236740	17	-1	34214998	34219279	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000236469	17	-1	34215007	34216459	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000025181	17	-1	34215027	34219321	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000235463	17	-1	34215375	34218301	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000087189	17	-1	34215431	34219231	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000238098	17	-1	34215449	34219225	H2-K1	protein_coding
ENSMUSG00000061232	ENSMUST00000173075	17	-1	34216337	34219255	H2-K1	protein_coding
ENSMUSG00000024325	ENSMUST00000025183	17	-1	34239766	34243654	Ring1	protein_coding
ENSMUSG00000073422	ENSMUST00000236627	17	-1	34245007	34247016	H2-Ke6	protein_coding
ENSMUSG00000073422	ENSMUST00000237759	17	-1	34245007	34247028	H2-Ke6	protein_coding
ENSMUSG00000073422	ENSMUST00000045467	17	-1	34245007	34247030	H2-Ke6	protein_coding
ENSMUSG00000073422	ENSMUST00000174399	17	-1	34245382	34246837	H2-Ke6	protein_coding
ENSMUSG00000073422	ENSMUST00000114303	17	-1	34245643	34247034	H2-Ke6	protein_coding
ENSMUSG00000024327	ENSMUST00000025186	17	-1	34247243	34250594	Slc39a7	protein_coding
ENSMUSG00000024327	ENSMUST00000169397	17	-1	34247770	34250636	Slc39a7	protein_coding
ENSMUSG00000024327	ENSMUST00000171872	17	-1	34249660	34250474	Slc39a7	protein_coding
ENSMUSG00000039656	ENSMUST00000044858	17	1	34250786	34257371	Rxrb	protein_coding
ENSMUSG00000039656	ENSMUST00000174299	17	1	34250826	34257373	Rxrb	protein_coding
ENSMUSG00000039656	ENSMUST00000173354	17	1	34251170	34257369	Rxrb	protein_coding
ENSMUSG00000039656	ENSMUST00000116612	17	1	34251375	34257367	Rxrb	protein_coding
ENSMUSG00000024330	ENSMUST00000087497	17	1	34258411	34285659	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000131134	17	1	34258446	34284782	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000235819	17	1	34258446	34284782	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000114255	17	1	34258446	34284782	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000114252	17	1	34258446	34284782	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000237989	17	1	34258446	34284782	Col11a2	protein_coding
ENSMUSG00000024330	ENSMUST00000237490	17	1	34258629	34284782	Col11a2	protein_coding
ENSMUSG00000024334	ENSMUST00000025192	17	1	34311314	34314208	H2-Oa	protein_coding
ENSMUSG00000024335	ENSMUST00000114242	17	-1	34330997	34340721	Brd2	protein_coding
ENSMUSG00000024335	ENSMUST00000025193	17	-1	34330997	34341574	Brd2	protein_coding
ENSMUSG00000024335	ENSMUST00000095347	17	-1	34331337	34337463	Brd2	protein_coding
ENSMUSG00000024335	ENSMUST00000173032	17	-1	34332735	34333951	Brd2	protein_coding
ENSMUSG00000024335	ENSMUST00000151986	17	-1	34333059	34340962	Brd2	protein_coding
ENSMUSG00000037649	ENSMUST00000042121	17	1	34341806	34358075	H2-DMa	protein_coding
ENSMUSG00000037649	ENSMUST00000236322	17	1	34354602	34358074	H2-DMa	protein_coding
ENSMUSG00000037649	ENSMUST00000237402	17	1	34354628	34358052	H2-DMa	protein_coding
ENSMUSG00000037548	ENSMUST00000236519	17	1	34362281	34370529	H2-DMb2	protein_coding
ENSMUSG00000037548	ENSMUST00000041982	17	1	34364210	34370527	H2-DMb2	protein_coding
ENSMUSG00000037548	ENSMUST00000171231	17	1	34364245	34370523	H2-DMb2	protein_coding
ENSMUSG00000079547	ENSMUST00000114232	17	1	34372046	34379204	H2-DMb1	protein_coding
ENSMUSG00000096727	ENSMUST00000174576	17	-1	34400961	34406738	Psmb9	protein_coding
ENSMUSG00000096727	ENSMUST00000171321	17	-1	34401010	34402705	Psmb9	protein_coding
ENSMUSG00000096727	ENSMUST00000173831	17	-1	34403256	34406193	Psmb9	protein_coding
ENSMUSG00000037321	ENSMUST00000170086	17	1	34406527	34416199	Tap1	protein_coding
ENSMUSG00000037321	ENSMUST00000041633	17	1	34406776	34416193	Tap1	protein_coding
ENSMUSG00000037321	ENSMUST00000171148	17	1	34409726	34412542	Tap1	protein_coding
ENSMUSG00000024338	ENSMUST00000173441	17	1	34416695	34420179	Psmb8	protein_coding
ENSMUSG00000024338	ENSMUST00000025196	17	1	34416764	34420428	Psmb8	protein_coding
ENSMUSG00000024338	ENSMUST00000236331	17	1	34418328	34420240	Psmb8	protein_coding
ENSMUSG00000024339	ENSMUST00000025197	17	1	34422501	34435295	Tap2	protein_coding
ENSMUSG00000024339	ENSMUST00000138491	17	1	34423054	34424342	Tap2	protein_coding
ENSMUSG00000024339	ENSMUST00000131105	17	1	34424074	34424541	Tap2	protein_coding
ENSMUSG00000041538	ENSMUST00000095342	17	1	34457877	34464880	H2-Ob	protein_coding
ENSMUSG00000041538	ENSMUST00000167280	17	1	34457905	34464772	H2-Ob	protein_coding
ENSMUSG00000041538	ENSMUST00000236838	17	1	34457920	34468283	H2-Ob	protein_coding
ENSMUSG00000073421	ENSMUST00000040828	17	1	34482183	34488393	H2-Ab1	protein_coding
ENSMUSG00000073421	ENSMUST00000237342	17	1	34482224	34486591	H2-Ab1	protein_coding
ENSMUSG00000073421	ENSMUST00000237866	17	1	34482224	34488384	H2-Ab1	protein_coding
ENSMUSG00000036594	ENSMUST00000040655	17	-1	34501718	34506797	H2-Aa	protein_coding
ENSMUSG00000036594	ENSMUST00000174751	17	-1	34501739	34506765	H2-Aa	protein_coding
ENSMUSG00000060586	ENSMUST00000235530	17	1	34524841	34535648	H2-Eb1	protein_coding
ENSMUSG00000060586	ENSMUST00000074557	17	1	34524991	34535173	H2-Eb1	protein_coding
ENSMUSG00000067341	ENSMUST00000050325	17	1	34544639	34560386	H2-Eb2	protein_coding
ENSMUSG00000024340	ENSMUST00000178562	17	1	34573796	34588466	Btnl2	protein_coding
ENSMUSG00000024340	ENSMUST00000025198	17	1	34573796	34588469	Btnl2	protein_coding
ENSMUSG00000062638	ENSMUST00000080254	17	1	34596106	34605002	Btnl1	protein_coding
ENSMUSG00000057246	ENSMUST00000114175	17	1	34617794	34679708	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000139063	17	1	34617795	34664472	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000078615	17	1	34617795	34679708	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000142317	17	1	34636398	34658831	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000135217	17	1	34637031	34640886	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000223765	17	1	34640827	34678973	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000223957	17	1	34640844	34667791	BC051142	protein_coding
ENSMUSG00000057246	ENSMUST00000097348	17	1	34667294	34679411	BC051142	protein_coding
ENSMUSG00000058435	ENSMUST00000065841	17	-1	34688016	34694911	Btnl4	protein_coding
ENSMUSG00000092618	ENSMUST00000075483	17	-1	34726909	34736326	Btnl6	protein_coding
ENSMUSG00000015468	ENSMUST00000015612	17	1	34783242	34807477	Notch4	protein_coding
ENSMUSG00000034786	ENSMUST00000038244	17	1	34808780	34810728	Gpsm3	protein_coding
ENSMUSG00000034786	ENSMUST00000173772	17	1	34809205	34810614	Gpsm3	protein_coding
ENSMUSG00000034673	ENSMUST00000173328	17	1	34810240	34815581	Pbx2	protein_coding
ENSMUSG00000034673	ENSMUST00000038149	17	1	34811237	34816374	Pbx2	protein_coding
ENSMUSG00000034673	ENSMUST00000183827	17	1	34811708	34815390	Pbx2	protein_coding
ENSMUSG00000034673	ENSMUST00000174532	17	1	34812369	34813357	Pbx2	protein_coding
ENSMUSG00000015452	ENSMUST00000015596	17	1	34816836	34819906	Ager	protein_coding
ENSMUSG00000015452	ENSMUST00000174496	17	1	34816836	34819910	Ager	protein_coding
ENSMUSG00000015452	ENSMUST00000173992	17	1	34816868	34819870	Ager	protein_coding
ENSMUSG00000015478	ENSMUST00000015622	17	-1	34820065	34822664	Rnf5	protein_coding
ENSMUSG00000034254	ENSMUST00000174041	17	1	34823236	34830671	Agpat1	protein_coding
ENSMUSG00000034254	ENSMUST00000173242	17	1	34823818	34830370	Agpat1	protein_coding
ENSMUSG00000034254	ENSMUST00000037489	17	1	34824835	34832423	Agpat1	protein_coding
ENSMUSG00000034254	ENSMUST00000114140	17	1	34827988	34832422	Agpat1	protein_coding
ENSMUSG00000034254	ENSMUST00000174595	17	1	34828579	34832392	Agpat1	protein_coding
ENSMUSG00000015467	ENSMUST00000097345	17	-1	34832324	34834945	Egfl8	protein_coding
ENSMUSG00000015467	ENSMUST00000015611	17	-1	34832328	34834945	Egfl8	protein_coding
ENSMUSG00000015467	ENSMUST00000168353	17	-1	34832751	34834762	Egfl8	protein_coding
ENSMUSG00000015474	ENSMUST00000171121	17	-1	34835636	34846409	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000064953	17	-1	34835637	34846351	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000171376	17	-1	34835638	34846122	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000168391	17	-1	34836203	34846459	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000169067	17	-1	34836203	34846499	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000166040	17	-1	34836203	34847013	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000169969	17	-1	34836288	34845902	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000167097	17	-1	34841825	34847484	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000170345	17	-1	34842021	34846400	Ppt2	protein_coding
ENSMUSG00000015474	ENSMUST00000169287	17	-1	34845463	34846124	Ppt2	protein_coding
ENSMUSG00000015476	ENSMUST00000015620	17	1	34848507	34852100	Prrt1	protein_coding
ENSMUSG00000033739	ENSMUST00000036720	17	1	34863738	34865298	Fkbpl	protein_coding
ENSMUSG00000033739	ENSMUST00000174796	17	1	34863815	34864296	Fkbpl	protein_coding
ENSMUSG00000015461	ENSMUST00000015605	17	1	34866120	34874048	Atf6b	protein_coding
ENSMUSG00000015461	ENSMUST00000173984	17	1	34866185	34873853	Atf6b	protein_coding
ENSMUSG00000033327	ENSMUST00000238967	17	1	34879431	34938601	Tnxb	protein_coding
ENSMUSG00000033327	ENSMUST00000168533	17	1	34889509	34938601	Tnxb	protein_coding
ENSMUSG00000033327	ENSMUST00000238305	17	1	34889509	34938789	Tnxb	protein_coding
ENSMUSG00000033327	ENSMUST00000087399	17	1	34889509	34938789	Tnxb	protein_coding
ENSMUSG00000073418	ENSMUST00000069507	17	-1	34947354	34962856	C4b	protein_coding
ENSMUSG00000024365	ENSMUST00000025223	17	-1	35020322	35023535	Cyp21a1	protein_coding
ENSMUSG00000061207	ENSMUST00000077477	17	-1	35042969	35055921	Stk19	protein_coding
ENSMUSG00000061207	ENSMUST00000159333	17	-1	35043058	35055441	Stk19	protein_coding
ENSMUSG00000040482	ENSMUST00000173874	17	1	35055995	35057624	Dxo	protein_coding
ENSMUSG00000040482	ENSMUST00000180043	17	1	35055995	35058162	Dxo	protein_coding
ENSMUSG00000040482	ENSMUST00000046244	17	1	35055995	35058209	Dxo	protein_coding
ENSMUSG00000040482	ENSMUST00000173995	17	1	35056224	35056953	Dxo	protein_coding
ENSMUSG00000040482	ENSMUST00000174092	17	1	35056375	35058113	Dxo	protein_coding
ENSMUSG00000040482	ENSMUST00000172612	17	1	35057300	35058113	Dxo	protein_coding
ENSMUSG00000040356	ENSMUST00000046022	17	-1	35058220	35069186	Skiv2l	protein_coding
ENSMUSG00000040356	ENSMUST00000173415	17	-1	35059578	35061841	Skiv2l	protein_coding
ENSMUSG00000024369	ENSMUST00000097343	17	1	35069367	35075345	Nelfe	protein_coding
ENSMUSG00000024369	ENSMUST00000173357	17	1	35069374	35075230	Nelfe	protein_coding
ENSMUSG00000024369	ENSMUST00000173065	17	1	35069384	35073065	Nelfe	protein_coding
ENSMUSG00000024369	ENSMUST00000165953	17	1	35069384	35075348	Nelfe	protein_coding
ENSMUSG00000090231	ENSMUST00000141295	17	-1	35075350	35078001	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000128767	17	-1	35075350	35081494	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000154526	17	-1	35075355	35081149	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000025229	17	-1	35075360	35081490	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000176203	17	-1	35075360	35081490	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000153400	17	-1	35075367	35077118	Cfb	protein_coding
ENSMUSG00000090231	ENSMUST00000176332	17	-1	35075388	35078286	Cfb	protein_coding
ENSMUSG00000092511	ENSMUST00000146299	17	-1	35075388	35101018	Gm20547	protein_coding
ENSMUSG00000092511	ENSMUST00000129891	17	-1	35075402	35091483	Gm20547	protein_coding
ENSMUSG00000024371	ENSMUST00000152417	17	-1	35081580	35101002	C2	protein_coding
ENSMUSG00000024371	ENSMUST00000025230	17	-1	35081581	35101076	C2	protein_coding
ENSMUSG00000024371	ENSMUST00000148431	17	-1	35081582	35114523	C2	protein_coding
ENSMUSG00000024371	ENSMUST00000134300	17	-1	35082648	35083388	C2	protein_coding
ENSMUSG00000049823	ENSMUST00000173093	17	1	35098459	35114421	Zbtb12	protein_coding
ENSMUSG00000049823	ENSMUST00000052778	17	1	35113535	35115843	Zbtb12	protein_coding
ENSMUSG00000013787	ENSMUST00000114033	17	1	35117445	35133027	Ehmt2	protein_coding
ENSMUSG00000013787	ENSMUST00000078061	17	1	35117475	35133023	Ehmt2	protein_coding
ENSMUSG00000013787	ENSMUST00000097342	17	1	35117930	35133020	Ehmt2	protein_coding
ENSMUSG00000013787	ENSMUST00000013931	17	1	35117947	35133027	Ehmt2	protein_coding
ENSMUSG00000013787	ENSMUST00000124846	17	1	35124978	35127534	Ehmt2	protein_coding
ENSMUSG00000013787	ENSMUST00000172921	17	1	35126376	35127778	Ehmt2	protein_coding
ENSMUSG00000007034	ENSMUST00000007249	17	1	35133446	35149332	Slc44a4	protein_coding
ENSMUSG00000007034	ENSMUST00000169230	17	1	35136695	35149412	Slc44a4	protein_coding
ENSMUSG00000007038	ENSMUST00000007253	17	1	35150229	35154897	Neu1	protein_coding
ENSMUSG00000090877	ENSMUST00000172753	17	-1	35175412	35178214	Hspa1b	protein_coding
ENSMUSG00000091971	ENSMUST00000087328	17	-1	35188166	35191132	Hspa1a	protein_coding
ENSMUSG00000092609	ENSMUST00000173680	17	1	35188888	35191112	Gm20481	protein_coding
ENSMUSG00000007033	ENSMUST00000007248	17	1	35191679	35198261	Hspa1l	protein_coding
ENSMUSG00000007050	ENSMUST00000114011	17	1	35200856	35204867	Lsm2	protein_coding
ENSMUSG00000007050	ENSMUST00000007266	17	1	35201105	35204867	Lsm2	protein_coding
ENSMUSG00000007050	ENSMUST00000173004	17	1	35201135	35204865	Lsm2	protein_coding
ENSMUSG00000007029	ENSMUST00000087315	17	1	35219963	35235298	Vars	protein_coding
ENSMUSG00000007029	ENSMUST00000173584	17	1	35220027	35235006	Vars	protein_coding
ENSMUSG00000007029	ENSMUST00000174260	17	1	35220293	35223778	Vars	protein_coding
ENSMUSG00000007029	ENSMUST00000172570	17	1	35221633	35223828	Vars	protein_coding
ENSMUSG00000007029	ENSMUST00000173142	17	1	35232803	35234023	Vars	protein_coding
ENSMUSG00000007030	ENSMUST00000007245	17	1	35235555	35245717	Vwa7	protein_coding
ENSMUSG00000007030	ENSMUST00000172499	17	1	35235614	35245496	Vwa7	protein_coding
ENSMUSG00000036185	ENSMUST00000040151	17	-1	35244953	35246992	Sapcd1	protein_coding
ENSMUSG00000007035	ENSMUST00000007250	17	-1	35247581	35265598	Msh5	protein_coding
ENSMUSG00000007035	ENSMUST00000097338	17	-1	35247581	35265702	Msh5	protein_coding
ENSMUSG00000007041	ENSMUST00000007257	17	1	35268942	35277725	Clic1	protein_coding
ENSMUSG00000007039	ENSMUST00000007255	17	1	35278011	35281067	Ddah2	protein_coding
ENSMUSG00000007039	ENSMUST00000174493	17	1	35278077	35281071	Ddah2	protein_coding
ENSMUSG00000007039	ENSMUST00000173520	17	1	35278792	35279882	Ddah2	protein_coding
ENSMUSG00000073414	ENSMUST00000097337	17	-1	35281669	35285160	Mpig6b	protein_coding
ENSMUSG00000073414	ENSMUST00000174190	17	-1	35283308	35285146	Mpig6b	protein_coding
ENSMUSG00000092586	ENSMUST00000173207	17	1	35284364	35288601	Ly6g6c	protein_coding
ENSMUSG00000092586	ENSMUST00000173478	17	1	35286301	35289026	Ly6g6c	protein_coding
ENSMUSG00000092586	ENSMUST00000174876	17	1	35286366	35288510	Ly6g6c	protein_coding
ENSMUSG00000073413	ENSMUST00000007259	17	-1	35290419	35293476	Ly6g6d	protein_coding
ENSMUSG00000013766	ENSMUST00000172494	17	1	35295878	35297270	Ly6g6e	protein_coding
ENSMUSG00000013766	ENSMUST00000172678	17	1	35295907	35297526	Ly6g6e	protein_coding
ENSMUSG00000013766	ENSMUST00000013910	17	1	35295913	35297780	Ly6g6e	protein_coding
ENSMUSG00000013766	ENSMUST00000172959	17	1	35296131	35297261	Ly6g6e	protein_coding
ENSMUSG00000034923	ENSMUST00000038507	17	-1	35299456	35304586	Ly6g6f	protein_coding
ENSMUSG00000007036	ENSMUST00000007251	17	1	35308267	35321963	Abhd16a	protein_coding
ENSMUSG00000034482	ENSMUST00000037849	17	1	35327255	35330967	Ly6g5c	protein_coding
ENSMUSG00000043807	ENSMUST00000172854	17	-1	35332924	35334404	Ly6g5b	protein_coding
ENSMUSG00000043807	ENSMUST00000062657	17	-1	35332958	35334404	Ly6g5b	protein_coding
ENSMUSG00000024387	ENSMUST00000173114	17	-1	35335172	35340405	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000174779	17	-1	35335174	35338751	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000025246	17	-1	35335174	35340262	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000174024	17	-1	35335176	35340149	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000173633	17	-1	35335218	35337048	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000172765	17	-1	35336672	35341029	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000174306	17	-1	35336971	35340006	Csnk2b	protein_coding
ENSMUSG00000024387	ENSMUST00000173915	17	-1	35338730	35340974	Csnk2b	protein_coding
ENSMUSG00000092417	ENSMUST00000173380	17	1	35340431	35342277	Gpank1	protein_coding
ENSMUSG00000092417	ENSMUST00000173043	17	1	35340458	35342635	Gpank1	protein_coding
ENSMUSG00000092417	ENSMUST00000165306	17	1	35340459	35343790	Gpank1	protein_coding
ENSMUSG00000092417	ENSMUST00000052167	17	1	35341928	35343782	Gpank1	protein_coding
ENSMUSG00000043311	ENSMUST00000061859	17	1	35345362	35347831	D17H6S53E	protein_coding
ENSMUSG00000024391	ENSMUST00000025249	17	-1	35347973	35351026	Apom	protein_coding
ENSMUSG00000024392	ENSMUST00000166426	17	1	35354154	35366281	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000025250	17	1	35354154	35366298	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000172571	17	1	35354181	35366282	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000173491	17	1	35354204	35359285	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000173535	17	1	35354462	35361571	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000173952	17	1	35354486	35359348	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000174478	17	1	35354694	35357681	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000174281	17	1	35354706	35365325	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000173550	17	1	35354720	35366296	Bag6	protein_coding
ENSMUSG00000024392	ENSMUST00000172993	17	1	35364864	35366295	Bag6	protein_coding
ENSMUSG00000024393	ENSMUST00000025253	17	-1	35368052	35383873	Prrc2a	protein_coding
ENSMUSG00000024393	ENSMUST00000174805	17	-1	35368064	35381945	Prrc2a	protein_coding
ENSMUSG00000024397	ENSMUST00000172693	17	-1	35389967	35391795	Aif1	protein_coding
ENSMUSG00000024397	ENSMUST00000173324	17	-1	35389968	35394977	Aif1	protein_coding
ENSMUSG00000024397	ENSMUST00000025257	17	-1	35389970	35392254	Aif1	protein_coding
ENSMUSG00000024397	ENSMUST00000173106	17	-1	35390499	35391607	Aif1	protein_coding
ENSMUSG00000073412	ENSMUST00000097336	17	-1	35404071	35407415	Lst1	protein_coding
ENSMUSG00000024399	ENSMUST00000025262	17	1	35413415	35415278	Ltb	protein_coding
ENSMUSG00000024399	ENSMUST00000173600	17	1	35413602	35415296	Ltb	protein_coding
ENSMUSG00000024401	ENSMUST00000025263	17	-1	35418357	35420983	Tnf	protein_coding
ENSMUSG00000024401	ENSMUST00000167924	17	-1	35418483	35420980	Tnf	protein_coding
ENSMUSG00000024402	ENSMUST00000025266	17	-1	35422141	35424327	Lta	protein_coding
ENSMUSG00000042419	ENSMUST00000048994	17	-1	35439151	35454768	Nfkbil1	protein_coding
ENSMUSG00000081650	ENSMUST00000118793	17	1	35439810	35443110	Gm16181	protein_coding
ENSMUSG00000024403	ENSMUST00000130992	17	1	35454064	35456781	Atp6v1g2	protein_coding
ENSMUSG00000024403	ENSMUST00000118384	17	1	35454854	35456880	Atp6v1g2	protein_coding
ENSMUSG00000024403	ENSMUST00000068261	17	1	35455538	35457743	Atp6v1g2	protein_coding
ENSMUSG00000019432	ENSMUST00000068056	17	1	35460722	35472683	Ddx39b	protein_coding
ENSMUSG00000019432	ENSMUST00000174757	17	1	35460754	35468001	Ddx39b	protein_coding
ENSMUSG00000019432	ENSMUST00000173731	17	1	35460846	35472656	Ddx39b	protein_coding
ENSMUSG00000019432	ENSMUST00000172549	17	1	35461643	35472652	Ddx39b	protein_coding
ENSMUSG00000073411	ENSMUST00000172785	17	1	35481706	35486475	H2-D1	protein_coding
ENSMUSG00000073411	ENSMUST00000172503	17	1	35482072	35486329	H2-D1	protein_coding
ENSMUSG00000079507	ENSMUST00000105041	17	1	35539523	35544075	H2-Q1	protein_coding
ENSMUSG00000079507	ENSMUST00000073208	17	1	35539534	35544075	H2-Q1	protein_coding
