ENSMUSG00000079179	ENSMUST00000049684	12	1	3236611	3249999	1700012B15Rik	protein_coding
ENSMUSG00000020955	ENSMUST00000168559	12	1	52791953	52839918	Ap4s1	protein_coding
ENSMUSG00000035247	ENSMUST00000042052	12	-1	52844709	52930523	Hectd1	protein_coding
ENSMUSG00000035181	ENSMUST00000040583	12	-1	52976860	53072308	Heatr5a	protein_coding
ENSMUSG00000020956	ENSMUST00000085404	12	-1	53089299	53107488	6530401N04Rik	protein_coding
ENSMUSG00000020956	ENSMUST00000021339	12	-1	53098494	53107488	6530401N04Rik	protein_coding
ENSMUSG00000035148	ENSMUST00000040161	12	-1	53123990	53129050	Gpr33	protein_coding
ENSMUSG00000035142	ENSMUST00000040090	12	1	53198724	53413731	Nubpl	protein_coding
ENSMUSG00000035142	ENSMUST00000085402	12	1	53198733	53206337	Nubpl	protein_coding
ENSMUSG00000035142	ENSMUST00000159708	12	1	53198743	53245767	Nubpl	protein_coding
ENSMUSG00000035142	ENSMUST00000159485	12	1	53198748	53202070	Nubpl	protein_coding
ENSMUSG00000035142	ENSMUST00000159567	12	1	53233371	53403708	Nubpl	protein_coding
ENSMUSG00000035142	ENSMUST00000162111	12	1	53277074	53372066	Nubpl	protein_coding
ENSMUSG00000035133	ENSMUST00000110725	12	1	53617064	53668839	Arhgap5	protein_coding
ENSMUSG00000035133	ENSMUST00000169946	12	1	53617064	53668839	Arhgap5	protein_coding
ENSMUSG00000035133	ENSMUST00000101435	12	1	53643474	53646626	Arhgap5	protein_coding
ENSMUSG00000061603	ENSMUST00000095737	12	1	53800370	54252002	Akap6	protein_coding
ENSMUSG00000061603	ENSMUST00000110722	12	1	53800370	54252002	Akap6	protein_coding
ENSMUSG00000061603	ENSMUST00000065911	12	1	53896823	54249742	Akap6	protein_coding
ENSMUSG00000021010	ENSMUST00000021396	12	1	54349664	55170055	Npas3	protein_coding
ENSMUSG00000021010	ENSMUST00000101432	12	1	54349664	55173162	Npas3	protein_coding
ENSMUSG00000035105	ENSMUST00000039516	12	-1	55279968	55304847	Egln3	protein_coding
ENSMUSG00000044408	ENSMUST00000056228	12	-1	55746361	55757559	1110002B05Rik	protein_coding
ENSMUSG00000054302	ENSMUST00000161592	12	-1	55771327	55796868	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000163433	12	-1	55772642	55796871	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000110713	12	-1	55774453	55796808	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000067272	12	-1	55774458	55796884	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000162106	12	-1	55786914	55796830	Eapp	protein_coding
ENSMUSG00000054302	ENSMUST00000160085	12	-1	55791098	55796849	Eapp	protein_coding
ENSMUSG00000072255	ENSMUST00000097040	12	-1	55802283	55802698	Gm16382	protein_coding
ENSMUSG00000005656	ENSMUST00000005798	12	-1	55847336	55896690	Snx6	protein_coding
ENSMUSG00000062929	ENSMUST00000078124	12	-1	55959804	55963864	Cfl2	protein_coding
ENSMUSG00000035021	ENSMUST00000038926	12	-1	55993976	56087323	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173433	12	-1	55994538	56087494	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173453	12	-1	55995160	55996141	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000174225	12	-1	56024079	56031326	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173176	12	-1	56041346	56045039	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000172875	12	-1	56055705	56115335	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173177	12	-1	56076223	56086923	Baz1a	protein_coding
ENSMUSG00000035021	ENSMUST00000173529	12	-1	56076238	56100089	Baz1a	protein_coding
ENSMUSG00000092233	ENSMUST00000173803	12	-1	56087145	56087516	Gm20403	protein_coding
ENSMUSG00000062198	ENSMUST00000021406	12	-1	56146648	56181097	2700097O09Rik	protein_coding
ENSMUSG00000062198	ENSMUST00000136281	12	-1	56146663	56155088	2700097O09Rik	protein_coding
ENSMUSG00000062198	ENSMUST00000156852	12	-1	56154741	56181095	2700097O09Rik	protein_coding
ENSMUSG00000079108	ENSMUST00000021407	12	1	56181483	56288938	Srp54b	protein_coding
ENSMUSG00000021020	ENSMUST00000101418	12	1	56181557	56214680	Srp54a	protein_coding
ENSMUSG00000073083	ENSMUST00000101415	12	1	56225515	56243065	Fam177a	protein_coding
ENSMUSG00000079108	ENSMUST00000110708	12	1	56256091	56290200	Srp54b	protein_coding
ENSMUSG00000034953	ENSMUST00000038355	12	1	56300579	56318129	1700047I17Rik2	protein_coding
ENSMUSG00000073079	ENSMUST00000110703	12	1	56331155	56377912	Srp54c	protein_coding
ENSMUSG00000073079	ENSMUST00000164243	12	1	56340313	56364007	Srp54c	protein_coding
ENSMUSG00000073079	ENSMUST00000172150	12	1	56340313	56364007	Srp54c	protein_coding
ENSMUSG00000021022	ENSMUST00000021410	12	-1	56381801	56403987	Ppp2r3c	protein_coding
ENSMUSG00000021023	ENSMUST00000021411	12	1	56403624	56483478	1110008L16Rik	protein_coding
ENSMUSG00000021024	ENSMUST00000163070	12	1	56485209	56519297	Psma6	protein_coding
ENSMUSG00000021024	ENSMUST00000021412	12	1	56499762	56519441	Psma6	protein_coding
ENSMUSG00000021024	ENSMUST00000162711	12	1	56499782	56519428	Psma6	protein_coding
ENSMUSG00000021024	ENSMUST00000162972	12	1	56508370	56513274	Psma6	protein_coding
ENSMUSG00000021025	ENSMUST00000021413	12	-1	56590398	56593634	Nfkbia	protein_coding
ENSMUSG00000063129	ENSMUST00000080123	12	1	56666226	56667883	Aldoart2	protein_coding
ENSMUSG00000045440	ENSMUST00000051857	12	1	56699904	56703005	Insm2	protein_coding
ENSMUSG00000021027	ENSMUST00000085385	12	-1	56703916	56922154	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000110687	12	-1	56703916	56922154	Ralgapa1	protein_coding
ENSMUSG00000021027	ENSMUST00000165882	12	-1	56705227	56922084	Ralgapa1	protein_coding
ENSMUSG00000012076	ENSMUST00000012220	12	1	56937353	56970722	Brms1l	protein_coding
ENSMUSG00000012076	ENSMUST00000059250	12	1	56937353	56970722	Brms1l	protein_coding
ENSMUSG00000021028	ENSMUST00000021416	12	-1	57429293	57446881	Mbip	protein_coding
ENSMUSG00000001496	ENSMUST00000001536	12	-1	57632922	57637895	Nkx2-1	protein_coding
ENSMUSG00000058669	ENSMUST00000072631	12	-1	57712376	57714271	Nkx2-9	protein_coding
ENSMUSG00000058669	ENSMUST00000171331	12	-1	57712386	57714271	Nkx2-9	protein_coding
ENSMUSG00000001497	ENSMUST00000153250	12	1	57792754	57813809	Pax9	protein_coding
ENSMUSG00000001497	ENSMUST00000001538	12	1	57796626	57813809	Pax9	protein_coding
ENSMUSG00000001497	ENSMUST00000152848	12	1	57796716	57811333	Pax9	protein_coding
ENSMUSG00000035472	ENSMUST00000044634	12	-1	57813621	58298459	Slc25a21	protein_coding
ENSMUSG00000035472	ENSMUST00000110680	12	-1	57814800	58260231	Slc25a21	protein_coding
ENSMUSG00000035472	ENSMUST00000160709	12	-1	57828114	57876347	Slc25a21	protein_coding
ENSMUSG00000035472	ENSMUST00000160892	12	-1	57874499	58081380	Slc25a21	protein_coding
ENSMUSG00000079104	ENSMUST00000139049	12	1	58331399	58340869	Prps1l3	protein_coding
ENSMUSG00000047022	ENSMUST00000101401	12	1	58331412	58453790	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000153755	12	1	58331414	58409682	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000150292	12	1	58331421	58455207	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000148418	12	1	58331423	58427062	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000145003	12	1	58331433	58558219	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000123498	12	1	58331433	58598186	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000153439	12	1	58331478	58468161	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000153137	12	1	58383160	58568028	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000130447	12	1	58383160	58598186	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000136006	12	1	58407070	58408663	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000056019	12	1	58408332	58568028	Mipol1	protein_coding
ENSMUSG00000047022	ENSMUST00000128945	12	1	58433416	58467580	Mipol1	protein_coding
ENSMUSG00000035451	ENSMUST00000044380	12	-1	58641618	58647108	Foxa1	protein_coding
ENSMUSG00000046782	ENSMUST00000101398	12	1	58665100	58723099	Ttc6	protein_coding
ENSMUSG00000046782	ENSMUST00000172939	12	1	58676804	58838915	Ttc6	protein_coding
ENSMUSG00000066489	ENSMUST00000085379	12	-1	58733565	58734002	Rpl26-ps2	protein_coding
ENSMUSG00000046782	ENSMUST00000172852	12	1	58750402	58752706	Ttc6	protein_coding
ENSMUSG00000046782	ENSMUST00000061000	12	1	58797921	58838785	Ttc6	protein_coding
ENSMUSG00000035431	ENSMUST00000110671	12	1	59312759	59314874	Sstr1	protein_coding
ENSMUSG00000035431	ENSMUST00000044299	12	1	59312791	59315431	Sstr1	protein_coding
ENSMUSG00000045930	ENSMUST00000062254	12	-1	59365707	59370245	Clec14a	protein_coding
ENSMUSG00000020986	ENSMUST00000021375	12	-1	60059370	60113004	Sec23a	protein_coding
ENSMUSG00000020986	ENSMUST00000165134	12	-1	60060691	60108222	Sec23a	protein_coding
ENSMUSG00000020986	ENSMUST00000154399	12	-1	60067602	60072258	Sec23a	protein_coding
ENSMUSG00000020986	ENSMUST00000169976	12	-1	60073977	60083691	Sec23a	protein_coding
ENSMUSG00000020986	ENSMUST00000134223	12	-1	60107641	60113004	Sec23a	protein_coding
ENSMUSG00000060121	ENSMUST00000021379	12	1	60114380	60128975	Sip1	protein_coding
ENSMUSG00000060121	ENSMUST00000072021	12	1	60114934	60129455	Sip1	protein_coding
ENSMUSG00000020993	ENSMUST00000021380	12	-1	60144080	60162448	Trappc6b	protein_coding
ENSMUSG00000020994	ENSMUST00000021381	12	1	60167906	60175004	Pnn	protein_coding
ENSMUSG00000060566	ENSMUST00000080223	12	-1	60195042	60195524	Rpl21-ps3	protein_coding
ENSMUSG00000035349	ENSMUST00000021384	12	1	60196786	60210117	Mia2	protein_coding
ENSMUSG00000021000	ENSMUST00000175912	12	1	60230707	60291163	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176892	12	1	60230733	60291160	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000043421	12	1	60230733	60291207	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000069430	12	1	60230750	60291163	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000177370	12	1	60230752	60250525	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176752	12	1	60230772	60291209	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176727	12	1	60230797	60269932	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000177225	12	1	60231364	60290937	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000175877	12	1	60231824	60291209	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000177460	12	1	60232009	60247859	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176464	12	1	60232273	60292570	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000170992	12	1	60232440	60291160	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176322	12	1	60232454	60290939	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000175803	12	1	60232468	60245962	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000177162	12	1	60232489	60291209	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176336	12	1	60237096	60290939	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176617	12	1	60250498	60290939	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000175837	12	1	60263877	60285284	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000175659	12	1	60267777	60276496	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000177222	12	1	60269846	60290627	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000176223	12	1	60269975	60272040	Ctage5	protein_coding
ENSMUSG00000021000	ENSMUST00000175685	12	1	60280500	60289506	Ctage5	protein_coding
ENSMUSG00000035329	ENSMUST00000043204	12	-1	60301642	60320712	Fbxo33	protein_coding
ENSMUSG00000035329	ENSMUST00000162855	12	-1	60301644	60305423	Fbxo33	protein_coding
ENSMUSG00000035329	ENSMUST00000160204	12	-1	60301645	60306676	Fbxo33	protein_coding
ENSMUSG00000035329	ENSMUST00000161351	12	-1	60305539	60319788	Fbxo33	protein_coding
ENSMUSG00000035653	ENSMUST00000130887	12	1	62624137	62705995	Lrfn5	protein_coding
ENSMUSG00000035653	ENSMUST00000138980	12	1	62624154	62772811	Lrfn5	protein_coding
ENSMUSG00000035653	ENSMUST00000055815	12	1	62624935	62946245	Lrfn5	protein_coding
ENSMUSG00000035653	ENSMUST00000119481	12	1	62624935	62958915	Lrfn5	protein_coding
ENSMUSG00000091396	ENSMUST00000172433	12	1	63788809	63789231	Spanxn4	protein_coding
ENSMUSG00000043060	ENSMUST00000059833	12	-1	65572320	65575885	Fscb	protein_coding
ENSMUSG00000047227	ENSMUST00000058135	12	1	66018898	66025578	Gm527	protein_coding
ENSMUSG00000020948	ENSMUST00000021331	12	-1	66043427	66066523	Klhl28	protein_coding
ENSMUSG00000035614	ENSMUST00000057389	12	1	66066729	66077718	Fam179b	protein_coding
ENSMUSG00000035614	ENSMUST00000066296	12	1	66066729	66123560	Fam179b	protein_coding
ENSMUSG00000035614	ENSMUST00000171824	12	1	66066927	66122934	Fam179b	protein_coding
ENSMUSG00000035597	ENSMUST00000120580	12	1	66137320	66164373	Prpf39	protein_coding
ENSMUSG00000035597	ENSMUST00000085352	12	1	66137321	66164372	Prpf39	protein_coding
ENSMUSG00000035597	ENSMUST00000129956	12	1	66137353	66164373	Prpf39	protein_coding
ENSMUSG00000035597	ENSMUST00000070377	12	1	66144778	66163145	Prpf39	protein_coding
ENSMUSG00000020949	ENSMUST00000021332	12	-1	66163423	66174931	Fkbp3	protein_coding
ENSMUSG00000055884	ENSMUST00000058889	12	1	66176593	66233045	Fancm	protein_coding
ENSMUSG00000055884	ENSMUST00000165339	12	1	66176593	66233045	Fancm	protein_coding
ENSMUSG00000055884	ENSMUST00000166901	12	1	66176593	66233045	Fancm	protein_coding
ENSMUSG00000047534	ENSMUST00000052201	12	-1	66233721	66273567	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000140391	12	-1	66233721	66273591	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000172009	12	-1	66233724	66253879	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000141456	12	-1	66237310	66239705	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000166089	12	-1	66237811	66273567	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000149986	12	-1	66253765	66256081	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000165261	12	-1	66254515	66273567	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000124201	12	-1	66255705	66273553	Mis18bp1	protein_coding
ENSMUSG00000047534	ENSMUST00000131753	12	-1	66257007	66273565	Mis18bp1	protein_coding
ENSMUSG00000035560	ENSMUST00000046331	12	1	66326504	66329441	Wdr20b	protein_coding
ENSMUSG00000060499	ENSMUST00000081908	12	-1	67384368	67385388	Rpl10l	protein_coding
ENSMUSG00000079510	ENSMUST00000113942	12	-1	67571623	67572045	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000101379	12	-1	67572502	68322236	Mdga2	protein_coding
ENSMUSG00000034912	ENSMUST00000037181	12	-1	67572502	68323529	Mdga2	protein_coding
ENSMUSG00000069392	ENSMUST00000091931	12	1	68611716	68612297	Rpl17-ps3	protein_coding
ENSMUSG00000034892	ENSMUST00000037023	12	-1	70258709	70260173	Rps29	protein_coding
ENSMUSG00000034892	ENSMUST00000094291	12	-1	70259345	70260041	Rps29	protein_coding
ENSMUSG00000034883	ENSMUST00000036968	12	1	70269801	70273086	Lrr1	protein_coding
ENSMUSG00000034883	ENSMUST00000110621	12	1	70269801	70279997	Lrr1	protein_coding
ENSMUSG00000034883	ENSMUST00000172315	12	1	70269822	70279746	Lrr1	protein_coding
ENSMUSG00000049751	ENSMUST00000110620	12	-1	70283718	70284973	Rpl36al	protein_coding
ENSMUSG00000049751	ENSMUST00000110619	12	-1	70283725	70285000	Rpl36al	protein_coding
ENSMUSG00000049751	ENSMUST00000054544	12	-1	70283728	70285070	Rpl36al	protein_coding
ENSMUSG00000043998	ENSMUST00000060579	12	1	70285145	70287759	Mgat2	protein_coding
ENSMUSG00000043998	ENSMUST00000164921	12	1	70285183	70287689	Mgat2	protein_coding
ENSMUSG00000020973	ENSMUST00000165275	12	-1	70286878	70298089	1110034A24Rik	protein_coding
ENSMUSG00000020973	ENSMUST00000021356	12	-1	70290074	70299416	1110034A24Rik	protein_coding
ENSMUSG00000020973	ENSMUST00000163664	12	-1	70290827	70299272	1110034A24Rik	protein_coding
ENSMUSG00000020974	ENSMUST00000021359	12	-1	70302766	70329177	Pole2	protein_coding
ENSMUSG00000051890	ENSMUST00000146389	12	1	70342163	70343627	Klhdc1	protein_coding
ENSMUSG00000051890	ENSMUST00000063445	12	1	70342819	70385619	Klhdc1	protein_coding
ENSMUSG00000051890	ENSMUST00000127791	12	1	70342901	70343629	Klhdc1	protein_coding
ENSMUSG00000051890	ENSMUST00000173419	12	1	70342905	70384306	Klhdc1	protein_coding
ENSMUSG00000020978	ENSMUST00000151571	12	1	70397668	70402104	Klhdc2	protein_coding
ENSMUSG00000020978	ENSMUST00000021362	12	1	70397709	70411674	Klhdc2	protein_coding
ENSMUSG00000020978	ENSMUST00000138585	12	1	70397742	70409653	Klhdc2	protein_coding
ENSMUSG00000020978	ENSMUST00000154667	12	1	70403388	70409681	Klhdc2	protein_coding
ENSMUSG00000020982	ENSMUST00000021368	12	-1	70412531	70458153	Nemf	protein_coding
ENSMUSG00000052673	ENSMUST00000053451	12	-1	70472822	70473445	Gm9887	protein_coding
ENSMUSG00000044147	ENSMUST00000050063	12	1	70473137	70476966	Arf6	protein_coding
ENSMUSG00000049882	ENSMUST00000058639	12	-1	70678615	70684015	Mettl21d	protein_coding
ENSMUSG00000034801	ENSMUST00000035773	12	-1	70684748	70782839	Sos2	protein_coding
ENSMUSG00000020988	ENSMUST00000021370	12	-1	70791423	70825861	L2hgdh	protein_coding
ENSMUSG00000054894	ENSMUST00000021372	12	1	70825949	70845645	Atp5s	protein_coding
ENSMUSG00000020990	ENSMUST00000021377	12	-1	70847835	70891694	Cdkl1	protein_coding
ENSMUSG00000020992	ENSMUST00000021378	12	1	70891275	70895498	4930512B01Rik	protein_coding
ENSMUSG00000034761	ENSMUST00000110567	12	-1	70904737	70993996	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000153712	12	-1	70904737	70994090	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000110570	12	-1	70904737	70994187	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000171211	12	-1	70904746	70994090	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000049239	12	-1	70904746	70994150	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000126584	12	-1	70904748	70919440	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000153550	12	-1	70918769	70919844	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000124715	12	-1	70945861	70975321	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000133688	12	-1	70949554	70994110	Map4k5	protein_coding
ENSMUSG00000034761	ENSMUST00000147451	12	-1	70950024	70957411	Map4k5	protein_coding
ENSMUSG00000021066	ENSMUST00000021466	12	1	70994092	71065072	Atl1	protein_coding
ENSMUSG00000078370	ENSMUST00000082064	12	-1	71021459	71022478	Gm6316	protein_coding
ENSMUSG00000079076	ENSMUST00000110560	12	1	71064460	71070708	Gm3086	protein_coding
ENSMUSG00000021067	ENSMUST00000021467	12	-1	71065999	71087989	Sav1	protein_coding
ENSMUSG00000021068	ENSMUST00000085314	12	-1	71112422	71203820	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000095666	12	-1	71119726	71203841	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000021468	12	-1	71119727	71212912	Nin	protein_coding
ENSMUSG00000021068	ENSMUST00000169074	12	-1	71119747	71212907	Nin	protein_coding
ENSMUSG00000090121	ENSMUST00000162570	12	1	71255129	71284334	Abhd12b	protein_coding
ENSMUSG00000090121	ENSMUST00000169156	12	1	71255129	71284334	Abhd12b	protein_coding
ENSMUSG00000090121	ENSMUST00000161541	12	1	71283034	71284334	Abhd12b	protein_coding
ENSMUSG00000021069	ENSMUST00000071250	12	-1	71291798	71328670	Pygl	protein_coding
ENSMUSG00000021069	ENSMUST00000161083	12	-1	71291806	71332475	Pygl	protein_coding
ENSMUSG00000021069	ENSMUST00000162613	12	-1	71298386	71298828	Pygl	protein_coding
ENSMUSG00000021069	ENSMUST00000161840	12	-1	71311778	71328599	Pygl	protein_coding
ENSMUSG00000021069	ENSMUST00000166609	12	-1	71315335	71328332	Pygl	protein_coding
ENSMUSG00000021071	ENSMUST00000110520	12	-1	71345526	71448601	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000110522	12	-1	71345526	71448601	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000081485	12	-1	71349156	71448601	Trim9	protein_coding
ENSMUSG00000021071	ENSMUST00000167755	12	-1	71364719	71448601	Trim9	protein_coding
ENSMUSG00000021072	ENSMUST00000021471	12	1	71554082	71569027	Tmx1	protein_coding
ENSMUSG00000021072	ENSMUST00000162277	12	1	71557025	71567240	Tmx1	protein_coding
ENSMUSG00000021072	ENSMUST00000160865	12	1	71560828	71561563	Tmx1	protein_coding
ENSMUSG00000048285	ENSMUST00000057859	12	1	71926501	72003219	Frmd6	protein_coding
ENSMUSG00000048285	ENSMUST00000061386	12	1	71972586	72003219	Frmd6	protein_coding
ENSMUSG00000021076	ENSMUST00000021479	12	1	72038844	72065705	Actr10	protein_coding
ENSMUSG00000060073	ENSMUST00000160027	12	1	72075608	72097334	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000160683	12	1	72075658	72095488	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000162626	12	1	72075658	72095908	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000160864	12	1	72075670	72095492	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000162851	12	1	72075676	72095491	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000161041	12	1	72075695	72080681	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000071704	12	1	72075702	72095462	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000163035	12	1	72075706	72085824	Psma3	protein_coding
ENSMUSG00000060073	ENSMUST00000162898	12	1	72087879	72095492	Psma3	protein_coding
ENSMUSG00000048118	ENSMUST00000046305	12	1	72116977	72199579	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000134718	12	1	72117016	72168248	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000058026	12	1	72117067	72168094	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000125125	12	1	72117695	72148326	Arid4a	protein_coding
ENSMUSG00000048118	ENSMUST00000135709	12	1	72149328	72176392	Arid4a	protein_coding
ENSMUSG00000021078	ENSMUST00000021482	12	1	72212415	72224209	Tomm20l	protein_coding
ENSMUSG00000021079	ENSMUST00000021486	12	-1	72224160	72237662	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000166120	12	-1	72224160	72237662	Timm9	protein_coding
ENSMUSG00000021079	ENSMUST00000169892	12	-1	72224283	72237621	Timm9	protein_coding
ENSMUSG00000034601	ENSMUST00000045907	12	1	72237835	72344290	2700049A03Rik	protein_coding
ENSMUSG00000034601	ENSMUST00000149564	12	1	72237835	72344290	2700049A03Rik	protein_coding
ENSMUSG00000034601	ENSMUST00000164310	12	1	72237835	72344290	2700049A03Rik	protein_coding
ENSMUSG00000034601	ENSMUST00000134748	12	1	72251421	72255874	2700049A03Rik	protein_coding
ENSMUSG00000034601	ENSMUST00000129376	12	1	72271576	72344286	2700049A03Rik	protein_coding
ENSMUSG00000044548	ENSMUST00000061273	12	1	72410871	72421094	Dact1	protein_coding
ENSMUSG00000044548	ENSMUST00000150639	12	1	72410971	72419881	Dact1	protein_coding
ENSMUSG00000034574	ENSMUST00000045448	12	1	72932065	73093354	Daam1	protein_coding
ENSMUSG00000034574	ENSMUST00000085299	12	1	72932065	73093354	Daam1	protein_coding
ENSMUSG00000043398	ENSMUST00000050649	12	-1	73170605	73171978	Gpr135	protein_coding
ENSMUSG00000019718	ENSMUST00000019862	12	-1	73174415	73186426	2810055F11Rik	protein_coding
ENSMUSG00000019718	ENSMUST00000124405	12	-1	73177483	73186426	2810055F11Rik	protein_coding
ENSMUSG00000019718	ENSMUST00000138029	12	-1	73178251	73186005	2810055F11Rik	protein_coding
ENSMUSG00000005078	ENSMUST00000125764	12	1	73186576	73195854	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000132371	12	1	73186776	73195002	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000057257	12	1	73186844	73201848	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000117449	12	1	73186844	73202448	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000134041	12	1	73190151	73195854	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000152381	12	1	73190692	73195728	Jkamp	protein_coding
ENSMUSG00000005078	ENSMUST00000145752	12	1	73200778	73201844	Jkamp	protein_coding
ENSMUSG00000021086	ENSMUST00000021494	12	-1	73202279	73286016	4930403N07Rik	protein_coding
ENSMUSG00000021087	ENSMUST00000150156	12	-1	73312739	73336726	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000078505	12	-1	73312739	73510041	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000021497	12	-1	73312740	73337711	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000137990	12	-1	73313276	73337711	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000101331	12	-1	73313277	73509538	Rtn1	protein_coding
ENSMUSG00000021087	ENSMUST00000144181	12	-1	73324220	73337673	Rtn1	protein_coding
ENSMUSG00000021090	ENSMUST00000066073	12	1	73542853	73598226	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000164115	12	1	73542853	73607417	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000169821	12	1	73542853	73607445	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000162159	12	1	73542853	73611552	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000161284	12	1	73542920	73598226	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000162179	12	1	73542936	73568513	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000161195	12	1	73543022	73615321	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000160394	12	1	73543229	73555753	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000161957	12	1	73543236	73575197	Lrrc9	protein_coding
ENSMUSG00000021090	ENSMUST00000161547	12	1	73577061	73578648	Lrrc9	protein_coding
ENSMUSG00000034501	ENSMUST00000044352	12	1	73637344	73681200	1810048J11Rik	protein_coding
