ENSMUSG00000055452	ENSMUST00000069044	7	-1	3108535	3111950	Gm7353	protein_coding
ENSMUSG00000030701	ENSMUST00000107045	7	-1	107792410	107805494	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107047	7	-1	107792410	107810879	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000079176	7	-1	107792410	107810928	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107044	7	-1	107792414	107806970	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000116287	7	-1	107792414	107806970	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000107043	7	-1	107793157	107806878	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000135255	7	-1	107793318	107802305	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000151123	7	-1	107793460	107810829	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000139708	7	-1	107794082	107805617	Plekhb1	protein_coding
ENSMUSG00000030701	ENSMUST00000138830	7	-1	107794150	107806936	Plekhb1	protein_coding
ENSMUSG00000029461	ENSMUST00000107042	7	1	107855165	107989827	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000084914	7	1	107855198	107985000	Fam168a	protein_coding
ENSMUSG00000029461	ENSMUST00000049053	7	1	107855216	107990142	Fam168a	protein_coding
ENSMUSG00000078636	ENSMUST00000107041	7	-1	107909319	107910320	Gm3200	protein_coding
ENSMUSG00000008318	ENSMUST00000008462	7	-1	107994362	108011960	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000155413	7	-1	107995044	108011920	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000156855	7	-1	107999626	108003943	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000139604	7	-1	107999626	108004816	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000136231	7	-1	107999636	108011672	Relt	protein_coding
ENSMUSG00000008318	ENSMUST00000142885	7	-1	108001571	108011912	Relt	protein_coding
ENSMUSG00000032875	ENSMUST00000037681	7	-1	108018260	108043100	Arhgef17	protein_coding
ENSMUSG00000032875	ENSMUST00000107032	7	-1	108018260	108080675	Arhgef17	protein_coding
ENSMUSG00000048779	ENSMUST00000060174	7	-1	108086152	108112905	P2ry6	protein_coding
ENSMUSG00000032860	ENSMUST00000037540	7	-1	108145086	108160505	P2ry2	protein_coding
ENSMUSG00000030691	ENSMUST00000098250	7	1	108257289	108432896	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000137196	7	1	108257290	108352441	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000032931	7	1	108257295	108432919	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000145802	7	1	108257319	108349482	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000142727	7	1	108257394	108340292	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000130426	7	1	108257396	108289643	Fchsd2	protein_coding
ENSMUSG00000030691	ENSMUST00000151693	7	1	108392633	108402435	Fchsd2	protein_coding
ENSMUSG00000047767	ENSMUST00000143630	7	-1	108437906	108450541	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000120267	7	-1	108438129	108450602	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000124617	7	-1	108438131	108438973	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000122116	7	-1	108438131	108450585	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000139609	7	-1	108438140	108450765	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000131988	7	-1	108438342	108439090	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000123970	7	-1	108439158	108440657	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000134531	7	-1	108439675	108440660	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000153327	7	-1	108440089	108440902	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000151297	7	-1	108440518	108445283	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000140059	7	-1	108440917	108445296	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000146445	7	-1	108441900	108445226	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000123835	7	-1	108444742	108445683	Atg16l2	protein_coding
ENSMUSG00000047767	ENSMUST00000140553	7	-1	108445409	108450585	Atg16l2	protein_coding
ENSMUSG00000030688	ENSMUST00000163799	7	1	108465600	108495140	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000164479	7	1	108465633	108494825	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000032927	7	1	108469627	108494822	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000172630	7	1	108470003	108491793	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000174291	7	1	108470228	108494703	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000167888	7	1	108470286	108494822	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000172662	7	1	108470300	108494822	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000173270	7	1	108470341	108494563	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000174083	7	1	108470485	108492846	Stard10	protein_coding
ENSMUSG00000030688	ENSMUST00000174140	7	1	108491016	108494651	Stard10	protein_coding
ENSMUSG00000032812	ENSMUST00000107010	7	1	108496581	108560408	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000107011	7	1	108496583	108561100	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000137384	7	1	108509776	108521669	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000138628	7	1	108509991	108521543	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000133423	7	1	108510517	108521678	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000084896	7	1	108521507	108560402	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000084895	7	1	108526704	108560258	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000127873	7	1	108526883	108535042	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000152082	7	1	108531341	108534107	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000141083	7	1	108531342	108534131	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000148902	7	1	108532534	108534712	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000130016	7	1	108533911	108534960	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000134143	7	1	108533916	108535352	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000154239	7	1	108542882	108561100	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000098243	7	1	108542902	108561100	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000155754	7	1	108543169	108544645	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000153340	7	1	108544363	108546872	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000156017	7	1	108546858	108548061	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000125284	7	1	108550295	108557833	Arap1	protein_coding
ENSMUSG00000032812	ENSMUST00000124637	7	1	108556403	108560193	Arap1	protein_coding
ENSMUSG00000030653	ENSMUST00000084894	7	1	108570212	108661340	Pde2a	protein_coding
ENSMUSG00000030653	ENSMUST00000163751	7	1	108570212	108661340	Pde2a	protein_coding
ENSMUSG00000030653	ENSMUST00000166652	7	1	108570223	108661328	Pde2a	protein_coding
ENSMUSG00000030653	ENSMUST00000098241	7	1	108599034	108661331	Pde2a	protein_coding
ENSMUSG00000030653	ENSMUST00000098240	7	1	108600801	108661340	Pde2a	protein_coding
ENSMUSG00000030653	ENSMUST00000032889	7	1	108605656	108661327	Pde2a	protein_coding
ENSMUSG00000030651	ENSMUST00000063920	7	-1	108727374	108729675	Art2b	protein_coding
ENSMUSG00000001829	ENSMUST00000137214	7	1	108812147	108871436	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000001884	7	1	108812147	108938682	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000106998	7	1	108812219	108936324	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000142803	7	1	108812271	108837463	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000106999	7	1	108812287	108943974	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000123870	7	1	108812289	108855061	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000150355	7	1	108812290	108935404	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000147439	7	1	108830630	108912209	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000153473	7	1	108831711	108899836	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000136193	7	1	108912093	108917900	Clpb	protein_coding
ENSMUSG00000001829	ENSMUST00000150832	7	1	108912120	108934149	Clpb	protein_coding
ENSMUSG00000007946	ENSMUST00000008090	7	1	108966827	108971680	Phox2a	protein_coding
ENSMUSG00000032737	ENSMUST00000165052	7	-1	108971147	108986338	Inppl1	protein_coding
ENSMUSG00000032737	ENSMUST00000035836	7	-1	108971147	108986740	Inppl1	protein_coding
ENSMUSG00000032725	ENSMUST00000094141	7	-1	108988512	108993831	Folr2	protein_coding
ENSMUSG00000001827	ENSMUST00000106981	7	-1	109006845	109012659	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106982	7	-1	109006845	109015921	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106986	7	-1	109006845	109019197	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106985	7	-1	109006845	109019221	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000001882	7	-1	109006845	109019295	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000106983	7	-1	109006845	109019302	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000140068	7	-1	109007618	109018065	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000151706	7	-1	109007628	109019228	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000126204	7	-1	109007687	109019300	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000134145	7	-1	109007920	109017838	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000123630	7	-1	109012437	109019302	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000123321	7	-1	109012439	109017532	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000155311	7	-1	109012442	109019301	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000150184	7	-1	109012475	109017181	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000140584	7	-1	109012514	109017836	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000124026	7	-1	109012592	109019098	Folr1	protein_coding
ENSMUSG00000001827	ENSMUST00000125298	7	-1	109016979	109018615	Folr1	protein_coding
ENSMUSG00000030649	ENSMUST00000106978	7	1	109029839	109048057	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000131269	7	1	109044544	109046539	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000035395	7	1	109044854	109048054	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000146286	7	1	109044922	109046741	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000106973	7	1	109044930	109047994	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000144207	7	1	109044931	109050153	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000032884	7	1	109044942	109048052	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000150018	7	1	109045377	109046542	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000143835	7	1	109045475	109047556	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000137949	7	1	109045902	109047092	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000098237	7	1	109046246	109050359	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000106975	7	1	109046247	109047755	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000167698	7	1	109046309	109047755	3200002M19Rik	protein_coding
ENSMUSG00000030649	ENSMUST00000168375	7	1	109046451	109050359	3200002M19Rik	protein_coding
ENSMUSG00000078630	ENSMUST00000106969	7	-1	109046887	109052299	Tomt	protein_coding
ENSMUSG00000030649	ENSMUST00000129641	7	1	109047506	109048058	3200002M19Rik	protein_coding
ENSMUSG00000078630	ENSMUST00000106970	7	-1	109048332	109054873	Tomt	protein_coding
ENSMUSG00000030842	ENSMUST00000033131	7	1	109054351	109060415	2400001E08Rik	protein_coding
ENSMUSG00000064307	ENSMUST00000106968	7	-1	109061498	109069726	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000163903	7	-1	109061503	109069288	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106967	7	-1	109061503	109069739	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106965	7	-1	109061504	109069713	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000078448	7	-1	109061504	109082320	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106966	7	-1	109061504	109082382	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000098236	7	-1	109061508	109069697	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000130155	7	-1	109061515	109082409	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106964	7	-1	109061672	109082316	Lrrc51	protein_coding
ENSMUSG00000064307	ENSMUST00000106963	7	-1	109061688	109082344	Lrrc51	protein_coding
ENSMUSG00000066306	ENSMUST00000163712	7	1	109082688	109163472	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000170458	7	1	109118357	109163472	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000084852	7	1	109118357	109163473	Numa1	protein_coding
ENSMUSG00000066306	ENSMUST00000163183	7	1	109149679	109163469	Numa1	protein_coding
ENSMUSG00000070427	ENSMUST00000094134	7	-1	109163593	109166669	Il18bp	protein_coding
ENSMUSG00000070426	ENSMUST00000096639	7	-1	109167651	109213672	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000089052	7	-1	109167666	109213983	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000106953	7	-1	109168646	109208990	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000149976	7	-1	109168947	109172983	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000131104	7	-1	109177526	109213631	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000156119	7	-1	109183839	109213672	Rnf121	protein_coding
ENSMUSG00000070426	ENSMUST00000130074	7	-1	109188066	109213558	Rnf121	protein_coding
ENSMUSG00000070425	ENSMUST00000106950	7	1	109214025	109232276	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000153176	7	1	109214034	109228809	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000141646	7	1	109214036	109218517	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000146450	7	1	109214107	109226394	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000094129	7	1	109214227	109244930	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000106949	7	1	109214227	109244930	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000123372	7	1	109214227	109245378	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000094130	7	1	109214272	109231595	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000166446	7	1	109214272	109231595	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000084843	7	1	109214292	109244848	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000106951	7	1	109219790	109243775	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000155078	7	1	109224390	109244848	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000139104	7	1	109224394	109244840	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000125197	7	1	109224431	109227780	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000142629	7	1	109227298	109232279	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000106944	7	1	109227380	109244930	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000140395	7	1	109229572	109231105	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000143839	7	1	109229575	109231035	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000124189	7	1	109231630	109244910	Trpc2	protein_coding
ENSMUSG00000070425	ENSMUST00000106943	7	1	109231630	109244930	Trpc2	protein_coding
ENSMUSG00000070424	ENSMUST00000094128	7	-1	109245393	109251359	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106937	7	-1	109245394	109248743	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106940	7	-1	109245394	109248743	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000084835	7	-1	109245573	109248743	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106935	7	-1	109245628	109248007	Art5	protein_coding
ENSMUSG00000070424	ENSMUST00000106934	7	-1	109245628	109248453	Art5	protein_coding
ENSMUSG00000030996	ENSMUST00000033300	7	1	109250257	109259662	Art1	protein_coding
ENSMUSG00000030996	ENSMUST00000106932	7	1	109255424	109258445	Art1	protein_coding
ENSMUSG00000066279	ENSMUST00000084830	7	-1	109259780	109265227	Chrna10	protein_coding
ENSMUSG00000063550	ENSMUST00000096648	7	-1	109268968	109358634	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000070165	7	-1	109282718	109358634	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000167919	7	-1	109293060	109358381	Nup98	protein_coding
ENSMUSG00000063550	ENSMUST00000168845	7	-1	109293842	109343210	Nup98	protein_coding
ENSMUSG00000030990	ENSMUST00000147536	7	1	109358722	109371997	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000140631	7	1	109358849	109374899	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000120879	7	1	109358876	109387081	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000146996	7	1	109358886	109374959	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000146394	7	1	109359038	109369560	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000127804	7	1	109359049	109384975	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000143541	7	1	109370954	109384681	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000153020	7	1	109371158	109385742	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000156529	7	1	109371542	109387081	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000138479	7	1	109371559	109385740	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000129340	7	1	109371564	109386291	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000126914	7	1	109371567	109384747	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000033292	7	1	109371583	109386277	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000124619	7	1	109371585	109375625	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000133311	7	1	109371586	109386176	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000146559	7	1	109371589	109374868	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000143759	7	1	109371592	109384932	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000145352	7	1	109371598	109386134	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000119816	7	1	109371599	109386247	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000150891	7	1	109371607	109387074	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000138753	7	1	109371796	109384812	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000142873	7	1	109374332	109384849	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000140058	7	1	109374345	109386066	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000120119	7	1	109378513	109387074	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000094127	7	1	109379781	109387073	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000137303	7	1	109384368	109386044	Pgap2	protein_coding
ENSMUSG00000030990	ENSMUST00000134621	7	1	109384417	109386168	Pgap2	protein_coding
ENSMUSG00000073982	ENSMUST00000106923	7	-1	109387637	109398602	Rhog	protein_coding
ENSMUSG00000073982	ENSMUST00000098230	7	-1	109387637	109398637	Rhog	protein_coding
ENSMUSG00000030987	ENSMUST00000033289	7	1	109416338	109585362	Stim1	protein_coding
ENSMUSG00000030978	ENSMUST00000033283	7	1	109590209	109618285	Rrm1	protein_coding
ENSMUSG00000044814	ENSMUST00000061482	7	-1	109625287	109626416	Olfr543	protein_coding
ENSMUSG00000043925	ENSMUST00000106917	7	-1	109632621	109633632	Olfr544	protein_coding
ENSMUSG00000043925	ENSMUST00000051201	7	-1	109632628	109636821	Olfr544	protein_coding
ENSMUSG00000044824	ENSMUST00000058750	7	-1	109642337	109643287	Olfr545	protein_coding
ENSMUSG00000073979	ENSMUST00000098229	7	1	109683263	109684202	Olfr547	protein_coding
ENSMUSG00000073978	ENSMUST00000098228	7	1	109690452	109691384	Olfr548-ps1	protein_coding
ENSMUSG00000073977	ENSMUST00000098227	7	1	109702800	109703750	Olfr549	protein_coding
ENSMUSG00000030966	ENSMUST00000033264	7	-1	109706436	109713983	Trim21	protein_coding
ENSMUSG00000030966	ENSMUST00000106913	7	-1	109706436	109713983	Trim21	protein_coding
ENSMUSG00000073975	ENSMUST00000098225	7	1	109726983	109728020	Olfr550	protein_coding
ENSMUSG00000073974	ENSMUST00000098224	7	-1	109736255	109737333	Olfr551	protein_coding
ENSMUSG00000073973	ENSMUST00000098223	7	1	109752870	109753823	Olfr552	protein_coding
ENSMUSG00000073972	ENSMUST00000098222	7	-1	109762521	109763501	Olfr553	protein_coding
ENSMUSG00000073971	ENSMUST00000098221	7	1	109788762	109789715	Olfr554	protein_coding
ENSMUSG00000073970	ENSMUST00000098220	7	1	109807337	109808284	Olfr555	protein_coding
ENSMUSG00000073969	ENSMUST00000098219	7	1	109818415	109819437	Olfr556	protein_coding
ENSMUSG00000073968	ENSMUST00000082175	7	-1	109826094	109835840	Trim68	protein_coding
ENSMUSG00000073967	ENSMUST00000098218	7	1	109846730	109847786	Olfr557	protein_coding
ENSMUSG00000070423	ENSMUST00000094124	7	1	109850845	109860568	Olfr558	protein_coding
ENSMUSG00000066273	ENSMUST00000106909	7	-1	109861910	109862883	Olfr33	protein_coding
ENSMUSG00000066273	ENSMUST00000084817	7	-1	109861969	109862925	Olfr33	protein_coding
ENSMUSG00000066272	ENSMUST00000084816	7	-1	109872003	109873024	Olfr559	protein_coding
ENSMUSG00000043366	ENSMUST00000060187	7	-1	109889235	109907985	Olfr78	protein_coding
ENSMUSG00000043366	ENSMUST00000168007	7	-1	109889235	109907985	Olfr78	protein_coding
ENSMUSG00000073966	ENSMUST00000098217	7	1	109923009	109924079	Olfr561	protein_coding
ENSMUSG00000048469	ENSMUST00000061096	7	1	109951994	109952944	Olfr564	protein_coding
ENSMUSG00000060888	ENSMUST00000071393	7	-1	110004835	110005785	Olfr566	protein_coding
ENSMUSG00000073965	ENSMUST00000098216	7	1	110025636	110026577	Olfr568	protein_coding
ENSMUSG00000062142	ENSMUST00000078191	7	-1	110035721	110036665	Olfr569	protein_coding
ENSMUSG00000073964	ENSMUST00000098215	7	1	110048856	110049900	Olfr570	protein_coding
ENSMUSG00000043310	ENSMUST00000061738	7	-1	110057383	110058351	Olfr571	protein_coding
ENSMUSG00000073963	ENSMUST00000098214	7	1	110076144	110077100	Olfr572	protein_coding
ENSMUSG00000052785	ENSMUST00000064830	7	-1	110090202	110091089	Olfr573-ps1	protein_coding
ENSMUSG00000045824	ENSMUST00000052997	7	1	110096981	110098021	Olfr574	protein_coding
ENSMUSG00000066269	ENSMUST00000106900	7	-1	110100968	110104113	Olfr575	protein_coding
ENSMUSG00000066269	ENSMUST00000084812	7	-1	110103178	110104134	Olfr575	protein_coding
ENSMUSG00000073962	ENSMUST00000098213	7	1	110113616	110114827	Olfr576	protein_coding
ENSMUSG00000073962	ENSMUST00000106895	7	1	110113649	110114628	Olfr576	protein_coding
ENSMUSG00000043354	ENSMUST00000051505	7	-1	110121566	110122504	Olfr577	protein_coding
ENSMUSG00000045792	ENSMUST00000056235	7	-1	110132735	110133676	Olfr578	protein_coding
ENSMUSG00000073961	ENSMUST00000098212	7	1	110189995	110190954	Olfr582	protein_coding
ENSMUSG00000073960	ENSMUST00000098211	7	1	110199814	110200773	Olfr583	protein_coding
ENSMUSG00000073959	ENSMUST00000098210	7	1	110234030	110234993	Olfr584	protein_coding
ENSMUSG00000078080	ENSMUST00000104881	7	1	110246257	110247213	Olfr585	protein_coding
ENSMUSG00000066268	ENSMUST00000084811	7	-1	110270343	110271296	Olfr586	protein_coding
ENSMUSG00000051362	ENSMUST00000061055	7	-1	110303306	110304259	Olfr589	protein_coding
ENSMUSG00000057461	ENSMUST00000074272	7	-1	110321205	110322149	Olfr591	protein_coding
ENSMUSG00000073956	ENSMUST00000106893	7	1	110333317	110336055	Olfr592	protein_coding
ENSMUSG00000073956	ENSMUST00000098207	7	1	110335117	110336055	Olfr592	protein_coding
ENSMUSG00000073955	ENSMUST00000098206	7	1	110360376	110361359	Olfr593	protein_coding
ENSMUSG00000073954	ENSMUST00000098205	7	1	110368157	110369243	Olfr594	protein_coding
ENSMUSG00000057321	ENSMUST00000073394	7	-1	110398251	110401019	Dub2a	protein_coding
ENSMUSG00000073953	ENSMUST00000104880	7	1	110458237	110459175	Olfr596	protein_coding
ENSMUSG00000073952	ENSMUST00000168315	7	1	110468900	110469951	Olfr597	protein_coding
ENSMUSG00000073952	ENSMUST00000098203	7	1	110468915	110469874	Olfr597	protein_coding
ENSMUSG00000073951	ENSMUST00000098202	7	1	110477002	110477961	Olfr598	protein_coding
ENSMUSG00000073950	ENSMUST00000098201	7	1	110486526	110487575	Olfr599	protein_coding
ENSMUSG00000045540	ENSMUST00000056222	7	-1	110494496	110495443	Olfr600	protein_coding
ENSMUSG00000061200	ENSMUST00000080474	7	-1	110506738	110507727	Olfr601	protein_coding
ENSMUSG00000059874	ENSMUST00000071844	7	-1	110531576	110532514	Olfr603	protein_coding
ENSMUSG00000058976	ENSMUST00000106892	7	1	110563586	110568394	Usp17l5	protein_coding
ENSMUSG00000058976	ENSMUST00000079348	7	1	110565210	110567688	Usp17l5	protein_coding
ENSMUSG00000058079	ENSMUST00000080660	7	-1	110590691	110591635	Olfr605	protein_coding
ENSMUSG00000058079	ENSMUST00000170949	7	-1	110590695	110591635	Olfr605	protein_coding
ENSMUSG00000073949	ENSMUST00000098200	7	1	110599853	110600812	Olfr606	protein_coding
ENSMUSG00000042402	ENSMUST00000045546	7	-1	110608737	110609720	Olfr607	protein_coding
ENSMUSG00000073948	ENSMUST00000098199	7	1	110618555	110619505	Olfr608	protein_coding
ENSMUSG00000046396	ENSMUST00000055787	7	-1	110640429	110641393	Olfr609	protein_coding
ENSMUSG00000045584	ENSMUST00000063109	7	-1	110654511	110655458	Olfr610	protein_coding
ENSMUSG00000061241	ENSMUST00000078108	7	-1	110665925	110666896	Olfr611	protein_coding
ENSMUSG00000066264	ENSMUST00000104879	7	-1	110686775	110687746	Olfr612	protein_coding
ENSMUSG00000078624	ENSMUST00000106888	7	1	110698882	110704018	Olfr613	protein_coding
ENSMUSG00000073947	ENSMUST00000106887	7	1	110708768	110709922	Olfr615	protein_coding
ENSMUSG00000073947	ENSMUST00000098198	7	1	110708993	110709934	Olfr615	protein_coding
ENSMUSG00000047544	ENSMUST00000106886	7	-1	110712838	110713791	Olfr616	protein_coding
ENSMUSG00000047544	ENSMUST00000061423	7	-1	110712850	110713912	Olfr616	protein_coding
