ENSMUSG00000078222	ENSMUST00000105020	X	-1	3241670	3243629	Gm14346	protein_coding
ENSMUSG00000035476	ENSMUST00000048250	X	1	82819361	82879808	Tab3	protein_coding
ENSMUSG00000035476	ENSMUST00000137438	X	1	82819373	82859532	Tab3	protein_coding
ENSMUSG00000035476	ENSMUST00000152880	X	1	82819378	82820964	Tab3	protein_coding
ENSMUSG00000035476	ENSMUST00000146063	X	1	82819489	82859322	Tab3	protein_coding
ENSMUSG00000025059	ENSMUST00000142152	X	-1	82947276	83021963	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000156390	X	-1	82947276	83021976	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000113978	X	-1	82947276	83021992	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000026039	X	-1	82947276	83022158	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000152221	X	-1	82952335	82957814	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000122950	X	-1	82957734	82959797	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000124386	X	-1	82958031	82982949	Gyk	protein_coding
ENSMUSG00000025059	ENSMUST00000125081	X	-1	83003859	83007321	Gyk	protein_coding
ENSMUSG00000025058	ENSMUST00000113976	X	1	83115693	83136838	5430427O19Rik	protein_coding
ENSMUSG00000035454	ENSMUST00000047945	X	1	83289538	83292652	1700072E05Rik	protein_coding
ENSMUSG00000025056	ENSMUST00000026036	X	1	83437103	83441286	Nr0b1	protein_coding
ENSMUSG00000035427	ENSMUST00000113969	X	-1	83495593	83501558	Mageb4	protein_coding
ENSMUSG00000035427	ENSMUST00000096378	X	-1	83495595	83550432	Mageb4	protein_coding
ENSMUSG00000035427	ENSMUST00000168290	X	-1	83496062	83550377	Mageb4	protein_coding
ENSMUSG00000082033	ENSMUST00000119697	X	-1	83545233	83550377	Mageb10-ps	protein_coding
ENSMUSG00000052372	ENSMUST00000113966	X	-1	83986209	85360984	Il1rapl1	protein_coding
ENSMUSG00000052372	ENSMUST00000078875	X	-1	83992581	85135574	Il1rapl1	protein_coding
ENSMUSG00000052372	ENSMUST00000113964	X	-1	84014457	85360984	Il1rapl1	protein_coding
ENSMUSG00000052372	ENSMUST00000113965	X	-1	84014571	85135574	Il1rapl1	protein_coding
ENSMUSG00000035395	ENSMUST00000113959	X	-1	86649187	86655028	Pet2	protein_coding
ENSMUSG00000035395	ENSMUST00000113960	X	-1	86649187	86655028	Pet2	protein_coding
ENSMUSG00000079513	ENSMUST00000113958	X	1	86997607	87000830	4932429P05Rik	protein_coding
ENSMUSG00000035387	ENSMUST00000088146	X	-1	87175437	87178191	4930415L06Rik	protein_coding
ENSMUSG00000091497	ENSMUST00000172155	X	1	88137481	88138473	Gm44	protein_coding
ENSMUSG00000073069	ENSMUST00000101397	X	1	88577094	88578236	Mageb2	protein_coding
ENSMUSG00000067650	ENSMUST00000063726	X	1	88637839	88638873	Gm5072	protein_coding
ENSMUSG00000073068	ENSMUST00000101396	X	1	88725465	88726499	Gm8914	protein_coding
ENSMUSG00000057805	ENSMUST00000078832	X	-1	88820549	88821250	1700084M14Rik	protein_coding
ENSMUSG00000064129	ENSMUST00000078469	X	1	88877533	88881010	Gm14781	protein_coding
ENSMUSG00000061392	ENSMUST00000082048	X	-1	89024883	89028357	Mageb5	protein_coding
ENSMUSG00000062162	ENSMUST00000099471	X	-1	89260530	89261522	Mageb1	protein_coding
ENSMUSG00000062162	ENSMUST00000072269	X	-1	89260530	89261672	Mageb1	protein_coding
ENSMUSG00000067649	ENSMUST00000113955	X	-1	89364218	89844911	Mageb18	protein_coding
ENSMUSG00000067649	ENSMUST00000088137	X	-1	89364540	89366110	Mageb18	protein_coding
ENSMUSG00000071726	ENSMUST00000096371	X	1	89735288	89736020	Gm5941	protein_coding
ENSMUSG00000067647	ENSMUST00000088134	X	1	90401493	90402212	1700003E24Rik	protein_coding
ENSMUSG00000067646	ENSMUST00000088133	X	1	90428566	90429285	BC061195	protein_coding
ENSMUSG00000035277	ENSMUST00000046565	X	1	90531846	90543696	Arx	protein_coding
ENSMUSG00000035277	ENSMUST00000113947	X	1	90531849	90543696	Arx	protein_coding
ENSMUSG00000006678	ENSMUST00000006856	X	-1	90550106	90877494	Pola1	protein_coding
ENSMUSG00000006678	ENSMUST00000171660	X	-1	90550861	90877481	Pola1	protein_coding
ENSMUSG00000006678	ENSMUST00000142479	X	-1	90725829	90736285	Pola1	protein_coding
ENSMUSG00000006678	ENSMUST00000127718	X	-1	90868415	90877482	Pola1	protein_coding
ENSMUSG00000006678	ENSMUST00000124236	X	-1	90868637	90877454	Pola1	protein_coding
ENSMUSG00000035246	ENSMUST00000113933	X	1	90900202	90995290	Pcyt1b	protein_coding
ENSMUSG00000035246	ENSMUST00000045898	X	1	90920441	90995290	Pcyt1b	protein_coding
ENSMUSG00000035246	ENSMUST00000146263	X	1	90976901	90980195	Pcyt1b	protein_coding
ENSMUSG00000035232	ENSMUST00000045748	X	-1	91009946	91077540	Pdk3	protein_coding
ENSMUSG00000035232	ENSMUST00000170250	X	-1	91010357	91077457	Pdk3	protein_coding
ENSMUSG00000035232	ENSMUST00000154717	X	-1	91010435	91014459	Pdk3	protein_coding
ENSMUSG00000035232	ENSMUST00000134502	X	-1	91027489	91034664	Pdk3	protein_coding
ENSMUSG00000055936	ENSMUST00000088107	X	1	91213998	91220803	AU015836	protein_coding
ENSMUSG00000081044	ENSMUST00000121565	X	1	91213998	91220809	AU015836	protein_coding
ENSMUSG00000081044	ENSMUST00000149545	X	1	91214013	91220809	AU015836	protein_coding
ENSMUSG00000055936	ENSMUST00000163458	X	1	91214021	91214997	AU015836	protein_coding
ENSMUSG00000081044	ENSMUST00000124180	X	1	91214981	91217002	AU015836	protein_coding
ENSMUSG00000081044	ENSMUST00000120624	X	1	91215135	91220410	AU015836	protein_coding
ENSMUSG00000079509	ENSMUST00000088102	X	-1	91319970	91368746	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000113926	X	-1	91319971	91368239	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000113927	X	-1	91319971	91368746	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000170652	X	-1	91322445	91347723	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000137853	X	-1	91327622	91368714	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000113925	X	-1	91343513	91368448	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000135661	X	-1	91344011	91369041	Zfx	protein_coding
ENSMUSG00000079509	ENSMUST00000130312	X	-1	91359241	91368471	Zfx	protein_coding
ENSMUSG00000035150	ENSMUST00000050328	X	-1	91434046	91458048	Eif2s3x	protein_coding
ENSMUSG00000035150	ENSMUST00000113922	X	-1	91444980	91457990	Eif2s3x	protein_coding
ENSMUSG00000035150	ENSMUST00000127963	X	-1	91448219	91458201	Eif2s3x	protein_coding
ENSMUSG00000043929	ENSMUST00000150999	X	1	91479938	91483496	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000153900	X	1	91479943	91498079	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000113908	X	1	91480266	91499402	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000113916	X	1	91480269	91518854	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000096369	X	1	91480326	91501307	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000113911	X	1	91480329	91499406	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000142691	X	1	91480329	91518083	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000170594	X	1	91480650	91518848	Klhl15	protein_coding
ENSMUSG00000043929	ENSMUST00000113915	X	1	91481150	91523063	Klhl15	protein_coding
ENSMUSG00000043549	ENSMUST00000044989	X	-1	91600392	91612116	4932442L08Rik	protein_coding
ENSMUSG00000043549	ENSMUST00000113903	X	-1	91601211	91611072	4932442L08Rik	protein_coding
ENSMUSG00000043549	ENSMUST00000150601	X	-1	91601211	91611072	4932442L08Rik	protein_coding
ENSMUSG00000043549	ENSMUST00000113902	X	-1	91602495	91611367	4932442L08Rik	protein_coding
ENSMUSG00000079508	ENSMUST00000113898	X	1	91612456	91662300	Apoo	protein_coding
ENSMUSG00000079508	ENSMUST00000113897	X	1	91612493	91662432	Apoo	protein_coding
ENSMUSG00000079508	ENSMUST00000113896	X	1	91612504	91662432	Apoo	protein_coding
ENSMUSG00000079508	ENSMUST00000113895	X	1	91612522	91662432	Apoo	protein_coding
ENSMUSG00000025151	ENSMUST00000026142	X	-1	91780813	91787482	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000138146	X	-1	91780815	91782903	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000139375	X	-1	91780815	91783174	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000153386	X	-1	91780815	91787329	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000163883	X	-1	91780817	91787364	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000138731	X	-1	91781421	91783223	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000141702	X	-1	91783014	91784165	Maged1	protein_coding
ENSMUSG00000025151	ENSMUST00000133982	X	-1	91785833	91787342	Maged1	protein_coding
ENSMUSG00000071723	ENSMUST00000096368	X	1	91881408	91883898	Gspt2	protein_coding
ENSMUSG00000071723	ENSMUST00000137033	X	1	91881415	91888583	Gspt2	protein_coding
ENSMUSG00000071723	ENSMUST00000164466	X	1	91881596	91883655	Gspt2	protein_coding
ENSMUSG00000073062	ENSMUST00000101388	X	1	91969908	91975530	Zxdb	protein_coding
ENSMUSG00000071722	ENSMUST00000096367	X	-1	92217846	92222021	Spin4	protein_coding
ENSMUSG00000025656	ENSMUST00000113876	X	-1	92244276	92361700	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113885	X	-1	92244277	92361712	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113883	X	-1	92244278	92361745	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113880	X	-1	92244283	92327060	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113878	X	-1	92244283	92361825	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113882	X	-1	92244283	92361825	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113884	X	-1	92245605	92392160	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000128565	X	-1	92245605	92392160	Arhgef9	protein_coding
ENSMUSG00000025656	ENSMUST00000113873	X	-1	92247273	92361646	Arhgef9	protein_coding
ENSMUSG00000050332	ENSMUST00000084535	X	-1	92615657	92640211	Fam123b	protein_coding
ENSMUSG00000031204	ENSMUST00000033549	X	-1	92665540	92673468	Asb12	protein_coding
ENSMUSG00000035062	ENSMUST00000120620	X	-1	92834532	92853747	Zc4h2	protein_coding
ENSMUSG00000035062	ENSMUST00000119640	X	-1	92834535	92853722	Zc4h2	protein_coding
ENSMUSG00000035062	ENSMUST00000044382	X	-1	92834538	92853848	Zc4h2	protein_coding
ENSMUSG00000035045	ENSMUST00000150123	X	1	92907017	93120097	Zc3h12b	protein_coding
ENSMUSG00000071721	ENSMUST00000096366	X	-1	92927929	92928657	1700010D01Rik	protein_coding
ENSMUSG00000035045	ENSMUST00000082183	X	1	93094435	93123309	Zc3h12b	protein_coding
ENSMUSG00000035045	ENSMUST00000145362	X	1	93094459	93127831	Zc3h12b	protein_coding
ENSMUSG00000035045	ENSMUST00000127461	X	1	93117729	93122436	Zc3h12b	protein_coding
ENSMUSG00000057421	ENSMUST00000079987	X	-1	93130674	93152252	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000113864	X	-1	93130674	93152252	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000126605	X	-1	93136030	93152225	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000137659	X	-1	93136163	93142794	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000152181	X	-1	93141761	93143542	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000147994	X	-1	93142276	93146397	Las1l	protein_coding
ENSMUSG00000057421	ENSMUST00000139717	X	-1	93144774	93152301	Las1l	protein_coding
ENSMUSG00000031207	ENSMUST00000117399	X	1	93291381	93363891	Msn	protein_coding
ENSMUSG00000031207	ENSMUST00000149985	X	1	93291396	93349378	Msn	protein_coding
ENSMUSG00000031207	ENSMUST00000135027	X	1	93291436	93347298	Msn	protein_coding
ENSMUSG00000044206	ENSMUST00000050707	X	-1	93442542	93488777	Vsig4	protein_coding
ENSMUSG00000044206	ENSMUST00000146830	X	-1	93445289	93488751	Vsig4	protein_coding
ENSMUSG00000045802	ENSMUST00000119035	X	-1	93501517	93651633	Hsf3	protein_coding
ENSMUSG00000045802	ENSMUST00000164693	X	-1	93502704	93651622	Hsf3	protein_coding
ENSMUSG00000045802	ENSMUST00000059003	X	-1	93502862	93563258	Hsf3	protein_coding
ENSMUSG00000045802	ENSMUST00000146965	X	-1	93516016	93534057	Hsf3	protein_coding
ENSMUSG00000031209	ENSMUST00000033553	X	1	93650698	93769824	Heph	protein_coding
ENSMUSG00000031209	ENSMUST00000079322	X	1	93651712	93726762	Heph	protein_coding
ENSMUSG00000031209	ENSMUST00000113838	X	1	93651729	93769821	Heph	protein_coding
ENSMUSG00000031209	ENSMUST00000154413	X	1	93651767	93671160	Heph	protein_coding
ENSMUSG00000031209	ENSMUST00000135212	X	1	93651767	93683100	Heph	protein_coding
ENSMUSG00000031210	ENSMUST00000139205	X	1	93908780	93911859	Gpr165	protein_coding
ENSMUSG00000031210	ENSMUST00000033554	X	1	93908831	93914727	Gpr165	protein_coding
ENSMUSG00000031210	ENSMUST00000130276	X	1	93908852	93911124	Gpr165	protein_coding
ENSMUSG00000031210	ENSMUST00000137479	X	1	93909536	93914621	Gpr165	protein_coding
ENSMUSG00000031212	ENSMUST00000033556	X	1	94267935	94277443	Pgr15l	protein_coding
ENSMUSG00000034457	ENSMUST00000037353	X	-1	94529179	94572555	Eda2r	protein_coding
ENSMUSG00000034457	ENSMUST00000113832	X	-1	94532477	94572489	Eda2r	protein_coding
ENSMUSG00000034457	ENSMUST00000126283	X	-1	94533130	94572555	Eda2r	protein_coding
ENSMUSG00000034457	ENSMUST00000126609	X	-1	94536885	94572511	Eda2r	protein_coding
ENSMUSG00000046532	ENSMUST00000052837	X	1	95345060	95518554	Ar	protein_coding
ENSMUSG00000031214	ENSMUST00000033560	X	-1	95749616	96086324	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000113826	X	-1	95753590	96086120	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000147529	X	-1	95753596	95773828	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000154920	X	-1	95758908	95773774	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000125150	X	-1	95907538	96086364	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000147805	X	-1	95907766	96086324	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000142267	X	-1	95927731	96086324	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000156917	X	-1	95997140	96085948	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000140598	X	-1	96069065	96085723	Ophn1	protein_coding
ENSMUSG00000031214	ENSMUST00000156634	X	-1	96083119	96085964	Ophn1	protein_coding
ENSMUSG00000047694	ENSMUST00000113811	X	1	96131655	96140470	Yipf6	protein_coding
ENSMUSG00000047694	ENSMUST00000151353	X	1	96132612	96138974	Yipf6	protein_coding
ENSMUSG00000047694	ENSMUST00000124010	X	1	96132640	96135220	Yipf6	protein_coding
ENSMUSG00000047694	ENSMUST00000149082	X	1	96133100	96140245	Yipf6	protein_coding
ENSMUSG00000047694	ENSMUST00000054697	X	1	96133100	96144356	Yipf6	protein_coding
ENSMUSG00000047694	ENSMUST00000140479	X	1	96133546	96139374	Yipf6	protein_coding
ENSMUSG00000031216	ENSMUST00000149999	X	1	96198587	96261011	Stard8	protein_coding
ENSMUSG00000031216	ENSMUST00000036606	X	1	96237920	96270067	Stard8	protein_coding
ENSMUSG00000031216	ENSMUST00000145820	X	1	96239323	96261162	Stard8	protein_coding
ENSMUSG00000031216	ENSMUST00000127361	X	1	96263947	96265783	Stard8	protein_coding
ENSMUSG00000031217	ENSMUST00000052839	X	1	96331469	96344330	Efnb1	protein_coding
ENSMUSG00000031217	ENSMUST00000151750	X	1	96333470	96342569	Efnb1	protein_coding
ENSMUSG00000034403	ENSMUST00000113792	X	-1	96661073	96666612	Pja1	protein_coding
ENSMUSG00000034403	ENSMUST00000113790	X	-1	96661077	96666026	Pja1	protein_coding
ENSMUSG00000034403	ENSMUST00000167246	X	-1	96661107	96666074	Pja1	protein_coding
ENSMUSG00000034403	ENSMUST00000036354	X	-1	96661453	96666031	Pja1	protein_coding
ENSMUSG00000034403	ENSMUST00000113797	X	-1	96661485	96666011	Pja1	protein_coding
ENSMUSG00000071719	ENSMUST00000096363	X	1	97016360	97044129	Tmem28	protein_coding
ENSMUSG00000059327	ENSMUST00000134582	X	1	97170945	97506638	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113781	X	1	97170945	97596098	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113783	X	1	97170945	97596098	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113775	X	1	97170945	97596099	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113776	X	1	97170945	97596099	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113779	X	1	97170945	97596099	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113778	X	1	97170945	97596101	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113780	X	1	97170945	97596101	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000113777	X	1	97171120	97591151	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000071453	X	1	97171120	97592495	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000145063	X	1	97580482	97589777	Eda	protein_coding
ENSMUSG00000059327	ENSMUST00000123547	X	1	97582594	97590375	Eda	protein_coding
ENSMUSG00000031220	ENSMUST00000033567	X	-1	97597560	97607926	Awat2	protein_coding
ENSMUSG00000031220	ENSMUST00000147103	X	-1	97597565	97638056	Awat2	protein_coding
ENSMUSG00000051582	ENSMUST00000060241	X	1	97624352	97625224	Otud6a	protein_coding
ENSMUSG00000031221	ENSMUST00000033570	X	1	97689630	97711464	Igbp1	protein_coding
ENSMUSG00000031221	ENSMUST00000169708	X	1	97689630	97711464	Igbp1	protein_coding
ENSMUSG00000031221	ENSMUST00000144881	X	1	97689694	97694736	Igbp1	protein_coding
ENSMUSG00000067597	ENSMUST00000140551	X	1	97720177	97741230	Dgat2l6	protein_coding
ENSMUSG00000067597	ENSMUST00000037541	X	1	97720180	97741483	Dgat2l6	protein_coding
ENSMUSG00000015665	ENSMUST00000096361	X	1	97767590	97773544	Awat1	protein_coding
ENSMUSG00000044359	ENSMUST00000053373	X	-1	97785493	97790208	P2ry4	protein_coding
ENSMUSG00000060890	ENSMUST00000113769	X	1	97800836	97813832	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000135237	X	1	97800862	97808972	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000141676	X	1	97800883	97808412	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000154771	X	1	97800894	97809180	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000082016	X	1	97800901	97813829	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000131906	X	1	97800901	97813832	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000164940	X	1	97800986	97807283	Arr3	protein_coding
ENSMUSG00000060890	ENSMUST00000166688	X	1	97807178	97809779	Arr3	protein_coding
ENSMUSG00000015668	ENSMUST00000144643	X	-1	97818222	97821277	Pdzd11	protein_coding
ENSMUSG00000015668	ENSMUST00000015812	X	-1	97818225	97821907	Pdzd11	protein_coding
ENSMUSG00000015668	ENSMUST00000059099	X	-1	97818247	97821274	Pdzd11	protein_coding
ENSMUSG00000015668	ENSMUST00000151548	X	-1	97818716	97821610	Pdzd11	protein_coding
ENSMUSG00000034311	ENSMUST00000048962	X	1	97821076	97922553	Kif4	protein_coding
ENSMUSG00000034311	ENSMUST00000156386	X	1	97829299	97831646	Kif4	protein_coding
ENSMUSG00000034311	ENSMUST00000145319	X	1	97907466	97919989	Kif4	protein_coding
ENSMUSG00000019359	ENSMUST00000144912	X	1	97925212	97927787	Gdpd2	protein_coding
ENSMUSG00000019359	ENSMUST00000156336	X	1	97925277	97930552	Gdpd2	protein_coding
ENSMUSG00000019359	ENSMUST00000019503	X	1	97925281	97934233	Gdpd2	protein_coding
ENSMUSG00000019359	ENSMUST00000113744	X	1	97925525	97934233	Gdpd2	protein_coding
ENSMUSG00000019359	ENSMUST00000151572	X	1	97931679	97934234	Gdpd2	protein_coding
ENSMUSG00000000881	ENSMUST00000000901	X	1	97963061	98013745	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000113736	X	1	97963062	98013747	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000087984	X	1	97963088	98013747	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000147863	X	1	97963334	98013749	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000113735	X	1	97970080	98013747	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000151020	X	1	97972624	98013747	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000148076	X	1	97991916	98001952	Dlg3	protein_coding
ENSMUSG00000000881	ENSMUST00000146772	X	1	98003339	98010169	Dlg3	protein_coding
ENSMUSG00000009670	ENSMUST00000009814	X	-1	98033987	98254978	Tex11	protein_coding
ENSMUSG00000009670	ENSMUST00000113718	X	-1	98033987	98255006	Tex11	protein_coding
ENSMUSG00000009670	ENSMUST00000113716	X	-1	98073221	98255006	Tex11	protein_coding
ENSMUSG00000031297	ENSMUST00000138162	X	-1	98274549	98280744	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000101362	X	-1	98274560	98280691	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000073927	X	-1	98274561	98280711	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000113710	X	-1	98274561	98281359	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000126282	X	-1	98275145	98279520	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000144410	X	-1	98276909	98277572	Slc7a3	protein_coding
ENSMUSG00000031297	ENSMUST00000151922	X	-1	98277097	98277798	Slc7a3	protein_coding
ENSMUSG00000046032	ENSMUST00000156473	X	-1	98293125	98417892	Snx12	protein_coding
ENSMUSG00000046032	ENSMUST00000120389	X	-1	98407298	98417888	Snx12	protein_coding
ENSMUSG00000046032	ENSMUST00000077876	X	-1	98407298	98417902	Snx12	protein_coding
ENSMUSG00000046032	ENSMUST00000130826	X	-1	98408826	98409878	Snx12	protein_coding
ENSMUSG00000042903	ENSMUST00000062000	X	1	98449867	98456212	Foxo4	protein_coding
ENSMUSG00000042903	ENSMUST00000150558	X	1	98449906	98451774	Foxo4	protein_coding
ENSMUSG00000042903	ENSMUST00000138437	X	1	98450160	98454572	Foxo4	protein_coding
ENSMUSG00000090141	ENSMUST00000125656	X	-1	98456715	98459314	Gm614	protein_coding
ENSMUSG00000090141	ENSMUST00000101358	X	-1	98456715	98459331	Gm614	protein_coding
ENSMUSG00000092463	ENSMUST00000117736	X	-1	98456744	98464362	Gm20489	protein_coding
ENSMUSG00000031304	ENSMUST00000033664	X	-1	98459717	98463594	Il2rg	protein_coding
ENSMUSG00000031304	ENSMUST00000135038	X	-1	98460277	98462773	Il2rg	protein_coding
ENSMUSG00000031304	ENSMUST00000145074	X	-1	98462005	98463529	Il2rg	protein_coding
ENSMUSG00000031304	ENSMUST00000127538	X	-1	98462535	98463497	Il2rg	protein_coding
ENSMUSG00000079487	ENSMUST00000117706	X	1	98469369	98492804	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000117203	X	1	98469568	98492804	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000087948	X	1	98469599	98492804	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000087956	X	1	98469599	98492804	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000156131	X	1	98478035	98479496	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000146877	X	1	98478525	98479267	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000148846	X	1	98481363	98492804	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000170751	X	1	98483789	98492622	Med12	protein_coding
ENSMUSG00000079487	ENSMUST00000132269	X	1	98488473	98491406	Med12	protein_coding
ENSMUSG00000031302	ENSMUST00000113671	X	1	98491178	98516687	Nlgn3	protein_coding
ENSMUSG00000079487	ENSMUST00000137664	X	1	98491908	98492726	Med12	protein_coding
ENSMUSG00000031302	ENSMUST00000118111	X	1	98494507	98521302	Nlgn3	protein_coding
ENSMUSG00000031302	ENSMUST00000130555	X	1	98494514	98514014	Nlgn3	protein_coding
ENSMUSG00000031302	ENSMUST00000151528	X	1	98494533	98521302	Nlgn3	protein_coding
ENSMUSG00000031302	ENSMUST00000065858	X	1	98494549	98521302	Nlgn3	protein_coding
ENSMUSG00000031302	ENSMUST00000147443	X	1	98495813	98497393	Nlgn3	protein_coding
ENSMUSG00000031302	ENSMUST00000144860	X	1	98509730	98513490	Nlgn3	protein_coding
ENSMUSG00000047797	ENSMUST00000119080	X	1	98571717	98580968	Gjb1	protein_coding
ENSMUSG00000047797	ENSMUST00000052130	X	1	98572612	98580968	Gjb1	protein_coding
ENSMUSG00000047797	ENSMUST00000119190	X	1	98579075	98580968	Gjb1	protein_coding
ENSMUSG00000031310	ENSMUST00000117901	X	-1	98599723	98615137	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000121520	X	-1	98599723	98615253	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000120107	X	-1	98599723	98616055	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000063577	X	-1	98599723	98616188	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000155040	X	-1	98601318	98605073	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000129586	X	-1	98608583	98610258	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000137416	X	-1	98609540	98612816	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000129545	X	-1	98609848	98610505	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000141895	X	-1	98610268	98612715	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000120201	X	-1	98610269	98615148	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000117637	X	-1	98610272	98615180	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000121429	X	-1	98610272	98616024	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000118092	X	-1	98610277	98615555	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000119699	X	-1	98610297	98615703	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000129561	X	-1	98610354	98612712	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000147017	X	-1	98611526	98615168	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000143159	X	-1	98611613	98613029	Zmym3	protein_coding
ENSMUSG00000031310	ENSMUST00000134005	X	-1	98611722	98615199	Zmym3	protein_coding
ENSMUSG00000031311	ENSMUST00000147708	X	1	98624657	98634960	Nono	protein_coding
ENSMUSG00000031311	ENSMUST00000033673	X	1	98624894	98643930	Nono	protein_coding
